Date,CERO
2022-02-28,9.949999809265137
2022-03-01,9.949999809265137
2022-03-02,9.949999809265137
2022-03-03,9.96500015258789
2022-03-04,9.970000267028809
2022-03-07,9.970000267028809
2022-03-08,9.960000038146973
2022-03-09,9.960000038146973
2022-03-10,9.970000267028809
2022-03-11,9.970000267028809
2022-03-14,9.970000267028809
2022-03-15,9.970000267028809
2022-03-16,9.970000267028809
2022-03-17,9.970000267028809
2022-03-18,9.970000267028809
2022-03-21,9.970000267028809
2022-03-22,9.970000267028809
2022-03-23,9.970000267028809
2022-03-24,9.970000267028809
2022-03-25,9.984999656677246
2022-03-28,9.970000267028809
2022-03-29,9.970000267028809
2022-03-30,9.970000267028809
2022-03-31,10.005000114440918
2022-04-01,9.989999771118164
2022-04-04,9.989999771118164
2022-04-05,10.0
2022-04-06,9.989999771118164
2022-04-07,9.989999771118164
2022-04-08,9.989999771118164
2022-04-11,10.0
2022-04-12,10.01200008392334
2022-04-13,10.020000457763672
2022-04-14,10.020000457763672
2022-04-18,10.012999534606934
2022-04-19,10.010000228881836
2022-04-20,10.010000228881836
2022-04-21,10.010000228881836
2022-04-22,10.015000343322754
2022-04-25,10.010000228881836
2022-04-26,10.020000457763672
2022-04-27,10.020000457763672
2022-04-28,10.020000457763672
2022-04-29,10.020000457763672
2022-05-02,10.020000457763672
2022-05-03,10.020000457763672
2022-05-04,10.020000457763672
2022-05-05,10.079999923706055
2022-05-06,10.029999732971191
2022-05-09,10.020000457763672
2022-05-10,10.010000228881836
2022-05-11,10.010000228881836
2022-05-12,10.010000228881836
2022-05-13,10.01099967956543
2022-05-16,10.01099967956543
2022-05-17,10.01099967956543
2022-05-18,10.01099967956543
2022-05-19,9.989999771118164
2022-05-20,9.989999771118164
2022-05-23,9.989999771118164
2022-05-24,9.989999771118164
2022-05-25,9.989999771118164
2022-05-26,9.989999771118164
2022-05-27,10.010000228881836
2022-05-31,10.029999732971191
2022-06-01,10.010000228881836
2022-06-02,10.010000228881836
2022-06-03,10.010000228881836
2022-06-06,10.010000228881836
2022-06-07,10.010000228881836
2022-06-08,10.010000228881836
2022-06-09,10.010000228881836
2022-06-10,10.010000228881836
2022-06-13,10.029999732971191
2022-06-14,10.029999732971191
2022-06-15,10.029999732971191
2022-06-16,10.010000228881836
2022-06-17,10.020000457763672
2022-06-21,10.039999961853027
2022-06-22,10.039999961853027
2022-06-23,10.039999961853027
2022-06-24,10.039999961853027
2022-06-27,10.020000457763672
2022-06-28,10.020000457763672
2022-06-29,10.020000457763672
2022-06-30,10.020000457763672
2022-07-01,10.020000457763672
2022-07-05,10.020000457763672
2022-07-06,10.020000457763672
2022-07-07,10.020000457763672
2022-07-08,10.020000457763672
2022-07-11,10.029999732971191
2022-07-12,10.029999732971191
2022-07-13,10.029999732971191
2022-07-14,10.0600004196167
2022-07-15,10.0600004196167
2022-07-18,10.050000190734863
2022-07-19,10.050000190734863
2022-07-20,10.050000190734863
2022-07-21,10.050000190734863
2022-07-22,10.050000190734863
2022-07-25,10.0600004196167
2022-07-26,10.0600004196167
2022-07-27,10.0600004196167
2022-07-28,10.0600004196167
2022-07-29,10.0600004196167
2022-08-01,10.0600004196167
2022-08-02,10.069999694824219
2022-08-03,10.069999694824219
2022-08-04,10.069999694824219
2022-08-05,10.069999694824219
2022-08-08,10.069999694824219
2022-08-09,10.079999923706055
2022-08-10,10.079999923706055
2022-08-11,10.079999923706055
2022-08-12,10.079999923706055
2022-08-15,10.09000015258789
2022-08-16,10.09000015258789
2022-08-17,10.069999694824219
2022-08-18,10.069999694824219
2022-08-19,10.079999923706055
2022-08-22,10.069999694824219
2022-08-23,10.09000015258789
2022-08-24,10.069999694824219
2022-08-25,10.0649995803833
2022-08-26,10.0649995803833
2022-08-29,10.0649995803833
2022-08-30,10.069999694824219
2022-08-31,10.069999694824219
2022-09-01,10.074999809265137
2022-09-02,10.100000381469727
2022-09-06,10.100000381469727
2022-09-07,10.079999923706055
2022-09-08,10.039999961853027
2022-09-09,10.0649995803833
2022-09-12,10.074999809265137
2022-09-13,10.079999923706055
2022-09-14,10.079999923706055
2022-09-15,10.069999694824219
2022-09-16,10.069999694824219
2022-09-19,10.079999923706055
2022-09-20,10.079999923706055
2022-09-21,10.079999923706055
2022-09-22,10.09000015258789
2022-09-23,10.09000015258789
2022-09-26,10.09000015258789
2022-09-27,10.09000015258789
2022-09-28,10.09000015258789
2022-09-29,10.09000015258789
2022-09-30,10.09000015258789
2022-10-03,10.100000381469727
2022-10-04,10.109999656677246
2022-10-05,10.109999656677246
2022-10-06,10.109999656677246
2022-10-07,10.100000381469727
2022-10-10,10.109999656677246
2022-10-11,10.109999656677246
2022-10-12,10.109999656677246
2022-10-13,10.119999885559082
2022-10-14,10.119999885559082
2022-10-17,10.119999885559082
2022-10-18,10.119999885559082
2022-10-19,10.140000343322754
2022-10-20,10.140000343322754
2022-10-21,10.149999618530273
2022-10-24,10.180000305175781
2022-10-25,10.170000076293945
2022-10-26,10.170000076293945
2022-10-27,10.170000076293945
2022-10-28,10.170000076293945
2022-10-31,10.170000076293945
2022-11-01,10.149999618530273
2022-11-02,10.15999984741211
2022-11-03,10.149999618530273
2022-11-04,10.149999618530273
2022-11-07,10.199999809265137
2022-11-08,10.199999809265137
2022-11-09,10.199999809265137
2022-11-10,10.1899995803833
2022-11-11,10.210000038146973
2022-11-14,10.199999809265137
2022-11-15,10.199999809265137
2022-11-16,10.199999809265137
2022-11-17,10.199999809265137
2022-11-18,10.199999809265137
2022-11-21,10.220000267028809
2022-11-22,10.220000267028809
2022-11-23,10.229999542236328
2022-11-25,10.220000267028809
2022-11-28,10.239999771118164
2022-11-29,10.239999771118164
2022-11-30,10.239999771118164
2022-12-01,10.229999542236328
2022-12-02,10.229999542236328
2022-12-05,10.234999656677246
2022-12-06,10.229999542236328
2022-12-07,10.234999656677246
2022-12-08,10.260000228881836
2022-12-09,10.260000228881836
2022-12-12,10.25
2022-12-13,10.25
2022-12-14,10.260000228881836
2022-12-15,10.300000190734863
2022-12-16,10.300000190734863
2022-12-19,10.300000190734863
2022-12-20,10.26200008392334
2022-12-21,10.260000228881836
2022-12-22,10.25
2022-12-23,10.25
2022-12-27,10.25
2022-12-28,10.25
2022-12-29,10.274999618530273
2022-12-30,10.270000457763672
2023-01-03,10.270000457763672
2023-01-04,10.289999961853027
2023-01-05,10.289999961853027
2023-01-06,10.300000190734863
2023-01-09,10.300000190734863
2023-01-10,10.300000190734863
2023-01-11,10.430000305175781
2023-01-12,10.430000305175781
2023-01-13,10.430000305175781
2023-01-17,10.529999732971191
2023-01-18,10.529999732971191
2023-01-19,10.529999732971191
2023-01-20,10.359999656677246
2023-01-23,10.380000114440918
2023-01-24,10.380000114440918
2023-01-25,10.380000114440918
2023-01-26,10.380000114440918
2023-01-27,10.380000114440918
2023-01-30,10.520000457763672
2023-01-31,10.520000457763672
2023-02-01,10.550000190734863
2023-02-02,10.550000190734863
2023-02-03,10.550000190734863
2023-02-06,10.550000190734863
2023-02-07,10.550000190734863
2023-02-08,10.550000190734863
2023-02-09,10.550000190734863
2023-02-10,10.550000190734863
2023-02-13,10.5
2023-02-14,10.609999656677246
2023-02-15,10.609999656677246
2023-02-16,10.609999656677246
2023-02-17,10.609999656677246
2023-02-21,10.609999656677246
2023-02-22,10.609999656677246
2023-02-23,10.510000228881836
2023-02-24,10.510000228881836
2023-02-27,10.529999732971191
2023-02-28,10.529999732971191
2023-03-01,10.619999885559082
2023-03-02,10.619999885559082
2023-03-03,10.65999984741211
2023-03-06,10.65999984741211
2023-03-07,10.680000305175781
2023-03-08,10.680000305175781
2023-03-09,10.680000305175781
2023-03-10,10.680000305175781
2023-03-13,10.680000305175781
2023-03-14,10.680000305175781
2023-03-15,10.680000305175781
2023-03-16,10.699999809265137
2023-03-17,10.699999809265137
2023-03-20,10.699999809265137
2023-03-21,10.699999809265137
2023-03-22,10.710000038146973
2023-03-23,10.710000038146973
2023-03-24,10.710000038146973
