Date,NCNC
2022-07-06,9.890000343322754
2022-07-07,9.899999618530273
2022-07-08,9.920000076293945
2022-07-11,9.920000076293945
2022-07-12,9.899999618530273
2022-07-13,9.90999984741211
2022-07-14,9.899999618530273
2022-07-15,9.899999618530273
2022-07-18,9.920000076293945
2022-07-19,9.91100025177002
2022-07-20,9.920000076293945
2022-07-21,9.920000076293945
2022-07-22,9.920000076293945
2022-07-25,9.946000099182129
2022-07-26,9.9399995803833
2022-07-27,9.9399995803833
2022-07-28,9.9399995803833
2022-07-29,9.949999809265137
2022-08-01,9.958999633789062
2022-08-02,9.958999633789062
2022-08-03,9.958999633789062
2022-08-04,9.960000038146973
2022-08-05,9.970000267028809
2022-08-08,9.960000038146973
2022-08-09,9.970000267028809
2022-08-10,9.970000267028809
2022-08-11,10.0
2022-08-12,10.0
2022-08-15,9.979999542236328
2022-08-16,9.979999542236328
2022-08-17,9.979999542236328
2022-08-18,9.979999542236328
2022-08-19,9.979999542236328
2022-08-22,9.979999542236328
2022-08-23,9.979999542236328
2022-08-24,9.979999542236328
2022-08-25,9.979999542236328
2022-08-26,9.954999923706055
2022-08-29,9.949999809265137
2022-08-30,9.949999809265137
2022-08-31,9.949999809265137
2022-09-01,9.949999809265137
2022-09-02,9.944999694824219
2022-09-06,9.944999694824219
2022-09-07,9.944999694824219
2022-09-08,9.979999542236328
2022-09-09,9.979999542236328
2022-09-12,9.979999542236328
2022-09-13,9.920000076293945
2022-09-14,9.970000267028809
2022-09-15,9.920000076293945
2022-09-16,9.920000076293945
2022-09-19,9.920000076293945
2022-09-20,9.930000305175781
2022-09-21,9.949999809265137
2022-09-22,9.9399995803833
2022-09-23,9.9399995803833
2022-09-26,9.979999542236328
2022-09-27,9.979999542236328
2022-09-28,9.979999542236328
2022-09-29,9.979999542236328
2022-09-30,9.979999542236328
2022-10-03,9.925000190734863
2022-10-04,9.925000190734863
2022-10-05,9.90999984741211
2022-10-06,9.90999984741211
2022-10-07,9.904999732971191
2022-10-10,9.904999732971191
2022-10-11,9.904999732971191
2022-10-12,9.904999732971191
2022-10-13,9.890000343322754
2022-10-14,9.890000343322754
2022-10-17,10.0
2022-10-18,10.0
2022-10-19,10.0
2022-10-20,10.050000190734863
2022-10-21,9.99899959564209
2022-10-24,10.010000228881836
2022-10-25,10.010000228881836
2022-10-26,10.020000457763672
2022-10-27,10.020000457763672
2022-10-28,10.020000457763672
2022-10-31,10.005000114440918
