Date,RXT
2022-02-28,11.130000114440918
2022-03-01,10.25
2022-03-02,10.449999809265137
2022-03-03,10.260000228881836
2022-03-04,10.050000190734863
2022-03-07,9.930000305175781
2022-03-08,10.109999656677246
2022-03-09,10.300000190734863
2022-03-10,10.380000114440918
2022-03-11,9.979999542236328
2022-03-14,10.079999923706055
2022-03-15,10.380000114440918
2022-03-16,11.100000381469727
2022-03-17,10.949999809265137
2022-03-18,11.239999771118164
2022-03-21,10.619999885559082
2022-03-22,10.9399995803833
2022-03-23,10.9399995803833
2022-03-24,11.039999961853027
2022-03-25,11.010000228881836
2022-03-28,10.970000267028809
2022-03-29,11.630000114440918
2022-03-30,11.460000038146973
2022-03-31,11.15999984741211
2022-04-01,11.649999618530273
2022-04-04,11.770000457763672
2022-04-05,11.1899995803833
2022-04-06,10.890000343322754
2022-04-07,10.949999809265137
2022-04-08,9.5
2022-04-11,9.930000305175781
2022-04-12,9.84000015258789
2022-04-13,10.15999984741211
2022-04-14,10.220000267028809
2022-04-18,10.0600004196167
2022-04-19,10.430000305175781
2022-04-20,10.520000457763672
2022-04-21,10.449999809265137
2022-04-22,10.010000228881836
2022-04-25,10.319999694824219
2022-04-26,9.930000305175781
2022-04-27,9.930000305175781
2022-04-28,10.220000267028809
2022-04-29,9.890000343322754
2022-05-02,10.239999771118164
2022-05-03,10.329999923706055
2022-05-04,10.369999885559082
2022-05-05,10.09000015258789
2022-05-06,9.789999961853027
2022-05-09,9.170000076293945
2022-05-10,8.630000114440918
2022-05-11,8.170000076293945
2022-05-12,8.970000267028809
2022-05-13,9.539999961853027
2022-05-16,9.210000038146973
2022-05-17,9.529999732971191
2022-05-18,9.170000076293945
2022-05-19,9.300000190734863
2022-05-20,9.140000343322754
2022-05-23,8.65999984741211
2022-05-24,8.039999961853027
2022-05-25,8.640000343322754
2022-05-26,8.9399995803833
2022-05-27,9.4399995803833
2022-05-31,9.229999542236328
2022-06-01,8.9399995803833
2022-06-02,9.260000228881836
2022-06-03,8.760000228881836
2022-06-06,8.779999732971191
2022-06-07,8.770000457763672
2022-06-08,8.449999809265137
2022-06-09,7.949999809265137
2022-06-10,7.619999885559082
2022-06-13,6.460000038146973
2022-06-14,6.590000152587891
2022-06-15,6.71999979019165
2022-06-16,6.070000171661377
2022-06-17,6.480000019073486
2022-06-21,6.460000038146973
2022-06-22,6.340000152587891
2022-06-23,6.849999904632568
2022-06-24,7.199999809265137
2022-06-27,7.260000228881836
2022-06-28,7.360000133514404
2022-06-29,7.21999979019165
2022-06-30,7.170000076293945
2022-07-01,7.139999866485596
2022-07-05,7.190000057220459
2022-07-06,6.960000038146973
2022-07-07,7.289999961853027
2022-07-08,7.119999885559082
2022-07-11,6.71999979019165
2022-07-12,6.690000057220459
2022-07-13,6.71999979019165
2022-07-14,6.210000038146973
2022-07-15,5.989999771118164
2022-07-18,6.019999980926514
2022-07-19,6.75
2022-07-20,6.849999904632568
2022-07-21,6.789999961853027
2022-07-22,6.320000171661377
2022-07-25,6.289999961853027
2022-07-26,6.010000228881836
2022-07-27,6.269999980926514
2022-07-28,6.590000152587891
2022-07-29,6.739999771118164
2022-08-01,6.920000076293945
2022-08-02,6.769999980926514
2022-08-03,7.090000152587891
2022-08-04,6.980000019073486
2022-08-05,7.010000228881836
2022-08-08,7.039999961853027
2022-08-09,6.880000114440918
2022-08-10,5.800000190734863
2022-08-11,5.809999942779541
2022-08-12,5.760000228881836
2022-08-15,5.820000171661377
2022-08-16,5.670000076293945
2022-08-17,5.480000019073486
2022-08-18,5.460000038146973
2022-08-19,5.420000076293945
2022-08-22,5.289999961853027
2022-08-23,5.25
2022-08-24,5.170000076293945
2022-08-25,5.139999866485596
2022-08-26,4.78000020980835
2022-08-29,4.659999847412109
2022-08-30,4.610000133514404
2022-08-31,4.460000038146973
2022-09-01,4.599999904632568
2022-09-02,4.820000171661377
2022-09-06,4.630000114440918
2022-09-07,4.760000228881836
2022-09-08,4.949999809265137
2022-09-09,5.320000171661377
2022-09-12,6.320000171661377
2022-09-13,5.800000190734863
2022-09-14,5.690000057220459
2022-09-15,5.440000057220459
2022-09-16,5.329999923706055
2022-09-19,5.5
2022-09-20,5.28000020980835
2022-09-21,5.320000171661377
2022-09-22,5.070000171661377
2022-09-23,4.980000019073486
2022-09-26,4.460000038146973
2022-09-27,4.260000228881836
2022-09-28,4.489999771118164
2022-09-29,4.360000133514404
2022-09-30,4.079999923706055
2022-10-03,4.090000152587891
2022-10-04,4.800000190734863
2022-10-05,4.639999866485596
2022-10-06,4.449999809265137
2022-10-07,4.420000076293945
2022-10-10,4.179999828338623
2022-10-11,4.039999961853027
2022-10-12,3.9700000286102295
2022-10-13,3.9600000381469727
2022-10-14,3.799999952316284
2022-10-17,4.320000171661377
2022-10-18,4.429999828338623
2022-10-19,4.039999961853027
2022-10-20,4.409999847412109
2022-10-21,4.449999809265137
2022-10-24,4.539999961853027
2022-10-25,4.769999980926514
2022-10-26,4.880000114440918
2022-10-27,4.889999866485596
2022-10-28,5.130000114440918
2022-10-31,5.150000095367432
2022-11-01,5.159999847412109
2022-11-02,4.809999942779541
2022-11-03,4.510000228881836
2022-11-04,4.630000114440918
2022-11-07,4.809999942779541
2022-11-08,4.849999904632568
2022-11-09,4.360000133514404
2022-11-10,5.920000076293945
2022-11-11,5.599999904632568
2022-11-14,5.699999809265137
2022-11-15,5.860000133514404
2022-11-16,5.090000152587891
2022-11-17,4.949999809265137
2022-11-18,4.71999979019165
2022-11-21,4.75
2022-11-22,4.630000114440918
2022-11-23,4.809999942779541
2022-11-25,4.760000228881836
2022-11-28,4.539999961853027
2022-11-29,4.539999961853027
2022-11-30,4.880000114440918
2022-12-01,4.940000057220459
2022-12-02,4.849999904632568
2022-12-05,4.099999904632568
2022-12-06,3.950000047683716
2022-12-07,3.799999952316284
2022-12-08,3.200000047683716
2022-12-09,3.2300000190734863
2022-12-12,3.509999990463257
2022-12-13,3.2799999713897705
2022-12-14,3.200000047683716
2022-12-15,3.130000114440918
2022-12-16,2.940000057220459
2022-12-19,2.75
2022-12-20,2.759999990463257
2022-12-21,2.8399999141693115
2022-12-22,2.740000009536743
2022-12-23,2.640000104904175
2022-12-27,2.569999933242798
2022-12-28,2.5999999046325684
2022-12-29,2.9000000953674316
2022-12-30,2.950000047683716
2023-01-03,2.9100000858306885
2023-01-04,2.950000047683716
2023-01-05,2.75
2023-01-06,2.690000057220459
2023-01-09,2.6700000762939453
2023-01-10,2.549999952316284
2023-01-11,2.619999885559082
2023-01-12,2.690000057220459
2023-01-13,2.819999933242798
2023-01-17,3.0
2023-01-18,2.859999895095825
2023-01-19,2.799999952316284
2023-01-20,2.8499999046325684
2023-01-23,2.930000066757202
2023-01-24,2.9200000762939453
2023-01-25,2.869999885559082
2023-01-26,2.930000066757202
2023-01-27,3.059999942779541
2023-01-30,2.950000047683716
2023-01-31,3.0
2023-02-01,3.2899999618530273
2023-02-02,3.430000066757202
2023-02-03,3.319999933242798
2023-02-06,3.109999895095825
2023-02-07,3.130000114440918
2023-02-08,3.140000104904175
2023-02-09,2.950000047683716
2023-02-10,3.0
2023-02-13,3.0799999237060547
2023-02-14,3.0199999809265137
2023-02-15,3.1700000762939453
2023-02-16,3.009999990463257
2023-02-17,2.930000066757202
2023-02-21,2.740000009536743
2023-02-22,2.640000104904175
2023-02-23,2.6700000762939453
2023-02-24,2.430000066757202
2023-02-27,2.3499999046325684
2023-02-28,2.3499999046325684
2023-03-01,2.2799999713897705
2023-03-02,2.3399999141693115
2023-03-03,2.450000047683716
2023-03-06,2.390000104904175
2023-03-07,2.25
2023-03-08,2.4200000762939453
2023-03-09,2.380000114440918
2023-03-10,2.130000114440918
2023-03-13,2.069999933242798
2023-03-14,2.119999885559082
2023-03-15,2.140000104904175
2023-03-16,2.119999885559082
2023-03-17,1.9199999570846558
