Date,CTXR
2022-02-28,1.5399999618530273
2022-03-01,1.5099999904632568
2022-03-02,1.5299999713897705
2022-03-03,1.4700000286102295
2022-03-04,1.5199999809265137
2022-03-07,1.4500000476837158
2022-03-08,1.4500000476837158
2022-03-09,1.5299999713897705
2022-03-10,1.4800000190734863
2022-03-11,1.5399999618530273
2022-03-14,1.5199999809265137
2022-03-15,1.5800000429153442
2022-03-16,1.6200000047683716
2022-03-17,1.6699999570846558
2022-03-18,1.659999966621399
2022-03-21,1.7799999713897705
2022-03-22,1.7999999523162842
2022-03-23,1.75
2022-03-24,1.8899999856948853
2022-03-25,1.8899999856948853
2022-03-28,1.7599999904632568
2022-03-29,1.7899999618530273
2022-03-30,1.75
2022-03-31,1.7899999618530273
2022-04-01,1.809999942779541
2022-04-04,1.8700000047683716
2022-04-05,1.840000033378601
2022-04-06,1.7100000381469727
2022-04-07,1.5700000524520874
2022-04-08,1.5299999713897705
2022-04-11,1.5499999523162842
2022-04-12,1.5199999809265137
2022-04-13,1.559999942779541
2022-04-14,1.5499999523162842
2022-04-18,1.4700000286102295
2022-04-19,1.3049999475479126
2022-04-20,1.3600000143051147
2022-04-21,1.2100000381469727
2022-04-22,1.2000000476837158
2022-04-25,1.1100000143051147
2022-04-26,1.090000033378601
2022-04-27,0.9100000262260437
2022-04-28,1.0299999713897705
2022-04-29,1.0099999904632568
2022-05-02,0.9639999866485596
2022-05-03,1.024999976158142
2022-05-04,1.0299999713897705
2022-05-05,0.9729999899864197
2022-05-06,1.0399999618530273
2022-05-09,0.9419999718666077
2022-05-10,1.0199999809265137
2022-05-11,0.8830000162124634
2022-05-12,0.8980000019073486
2022-05-13,0.8949999809265137
2022-05-16,0.8899999856948853
2022-05-17,0.9490000009536743
2022-05-18,0.9020000100135803
2022-05-19,0.8920000195503235
2022-05-20,0.9150000214576721
2022-05-23,0.9010000228881836
2022-05-24,0.9670000076293945
2022-05-25,0.9200000166893005
2022-05-26,0.9049999713897705
2022-05-27,0.925000011920929
2022-05-31,0.9399999976158142
2022-06-01,0.8999999761581421
2022-06-02,0.9359999895095825
2022-06-03,0.972000002861023
2022-06-06,0.9380000233650208
2022-06-07,1.0299999713897705
2022-06-08,1.0099999904632568
2022-06-09,1.059999942779541
2022-06-10,0.9869999885559082
2022-06-13,0.9549999833106995
2022-06-14,0.9200000166893005
2022-06-15,0.9539999961853027
2022-06-16,0.9039999842643738
2022-06-17,0.8809999823570251
2022-06-21,0.8880000114440918
2022-06-22,0.9300000071525574
2022-06-23,0.9549999833106995
2022-06-24,0.9769999980926514
2022-06-27,0.9599999785423279
2022-06-28,0.9819999933242798
2022-06-29,0.9459999799728394
2022-06-30,0.9200000166893005
2022-07-01,0.8939999938011169
2022-07-05,0.8939999938011169
2022-07-06,0.8899999856948853
2022-07-07,0.921999990940094
2022-07-08,0.9369999766349792
2022-07-11,0.9039999842643738
2022-07-12,0.9020000100135803
2022-07-13,0.9039999842643738
2022-07-14,0.8949999809265137
2022-07-15,0.9129999876022339
2022-07-18,0.8899999856948853
2022-07-19,0.8899999856948853
2022-07-20,0.8949999809265137
2022-07-21,0.8759999871253967
2022-07-22,0.9829999804496765
2022-07-25,0.8980000019073486
2022-07-26,0.9070000052452087
2022-07-27,0.8960000276565552
2022-07-28,0.8989999890327454
2022-07-29,0.8930000066757202
2022-08-01,0.9039999842643738
2022-08-02,0.9399999976158142
2022-08-03,0.9589999914169312
2022-08-04,1.0099999904632568
2022-08-05,1.0
2022-08-08,1.0299999713897705
2022-08-09,0.949999988079071
2022-08-10,1.0499999523162842
2022-08-11,1.190000057220459
2022-08-12,1.1699999570846558
2022-08-15,1.2699999809265137
2022-08-16,1.2699999809265137
2022-08-17,1.2000000476837158
2022-08-18,1.1799999475479126
2022-08-19,1.1799999475479126
2022-08-22,1.2200000286102295
2022-08-23,1.2200000286102295
2022-08-24,1.2899999618530273
2022-08-25,1.2799999713897705
2022-08-26,1.2200000286102295
2022-08-29,1.25
2022-08-30,1.2000000476837158
2022-08-31,1.2300000190734863
2022-09-01,1.2599999904632568
2022-09-02,1.2999999523162842
2022-09-06,1.2200000286102295
2022-09-07,1.25
2022-09-08,1.3300000429153442
2022-09-09,1.3200000524520874
2022-09-12,1.3200000524520874
2022-09-13,1.2799999713897705
2022-09-14,1.2300000190734863
2022-09-15,1.2300000190734863
2022-09-16,1.25
2022-09-19,1.2300000190734863
2022-09-20,1.2599999904632568
2022-09-21,1.2200000286102295
2022-09-22,1.1699999570846558
