Date,EFSH
2022-10-12,35295.0
2022-10-13,36075.0
2022-10-14,38025.0
2022-10-17,36075.0
2022-10-18,35100.0
2022-10-19,36465.0
2022-10-20,37050.0
2022-10-21,36465.0
2022-10-24,34320.0
2022-10-25,37245.0
2022-10-26,38805.0
2022-10-27,35100.0
2022-10-28,36660.0
2022-10-31,51285.0
2022-11-01,55204.5
2022-11-02,54405.0
2022-11-03,55575.0
2022-11-04,50895.0
2022-11-07,45825.0
2022-11-08,37635.0
2022-11-09,36855.0
2022-11-10,34320.0
2022-11-11,37050.0
2022-11-14,35685.0
2022-11-15,32370.0
2022-11-16,30030.0
2022-11-17,31005.0
2022-11-18,36075.0
2022-11-21,40365.0
2022-11-22,38220.0
2022-11-23,37050.0
2022-11-25,35880.0
2022-11-28,38025.0
2022-11-29,46410.0
2022-11-30,51090.0
2022-12-01,46215.0
2022-12-02,45045.0
2022-12-05,42315.0
2022-12-06,39390.0
2022-12-07,43680.0
2022-12-08,43485.0
2022-12-09,40365.0
2022-12-12,39390.0
2022-12-13,39390.0
2022-12-14,40950.0
2022-12-15,40170.0
2022-12-16,40950.0
2022-12-19,39390.0
2022-12-20,41340.0
2022-12-21,43290.0
2022-12-22,42120.0
2022-12-23,44655.0
2022-12-27,38025.0
2022-12-28,38610.0
2022-12-29,36465.0
2022-12-30,34710.0
2023-01-03,36270.0
2023-01-04,37245.0
2023-01-05,37440.0
2023-01-06,38122.5
2023-01-09,39000.0
2023-01-10,38220.0
2023-01-11,37440.0
2023-01-12,37050.0
2023-01-13,36075.0
2023-01-17,38025.0
2023-01-18,36562.5
2023-01-19,36465.0
2023-01-20,37050.0
2023-01-23,37635.0
2023-01-24,36465.0
2023-01-25,37635.0
2023-01-26,38610.0
2023-01-27,37830.0
2023-01-30,37342.5
2023-01-31,36075.0
2023-02-01,36075.0
2023-02-02,35685.0
2023-02-03,37635.0
2023-02-06,37245.0
2023-02-07,36660.0
2023-02-08,36075.0
2023-02-09,35100.0
2023-02-10,34320.0
2023-02-13,33345.0
2023-02-14,32370.0
2023-02-15,32370.0
2023-02-16,32370.0
2023-02-17,32370.0
2023-02-21,34125.0
2023-02-22,29445.0
2023-02-23,29250.0
2023-02-24,29640.0
2023-02-27,30420.0
2023-02-28,29055.0
2023-03-01,27300.0
2023-03-02,28275.0
2023-03-03,27007.5
2023-03-06,26871.0
2023-03-07,25545.0
2023-03-08,23400.0
2023-03-09,23400.0
2023-03-10,21645.0
2023-03-13,22035.0
2023-03-14,23595.0
2023-03-15,22620.0
2023-03-16,21060.0
2023-03-17,22035.0
2023-03-20,21450.0
2023-03-21,22425.0
2023-03-22,22035.0
2023-03-23,19890.0
2023-03-24,19500.0
2023-03-27,19500.0
2023-03-28,18525.0
2023-03-29,18447.0
2023-03-30,17550.0
2023-03-31,19110.0
2023-04-03,18330.0
2023-04-04,18330.0
2023-04-05,16575.0
2023-04-06,15405.0
2023-04-10,14430.0
2023-04-11,11700.0
2023-04-12,11271.0
2023-04-13,12441.0
2023-04-14,13162.5
2023-04-17,13650.0
2023-04-18,12090.0
2023-04-19,11505.0
2023-04-20,10042.5
2023-04-21,10920.0
2023-04-24,14137.5
2023-04-25,13552.5
2023-04-26,14625.0
2023-04-27,17238.0
2023-04-28,13455.0
2023-05-01,13435.5
2023-05-02,11700.0
2023-05-03,14137.5
2023-05-04,13747.5
2023-05-05,14118.0
2023-05-08,13689.0
2023-05-09,12889.5
2023-05-10,13065.0
2023-05-11,12675.0
2023-05-12,10725.0
2023-05-15,14254.5
2023-05-16,12870.0
2023-05-17,11505.0
2023-05-18,10822.5
2023-05-19,6922.5
2023-05-22,7507.5
2023-05-23,7429.5
2023-05-24,7410.0
2023-05-25,7020.0
2023-05-26,7410.0
2023-05-30,7527.0
2023-05-31,7878.0
2023-06-01,7507.5
2023-06-02,7605.0
2023-06-05,7527.0
2023-06-06,7878.0
2023-06-07,8190.0
2023-06-08,8385.0
2023-06-09,8190.0
2023-06-12,7897.5
2023-06-13,7663.5
2023-06-14,8053.5
2023-06-15,7663.5
2023-06-16,8073.0
2023-06-20,7800.0
2023-06-21,7215.0
2023-06-22,7780.5
2023-06-23,7117.5
2023-06-26,7020.0
2023-06-27,6922.5
2023-06-28,6883.5
2023-06-29,7858.5
2023-06-30,7312.5
2023-07-03,6825.0
2023-07-05,4699.5
2023-07-06,4309.5
2023-07-07,4290.0
2023-07-10,4426.5
2023-07-11,4426.5
2023-07-12,4972.5
2023-07-13,4875.0
2023-07-14,4407.0
2023-07-17,4329.0
2023-07-18,3997.5
2023-07-19,3705.0
2023-07-20,3607.5
2023-07-21,3607.5
2023-07-24,3627.0
2023-07-25,3939.0
2023-07-26,3978.0
2023-07-27,4095.0
2023-07-28,3958.5
2023-07-31,4426.5
2023-08-01,4387.5
2023-08-02,4192.5
2023-08-03,4270.5
2023-08-04,4173.0
2023-08-07,3666.0
2023-08-08,3646.5
2023-08-09,3763.5
2023-08-10,3568.5
2023-08-11,3607.5
2023-08-14,3198.0
2023-08-15,2613.0
2023-08-16,2710.5
2023-08-17,2574.0
2023-08-18,2379.0
2023-08-21,2281.5
2023-08-22,2496.0
2023-08-23,2242.5
2023-08-24,2242.5
2023-08-25,2262.0
2023-08-28,2145.0
2023-08-29,1891.5
2023-08-30,1989.0
2023-08-31,2437.5
2023-09-01,2340.0
2023-09-05,1813.5
2023-09-06,1365.0
2023-09-07,1345.5
2023-09-08,1462.5
2023-09-11,1201.199951171875
2023-09-12,1209.0
2023-09-13,943.7999877929688
2023-09-14,842.4000244140625
2023-09-15,889.2000122070312
2023-09-18,834.5999755859375
2023-09-19,802.6199951171875
2023-09-20,777.6599731445312
2023-09-21,748.7999877929688
2023-09-22,756.5999755859375
2023-09-25,685.6199951171875
2023-09-26,636.47998046875
2023-09-27,740.219970703125
2023-09-28,791.7000122070312
2023-09-29,755.0399780273438
2023-10-02,772.2000122070312
2023-10-03,795.5999755859375
2023-10-04,754.260009765625
2023-10-05,729.2999877929688
2023-10-06,737.8800048828125
2023-10-09,748.02001953125
2023-10-10,698.0999755859375
2023-10-11,726.1799926757812
2023-10-12,705.9000244140625
2023-10-13,713.7000122070312
2023-10-16,726.9600219726562
2023-10-17,713.7000122070312
2023-10-18,712.9199829101562
2023-10-19,663.0
2023-10-20,640.3800048828125
2023-10-23,614.6400146484375
2023-10-24,720.719970703125
2023-10-25,679.3800048828125
2023-10-26,625.5599975585938
2023-10-27,602.1599731445312
2023-10-30,585.0
2023-10-31,514.02001953125
2023-11-01,456.29998779296875
2023-11-02,491.3999938964844
2023-11-03,487.5
2023-11-06,468.0
2023-11-07,463.32000732421875
2023-11-08,406.3800048828125
2023-11-09,421.20001220703125
2023-11-10,390.7799987792969
2023-11-13,404.0400085449219
2023-11-14,401.70001220703125
2023-11-15,453.9599914550781
2023-11-16,450.8399963378906
2023-11-17,429.0
2023-11-20,421.9800109863281
2023-11-21,436.79998779296875
2023-11-22,408.7200012207031
2023-11-24,413.3999938964844
2023-11-27,420.4200134277344
2023-11-28,432.1199951171875
2023-11-29,415.739990234375
2023-11-30,460.20001220703125
2023-12-01,482.0400085449219
2023-12-04,485.94000244140625
2023-12-05,471.8999938964844
2023-12-06,454.739990234375
2023-12-07,462.5400085449219
2023-12-08,460.20001220703125
2023-12-11,421.9800109863281
2023-12-12,409.5
2023-12-13,400.9200134277344
2023-12-14,401.70001220703125
2023-12-15,405.6000061035156
2023-12-18,405.6000061035156
2023-12-19,397.79998779296875
2023-12-20,581.0999755859375
2023-12-21,462.5400085449219
2023-12-22,413.3999938964844
2023-12-26,405.6000061035156
2023-12-27,405.6000061035156
2023-12-28,358.79998779296875
2023-12-29,386.1000061035156
2024-01-02,405.6000061035156
2024-01-03,375.9599914550781
2024-01-04,382.20001220703125
2024-01-05,436.0199890136719
2024-01-08,546.0
2024-01-09,481.6499938964844
2024-01-10,507.0
2024-01-11,464.1000061035156
2024-01-12,461.760009765625
2024-01-16,425.1000061035156
2024-01-17,362.70001220703125
2024-01-18,360.75
2024-01-19,364.6499938964844
2024-01-22,372.45001220703125
2024-01-23,401.70001220703125
2024-01-24,388.04998779296875
2024-01-25,294.45001220703125
2024-01-26,307.32000732421875
2024-01-29,294.45001220703125
2024-01-30,290.54998779296875
2024-01-31,284.70001220703125
2024-02-01,280.79998779296875
2024-02-02,280.79998779296875
2024-02-05,253.5
2024-02-06,251.16000366210938
2024-02-07,250.96499633789062
2024-02-08,269.1000061035156
2024-02-09,380.25
2024-02-12,540.1500244140625
2024-02-13,499.20001220703125
2024-02-14,635.7000122070312
2024-02-15,663.0
2024-02-16,639.5999755859375
2024-02-20,514.7999877929688
2024-02-21,593.969970703125
2024-02-22,620.0999755859375
2024-02-23,659.0999755859375
2024-02-26,546.0
2024-02-27,540.1500244140625
2024-02-28,481.6499938964844
2024-02-29,542.0999755859375
2024-03-01,551.8499755859375
2024-03-04,538.2000122070312
2024-03-05,510.8999938964844
2024-03-06,510.8999938964844
2024-03-07,536.25
2024-03-08,585.0
2024-03-11,448.5
2024-03-12,507.0
2024-03-13,269.1000061035156
2024-03-14,241.8000030517578
2024-03-15,265.20001220703125
2024-03-18,239.85000610351562
2024-03-19,255.4499969482422
2024-03-20,325.6499938964844
2024-03-21,360.75
2024-03-22,400.7250061035156
2024-03-25,456.29998779296875
2024-03-26,430.95001220703125
2024-03-27,380.25
2024-03-28,395.8500061035156
2024-04-01,399.75
2024-04-02,434.8500061035156
2024-04-03,456.29998779296875
2024-04-04,440.70001220703125
2024-04-05,532.3499755859375
2024-04-08,475.79998779296875
2024-04-09,405.6000061035156
2024-04-10,425.1000061035156
2024-04-11,454.3500061035156
2024-04-12,458.25
2024-04-15,462.1499938964844
2024-04-16,454.3500061035156
2024-04-17,360.75
2024-04-18,337.3500061035156
2024-04-19,415.3500061035156
2024-04-22,461.3699951171875
2024-04-23,544.0499877929688
2024-04-24,553.7999877929688
2024-04-25,468.0
2024-04-26,477.75
2024-04-29,462.1499938964844
2024-04-30,477.75
2024-05-01,501.1499938964844
2024-05-02,487.5
2024-05-03,503.1000061035156
2024-05-06,538.2000122070312
2024-05-07,524.5499877929688
2024-05-08,468.0
2024-05-09,460.20001220703125
2024-05-10,444.6000061035156
2024-05-13,312.0
2024-05-14,292.5
2024-05-15,286.6499938964844
2024-05-16,294.45001220703125
2024-05-17,276.8999938964844
2024-05-20,265.20001220703125
2024-05-21,271.04998779296875
2024-05-22,263.25
2024-05-23,245.6999969482422
2024-05-24,239.07000732421875
2024-05-28,263.25
2024-05-29,239.85000610351562
2024-05-30,228.14999389648438
2024-05-31,218.39999389648438
2024-06-03,181.35000610351562
2024-06-04,177.05999755859375
2024-06-05,176.6699981689453
2024-06-06,159.89999389648438
2024-06-07,139.4250030517578
2024-06-10,88.7249984741211
2024-06-11,87.55500030517578
2024-06-12,79.94999694824219
2024-06-13,76.05000305175781
2024-06-14,69.61499786376953
2024-06-17,63.18000030517578
2024-06-18,58.88999938964844
2024-06-20,63.375
2024-06-21,65.71499633789062
2024-06-24,66.30000305175781
2024-06-25,61.619998931884766
2024-06-26,64.93499755859375
2024-06-27,66.1050033569336
2024-06-28,54.01499938964844
2024-07-01,48.75
2024-07-02,42.900001525878906
2024-07-03,45.82500076293945
2024-07-05,42.900001525878906
2024-07-08,34.560001373291016
2024-07-09,39.0
2024-07-10,45.45000076293945
2024-07-11,46.42499923706055
2024-07-12,43.79999923706055
2024-07-15,41.1150016784668
2024-07-16,41.44499969482422
2024-07-17,40.650001525878906
2024-07-18,37.95000076293945
2024-07-19,39.599998474121094
2024-07-22,36.45000076293945
2024-07-23,30.149999618530273
2024-07-24,39.67499923706055
2024-07-25,40.20000076293945
2024-07-26,45.0
2024-07-29,40.20000076293945
2024-07-30,35.54999923706055
2024-07-31,38.025001525878906
2024-08-01,36.64500045776367
2024-08-02,35.25
2024-08-05,34.20000076293945
2024-08-06,36.599998474121094
2024-08-07,38.400001525878906
2024-08-08,31.950000762939453
2024-08-09,31.155000686645508
2024-08-12,31.5
2024-08-13,30.899999618530273
2024-08-14,30.75
2024-08-15,30.690000534057617
2024-08-16,31.31999969482422
2024-08-19,31.170000076293945
2024-08-20,35.52000045776367
2024-08-21,34.79999923706055
2024-08-22,38.54999923706055
2024-08-23,35.25
2024-08-26,33.29999923706055
2024-08-27,34.04999923706055
2024-08-28,32.400001525878906
2024-08-29,32.25
2024-08-30,31.049999237060547
2024-09-03,30.600000381469727
2024-09-04,29.700000762939453
2024-09-05,32.459999084472656
2024-09-06,27.75
2024-09-09,25.950000762939453
2024-09-10,25.350000381469727
2024-09-11,24.149999618530273
2024-09-12,27.450000762939453
2024-09-13,27.75
2024-09-16,29.399999618530273
2024-09-17,34.5
2024-09-18,30.0
2024-09-19,25.725000381469727
2024-09-20,26.100000381469727
2024-09-23,29.549999237060547
2024-09-24,33.75
2024-09-25,29.399999618530273
2024-09-26,29.700000762939453
2024-09-27,28.5
2024-09-30,27.299999237060547
2024-10-01,25.049999237060547
2024-10-02,21.299999237060547
2024-10-03,20.100000381469727
2024-10-04,16.649999618530273
2024-10-07,18.524999618530273
2024-10-08,18.0
2024-10-09,19.049999237060547
2024-10-10,18.600000381469727
2024-10-11,18.600000381469727
2024-10-14,18.75
2024-10-15,20.25
2024-10-16,25.200000762939453
2024-10-17,26.415000915527344
2024-10-18,78.9000015258789
2024-10-21,42.0
2024-10-22,30.75
2024-10-23,24.299999237060547
2024-10-24,50.849998474121094
2024-10-25,27.899999618530273
2024-10-28,18.899999618530273
2024-10-29,7.199999809265137
2024-10-30,5.820000171661377
2024-10-31,7.949999809265137
2024-11-01,6.945000171661377
2024-11-04,4.349999904632568
2024-11-05,3.569999933242798
2024-11-06,4.034999847412109
2024-11-07,3.6449999809265137
2024-11-08,3.615000009536743
2024-11-11,1.9900000095367432
2024-11-12,1.0700000524520874
2024-11-13,0.44999998807907104
2024-11-14,0.4779999852180481
2024-11-15,0.5199999809265137
2024-11-18,0.5
2024-11-19,0.46000000834465027
2024-11-20,0.39500001072883606
2024-11-21,0.35600000619888306
