Date,BNGO
2022-02-28,21.399999618530273
2022-03-01,21.600000381469727
2022-03-02,21.700000762939453
2022-03-03,19.899999618530273
2022-03-04,19.100000381469727
2022-03-07,18.100000381469727
2022-03-08,17.700000762939453
2022-03-09,19.5
2022-03-10,19.399999618530273
2022-03-11,17.799999237060547
2022-03-14,16.600000381469727
2022-03-15,17.5
2022-03-16,19.399999618530273
2022-03-17,21.399999618530273
2022-03-18,23.399999618530273
2022-03-21,22.799999237060547
2022-03-22,24.0
2022-03-23,24.0
2022-03-24,24.100000381469727
2022-03-25,23.700000762939453
2022-03-28,23.899999618530273
2022-03-29,26.0
2022-03-30,27.0
2022-03-31,25.799999237060547
2022-04-01,26.700000762939453
2022-04-04,27.299999237060547
2022-04-05,25.899999618530273
2022-04-06,24.100000381469727
2022-04-07,23.200000762939453
2022-04-08,22.0
2022-04-11,20.799999237060547
2022-04-12,20.899999618530273
2022-04-13,21.5
2022-04-14,20.700000762939453
2022-04-18,19.200000762939453
2022-04-19,19.799999237060547
2022-04-20,19.399999618530273
2022-04-21,18.100000381469727
2022-04-22,17.299999237060547
2022-04-25,18.100000381469727
2022-04-26,16.600000381469727
2022-04-27,16.299999237060547
2022-04-28,16.299999237060547
2022-04-29,16.299999237060547
2022-05-02,17.299999237060547
2022-05-03,17.600000381469727
2022-05-04,18.600000381469727
2022-05-05,16.799999237060547
2022-05-06,15.600000381469727
2022-05-09,13.699999809265137
2022-05-10,14.100000381469727
2022-05-11,12.300000190734863
2022-05-12,14.100000381469727
2022-05-13,16.200000762939453
2022-05-16,15.699999809265137
2022-05-17,16.799999237060547
2022-05-18,15.699999809265137
2022-05-19,16.799999237060547
2022-05-20,16.700000762939453
2022-05-23,15.699999809265137
2022-05-24,15.0
2022-05-25,14.800000190734863
2022-05-26,15.300000190734863
2022-05-27,17.5
2022-05-31,17.299999237060547
2022-06-01,15.699999809265137
2022-06-02,17.200000762939453
2022-06-03,16.600000381469727
2022-06-06,16.100000381469727
2022-06-07,17.0
2022-06-08,17.0
2022-06-09,16.200000762939453
2022-06-10,15.0
2022-06-13,13.699999809265137
2022-06-14,14.100000381469727
2022-06-15,14.300000190734863
2022-06-16,13.600000381469727
2022-06-17,14.300000190734863
2022-06-21,14.800000190734863
2022-06-22,14.399999618530273
2022-06-23,15.5
2022-06-24,16.200000762939453
2022-06-27,15.100000381469727
2022-06-28,14.199999809265137
2022-06-29,14.300000190734863
2022-06-30,13.800000190734863
2022-07-01,13.399999618530273
2022-07-05,15.199999809265137
2022-07-06,15.300000190734863
2022-07-07,16.5
2022-07-08,16.299999237060547
2022-07-11,15.100000381469727
2022-07-12,15.399999618530273
2022-07-13,15.600000381469727
2022-07-14,15.100000381469727
2022-07-15,15.399999618530273
2022-07-18,16.0
2022-07-19,17.799999237060547
2022-07-20,18.600000381469727
2022-07-21,19.5
2022-07-22,18.200000762939453
2022-07-25,17.5
2022-07-26,16.899999618530273
2022-07-27,18.5
2022-07-28,19.0
2022-07-29,18.600000381469727
2022-08-01,18.5
2022-08-02,21.299999237060547
2022-08-03,22.600000381469727
2022-08-04,23.5
2022-08-05,24.100000381469727
2022-08-08,25.5
2022-08-09,22.600000381469727
2022-08-10,30.0
2022-08-11,33.79999923706055
2022-08-12,36.0
2022-08-15,36.0
2022-08-16,33.70000076293945
2022-08-17,32.5
2022-08-18,28.899999618530273
2022-08-19,26.600000381469727
2022-08-22,25.5
2022-08-23,25.0
2022-08-24,26.399999618530273
2022-08-25,28.600000381469727
2022-08-26,25.799999237060547
2022-08-29,24.399999618530273
2022-08-30,24.299999237060547
2022-08-31,24.799999237060547
2022-09-01,24.600000381469727
2022-09-02,23.100000381469727
2022-09-06,22.5
2022-09-07,23.5
2022-09-08,24.799999237060547
2022-09-09,25.100000381469727
2022-09-12,25.399999618530273
2022-09-13,23.200000762939453
2022-09-14,23.5
2022-09-15,23.5
2022-09-16,22.299999237060547
2022-09-19,21.700000762939453
2022-09-20,21.299999237060547
2022-09-21,20.200000762939453
2022-09-22,19.0
2022-09-23,18.600000381469727
2022-09-26,18.0
2022-09-27,18.100000381469727
2022-09-28,19.5
2022-09-29,18.700000762939453
2022-09-30,18.299999237060547
2022-10-03,18.0
2022-10-04,20.399999618530273
2022-10-05,21.899999618530273
2022-10-06,21.600000381469727
2022-10-07,19.799999237060547
2022-10-10,19.700000762939453
2022-10-11,21.200000762939453
2022-10-12,21.5
2022-10-13,22.600000381469727
2022-10-14,20.5
2022-10-17,20.799999237060547
2022-10-18,20.299999237060547
2022-10-19,19.600000381469727
2022-10-20,20.299999237060547
2022-10-21,21.399999618530273
2022-10-24,20.100000381469727
2022-10-25,23.399999618530273
2022-10-26,25.399999618530273
2022-10-27,21.299999237060547
2022-10-28,22.799999237060547
2022-10-31,23.399999618530273
2022-11-01,23.799999237060547
2022-11-02,22.299999237060547
2022-11-03,22.799999237060547
2022-11-04,22.899999618530273
2022-11-07,22.299999237060547
2022-11-08,22.799999237060547
2022-11-09,21.399999618530273
2022-11-10,24.100000381469727
2022-11-11,26.600000381469727
2022-11-14,27.899999618530273
2022-11-15,28.100000381469727
2022-11-16,26.899999618530273
2022-11-17,25.600000381469727
2022-11-18,24.700000762939453
2022-11-21,22.399999618530273
2022-11-22,22.200000762939453
2022-11-23,22.5
2022-11-25,22.200000762939453
2022-11-28,20.399999618530273
2022-11-29,19.0
2022-11-30,20.100000381469727
2022-12-01,19.799999237060547
2022-12-02,20.899999618530273
2022-12-05,20.0
2022-12-06,21.600000381469727
2022-12-07,21.200000762939453
2022-12-08,21.600000381469727
2022-12-09,21.200000762939453
2022-12-12,22.100000381469727
2022-12-13,20.200000762939453
2022-12-14,20.700000762939453
2022-12-15,19.299999237060547
2022-12-16,18.0
2022-12-19,16.5
2022-12-20,16.5
2022-12-21,16.100000381469727
2022-12-22,15.800000190734863
2022-12-23,15.199999809265137
2022-12-27,14.199999809265137
2022-12-28,14.0
2022-12-29,14.699999809265137
2022-12-30,14.600000381469727
2023-01-03,14.399999618530273
2023-01-04,14.899999618530273
2023-01-05,14.699999809265137
2023-01-06,14.600000381469727
2023-01-09,15.5
2023-01-10,16.5
2023-01-11,18.0
2023-01-12,18.200000762939453
2023-01-13,18.100000381469727
2023-01-17,19.5
2023-01-18,18.299999237060547
2023-01-19,17.0
2023-01-20,18.299999237060547
2023-01-23,19.200000762939453
2023-01-24,18.399999618530273
2023-01-25,18.299999237060547
2023-01-26,18.100000381469727
2023-01-27,18.5
2023-01-30,17.600000381469727
2023-01-31,18.100000381469727
2023-02-01,18.5
2023-02-02,19.700000762939453
2023-02-03,18.700000762939453
2023-02-06,17.700000762939453
2023-02-07,17.200000762939453
2023-02-08,16.5
2023-02-09,15.699999809265137
2023-02-10,15.600000381469727
2023-02-13,15.699999809265137
2023-02-14,15.699999809265137
2023-02-15,16.299999237060547
2023-02-16,15.300000190734863
2023-02-17,15.0
2023-02-21,13.800000190734863
2023-02-22,14.199999809265137
2023-02-23,13.600000381469727
2023-02-24,12.699999809265137
2023-02-27,13.0
2023-02-28,13.399999618530273
2023-03-01,13.0
2023-03-02,13.600000381469727
2023-03-03,13.800000190734863
2023-03-06,13.5
2023-03-07,13.100000381469727
2023-03-08,13.100000381469727
2023-03-09,12.5
2023-03-10,12.0
2023-03-13,12.600000381469727
2023-03-14,12.399999618530273
2023-03-15,12.0
2023-03-16,11.5
2023-03-17,11.300000190734863
2023-03-20,10.800000190734863
2023-03-21,11.399999618530273
2023-03-22,10.899999618530273
