Date,UP
2022-06-21,24.700000762939453
2022-06-22,24.0
2022-06-23,23.5
2022-06-24,23.399999618530273
2022-06-27,21.399999618530273
2022-06-28,20.600000381469727
2022-06-29,18.799999237060547
2022-06-30,19.5
2022-07-01,19.5
2022-07-05,20.5
2022-07-06,20.799999237060547
2022-07-07,21.899999618530273
2022-07-08,20.700000762939453
2022-07-11,19.200000762939453
2022-07-12,20.100000381469727
2022-07-13,20.5
2022-07-14,20.200000762939453
2022-07-15,20.5
2022-07-18,20.700000762939453
2022-07-19,22.100000381469727
2022-07-20,22.799999237060547
2022-07-21,22.700000762939453
2022-07-22,21.100000381469727
2022-07-25,21.0
2022-07-26,20.100000381469727
2022-07-27,21.600000381469727
2022-07-28,21.899999618530273
2022-07-29,22.399999618530273
2022-08-01,23.100000381469727
2022-08-02,23.5
2022-08-03,24.700000762939453
2022-08-04,24.700000762939453
2022-08-05,24.5
2022-08-08,26.299999237060547
2022-08-09,25.399999618530273
2022-08-10,25.5
2022-08-11,25.5
2022-08-12,28.100000381469727
2022-08-15,27.0
2022-08-16,26.700000762939453
2022-08-17,24.700000762939453
2022-08-18,24.5
2022-08-19,23.0
2022-08-22,21.5
2022-08-23,20.799999237060547
2022-08-24,21.399999618530273
2022-08-25,20.899999618530273
2022-08-26,20.299999237060547
2022-08-29,20.0
2022-08-30,18.799999237060547
2022-08-31,18.700000762939453
2022-09-01,18.299999237060547
2022-09-02,17.799999237060547
2022-09-06,17.5
2022-09-07,18.700000762939453
2022-09-08,17.100000381469727
2022-09-09,17.200000762939453
2022-09-12,17.5
2022-09-13,17.0
2022-09-14,16.5
2022-09-15,16.5
2022-09-16,15.100000381469727
2022-09-19,14.800000190734863
2022-09-20,14.800000190734863
2022-09-21,14.100000381469727
2022-09-22,13.899999618530273
2022-09-23,13.600000381469727
2022-09-26,13.0
2022-09-27,12.600000381469727
2022-09-28,13.300000190734863
2022-09-29,12.100000381469727
2022-09-30,11.5
2022-10-03,12.199999809265137
2022-10-04,12.800000190734863
2022-10-05,12.199999809265137
2022-10-06,12.100000381469727
2022-10-07,11.300000190734863
2022-10-10,11.5
2022-10-11,10.600000381469727
2022-10-12,10.300000190734863
2022-10-13,11.100000381469727
2022-10-14,10.300000190734863
2022-10-17,11.600000381469727
2022-10-18,12.100000381469727
2022-10-19,12.5
2022-10-20,13.699999809265137
2022-10-21,14.5
2022-10-24,13.899999618530273
2022-10-25,15.899999618530273
2022-10-26,16.200000762939453
2022-10-27,16.399999618530273
2022-10-28,17.200000762939453
2022-10-31,17.700000762939453
2022-11-01,17.700000762939453
2022-11-02,15.300000190734863
2022-11-03,15.699999809265137
2022-11-04,15.800000190734863
2022-11-07,16.0
2022-11-08,16.299999237060547
2022-11-09,15.0
2022-11-10,15.699999809265137
2022-11-11,16.299999237060547
2022-11-14,15.0
2022-11-15,15.600000381469727
2022-11-16,14.0
2022-11-17,14.5
2022-11-18,13.899999618530273
2022-11-21,13.5
2022-11-22,12.600000381469727
2022-11-23,12.699999809265137
2022-11-25,12.899999618530273
2022-11-28,12.600000381469727
2022-11-29,12.300000190734863
2022-11-30,12.800000190734863
2022-12-01,12.699999809265137
2022-12-02,13.300000190734863
2022-12-05,12.300000190734863
2022-12-06,11.800000190734863
2022-12-07,10.800000190734863
2022-12-08,10.800000190734863
2022-12-09,10.300000190734863
2022-12-12,11.100000381469727
2022-12-13,10.600000381469727
2022-12-14,11.399999618530273
2022-12-15,11.100000381469727
2022-12-16,11.199999809265137
2022-12-19,10.399999618530273
2022-12-20,10.800000190734863
2022-12-21,10.600000381469727
2022-12-22,10.399999618530273
2022-12-23,10.0
2022-12-27,10.100000381469727
2022-12-28,9.800000190734863
2022-12-29,10.199999809265137
2022-12-30,10.300000190734863
2023-01-03,10.5
2023-01-04,11.199999809265137
2023-01-05,11.199999809265137
2023-01-06,11.800000190734863
2023-01-09,13.899999618530273
2023-01-10,14.0
2023-01-11,15.0
2023-01-12,14.800000190734863
2023-01-13,14.699999809265137
2023-01-17,14.5
2023-01-18,13.0
2023-01-19,12.699999809265137
2023-01-20,13.300000190734863
2023-01-23,13.800000190734863
2023-01-24,12.699999809265137
2023-01-25,12.300000190734863
2023-01-26,12.100000381469727
2023-01-27,13.199999809265137
2023-01-30,12.100000381469727
2023-01-31,12.300000190734863
2023-02-01,12.600000381469727
2023-02-02,13.899999618530273
2023-02-03,13.600000381469727
2023-02-06,13.100000381469727
2023-02-07,13.0
2023-02-08,12.800000190734863
2023-02-09,12.100000381469727
2023-02-10,11.399999618530273
2023-02-13,11.399999618530273
2023-02-14,11.300000190734863
2023-02-15,11.800000190734863
2023-02-16,11.399999618530273
2023-02-17,11.300000190734863
2023-02-21,11.0
2023-02-22,11.199999809265137
2023-02-23,11.300000190734863
2023-02-24,11.199999809265137
2023-02-27,11.100000381469727
2023-02-28,11.100000381469727
2023-03-01,11.199999809265137
2023-03-02,11.199999809265137
2023-03-03,11.300000190734863
2023-03-06,11.199999809265137
2023-03-07,11.600000381469727
2023-03-08,11.5
2023-03-09,10.300000190734863
2023-03-10,10.100000381469727
2023-03-13,9.579999923706055
2023-03-14,9.220000267028809
2023-03-15,8.720000267028809
2023-03-16,8.859999656677246
2023-03-17,8.239999771118164
2023-03-20,7.96999979019165
2023-03-21,7.639999866485596
2023-03-22,7.0
2023-03-23,6.760000228881836
2023-03-24,6.519999980926514
2023-03-27,6.820000171661377
2023-03-28,6.699999809265137
2023-03-29,6.579999923706055
2023-03-30,6.53000020980835
2023-03-31,6.329999923706055
2023-04-03,5.610000133514404
2023-04-04,5.489999771118164
2023-04-05,4.940000057220459
2023-04-06,5.0
2023-04-10,4.5
2023-04-11,4.159999847412109
2023-04-12,4.179999828338623
2023-04-13,5.309999942779541
2023-04-14,5.059999942779541
2023-04-17,5.170000076293945
2023-04-18,5.389999866485596
2023-04-19,4.849999904632568
2023-04-20,4.789999961853027
2023-04-21,4.739999771118164
2023-04-24,4.690000057220459
2023-04-25,4.599999904632568
2023-04-26,4.480000019073486
2023-04-27,4.880000114440918
2023-04-28,4.630000114440918
2023-05-01,4.420000076293945
2023-05-02,4.679999828338623
2023-05-03,4.789999961853027
2023-05-04,4.5
2023-05-05,4.800000190734863
2023-05-08,4.949999809265137
2023-05-09,3.9100000858306885
2023-05-10,3.1600000858306885
2023-05-11,2.7300000190734863
2023-05-12,2.8299999237060547
2023-05-15,3.0399999618530273
2023-05-16,2.9200000762939453
2023-05-17,3.2799999713897705
2023-05-18,3.119999885559082
2023-05-19,3.1500000953674316
2023-05-22,3.559999942779541
2023-05-23,3.640000104904175
2023-05-24,3.319999933242798
2023-05-25,3.0299999713897705
2023-05-26,3.130000114440918
2023-05-30,2.950000047683716
2023-05-31,2.890000104904175
2023-06-01,2.6600000858306885
2023-06-02,2.380000114440918
2023-06-05,2.450000047683716
2023-06-06,2.8399999141693115
2023-06-07,2.8299999237060547
2023-06-08,3.0
2023-06-09,2.509999990463257
2023-06-12,2.609999895095825
2023-06-13,2.7699999809265137
2023-06-14,2.930000066757202
2023-06-15,3.5299999713897705
2023-06-16,3.119999885559082
2023-06-20,3.1600000858306885
2023-06-21,3.130000114440918
2023-06-22,1.2400000095367432
2023-06-23,1.1299999952316284
2023-06-26,1.090000033378601
2023-06-27,1.0099999904632568
2023-06-28,1.0800000429153442
2023-06-29,1.2000000476837158
2023-06-30,1.1699999570846558
2023-07-03,1.2300000190734863
2023-07-05,1.309999942779541
2023-07-06,1.2899999618530273
2023-07-07,1.2000000476837158
2023-07-10,1.340000033378601
2023-07-11,1.440000057220459
2023-07-12,1.4600000381469727
2023-07-13,1.590000033378601
2023-07-14,1.5499999523162842
2023-07-17,1.6699999570846558
2023-07-18,2.0399999618530273
2023-07-19,2.180000066757202
2023-07-20,2.1500000953674316
2023-07-21,2.309999942779541
2023-07-24,2.240000009536743
2023-07-25,2.130000114440918
2023-07-26,2.190000057220459
2023-07-27,2.049999952316284
2023-07-28,2.25
2023-07-31,2.369999885559082
2023-08-01,2.309999942779541
2023-08-02,2.4100000858306885
2023-08-03,2.359999895095825
2023-08-04,2.2100000381469727
2023-08-07,2.119999885559082
2023-08-08,2.4000000953674316
2023-08-09,1.559999942779541
2023-08-10,1.309999942779541
2023-08-11,1.1200000047683716
2023-08-14,1.4199999570846558
2023-08-15,1.5099999904632568
2023-08-16,1.7400000095367432
2023-08-17,1.4500000476837158
2023-08-18,1.3300000429153442
2023-08-21,1.4600000381469727
2023-08-22,1.4199999570846558
2023-08-23,1.4800000190734863
2023-08-24,1.1399999856948853
2023-08-25,1.340000033378601
2023-08-28,1.350000023841858
2023-08-29,1.5299999713897705
2023-08-30,1.7699999809265137
2023-08-31,1.9199999570846558
2023-09-01,2.0
2023-09-05,2.559999942779541
2023-09-06,2.2100000381469727
2023-09-07,2.369999885559082
2023-09-08,2.6500000953674316
2023-09-11,2.9000000953674316
2023-09-12,3.9600000381469727
2023-09-13,2.6600000858306885
2023-09-14,3.2100000381469727
2023-09-15,3.1600000858306885
2023-09-18,3.0399999618530273
2023-09-19,2.819999933242798
2023-09-20,2.7200000286102295
2023-09-21,2.619999885559082
2023-09-22,2.390000104904175
2023-09-25,2.4100000858306885
2023-09-26,2.0999999046325684
2023-09-27,2.240000009536743
2023-09-28,2.140000104904175
2023-09-29,2.069999933242798
2023-10-02,2.109999895095825
2023-10-03,2.059999942779541
2023-10-04,2.0299999713897705
2023-10-05,1.9500000476837158
2023-10-06,1.840000033378601
2023-10-09,1.8200000524520874
2023-10-10,1.9600000381469727
2023-10-11,1.809999942779541
2023-10-12,1.6699999570846558
2023-10-13,1.5800000429153442
2023-10-16,1.7899999618530273
2023-10-17,1.7100000381469727
2023-10-18,1.6200000047683716
2023-10-19,1.5199999809265137
2023-10-20,1.5099999904632568
2023-10-23,1.4299999475479126
2023-10-24,1.4299999475479126
2023-10-25,1.3200000524520874
2023-10-26,1.309999942779541
2023-10-27,1.399999976158142
2023-10-30,1.350000023841858
2023-10-31,1.409999966621399
2023-11-01,1.350000023841858
2023-11-02,1.4700000286102295
2023-11-03,1.440000057220459
2023-11-06,1.3600000143051147
2023-11-07,1.399999976158142
2023-11-08,1.399999976158142
2023-11-09,1.3200000524520874
2023-11-10,1.2599999904632568
2023-11-13,1.2100000381469727
2023-11-14,1.25
2023-11-15,1.3899999856948853
2023-11-16,1.399999976158142
2023-11-17,1.649999976158142
2023-11-20,1.8200000524520874
2023-11-21,1.7400000095367432
2023-11-22,2.140000104904175
2023-11-24,2.490000009536743
2023-11-27,2.109999895095825
2023-11-28,2.3299999237060547
2023-11-29,2.1500000953674316
2023-11-30,2.309999942779541
2023-12-01,2.440000057220459
2023-12-04,2.119999885559082
2023-12-05,1.899999976158142
2023-12-06,1.9299999475479126
2023-12-07,1.8300000429153442
2023-12-08,1.8600000143051147
2023-12-11,1.7400000095367432
2023-12-12,1.5499999523162842
2023-12-13,1.659999966621399
2023-12-14,1.8899999856948853
2023-12-15,1.7599999904632568
2023-12-18,1.8700000047683716
2023-12-19,2.190000057220459
2023-12-20,2.240000009536743
2023-12-21,2.75
2023-12-22,3.1700000762939453
2023-12-26,4.199999809265137
2023-12-27,5.739999771118164
2023-12-28,4.019999980926514
2023-12-29,3.430000066757202
2024-01-02,3.859999895095825
2024-01-03,4.150000095367432
2024-01-04,4.199999809265137
2024-01-05,4.929999828338623
2024-01-08,4.25
2024-01-09,4.809999942779541
2024-01-10,4.25
2024-01-11,4.380000114440918
2024-01-12,4.139999866485596
2024-01-16,3.9100000858306885
2024-01-17,3.619999885559082
2024-01-18,3.6500000953674316
2024-01-19,3.3299999237060547
2024-01-22,3.5199999809265137
2024-01-23,3.7699999809265137
2024-01-24,3.4000000953674316
2024-01-25,3.119999885559082
2024-01-26,3.0999999046325684
2024-01-29,3.380000114440918
2024-01-30,3.2699999809265137
2024-01-31,3.309999942779541
2024-02-01,3.4100000858306885
2024-02-02,3.380000114440918
2024-02-05,3.3499999046325684
2024-02-06,3.490000009536743
2024-02-07,3.359999895095825
2024-02-08,3.430000066757202
2024-02-09,3.5299999713897705
2024-02-12,3.8499999046325684
2024-02-13,3.509999990463257
2024-02-14,3.2100000381469727
2024-02-15,3.380000114440918
2024-02-16,3.4200000762939453
2024-02-20,3.380000114440918
2024-02-21,3.1600000858306885
2024-02-22,3.009999990463257
2024-02-23,3.0
2024-02-26,3.069999933242798
2024-02-27,3.0299999713897705
2024-02-28,2.819999933242798
2024-02-29,2.799999952316284
2024-03-01,2.9100000858306885
2024-03-04,2.7200000286102295
2024-03-05,2.630000114440918
2024-03-06,2.75
2024-03-07,2.4100000858306885
2024-03-08,2.4200000762939453
2024-03-11,2.4200000762939453
2024-03-12,2.4600000381469727
2024-03-13,2.559999942779541
2024-03-14,2.7200000286102295
2024-03-15,2.6600000858306885
2024-03-18,2.559999942779541
2024-03-19,2.7899999618530273
2024-03-20,2.759999990463257
2024-03-21,3.130000114440918
2024-03-22,3.0899999141693115
2024-03-25,3.0299999713897705
2024-03-26,2.880000114440918
2024-03-27,3.009999990463257
2024-03-28,2.869999885559082
2024-04-01,2.880000114440918
2024-04-02,2.619999885559082
2024-04-03,2.7100000381469727
2024-04-04,2.6500000953674316
2024-04-05,2.6600000858306885
2024-04-08,2.7200000286102295
2024-04-09,2.930000066757202
2024-04-10,2.8499999046325684
2024-04-11,2.880000114440918
2024-04-12,2.6600000858306885
2024-04-15,2.6600000858306885
2024-04-16,2.6500000953674316
2024-04-17,2.740000009536743
2024-04-18,2.6600000858306885
2024-04-19,2.509999990463257
2024-04-22,2.319999933242798
2024-04-23,2.4100000858306885
2024-04-24,2.25
2024-04-25,2.309999942779541
2024-04-26,2.299999952316284
2024-04-29,2.319999933242798
2024-04-30,2.240000009536743
2024-05-01,2.1500000953674316
2024-05-02,2.319999933242798
2024-05-03,2.4000000953674316
2024-05-06,2.5899999141693115
2024-05-07,2.359999895095825
2024-05-08,2.2300000190734863
2024-05-09,2.1600000858306885
2024-05-10,2.25
2024-05-13,2.359999895095825
2024-05-14,2.680000066757202
2024-05-15,2.7100000381469727
2024-05-16,2.7799999713897705
2024-05-17,2.819999933242798
2024-05-20,3.0299999713897705
2024-05-21,2.930000066757202
2024-05-22,2.809999942779541
2024-05-23,2.690000057220459
2024-05-24,2.640000104904175
2024-05-28,2.880000114440918
2024-05-29,3.0
2024-05-30,2.759999990463257
2024-05-31,2.690000057220459
2024-06-03,2.2699999809265137
2024-06-04,2.130000114440918
2024-06-05,2.109999895095825
2024-06-06,2.009999990463257
2024-06-07,2.009999990463257
2024-06-10,2.0299999713897705
2024-06-11,1.9299999475479126
2024-06-12,2.140000104904175
2024-06-13,2.059999942779541
2024-06-14,1.9299999475479126
2024-06-17,1.8899999856948853
2024-06-18,1.7899999618530273
2024-06-20,1.649999976158142
2024-06-21,1.690000057220459
2024-06-24,1.7200000286102295
2024-06-25,1.7300000190734863
2024-06-26,1.850000023841858
2024-06-27,1.840000033378601
2024-06-28,1.8899999856948853
2024-07-01,2.2200000286102295
2024-07-02,3.0199999809265137
2024-07-03,3.240000009536743
2024-07-05,4.0
2024-07-08,3.059999942779541
2024-07-09,3.390000104904175
2024-07-10,3.319999933242798
2024-07-11,3.990000009536743
2024-07-12,3.8399999141693115
2024-07-15,3.609999895095825
2024-07-16,4.010000228881836
2024-07-17,3.869999885559082
2024-07-18,3.7300000190734863
2024-07-19,3.490000009536743
2024-07-22,3.2300000190734863
2024-07-23,3.3299999237060547
2024-07-24,3.0899999141693115
2024-07-25,3.0299999713897705
2024-07-26,2.799999952316284
2024-07-29,2.5999999046325684
2024-07-30,2.630000114440918
2024-07-31,2.630000114440918
2024-08-01,2.309999942779541
2024-08-02,2.0799999237060547
2024-08-05,2.0199999809265137
2024-08-06,2.0199999809265137
2024-08-07,1.850000023841858
2024-08-08,1.6699999570846558
2024-08-09,1.7599999904632568
2024-08-12,1.6299999952316284
2024-08-13,1.6799999475479126
2024-08-14,1.9900000095367432
2024-08-15,2.1600000858306885
2024-08-16,1.8799999952316284
2024-08-19,1.9800000190734863
2024-08-20,1.8899999856948853
2024-08-21,1.8600000143051147
2024-08-22,1.7899999618530273
2024-08-23,2.0
2024-08-26,1.9800000190734863
2024-08-27,1.899999976158142
2024-08-28,1.8600000143051147
2024-08-29,1.8200000524520874
2024-08-30,1.7699999809265137
2024-09-03,1.7200000286102295
2024-09-04,1.690000057220459
2024-09-05,1.7000000476837158
2024-09-06,1.690000057220459
2024-09-09,1.9700000286102295
2024-09-10,2.069999933242798
2024-09-11,2.130000114440918
2024-09-12,2.180000066757202
2024-09-13,2.25
2024-09-16,2.1700000762939453
2024-09-17,2.2100000381469727
2024-09-18,2.2799999713897705
2024-09-19,2.4600000381469727
2024-09-20,2.359999895095825
2024-09-23,2.0399999618530273
2024-09-24,2.0799999237060547
2024-09-25,1.9900000095367432
2024-09-26,2.25
2024-09-27,2.4000000953674316
2024-09-30,2.4200000762939453
2024-10-01,2.2300000190734863
2024-10-02,2.2699999809265137
2024-10-03,2.190000057220459
2024-10-04,2.380000114440918
2024-10-07,2.4200000762939453
2024-10-08,2.1700000762939453
2024-10-09,2.180000066757202
2024-10-10,2.059999942779541
2024-10-11,2.140000104904175
2024-10-14,2.119999885559082
2024-10-15,2.069999933242798
2024-10-16,2.200000047683716
2024-10-17,2.0799999237060547
2024-10-18,2.240000009536743
2024-10-21,2.0899999141693115
2024-10-22,2.180000066757202
2024-10-23,2.130000114440918
2024-10-24,2.240000009536743
2024-10-25,2.1500000953674316
2024-10-28,2.2300000190734863
2024-10-29,2.1500000953674316
2024-10-30,2.180000066757202
2024-10-31,2.0399999618530273
2024-11-01,2.0799999237060547
2024-11-04,1.9600000381469727
2024-11-05,2.0799999237060547
2024-11-06,2.1700000762939453
2024-11-07,2.0399999618530273
2024-11-08,2.009999990463257
2024-11-11,2.069999933242798
2024-11-12,2.0299999713897705
2024-11-13,2.1700000762939453
2024-11-14,2.009999990463257
2024-11-15,2.0
2024-11-18,2.0899999141693115
2024-11-19,2.130000114440918
2024-11-20,2.0899999141693115
2024-11-21,2.180000066757202
