Date,FREY
2022-02-28,9.520000457763672
2022-03-01,9.039999961853027
2022-03-02,9.119999885559082
2022-03-03,8.729999542236328
2022-03-04,8.420000076293945
2022-03-07,8.529999732971191
2022-03-08,9.140000343322754
2022-03-09,9.3100004196167
2022-03-10,9.4399995803833
2022-03-11,9.010000228881836
2022-03-14,8.760000228881836
2022-03-15,9.0600004196167
2022-03-16,9.640000343322754
2022-03-17,10.210000038146973
2022-03-18,10.40999984741211
2022-03-21,10.199999809265137
2022-03-22,10.649999618530273
2022-03-23,11.069999694824219
2022-03-24,10.930000305175781
2022-03-25,10.640000343322754
2022-03-28,10.59000015258789
2022-03-29,11.15999984741211
2022-03-30,11.510000228881836
2022-03-31,12.260000228881836
2022-04-01,12.420000076293945
2022-04-04,13.170000076293945
2022-04-05,12.359999656677246
2022-04-06,12.010000228881836
2022-04-07,11.760000228881836
2022-04-08,11.380000114440918
2022-04-11,11.520000457763672
2022-04-12,10.920000076293945
2022-04-13,11.380000114440918
2022-04-14,11.010000228881836
2022-04-18,10.619999885559082
2022-04-19,10.779999732971191
2022-04-20,10.34000015258789
2022-04-21,9.779999732971191
2022-04-22,9.449999809265137
2022-04-25,9.670000076293945
2022-04-26,8.930000305175781
2022-04-27,8.699999809265137
2022-04-28,9.100000381469727
2022-04-29,8.979999542236328
2022-05-02,9.420000076293945
2022-05-03,9.5
2022-05-04,9.739999771118164
2022-05-05,9.0
2022-05-06,8.569999694824219
2022-05-09,7.389999866485596
2022-05-10,7.139999866485596
2022-05-11,7.0
2022-05-12,6.860000133514404
2022-05-13,7.670000076293945
2022-05-16,7.5
2022-05-17,8.149999618530273
2022-05-18,8.0600004196167
2022-05-19,8.270000457763672
2022-05-20,8.170000076293945
2022-05-23,8.149999618530273
2022-05-24,8.0600004196167
2022-05-25,8.4399995803833
2022-05-26,8.65999984741211
2022-05-27,8.760000228881836
2022-05-31,8.479999542236328
2022-06-01,8.1899995803833
2022-06-02,8.670000076293945
2022-06-03,8.449999809265137
2022-06-06,8.460000038146973
2022-06-07,8.569999694824219
2022-06-08,8.199999809265137
2022-06-09,7.630000114440918
2022-06-10,7.300000190734863
2022-06-13,6.900000095367432
2022-06-14,7.010000228881836
2022-06-15,7.440000057220459
2022-06-16,6.869999885559082
2022-06-17,7.409999847412109
2022-06-21,7.190000057220459
2022-06-22,6.920000076293945
2022-06-23,6.929999828338623
2022-06-24,6.929999828338623
2022-06-27,6.739999771118164
2022-06-28,6.570000171661377
2022-06-29,6.659999847412109
2022-06-30,6.840000152587891
2022-07-01,7.5
2022-07-05,7.409999847412109
2022-07-06,7.690000057220459
2022-07-07,7.940000057220459
2022-07-08,7.800000190734863
2022-07-11,7.699999809265137
2022-07-12,7.789999961853027
2022-07-13,7.829999923706055
2022-07-14,7.849999904632568
2022-07-15,7.920000076293945
2022-07-18,8.229999542236328
2022-07-19,8.25
2022-07-20,8.579999923706055
2022-07-21,8.819999694824219
2022-07-22,8.479999542236328
2022-07-25,8.550000190734863
2022-07-26,8.600000381469727
2022-07-27,8.890000343322754
2022-07-28,9.75
2022-07-29,9.979999542236328
2022-08-01,9.949999809265137
2022-08-02,10.550000190734863
2022-08-03,10.720000267028809
2022-08-04,11.050000190734863
2022-08-05,11.25
2022-08-08,11.100000381469727
2022-08-09,11.380000114440918
2022-08-10,11.65999984741211
2022-08-11,11.869999885559082
2022-08-12,12.5
2022-08-15,12.170000076293945
2022-08-16,11.609999656677246
2022-08-17,11.0
2022-08-18,10.789999961853027
2022-08-19,10.239999771118164
2022-08-22,10.109999656677246
2022-08-23,10.220000267028809
2022-08-24,10.569999694824219
2022-08-25,12.600000381469727
2022-08-26,12.300000190734863
2022-08-29,12.649999618530273
2022-08-30,13.729999542236328
2022-08-31,14.239999771118164
2022-09-01,12.520000457763672
2022-09-02,11.949999809265137
2022-09-06,12.289999961853027
2022-09-07,12.979999542236328
2022-09-08,12.579999923706055
2022-09-09,12.9399995803833
2022-09-12,13.420000076293945
2022-09-13,12.979999542236328
2022-09-14,13.569999694824219
2022-09-15,14.529999732971191
2022-09-16,13.65999984741211
2022-09-19,13.5
2022-09-20,13.140000343322754
2022-09-21,15.390000343322754
2022-09-22,15.369999885559082
2022-09-23,13.880000114440918
2022-09-26,14.34000015258789
2022-09-27,13.649999618530273
2022-09-28,14.670000076293945
2022-09-29,13.710000038146973
2022-09-30,14.239999771118164
2022-10-03,14.609999656677246
2022-10-04,16.079999923706055
2022-10-05,15.9399995803833
2022-10-06,15.289999961853027
2022-10-07,14.739999771118164
2022-10-10,14.210000038146973
2022-10-11,14.40999984741211
2022-10-12,13.729999542236328
2022-10-13,13.9399995803833
2022-10-14,13.119999885559082
2022-10-17,13.319999694824219
2022-10-18,12.239999771118164
2022-10-19,12.430000305175781
2022-10-20,12.239999771118164
2022-10-21,12.579999923706055
2022-10-24,12.180000305175781
2022-10-25,12.5
2022-10-26,12.479999542236328
2022-10-27,12.920000076293945
2022-10-28,13.020000457763672
2022-10-31,13.3100004196167
2022-11-01,13.109999656677246
2022-11-02,12.649999618530273
2022-11-03,12.9399995803833
2022-11-04,12.800000190734863
2022-11-07,12.539999961853027
2022-11-08,12.800000190734863
2022-11-09,12.40999984741211
2022-11-10,13.15999984741211
2022-11-11,13.789999961853027
2022-11-14,15.15999984741211
2022-11-15,15.010000228881836
2022-11-16,15.020000457763672
2022-11-17,14.59000015258789
2022-11-18,13.75
2022-11-21,13.489999771118164
2022-11-22,14.130000114440918
2022-11-23,14.479999542236328
2022-11-25,14.609999656677246
2022-11-28,13.630000114440918
2022-11-29,13.140000343322754
2022-11-30,13.649999618530273
2022-12-01,12.010000228881836
2022-12-02,12.479999542236328
2022-12-05,12.0600004196167
2022-12-06,11.579999923706055
2022-12-07,11.239999771118164
2022-12-08,10.9399995803833
2022-12-09,10.979999542236328
2022-12-12,11.300000190734863
2022-12-13,11.09000015258789
2022-12-14,11.260000228881836
2022-12-15,10.890000343322754
2022-12-16,10.460000038146973
2022-12-19,9.859999656677246
2022-12-20,9.5
2022-12-21,9.489999771118164
2022-12-22,9.069999694824219
2022-12-23,8.9399995803833
2022-12-27,8.420000076293945
2022-12-28,8.15999984741211
2022-12-29,8.5600004196167
2022-12-30,8.680000305175781
2023-01-03,8.470000267028809
2023-01-04,9.050000190734863
2023-01-05,8.789999961853027
2023-01-06,9.1899995803833
2023-01-09,9.3100004196167
2023-01-10,9.569999694824219
2023-01-11,9.760000228881836
2023-01-12,10.619999885559082
2023-01-13,10.720000267028809
2023-01-17,10.600000381469727
2023-01-18,10.550000190734863
2023-01-19,9.75
2023-01-20,10.180000305175781
2023-01-23,10.399999618530273
2023-01-24,9.899999618530273
2023-01-25,8.789999961853027
2023-01-26,8.729999542236328
2023-01-27,8.710000038146973
2023-01-30,8.510000228881836
2023-01-31,8.8100004196167
2023-02-01,9.130000114440918
2023-02-02,9.449999809265137
2023-02-03,9.0
2023-02-06,9.119999885559082
2023-02-07,9.149999618530273
2023-02-08,8.90999984741211
2023-02-09,8.489999771118164
2023-02-10,8.619999885559082
2023-02-13,8.619999885559082
2023-02-14,8.699999809265137
