Date,APLM
2022-02-28,9.970000267028809
2022-03-01,9.970000267028809
2022-03-02,9.989999771118164
2022-03-03,10.010000228881836
2022-03-04,10.010000228881836
2022-03-07,9.979999542236328
2022-03-08,9.979999542236328
2022-03-09,9.979999542236328
2022-03-10,9.979999542236328
2022-03-11,10.020000457763672
2022-03-14,9.979999542236328
2022-03-15,9.989999771118164
2022-03-16,9.989999771118164
2022-03-17,9.989999771118164
2022-03-18,9.989999771118164
2022-03-21,9.989999771118164
2022-03-22,9.989999771118164
2022-03-23,9.989999771118164
2022-03-24,9.989999771118164
2022-03-25,9.989999771118164
2022-03-28,9.989999771118164
2022-03-29,9.989999771118164
2022-03-30,9.989999771118164
2022-03-31,9.989999771118164
2022-04-01,9.989999771118164
2022-04-04,10.010000228881836
2022-04-05,10.0
2022-04-06,10.010000228881836
2022-04-07,10.010000228881836
2022-04-08,10.020000457763672
2022-04-11,10.010000228881836
2022-04-12,10.013999938964844
2022-04-13,10.020000457763672
2022-04-14,10.029999732971191
2022-04-18,10.010000228881836
2022-04-19,10.010000228881836
2022-04-20,10.020000457763672
2022-04-21,10.027999877929688
2022-04-22,10.050000190734863
2022-04-25,10.050000190734863
2022-04-26,10.020000457763672
2022-04-27,10.020000457763672
2022-04-28,10.020000457763672
2022-04-29,10.045000076293945
2022-05-02,10.045000076293945
2022-05-03,10.045000076293945
2022-05-04,10.029999732971191
2022-05-05,10.029999732971191
2022-05-06,10.039999961853027
2022-05-09,10.039999961853027
2022-05-10,10.0600004196167
2022-05-11,10.020000457763672
2022-05-12,10.020000457763672
2022-05-13,10.020000457763672
2022-05-16,10.020000457763672
2022-05-17,10.020000457763672
2022-05-18,10.020000457763672
2022-05-19,10.020000457763672
2022-05-20,10.020000457763672
2022-05-23,10.020000457763672
2022-05-24,10.0600004196167
2022-05-25,10.020000457763672
2022-05-26,10.020000457763672
2022-05-27,10.020000457763672
2022-05-31,10.050000190734863
2022-06-01,10.050000190734863
2022-06-02,10.045000076293945
2022-06-03,10.050000190734863
2022-06-06,10.050000190734863
2022-06-07,10.050000190734863
2022-06-08,10.050000190734863
2022-06-09,10.050000190734863
2022-06-10,10.069999694824219
2022-06-13,10.039999961853027
2022-06-14,10.039999961853027
2022-06-15,10.050000190734863
2022-06-16,10.045000076293945
2022-06-17,10.045000076293945
2022-06-21,10.079999923706055
2022-06-22,10.079999923706055
2022-06-23,10.079999923706055
