Date,CLNE
2022-02-28,7.269999980926514
2022-03-01,7.429999828338623
2022-03-02,7.559999942779541
2022-03-03,7.320000171661377
2022-03-04,7.389999866485596
2022-03-07,7.440000057220459
2022-03-08,8.029999732971191
2022-03-09,8.199999809265137
2022-03-10,8.1899995803833
2022-03-11,7.860000133514404
2022-03-14,7.210000038146973
2022-03-15,7.170000076293945
2022-03-16,7.329999923706055
2022-03-17,7.949999809265137
2022-03-18,8.0
2022-03-21,7.739999771118164
2022-03-22,7.840000152587891
2022-03-23,7.710000038146973
2022-03-24,7.769999980926514
2022-03-25,7.920000076293945
2022-03-28,7.690000057220459
2022-03-29,7.880000114440918
2022-03-30,7.989999771118164
2022-03-31,7.940000057220459
2022-04-01,7.949999809265137
2022-04-04,8.329999923706055
2022-04-05,8.1899995803833
2022-04-06,7.769999980926514
2022-04-07,7.739999771118164
2022-04-08,7.46999979019165
2022-04-11,7.46999979019165
2022-04-12,7.429999828338623
2022-04-13,7.5
2022-04-14,7.21999979019165
2022-04-18,7.099999904632568
2022-04-19,7.139999866485596
2022-04-20,7.070000171661377
2022-04-21,6.599999904632568
2022-04-22,6.440000057220459
2022-04-25,6.5
2022-04-26,6.260000228881836
2022-04-27,6.159999847412109
2022-04-28,6.21999979019165
2022-04-29,5.860000133514404
2022-05-02,5.809999942779541
2022-05-03,6.039999961853027
2022-05-04,6.28000020980835
2022-05-05,5.940000057220459
2022-05-06,5.130000114440918
2022-05-09,4.230000019073486
2022-05-10,4.21999979019165
2022-05-11,4.159999847412109
2022-05-12,4.400000095367432
2022-05-13,4.860000133514404
2022-05-16,4.829999923706055
2022-05-17,4.960000038146973
2022-05-18,4.889999866485596
2022-05-19,4.989999771118164
2022-05-20,4.900000095367432
2022-05-23,4.869999885559082
2022-05-24,4.769999980926514
2022-05-25,5.010000228881836
2022-05-26,5.269999980926514
2022-05-27,5.559999942779541
2022-05-31,5.53000020980835
2022-06-01,5.480000019073486
2022-06-02,5.840000152587891
2022-06-03,5.650000095367432
2022-06-06,5.679999828338623
2022-06-07,5.980000019073486
2022-06-08,5.730000019073486
2022-06-09,6.25
2022-06-10,5.650000095367432
2022-06-13,4.820000171661377
2022-06-14,4.789999961853027
2022-06-15,5.059999942779541
2022-06-16,4.789999961853027
2022-06-17,4.829999923706055
2022-06-21,5.0
2022-06-22,4.840000152587891
2022-06-23,5.050000190734863
2022-06-24,5.050000190734863
2022-06-27,5.429999828338623
2022-06-28,4.909999847412109
2022-06-29,4.539999961853027
2022-06-30,4.480000019073486
2022-07-01,4.570000171661377
2022-07-05,4.610000133514404
2022-07-06,4.75
2022-07-07,5.179999828338623
2022-07-08,5.099999904632568
2022-07-11,4.960000038146973
2022-07-12,4.960000038146973
2022-07-13,5.03000020980835
2022-07-14,5.0
2022-07-15,5.03000020980835
2022-07-18,5.050000190734863
2022-07-19,5.46999979019165
2022-07-20,5.510000228881836
2022-07-21,5.46999979019165
2022-07-22,5.400000095367432
2022-07-25,5.5
2022-07-26,5.369999885559082
2022-07-27,5.630000114440918
2022-07-28,6.150000095367432
2022-07-29,6.480000019073486
2022-08-01,6.199999809265137
2022-08-02,6.590000152587891
2022-08-03,6.420000076293945
2022-08-04,6.320000171661377
2022-08-05,7.570000171661377
2022-08-08,8.100000381469727
2022-08-09,7.659999847412109
2022-08-10,7.900000095367432
2022-08-11,8.270000457763672
2022-08-12,8.170000076293945
2022-08-15,7.989999771118164
2022-08-16,7.690000057220459
2022-08-17,7.519999980926514
2022-08-18,7.860000133514404
2022-08-19,7.480000019073486
2022-08-22,7.409999847412109
2022-08-23,7.53000020980835
2022-08-24,7.699999809265137
2022-08-25,7.539999961853027
2022-08-26,7.119999885559082
2022-08-29,7.130000114440918
2022-08-30,6.619999885559082
2022-08-31,6.71999979019165
2022-09-01,6.170000076293945
2022-09-02,6.230000019073486
2022-09-06,6.210000038146973
2022-09-07,6.21999979019165
2022-09-08,6.510000228881836
2022-09-09,6.820000171661377
2022-09-12,6.760000228881836
2022-09-13,6.289999961853027
2022-09-14,6.260000228881836
2022-09-15,6.199999809265137
2022-09-16,6.289999961853027
2022-09-19,6.369999885559082
2022-09-20,6.070000171661377
2022-09-21,5.940000057220459
2022-09-22,5.739999771118164
2022-09-23,5.329999923706055
2022-09-26,5.050000190734863
2022-09-27,5.380000114440918
2022-09-28,5.679999828338623
2022-09-29,5.389999866485596
2022-09-30,5.340000152587891
2022-10-03,5.869999885559082
2022-10-04,6.019999980926514
2022-10-05,5.929999828338623
2022-10-06,5.739999771118164
2022-10-07,5.329999923706055
2022-10-10,5.170000076293945
2022-10-11,5.050000190734863
2022-10-12,4.889999866485596
2022-10-13,5.170000076293945
2022-10-14,4.869999885559082
2022-10-17,5.599999904632568
2022-10-18,6.130000114440918
2022-10-19,6.380000114440918
2022-10-20,6.360000133514404
2022-10-21,6.630000114440918
2022-10-24,6.449999809265137
2022-10-25,6.869999885559082
2022-10-26,7.119999885559082
2022-10-27,6.78000020980835
2022-10-28,6.590000152587891
2022-10-31,6.710000038146973
2022-11-01,6.699999809265137
2022-11-02,6.409999847412109
2022-11-03,6.429999828338623
2022-11-04,6.739999771118164
2022-11-07,6.820000171661377
2022-11-08,6.869999885559082
2022-11-09,6.96999979019165
2022-11-10,7.369999885559082
2022-11-11,7.730000019073486
2022-11-14,7.269999980926514
2022-11-15,7.329999923706055
2022-11-16,7.25
2022-11-17,6.820000171661377
2022-11-18,6.550000190734863
2022-11-21,6.570000171661377
2022-11-22,6.429999828338623
2022-11-23,6.269999980926514
2022-11-25,6.349999904632568
2022-11-28,6.150000095367432
2022-11-29,6.309999942779541
2022-11-30,6.760000228881836
2022-12-01,6.409999847412109
2022-12-02,6.5
2022-12-05,6.090000152587891
2022-12-06,5.889999866485596
2022-12-07,5.829999923706055
2022-12-08,5.690000057220459
2022-12-09,5.5
2022-12-12,5.71999979019165
2022-12-13,5.789999961853027
2022-12-14,6.0
2022-12-15,5.769999980926514
2022-12-16,5.829999923706055
2022-12-19,5.679999828338623
2022-12-20,5.53000020980835
2022-12-21,5.630000114440918
2022-12-22,5.320000171661377
2022-12-23,5.360000133514404
2022-12-27,5.090000152587891
2022-12-28,5.099999904632568
2022-12-29,5.269999980926514
2022-12-30,5.199999809265137
2023-01-03,5.090000152587891
2023-01-04,5.199999809265137
2023-01-05,5.110000133514404
2023-01-06,5.389999866485596
2023-01-09,5.380000114440918
2023-01-10,5.53000020980835
2023-01-11,5.710000038146973
2023-01-12,5.849999904632568
2023-01-13,5.809999942779541
2023-01-17,5.880000114440918
2023-01-18,5.579999923706055
2023-01-19,5.409999847412109
2023-01-20,5.5
2023-01-23,5.78000020980835
2023-01-24,5.730000019073486
2023-01-25,5.769999980926514
2023-01-26,5.670000076293945
2023-01-27,5.659999847412109
2023-01-30,5.449999809265137
2023-01-31,5.659999847412109
2023-02-01,5.71999979019165
