Date,CATX
2022-02-28,3.5
2022-03-01,3.4000000953674316
2022-03-02,3.5
2022-03-03,3.4000000953674316
2022-03-04,3.4000000953674316
2022-03-07,3.299999952316284
2022-03-08,3.200000047683716
2022-03-09,3.4000000953674316
2022-03-10,3.5
2022-03-11,3.4000000953674316
2022-03-14,3.200000047683716
2022-03-15,3.0999999046325684
2022-03-16,3.299999952316284
2022-03-17,3.5999999046325684
2022-03-18,3.299999952316284
2022-03-21,3.5999999046325684
2022-03-22,3.799999952316284
2022-03-23,3.700000047683716
2022-03-24,3.700000047683716
2022-03-25,3.799999952316284
2022-03-28,3.700000047683716
2022-03-29,3.5999999046325684
2022-03-30,3.700000047683716
2022-03-31,3.5999999046325684
2022-04-01,3.5999999046325684
2022-04-04,3.700000047683716
2022-04-05,3.700000047683716
2022-04-06,3.5999999046325684
2022-04-07,3.5
2022-04-08,3.5
2022-04-11,3.4000000953674316
2022-04-12,3.4000000953674316
2022-04-13,3.299999952316284
2022-04-14,3.4000000953674316
2022-04-18,3.299999952316284
2022-04-19,3.299999952316284
2022-04-20,3.4000000953674316
2022-04-21,3.4000000953674316
2022-04-22,3.200000047683716
2022-04-25,3.299999952316284
2022-04-26,3.0999999046325684
2022-04-27,3.0999999046325684
2022-04-28,3.200000047683716
2022-04-29,3.200000047683716
2022-05-02,3.0999999046325684
2022-05-03,3.0999999046325684
2022-05-04,3.200000047683716
2022-05-05,3.299999952316284
2022-05-06,3.200000047683716
2022-05-09,2.9000000953674316
2022-05-10,3.0
2022-05-11,2.700000047683716
2022-05-12,2.5999999046325684
2022-05-13,2.9000000953674316
2022-05-16,3.0
2022-05-17,3.0999999046325684
2022-05-18,3.0
2022-05-19,3.0999999046325684
2022-05-20,3.0
2022-05-23,3.0999999046325684
2022-05-24,2.9000000953674316
2022-05-25,2.9000000953674316
2022-05-26,2.9000000953674316
2022-05-27,2.799999952316284
2022-05-31,2.799999952316284
2022-06-01,2.799999952316284
2022-06-02,2.799999952316284
2022-06-03,2.700000047683716
2022-06-06,2.799999952316284
2022-06-07,2.799999952316284
2022-06-08,2.9000000953674316
2022-06-09,2.9000000953674316
2022-06-10,3.0999999046325684
2022-06-13,3.0
2022-06-14,2.700000047683716
2022-06-15,2.799999952316284
2022-06-16,2.5999999046325684
2022-06-17,2.799999952316284
2022-06-21,2.799999952316284
2022-06-22,2.799999952316284
2022-06-23,2.700000047683716
2022-06-24,2.799999952316284
2022-06-27,2.700000047683716
2022-06-28,2.700000047683716
2022-06-29,2.9000000953674316
2022-06-30,3.0999999046325684
2022-07-01,2.9000000953674316
2022-07-05,3.0
2022-07-06,3.0
2022-07-07,3.0999999046325684
2022-07-08,3.0999999046325684
2022-07-11,3.0999999046325684
2022-07-12,3.4000000953674316
2022-07-13,3.299999952316284
2022-07-14,3.299999952316284
2022-07-15,3.200000047683716
2022-07-18,3.0
2022-07-19,3.0
2022-07-20,3.200000047683716
2022-07-21,3.299999952316284
2022-07-22,3.299999952316284
2022-07-25,3.200000047683716
2022-07-26,3.200000047683716
2022-07-27,3.0999999046325684
2022-07-28,3.0999999046325684
2022-07-29,3.299999952316284
2022-08-01,3.4000000953674316
2022-08-02,3.4000000953674316
2022-08-03,3.799999952316284
2022-08-04,3.9000000953674316
2022-08-05,3.799999952316284
2022-08-08,3.700000047683716
2022-08-09,3.5999999046325684
2022-08-10,3.5999999046325684
2022-08-11,3.700000047683716
2022-08-12,3.700000047683716
2022-08-15,3.9000000953674316
2022-08-16,4.099999904632568
2022-08-17,4.300000190734863
2022-08-18,4.300000190734863
2022-08-19,4.199999809265137
2022-08-22,4.099999904632568
2022-08-23,3.9000000953674316
2022-08-24,4.0
2022-08-25,4.0
2022-08-26,4.0
2022-08-29,3.799999952316284
2022-08-30,3.5999999046325684
2022-08-31,3.700000047683716
2022-09-01,3.5
2022-09-02,3.5
2022-09-06,3.4000000953674316
2022-09-07,3.5
2022-09-08,3.5
2022-09-09,3.5
2022-09-12,3.299999952316284
2022-09-13,3.5
2022-09-14,3.4000000953674316
2022-09-15,3.4000000953674316
2022-09-16,3.5999999046325684
2022-09-19,3.4000000953674316
2022-09-20,3.4000000953674316
2022-09-21,3.200000047683716
2022-09-22,3.0
2022-09-23,2.799999952316284
2022-09-26,2.9000000953674316
2022-09-27,2.799999952316284
2022-09-28,3.0
2022-09-29,2.200000047683716
2022-09-30,2.299999952316284
2022-10-03,2.799999952316284
2022-10-04,3.4000000953674316
2022-10-05,3.700000047683716
2022-10-06,3.700000047683716
2022-10-07,3.9000000953674316
2022-10-10,3.799999952316284
2022-10-11,3.700000047683716
2022-10-12,3.5999999046325684
2022-10-13,3.4000000953674316
2022-10-14,3.5
2022-10-17,3.4000000953674316
2022-10-18,3.5
2022-10-19,3.5
2022-10-20,3.299999952316284
2022-10-21,3.299999952316284
2022-10-24,3.200000047683716
2022-10-25,3.299999952316284
2022-10-26,3.299999952316284
2022-10-27,3.299999952316284
2022-10-28,3.200000047683716
2022-10-31,3.0999999046325684
2022-11-01,3.200000047683716
2022-11-02,3.0
2022-11-03,3.0999999046325684
2022-11-04,3.0
2022-11-07,3.0
2022-11-08,2.9000000953674316
2022-11-09,2.799999952316284
2022-11-10,2.9000000953674316
2022-11-11,2.9000000953674316
2022-11-14,3.0999999046325684
2022-11-15,3.299999952316284
2022-11-16,3.799999952316284
2022-11-17,3.799999952316284
2022-11-18,3.700000047683716
2022-11-21,4.0
2022-11-22,4.0
2022-11-23,4.0
2022-11-25,3.799999952316284
2022-11-28,3.9000000953674316
2022-11-29,3.799999952316284
2022-11-30,4.0
2022-12-01,3.799999952316284
2022-12-02,3.9000000953674316
2022-12-05,3.4000000953674316
2022-12-06,3.5
2022-12-07,3.4000000953674316
2022-12-08,3.200000047683716
2022-12-09,3.299999952316284
2022-12-12,3.299999952316284
2022-12-13,3.200000047683716
2022-12-14,3.0
2022-12-15,2.9000000953674316
2022-12-16,3.0999999046325684
