Date,BYND
2022-02-28,46.779998779296875
2022-03-01,47.41999816894531
2022-03-02,45.900001525878906
2022-03-03,46.40999984741211
2022-03-04,43.18000030517578
2022-03-07,42.310001373291016
2022-03-08,42.47999954223633
2022-03-09,44.5099983215332
2022-03-10,42.58000183105469
2022-03-11,38.7599983215332
2022-03-14,36.16999816894531
2022-03-15,38.88999938964844
2022-03-16,43.959999084472656
2022-03-17,46.790000915527344
2022-03-18,50.279998779296875
2022-03-21,48.40999984741211
2022-03-22,51.2599983215332
2022-03-23,50.099998474121094
2022-03-24,50.58000183105469
2022-03-25,48.630001068115234
2022-03-28,49.13999938964844
2022-03-29,51.369998931884766
2022-03-30,48.9900016784668
2022-03-31,48.310001373291016
2022-04-01,49.29999923706055
2022-04-04,51.439998626708984
2022-04-05,47.400001525878906
2022-04-06,43.560001373291016
2022-04-07,43.939998626708984
2022-04-08,43.11000061035156
2022-04-11,43.959999084472656
2022-04-12,43.58000183105469
2022-04-13,45.02000045776367
2022-04-14,43.0099983215332
2022-04-18,40.7599983215332
2022-04-19,42.34000015258789
2022-04-20,40.189998626708984
2022-04-21,38.5099983215332
2022-04-22,37.599998474121094
2022-04-25,38.47999954223633
2022-04-26,35.529998779296875
2022-04-27,38.220001220703125
2022-04-28,39.81999969482422
2022-04-29,36.880001068115234
2022-05-02,38.33000183105469
2022-05-03,38.900001525878906
2022-05-04,41.7599983215332
2022-05-05,38.43000030517578
2022-05-06,35.83000183105469
2022-05-09,31.155000686645508
2022-05-10,30.3700008392334
2022-05-11,26.170000076293945
2022-05-12,25.079999923706055
2022-05-13,31.239999771118164
2022-05-16,27.239999771118164
2022-05-17,26.959999084472656
2022-05-18,26.420000076293945
2022-05-19,25.5
2022-05-20,24.3700008392334
2022-05-23,24.670000076293945
2022-05-24,22.940000534057617
2022-05-25,25.979999542236328
2022-05-26,26.170000076293945
2022-05-27,28.6299991607666
2022-05-31,26.450000762939453
2022-06-01,25.239999771118164
2022-06-02,27.40999984741211
2022-06-03,25.06999969482422
2022-06-06,25.020000457763672
2022-06-07,24.790000915527344
2022-06-08,25.049999237060547
2022-06-09,22.860000610351562
2022-06-10,22.860000610351562
2022-06-13,22.270000457763672
2022-06-14,22.43000030517578
2022-06-15,25.559999465942383
2022-06-16,23.90999984741211
2022-06-17,23.719999313354492
2022-06-21,25.420000076293945
2022-06-22,25.389999389648438
2022-06-23,26.059999465942383
2022-06-24,25.420000076293945
2022-06-27,25.18000030517578
2022-06-28,23.780000686645508
2022-06-29,24.360000610351562
2022-06-30,23.940000534057617
2022-07-01,25.65999984741211
2022-07-05,27.3799991607666
2022-07-06,29.030000686645508
2022-07-07,31.760000228881836
2022-07-08,31.950000762939453
2022-07-11,29.979999542236328
2022-07-12,30.670000076293945
2022-07-13,30.6200008392334
2022-07-14,29.920000076293945
2022-07-15,34.0099983215332
2022-07-18,34.68000030517578
2022-07-19,37.560001373291016
2022-07-20,37.16999816894531
2022-07-21,37.9900016784668
2022-07-22,36.290000915527344
2022-07-25,33.439998626708984
2022-07-26,30.510000228881836
2022-07-27,32.439998626708984
2022-07-28,31.43000030517578
2022-07-29,31.989999771118164
2022-08-01,32.029998779296875
2022-08-02,33.279998779296875
2022-08-03,34.04999923706055
2022-08-04,31.389999389648438
2022-08-05,38.2599983215332
2022-08-08,39.310001373291016
2022-08-09,37.04999923706055
2022-08-10,36.939998626708984
2022-08-11,36.65999984741211
2022-08-12,36.689998626708984
2022-08-15,35.70000076293945
2022-08-16,35.83000183105469
