Date,SCHW
2022-02-28,84.45999908447266
2022-03-01,77.86000061035156
2022-03-02,81.80999755859375
2022-03-03,80.70999908447266
2022-03-04,79.2300033569336
2022-03-07,76.36000061035156
2022-03-08,75.69000244140625
2022-03-09,79.38999938964844
2022-03-10,79.6500015258789
2022-03-11,80.23999786376953
2022-03-14,83.26000213623047
2022-03-15,83.16999816894531
2022-03-16,88.94000244140625
2022-03-17,89.77999877929688
2022-03-18,90.0
2022-03-21,89.01000213623047
2022-03-22,92.19999694824219
2022-03-23,89.75
2022-03-24,90.93000030517578
2022-03-25,91.36000061035156
2022-03-28,91.80000305175781
2022-03-29,91.22000122070312
2022-03-30,88.76000213623047
2022-03-31,84.30999755859375
2022-04-01,83.54000091552734
2022-04-04,82.30000305175781
2022-04-05,81.86000061035156
2022-04-06,80.87000274658203
2022-04-07,80.02999877929688
2022-04-08,81.69000244140625
2022-04-11,81.58000183105469
2022-04-12,80.06999969482422
2022-04-13,83.83000183105469
2022-04-14,82.75
2022-04-18,74.94000244140625
2022-04-19,76.9000015258789
2022-04-20,76.44999694824219
2022-04-21,73.2699966430664
2022-04-22,70.31999969482422
2022-04-25,70.30999755859375
2022-04-26,68.54000091552734
2022-04-27,68.58000183105469
2022-04-28,69.12000274658203
2022-04-29,66.33000183105469
2022-05-02,67.88999938964844
2022-05-03,69.45999908447266
2022-05-04,71.36000061035156
2022-05-05,69.8499984741211
2022-05-06,67.41999816894531
2022-05-09,64.12999725341797
2022-05-10,64.58000183105469
2022-05-11,65.12000274658203
2022-05-12,64.94999694824219
2022-05-13,65.61000061035156
2022-05-16,64.04000091552734
2022-05-17,65.19999694824219
2022-05-18,63.27000045776367
2022-05-19,62.65999984741211
2022-05-20,63.279998779296875
2022-05-23,65.2699966430664
2022-05-24,63.939998626708984
2022-05-25,65.80000305175781
2022-05-26,68.81999969482422
2022-05-27,70.58999633789062
2022-05-31,70.0999984741211
2022-06-01,69.56999969482422
2022-06-02,71.66999816894531
2022-06-03,70.06999969482422
2022-06-06,68.05999755859375
2022-06-07,67.48999786376953
2022-06-08,65.7300033569336
2022-06-09,64.25
2022-06-10,62.220001220703125
2022-06-13,60.2400016784668
2022-06-14,61.11000061035156
2022-06-15,61.5099983215332
2022-06-16,60.86000061035156
2022-06-17,59.9900016784668
2022-06-21,62.380001068115234
2022-06-22,62.439998626708984
2022-06-23,62.029998779296875
2022-06-24,64.43000030517578
2022-06-27,64.1500015258789
2022-06-28,64.16999816894531
2022-06-29,63.619998931884766
2022-06-30,63.18000030517578
2022-07-01,63.91999816894531
2022-07-05,63.38999938964844
2022-07-06,63.439998626708984
2022-07-07,64.23999786376953
2022-07-08,64.36000061035156
2022-07-11,62.939998626708984
2022-07-12,62.25
2022-07-13,61.54999923706055
2022-07-14,60.56999969482422
2022-07-15,62.18000030517578
2022-07-18,61.2400016784668
2022-07-19,63.20000076293945
2022-07-20,62.83000183105469
2022-07-21,63.130001068115234
2022-07-22,62.9900016784668
2022-07-25,63.65999984741211
2022-07-26,61.16999816894531
2022-07-27,62.5099983215332
2022-07-28,67.69999694824219
2022-07-29,69.05000305175781
2022-08-01,68.72000122070312
2022-08-02,67.55000305175781
2022-08-03,68.9800033569336
2022-08-04,69.0
2022-08-05,69.30999755859375
2022-08-08,68.44999694824219
2022-08-09,69.04000091552734
2022-08-10,69.94000244140625
2022-08-11,72.56999969482422
2022-08-12,75.0
2022-08-15,75.86000061035156
2022-08-16,77.18000030517578
2022-08-17,75.45999908447266
2022-08-18,75.75
2022-08-19,73.86000061035156
2022-08-22,72.55000305175781
2022-08-23,72.79000091552734
2022-08-24,73.31999969482422
2022-08-25,74.0
2022-08-26,71.88999938964844
2022-08-29,71.94000244140625
2022-08-30,72.5
2022-08-31,70.94999694824219
2022-09-01,71.72000122070312
2022-09-02,70.33999633789062
2022-09-06,70.47000122070312
2022-09-07,71.79000091552734
2022-09-08,73.16000366210938
2022-09-09,74.54000091552734
2022-09-12,74.91999816894531
2022-09-13,72.94999694824219
2022-09-14,72.75
2022-09-15,72.58000183105469
2022-09-16,71.87000274658203
2022-09-19,73.70999908447266
2022-09-20,73.3499984741211
2022-09-21,72.91000366210938
2022-09-22,72.05999755859375
2022-09-23,70.88999938964844
2022-09-26,70.88999938964844
2022-09-27,71.62999725341797
2022-09-28,73.25
2022-09-29,72.63999938964844
2022-09-30,71.87000274658203
2022-10-03,73.20999908447266
2022-10-04,76.22000122070312
2022-10-05,75.93000030517578
2022-10-06,75.98999786376953
2022-10-07,74.30999755859375
2022-10-10,73.55999755859375
2022-10-11,71.70999908447266
2022-10-12,71.88999938964844
2022-10-13,74.06999969482422
2022-10-14,68.9800033569336
2022-10-17,67.43000030517578
2022-10-18,68.61000061035156
2022-10-19,68.70999908447266
2022-10-20,68.0
2022-10-21,70.31999969482422
2022-10-24,70.69999694824219
2022-10-25,72.45999908447266
