Date,FANG
2022-09-07,131.57000732421875
2022-09-08,132.19000244140625
2022-09-09,135.02000427246094
2022-09-12,137.3699951171875
2022-09-13,134.7100067138672
2022-09-14,140.1699981689453
2022-09-15,134.6300048828125
2022-09-16,132.6199951171875
2022-09-19,130.92999267578125
2022-09-20,130.7899932861328
2022-09-21,128.8000030517578
2022-09-22,126.54000091552734
2022-09-23,115.19999694824219
2022-09-26,111.20999908447266
2022-09-27,113.48999786376953
2022-09-28,119.4000015258789
2022-09-29,120.91000366210938
2022-09-30,120.45999908447266
2022-10-03,129.52000427246094
2022-10-04,136.3000030517578
2022-10-05,139.3699951171875
2022-10-06,142.3300018310547
2022-10-07,142.42999267578125
2022-10-10,140.30999755859375
2022-10-11,139.3699951171875
2022-10-12,141.1699981689453
2022-10-13,145.27999877929688
2022-10-14,139.36000061035156
2022-10-17,139.4600067138672
2022-10-18,141.85000610351562
2022-10-19,146.02999877929688
2022-10-20,146.58999633789062
2022-10-21,152.32000732421875
2022-10-24,153.25999450683594
2022-10-25,153.36000061035156
2022-10-26,155.3800048828125
2022-10-27,153.35000610351562
2022-10-28,153.82000732421875
2022-10-31,157.11000061035156
2022-11-01,158.6300048828125
2022-11-02,154.8300018310547
2022-11-03,158.52999877929688
2022-11-04,161.3699951171875
2022-11-07,163.49000549316406
2022-11-08,163.5500030517578
2022-11-09,157.5500030517578
2022-11-10,160.27999877929688
2022-11-11,164.35000610351562
2022-11-14,163.57000732421875
2022-11-15,167.02999877929688
2022-11-16,158.97999572753906
2022-11-17,161.77999877929688
2022-11-18,156.22000122070312
2022-11-21,149.99000549316406
2022-11-22,151.44000244140625
2022-11-23,149.99000549316406
2022-11-25,149.32000732421875
2022-11-28,143.72999572753906
2022-11-29,146.74000549316406
2022-11-30,148.02000427246094
2022-12-01,144.6999969482422
2022-12-02,145.4600067138672
2022-12-05,142.0
2022-12-06,138.2100067138672
2022-12-07,136.55999755859375
2022-12-08,132.8800048828125
2022-12-09,129.60000610351562
2022-12-12,134.2100067138672
2022-12-13,136.32000732421875
2022-12-14,136.83999633789062
2022-12-15,137.3800048828125
2022-12-16,134.32000732421875
2022-12-19,133.5800018310547
2022-12-20,134.94000244140625
2022-12-21,137.0
2022-12-22,132.8800048828125
2022-12-23,137.02999877929688
2022-12-27,137.5800018310547
2022-12-28,134.47000122070312
2022-12-29,136.27999877929688
2022-12-30,136.77999877929688
2023-01-03,131.3800048828125
2023-01-04,130.6199951171875
2023-01-05,134.0399932861328
2023-01-06,138.13999938964844
2023-01-09,141.49000549316406
2023-01-10,141.9499969482422
2023-01-11,142.24000549316406
2023-01-12,145.3300018310547
2023-01-13,145.24000549316406
2023-01-17,145.72999572753906
2023-01-18,144.10000610351562
2023-01-19,146.42999267578125
2023-01-20,147.5500030517578
2023-01-23,149.35000610351562
2023-01-24,147.24000549316406
2023-01-25,147.0800018310547
2023-01-26,149.88999938964844
2023-01-27,150.9600067138672
2023-01-30,145.33999633789062
2023-01-31,146.1199951171875
2023-02-01,143.35000610351562
2023-02-02,137.57000732421875
2023-02-03,138.39999389648438
2023-02-06,137.1199951171875
2023-02-07,143.55999755859375
2023-02-08,144.2899932861328
2023-02-09,141.47000122070312
2023-02-10,149.2899932861328
2023-02-13,148.22999572753906
2023-02-14,149.8699951171875
2023-02-15,145.63999938964844
2023-02-16,141.75999450683594
2023-02-17,134.67999267578125
2023-02-21,134.2100067138672
2023-02-22,137.2899932861328
2023-02-23,141.60000610351562
2023-02-24,142.3800048828125
2023-02-27,144.36000061035156
2023-02-28,140.5800018310547
2023-03-01,144.6199951171875
2023-03-02,144.16000366210938
2023-03-03,146.75999450683594
2023-03-06,143.5500030517578
2023-03-07,142.74000549316406
2023-03-08,142.49000549316406
2023-03-09,139.94000244140625
2023-03-10,135.91000366210938
2023-03-13,131.5399932861328
2023-03-14,132.63999938964844
2023-03-15,122.73999786376953
2023-03-16,125.52999877929688
2023-03-17,123.12000274658203
2023-03-20,125.61000061035156
2023-03-21,130.6199951171875
2023-03-22,127.95999908447266
2023-03-23,126.62999725341797
2023-03-24,125.41999816894531
2023-03-27,128.55999755859375
2023-03-28,130.7100067138672
2023-03-29,132.7899932861328
2023-03-30,133.3000030517578
2023-03-31,135.1699981689453
2023-04-03,144.42999267578125
2023-04-04,141.64999389648438
2023-04-05,142.97999572753906
2023-04-06,140.5500030517578
2023-04-10,143.19000244140625
2023-04-11,145.1699981689453
2023-04-12,145.00999450683594
2023-04-13,145.74000549316406
2023-04-14,146.74000549316406
2023-04-17,144.60000610351562
2023-04-18,144.67999267578125
2023-04-19,143.6699981689453
2023-04-20,141.94000244140625
2023-04-21,141.08999633789062
2023-04-24,143.49000549316406
2023-04-25,139.3300018310547
2023-04-26,136.92999267578125
2023-04-27,138.05999755859375
2023-04-28,142.1999969482422
2023-05-01,141.92999267578125
2023-05-02,135.0500030517578
2023-05-03,128.77999877929688
2023-05-04,125.98999786376953
2023-05-05,132.8000030517578
2023-05-08,132.58999633789062
2023-05-09,132.91000366210938
2023-05-10,130.49000549316406
2023-05-11,127.66000366210938
2023-05-12,128.0
2023-05-15,128.9600067138672
2023-05-16,124.86000061035156
2023-05-17,127.58000183105469
2023-05-18,128.74000549316406
2023-05-19,130.22000122070312
2023-05-22,132.4499969482422
2023-05-23,132.92999267578125
2023-05-24,134.3800048828125
2023-05-25,131.0
2023-05-26,130.99000549316406
2023-05-30,129.49000549316406
2023-05-31,127.1500015258789
2023-06-01,128.10000610351562
2023-06-02,131.35000610351562
2023-06-05,130.32000732421875
2023-06-06,130.9600067138672
2023-06-07,134.17999267578125
2023-06-08,133.33999633789062
2023-06-09,132.27999877929688
2023-06-12,129.74000549316406
2023-06-13,130.05999755859375
2023-06-14,126.77999877929688
2023-06-15,126.66000366210938
2023-06-16,128.74000549316406
2023-06-20,126.97000122070312
2023-06-21,127.66999816894531
2023-06-22,125.8499984741211
2023-06-23,125.4000015258789
2023-06-26,127.22000122070312
2023-06-27,127.31999969482422
2023-06-28,128.61000061035156
2023-06-29,130.00999450683594
2023-06-30,131.36000061035156
2023-07-03,131.9499969482422
2023-07-05,130.60000610351562
2023-07-06,127.16999816894531
2023-07-07,132.39999389648438
2023-07-10,134.08999633789062
2023-07-11,137.13999938964844
2023-07-12,139.50999450683594
2023-07-13,139.41000366210938
2023-07-14,135.66000366210938
2023-07-17,135.47000122070312
2023-07-18,138.80999755859375
2023-07-19,138.89999389648438
2023-07-20,140.02000427246094
2023-07-21,141.24000549316406
2023-07-24,144.4499969482422
2023-07-25,146.0399932861328
2023-07-26,144.99000549316406
2023-07-27,144.35000610351562
2023-07-28,145.63999938964844
2023-07-31,147.32000732421875
2023-08-01,147.8800048828125
2023-08-02,146.7899932861328
2023-08-03,148.41000366210938
2023-08-04,148.57000732421875
2023-08-07,148.58999633789062
2023-08-08,149.1999969482422
2023-08-09,150.42999267578125
2023-08-10,149.6999969482422
2023-08-11,149.66000366210938
2023-08-14,148.94000244140625
2023-08-15,147.41000366210938
2023-08-16,146.9199981689453
2023-08-17,147.50999450683594
2023-08-18,148.0399932861328
2023-08-21,148.4499969482422
2023-08-22,148.3000030517578
2023-08-23,148.22000122070312
2023-08-24,149.00999450683594
2023-08-25,149.5500030517578
2023-08-28,150.67999267578125
2023-08-29,151.19000244140625
2023-08-30,151.30999755859375
2023-08-31,151.77999877929688
2023-09-01,154.66000366210938
2023-09-05,154.19000244140625
2023-09-06,156.10000610351562
2023-09-07,154.8699951171875
2023-09-08,156.02999877929688
2023-09-11,152.55999755859375
2023-09-12,156.30999755859375
2023-09-13,155.7899932861328
2023-09-14,157.9199981689453
2023-09-15,155.75
2023-09-18,156.25999450683594
2023-09-19,155.38999938964844
2023-09-20,152.88999938964844
2023-09-21,151.36000061035156
2023-09-22,150.57000732421875
2023-09-25,152.63999938964844
2023-09-26,153.05999755859375
2023-09-27,157.22999572753906
2023-09-28,157.13999938964844
2023-09-29,154.8800048828125
2023-10-02,150.1999969482422
2023-10-03,150.88999938964844
2023-10-04,145.50999450683594
2023-10-05,145.1199951171875
2023-10-06,151.22999572753906
2023-10-09,156.47000122070312
2023-10-10,156.3800048828125
2023-10-11,158.85000610351562
2023-10-12,162.36000061035156
2023-10-13,166.57000732421875
2023-10-16,167.41000366210938
2023-10-17,168.47000122070312
2023-10-18,169.9199981689453
2023-10-19,168.9199981689453
2023-10-20,166.47999572753906
2023-10-23,165.32000732421875
2023-10-24,163.25999450683594
2023-10-25,164.67999267578125
2023-10-26,161.72000122070312
2023-10-27,160.0500030517578
2023-10-30,158.42999267578125
2023-10-31,160.32000732421875
2023-11-01,159.41000366210938
2023-11-02,163.24000549316406
2023-11-03,162.10000610351562
2023-11-06,160.13999938964844
2023-11-07,158.7899932861328
2023-11-08,155.97000122070312
2023-11-09,155.5800018310547
2023-11-10,157.7100067138672
2023-11-13,158.17999267578125
2023-11-14,159.16000366210938
2023-11-15,155.7899932861328
2023-11-16,152.5
2023-11-17,156.14999389648438
2023-11-20,156.14999389648438
2023-11-21,155.08999633789062
2023-11-22,154.16000366210938
2023-11-24,154.6300048828125
2023-11-27,154.02000427246094
2023-11-28,153.99000549316406
2023-11-29,153.7899932861328
2023-11-30,154.41000366210938
2023-12-01,154.27000427246094
2023-12-04,153.86000061035156
2023-12-05,150.14999389648438
2023-12-06,146.47999572753906
2023-12-07,147.58999633789062
2023-12-08,148.72999572753906
2023-12-11,149.5399932861328
2023-12-12,147.8800048828125
2023-12-13,149.4600067138672
2023-12-14,153.44000244140625
2023-12-15,153.11000061035156
2023-12-18,155.6300048828125
2023-12-19,157.14999389648438
2023-12-20,155.8300018310547
2023-12-21,156.25999450683594
2023-12-22,156.38999938964844
2023-12-26,159.0
2023-12-27,158.08999633789062
2023-12-28,155.3300018310547
2023-12-29,155.0800018310547
2024-01-02,157.00999450683594
2024-01-03,160.1699981689453
2024-01-04,155.82000732421875
2024-01-05,155.9499969482422
2024-01-08,155.75999450683594
2024-01-09,152.75999450683594
2024-01-10,151.36000061035156
2024-01-11,151.38999938964844
2024-01-12,153.83999633789062
2024-01-16,151.16000366210938
2024-01-17,149.77999877929688
2024-01-18,149.74000549316406
2024-01-19,151.05999755859375
2024-01-22,151.94000244140625
2024-01-23,151.47000122070312
2024-01-24,153.1999969482422
2024-01-25,156.32000732421875
2024-01-26,156.24000549316406
2024-01-29,154.86000061035156
2024-01-30,156.92999267578125
2024-01-31,153.74000549316406
2024-02-01,152.72000122070312
2024-02-02,150.22000122070312
2024-02-05,149.6199951171875
2024-02-06,151.99000549316406
2024-02-07,151.4499969482422
2024-02-08,153.47999572753906
2024-02-09,151.74000549316406
2024-02-12,165.97999572753906
2024-02-13,165.60000610351562
2024-02-14,169.86000061035156
2024-02-15,178.52000427246094
2024-02-16,179.4199981689453
2024-02-20,178.05999755859375
2024-02-21,179.75
2024-02-22,176.72999572753906
2024-02-23,176.36000061035156
2024-02-26,177.11000061035156
2024-02-27,177.9499969482422
2024-02-28,179.75999450683594
2024-02-29,182.52000427246094
2024-03-01,185.1699981689453
2024-03-04,178.88999938964844
2024-03-05,180.05999755859375
2024-03-06,181.17999267578125
2024-03-07,182.80999755859375
2024-03-08,183.2899932861328
2024-03-11,184.5
2024-03-12,184.52000427246094
2024-03-13,187.55999755859375
2024-03-14,189.5
2024-03-15,189.94000244140625
2024-03-18,190.05999755859375
2024-03-19,192.6199951171875
2024-03-20,192.89999389648438
2024-03-21,194.39999389648438
2024-03-22,194.6999969482422
2024-03-25,196.58999633789062
2024-03-26,194.25
2024-03-27,196.52999877929688
2024-03-28,198.1699981689453
2024-04-01,199.4499969482422
2024-04-02,200.3699951171875
2024-04-03,203.22000122070312
2024-04-04,201.0500030517578
2024-04-05,204.32000732421875
2024-04-08,206.57000732421875
2024-04-09,205.52999877929688
2024-04-10,206.22999572753906
2024-04-11,208.25999450683594
2024-04-12,206.33999633789062
2024-04-15,205.35000610351562
2024-04-16,203.9499969482422
2024-04-17,201.14999389648438
2024-04-18,199.60000610351562
2024-04-19,200.74000549316406
2024-04-22,202.5800018310547
2024-04-23,204.3699951171875
2024-04-24,205.24000549316406
2024-04-25,207.10000610351562
2024-04-26,207.75999450683594
2024-04-29,205.86000061035156
2024-04-30,201.1300048828125
2024-05-01,196.00999450683594
2024-05-02,197.6300048828125
2024-05-03,201.5
2024-05-06,204.19000244140625
2024-05-07,203.67999267578125
2024-05-08,203.22000122070312
2024-05-09,203.72000122070312
2024-05-10,202.19000244140625
2024-05-13,200.77000427246094
2024-05-14,198.0500030517578
2024-05-15,196.74000549316406
2024-05-16,194.58999633789062
2024-05-17,197.6699981689453
2024-05-20,197.8300018310547
2024-05-21,196.55999755859375
2024-05-22,192.33999633789062
2024-05-23,191.9600067138672
2024-05-24,193.4600067138672
2024-05-28,197.75999450683594
2024-05-29,195.02000427246094
2024-05-30,197.33999633789062
2024-05-31,199.25999450683594
2024-06-03,190.7100067138672
2024-06-04,189.22000122070312
2024-06-05,189.19000244140625
2024-06-06,191.0399932861328
2024-06-07,190.3000030517578
2024-06-10,193.97000122070312
2024-06-11,193.6699981689453
2024-06-12,193.64999389648438
2024-06-13,190.35000610351562
2024-06-14,185.97000122070312
2024-06-17,187.55999755859375
2024-06-18,188.8699951171875
2024-06-20,192.72999572753906
2024-06-21,190.8800048828125
2024-06-24,198.02999877929688
2024-06-25,197.8800048828125
2024-06-26,196.9600067138672
2024-06-27,199.19000244140625
2024-06-28,200.19000244140625
2024-07-01,203.7100067138672
2024-07-02,204.89999389648438
2024-07-03,206.92999267578125
2024-07-05,203.52999877929688
2024-07-08,203.35000610351562
2024-07-09,202.60000610351562
2024-07-10,202.38999938964844
2024-07-11,207.1699981689453
2024-07-12,204.1699981689453
2024-07-15,210.92999267578125
2024-07-16,209.05999755859375
2024-07-17,210.94000244140625
2024-07-18,210.02999877929688
2024-07-19,205.47000122070312
2024-07-22,204.67999267578125
2024-07-23,198.36000061035156
2024-07-24,198.8300018310547
2024-07-25,199.8000030517578
2024-07-26,200.75999450683594
2024-07-29,198.27000427246094
2024-07-30,198.0800018310547
2024-07-31,202.30999755859375
2024-08-01,198.22000122070312
2024-08-02,189.05999755859375
2024-08-05,185.17999267578125
2024-08-06,189.6999969482422
2024-08-07,191.3800048828125
2024-08-08,197.49000549316406
2024-08-09,199.77000427246094
2024-08-12,201.2899932861328
2024-08-13,196.13999938964844
2024-08-14,196.4499969482422
2024-08-15,196.5800018310547
2024-08-16,194.82000732421875
2024-08-19,195.83999633789062
2024-08-20,189.75
2024-08-21,191.1199951171875
2024-08-22,191.72999572753906
2024-08-23,195.22000122070312
2024-08-26,197.27999877929688
2024-08-27,194.7100067138672
2024-08-28,194.57000732421875
2024-08-29,196.7899932861328
2024-08-30,195.11000061035156
2024-09-03,187.47999572753906
2024-09-04,184.27999877929688
2024-09-05,184.00999450683594
2024-09-06,179.72999572753906
2024-09-09,179.2100067138672
2024-09-10,171.49000549316406
2024-09-11,168.5
2024-09-12,170.86000061035156
2024-09-13,172.4199981689453
2024-09-16,174.80999755859375
2024-09-17,179.77000427246094
2024-09-18,178.1199951171875
2024-09-19,181.6300048828125
2024-09-20,181.0
2024-09-23,185.25
2024-09-24,185.42999267578125
2024-09-25,180.52999877929688
2024-09-26,168.86000061035156
2024-09-27,170.6300048828125
2024-09-30,172.39999389648438
2024-10-01,177.52000427246094
2024-10-02,181.2899932861328
2024-10-03,188.3000030517578
2024-10-04,194.61000061035156
2024-10-07,199.5
2024-10-08,193.77000427246094
2024-10-09,193.75
2024-10-10,194.05999755859375
2024-10-11,194.9600067138672
2024-10-14,190.6999969482422
2024-10-15,179.77000427246094
2024-10-16,182.4600067138672
2024-10-17,183.9600067138672
2024-10-18,183.99000549316406
2024-10-21,182.41000366210938
2024-10-22,184.02999877929688
2024-10-23,181.1199951171875
2024-10-24,180.91000366210938
2024-10-25,184.3800048828125
2024-10-28,178.19000244140625
2024-10-29,175.63999938964844
2024-10-30,176.64999389648438
2024-10-31,176.77000427246094
2024-11-01,175.80999755859375
2024-11-04,179.75999450683594
2024-11-05,175.6300048828125
2024-11-06,183.6199951171875
2024-11-07,181.58999633789062
2024-11-08,181.8800048828125
2024-11-11,179.1300048828125
2024-11-12,179.91000366210938
2024-11-13,182.24000549316406
2024-11-14,182.4199981689453
2024-11-15,176.60000610351562
2024-11-18,181.89999389648438
2024-11-19,180.1199951171875
2024-11-20,181.4600067138672
2024-11-21,182.6999969482422
