Date,CE
2022-08-01,113.86000061035156
2022-08-02,111.44999694824219
2022-08-03,110.62000274658203
2022-08-04,110.9800033569336
2022-08-05,110.8499984741211
2022-08-08,110.98999786376953
2022-08-09,110.68000030517578
2022-08-10,113.87000274658203
2022-08-11,116.22000122070312
2022-08-12,117.62000274658203
2022-08-15,116.22000122070312
2022-08-16,117.83000183105469
2022-08-17,114.72000122070312
2022-08-18,116.91000366210938
2022-08-19,114.66999816894531
2022-08-22,111.01000213623047
2022-08-23,116.0
2022-08-24,116.38999938964844
2022-08-25,118.62000274658203
2022-08-26,113.88999938964844
2022-08-29,115.01000213623047
2022-08-30,112.83000183105469
2022-08-31,110.86000061035156
2022-09-01,108.70999908447266
2022-09-02,106.87999725341797
2022-09-06,106.33000183105469
2022-09-07,110.2300033569336
2022-09-08,112.33999633789062
2022-09-09,115.29000091552734
2022-09-12,116.97000122070312
2022-09-13,109.29000091552734
2022-09-14,107.98999786376953
2022-09-15,107.19999694824219
2022-09-16,102.43000030517578
2022-09-19,103.81999969482422
2022-09-20,99.38999938964844
2022-09-21,97.30000305175781
2022-09-22,93.93000030517578
2022-09-23,91.0
2022-09-26,87.8499984741211
2022-09-27,88.27999877929688
2022-09-28,91.98999786376953
2022-09-29,89.20999908447266
2022-09-30,90.33999633789062
2022-10-03,94.23999786376953
2022-10-04,96.9000015258789
2022-10-05,94.76000213623047
2022-10-06,92.58000183105469
2022-10-07,90.23999786376953
2022-10-10,91.8499984741211
2022-10-11,91.01000213623047
2022-10-12,89.91999816894531
2022-10-13,93.25
2022-10-14,88.68000030517578
2022-10-17,91.97000122070312
2022-10-18,94.91000366210938
2022-10-19,92.58999633789062
2022-10-20,92.05000305175781
2022-10-21,94.63999938964844
2022-10-24,93.0999984741211
2022-10-25,96.0199966430664
2022-10-26,96.2699966430664
2022-10-27,95.83999633789062
2022-10-28,96.0999984741211
2022-10-31,96.12000274658203
2022-11-01,98.36000061035156
2022-11-02,94.0
2022-11-03,94.48999786376953
2022-11-04,91.94000244140625
2022-11-07,92.4000015258789
2022-11-08,93.81999969482422
2022-11-09,91.75
2022-11-10,104.29000091552734
2022-11-11,110.55999755859375
2022-11-14,105.0
2022-11-15,102.80000305175781
2022-11-16,100.55000305175781
2022-11-17,99.31999969482422
2022-11-18,101.2300033569336
2022-11-21,99.56999969482422
2022-11-22,104.08000183105469
2022-11-23,104.22000122070312
2022-11-25,104.63999938964844
2022-11-28,100.7699966430664
2022-11-29,105.55000305175781
2022-11-30,107.30000305175781
2022-12-01,107.48999786376953
2022-12-02,109.11000061035156
2022-12-05,108.37999725341797
2022-12-06,104.80999755859375
2022-12-07,101.91000366210938
2022-12-08,101.18000030517578
2022-12-09,102.36000061035156
2022-12-12,105.25
2022-12-13,108.98999786376953
2022-12-14,105.9800033569336
2022-12-15,102.4000015258789
2022-12-16,101.52999877929688
2022-12-19,100.9800033569336
2022-12-20,101.38999938964844
2022-12-21,103.05000305175781
2022-12-22,101.12999725341797
2022-12-23,102.55999755859375
2022-12-27,103.75
2022-12-28,100.5
2022-12-29,103.48999786376953
2022-12-30,102.23999786376953
2023-01-03,102.2699966430664
2023-01-04,109.1500015258789
2023-01-05,110.86000061035156
2023-01-06,116.62000274658203
2023-01-09,116.80000305175781
2023-01-10,118.52999877929688
2023-01-11,119.12999725341797
2023-01-12,121.63999938964844
2023-01-13,121.29000091552734
2023-01-17,120.06999969482422
2023-01-18,118.68000030517578
2023-01-19,116.58000183105469
2023-01-20,121.58999633789062
2023-01-23,122.94999694824219
2023-01-24,122.33000183105469
2023-01-25,121.47000122070312
2023-01-26,120.44000244140625
2023-01-27,120.5
2023-01-30,121.94999694824219
2023-01-31,123.19999694824219
2023-02-01,124.9800033569336
2023-02-02,126.7699966430664
2023-02-03,125.44999694824219
2023-02-06,122.12000274658203
2023-02-07,123.91000366210938
2023-02-08,121.5
2023-02-09,120.25
2023-02-10,119.87999725341797
2023-02-13,121.94999694824219
2023-02-14,122.08000183105469
2023-02-15,122.88999938964844
2023-02-16,121.2300033569336
2023-02-17,118.9000015258789
2023-02-21,113.1500015258789
2023-02-22,114.22000122070312
2023-02-23,114.77999877929688
2023-02-24,117.72000122070312
2023-02-27,117.45999908447266
2023-02-28,116.2300033569336
2023-03-01,119.70999908447266
2023-03-02,123.55999755859375
2023-03-03,124.54000091552734
2023-03-06,120.0999984741211
2023-03-07,117.66999816894531
2023-03-08,117.95999908447266
2023-03-09,113.68000030517578
2023-03-10,109.13999938964844
2023-03-13,105.23999786376953
2023-03-14,108.0
2023-03-15,102.30999755859375
2023-03-16,104.36000061035156
2023-03-17,103.0
2023-03-20,103.0
2023-03-21,105.16999816894531
2023-03-22,100.91999816894531
2023-03-23,99.55000305175781
2023-03-24,101.58000183105469
2023-03-27,103.26000213623047
2023-03-28,103.30000305175781
2023-03-29,105.91999816894531
2023-03-30,106.38999938964844
2023-03-31,108.88999938964844
2023-04-03,109.08999633789062
2023-04-04,106.25
2023-04-05,106.81999969482422
2023-04-06,106.02999877929688
2023-04-10,107.38999938964844
2023-04-11,108.87999725341797
2023-04-12,109.66000366210938
2023-04-13,110.98999786376953
2023-04-14,110.72000122070312
2023-04-17,110.61000061035156
2023-04-18,109.4800033569336
2023-04-19,109.11000061035156
2023-04-20,106.80000305175781
2023-04-21,104.5999984741211
2023-04-24,105.68000030517578
2023-04-25,100.51000213623047
2023-04-26,100.45999908447266
2023-04-27,103.41000366210938
2023-04-28,106.23999786376953
2023-05-01,104.62999725341797
2023-05-02,102.02999877929688
2023-05-03,100.69999694824219
2023-05-04,101.1500015258789
2023-05-05,105.9000015258789
2023-05-08,106.01000213623047
2023-05-09,104.54000091552734
2023-05-10,102.93000030517578
2023-05-11,101.2300033569336
2023-05-12,100.79000091552734
2023-05-15,105.22000122070312
2023-05-16,102.81999969482422
2023-05-17,105.70999908447266
2023-05-18,107.51000213623047
2023-05-19,107.37999725341797
2023-05-22,108.5
2023-05-23,108.18000030517578
2023-05-24,106.9000015258789
2023-05-25,106.26000213623047
2023-05-26,107.41999816894531
2023-05-30,108.0
2023-05-31,104.0199966430664
2023-06-01,106.0999984741211
2023-06-02,114.69000244140625
2023-06-05,113.87999725341797
2023-06-06,115.48999786376953
2023-06-07,117.7699966430664
2023-06-08,115.63999938964844
2023-06-09,113.62999725341797
2023-06-12,114.37000274658203
2023-06-13,117.56999969482422
2023-06-14,116.3499984741211
2023-06-15,116.80000305175781
2023-06-16,114.0
2023-06-20,108.81999969482422
2023-06-21,108.5199966430664
2023-06-22,107.12999725341797
2023-06-23,109.45999908447266
2023-06-26,111.08000183105469
2023-06-27,113.13999938964844
2023-06-28,113.9800033569336
2023-06-29,114.12000274658203
2023-06-30,115.80000305175781
2023-07-03,116.91999816894531
2023-07-05,114.54000091552734
2023-07-06,112.16000366210938
2023-07-07,116.94000244140625
2023-07-10,116.88999938964844
2023-07-11,118.69999694824219
2023-07-12,121.81999969482422
2023-07-13,122.69000244140625
2023-07-14,119.83999633789062
2023-07-17,121.04000091552734
2023-07-18,123.62999725341797
2023-07-19,122.5
2023-07-20,121.94000244140625
2023-07-21,121.26000213623047
2023-07-24,122.0
2023-07-25,124.0
2023-07-26,125.0999984741211
2023-07-27,125.86000061035156
2023-07-28,125.98999786376953
2023-07-31,125.38999938964844
2023-08-01,125.37000274658203
2023-08-02,123.51000213623047
2023-08-03,124.41000366210938
2023-08-04,123.94999694824219
2023-08-07,124.7300033569336
2023-08-08,125.33000183105469
2023-08-09,126.25
2023-08-10,126.94999694824219
2023-08-11,126.0
2023-08-14,124.30000305175781
2023-08-15,119.19999694824219
2023-08-16,116.4000015258789
2023-08-17,117.93000030517578
2023-08-18,117.69999694824219
2023-08-21,118.01000213623047
2023-08-22,117.44999694824219
2023-08-23,117.51000213623047
2023-08-24,117.58999633789062
2023-08-25,118.20999908447266
2023-08-28,121.54000091552734
2023-08-29,122.86000061035156
2023-08-30,125.30000305175781
2023-08-31,126.36000061035156
2023-09-01,128.89999389648438
2023-09-05,126.3499984741211
2023-09-06,126.93000030517578
2023-09-07,125.37999725341797
2023-09-08,124.55000305175781
2023-09-11,125.98999786376953
2023-09-12,125.98999786376953
2023-09-13,124.16999816894531
2023-09-14,128.8800048828125
2023-09-15,128.24000549316406
2023-09-18,129.0
2023-09-19,128.3000030517578
2023-09-20,127.98999786376953
2023-09-21,125.3499984741211
2023-09-22,123.9000015258789
2023-09-25,123.87999725341797
2023-09-26,120.12000274658203
2023-09-27,123.30000305175781
2023-09-28,126.38999938964844
2023-09-29,125.5199966430664
2023-10-02,121.4000015258789
2023-10-03,120.95999908447266
2023-10-04,121.83999633789062
2023-10-05,120.30000305175781
2023-10-06,120.33000183105469
2023-10-09,120.97000122070312
2023-10-10,123.05000305175781
2023-10-11,124.08999633789062
2023-10-12,120.77999877929688
2023-10-13,119.44999694824219
2023-10-16,120.44999694824219
2023-10-17,122.20999908447266
2023-10-18,119.27999877929688
2023-10-19,116.6500015258789
2023-10-20,115.22000122070312
2023-10-23,113.0999984741211
2023-10-24,116.16999816894531
2023-10-25,112.94000244140625
2023-10-26,116.5999984741211
2023-10-27,113.5
2023-10-30,114.27999877929688
2023-10-31,114.51000213623047
2023-11-01,113.0199966430664
2023-11-02,115.56999969482422
2023-11-03,120.95999908447266
2023-11-06,120.02999877929688
2023-11-07,116.56999969482422
2023-11-08,117.98999786376953
2023-11-09,116.38999938964844
2023-11-10,118.51000213623047
2023-11-13,117.8499984741211
2023-11-14,125.79000091552734
2023-11-15,127.29000091552734
2023-11-16,127.87000274658203
2023-11-17,129.92999267578125
2023-11-20,130.57000732421875
2023-11-21,130.42999267578125
2023-11-22,131.7100067138672
2023-11-24,132.94000244140625
2023-11-27,133.99000549316406
2023-11-28,134.50999450683594
2023-11-29,137.44000244140625
2023-11-30,138.66000366210938
2023-12-01,141.0399932861328
2023-12-04,141.39999389648438
2023-12-05,140.0
2023-12-06,140.92999267578125
2023-12-07,141.7100067138672
2023-12-08,141.35000610351562
2023-12-11,142.3800048828125
2023-12-12,141.35000610351562
2023-12-13,145.0500030517578
2023-12-14,151.8699951171875
2023-12-15,152.0
2023-12-18,150.44000244140625
2023-12-19,151.97999572753906
2023-12-20,151.17999267578125
2023-12-21,154.3300018310547
2023-12-22,155.44000244140625
2023-12-26,157.60000610351562
2023-12-27,158.5
2023-12-28,157.3300018310547
2023-12-29,155.3699951171875
2024-01-02,154.72000122070312
2024-01-03,150.24000549316406
2024-01-04,149.75
2024-01-05,150.1300048828125
2024-01-08,149.16000366210938
2024-01-09,147.60000610351562
2024-01-10,148.99000549316406
2024-01-11,147.3800048828125
2024-01-12,147.3699951171875
2024-01-16,144.55999755859375
2024-01-17,142.80999755859375
2024-01-18,145.5800018310547
2024-01-19,145.1300048828125
2024-01-22,145.27999877929688
2024-01-23,146.30999755859375
2024-01-24,143.3000030517578
2024-01-25,145.3699951171875
2024-01-26,146.13999938964844
2024-01-29,147.52999877929688
2024-01-30,150.38999938964844
2024-01-31,146.2899932861328
2024-02-01,147.89999389648438
2024-02-02,146.97000122070312
2024-02-05,144.5
2024-02-06,147.8699951171875
2024-02-07,149.00999450683594
2024-02-08,148.89999389648438
2024-02-09,148.9199981689453
2024-02-12,151.66000366210938
2024-02-13,145.50999450683594
2024-02-14,148.14999389648438
2024-02-15,152.10000610351562
2024-02-16,151.05999755859375
2024-02-20,149.3699951171875
2024-02-21,150.3800048828125
2024-02-22,149.5399932861328
2024-02-23,149.3800048828125
2024-02-26,150.1300048828125
2024-02-27,149.58999633789062
2024-02-28,149.4199981689453
2024-02-29,151.97000122070312
2024-03-01,153.4600067138672
2024-03-04,154.88999938964844
2024-03-05,151.61000061035156
2024-03-06,151.49000549316406
2024-03-07,156.66000366210938
2024-03-08,155.49000549316406
2024-03-11,157.42999267578125
2024-03-12,156.55999755859375
2024-03-13,157.85000610351562
2024-03-14,157.75999450683594
2024-03-15,160.0500030517578
2024-03-18,162.30999755859375
2024-03-19,162.14999389648438
2024-03-20,165.4499969482422
2024-03-21,168.33999633789062
2024-03-22,165.41000366210938
2024-03-25,167.91000366210938
2024-03-26,166.42999267578125
2024-03-27,169.63999938964844
2024-03-28,171.86000061035156
2024-04-01,171.13999938964844
2024-04-02,168.97999572753906
2024-04-03,171.27000427246094
2024-04-04,163.30999755859375
2024-04-05,162.6199951171875
2024-04-08,164.72000122070312
2024-04-09,166.27999877929688
2024-04-10,160.07000732421875
2024-04-11,160.3800048828125
2024-04-12,156.0399932861328
2024-04-15,155.77999877929688
2024-04-16,154.92999267578125
2024-04-17,154.49000549316406
2024-04-18,154.6199951171875
2024-04-19,154.4499969482422
2024-04-22,154.94000244140625
2024-04-23,156.0500030517578
2024-04-24,155.42999267578125
2024-04-25,153.88999938964844
2024-04-26,154.49000549316406
2024-04-29,157.60000610351562
2024-04-30,153.61000061035156
2024-05-01,154.44000244140625
2024-05-02,156.3800048828125
2024-05-03,157.1699981689453
2024-05-06,159.0800018310547
2024-05-07,162.72999572753906
2024-05-08,163.27000427246094
2024-05-09,161.4199981689453
2024-05-10,156.69000244140625
2024-05-13,160.24000549316406
2024-05-14,159.7100067138672
2024-05-15,158.5800018310547
2024-05-16,155.6699981689453
2024-05-17,157.33999633789062
2024-05-20,156.52999877929688
2024-05-21,155.42999267578125
2024-05-22,153.2100067138672
2024-05-23,151.58999633789062
2024-05-24,152.8699951171875
2024-05-28,151.25999450683594
2024-05-29,148.36000061035156
2024-05-30,151.32000732421875
2024-05-31,152.0399932861328
2024-06-03,148.14999389648438
2024-06-04,145.25
2024-06-05,146.9600067138672
2024-06-06,147.1999969482422
2024-06-07,146.47000122070312
2024-06-10,144.94000244140625
2024-06-11,145.02000427246094
2024-06-12,145.7899932861328
2024-06-13,144.13999938964844
2024-06-14,139.38999938964844
2024-06-17,139.35000610351562
2024-06-18,139.1300048828125
2024-06-20,138.0500030517578
2024-06-21,137.0
2024-06-24,139.0500030517578
2024-06-25,134.39999389648438
2024-06-26,138.47000122070312
2024-06-27,135.97000122070312
2024-06-28,134.88999938964844
2024-07-01,131.67999267578125
2024-07-02,132.8800048828125
2024-07-03,134.75999450683594
2024-07-05,132.17999267578125
2024-07-08,133.99000549316406
2024-07-09,131.39999389648438
2024-07-10,134.69000244140625
2024-07-11,139.19000244140625
2024-07-12,142.24000549316406
2024-07-15,142.83999633789062
2024-07-16,147.50999450683594
2024-07-17,145.86000061035156
2024-07-18,143.52000427246094
2024-07-19,138.86000061035156
2024-07-22,139.72999572753906
2024-07-23,138.85000610351562
2024-07-24,136.1300048828125
2024-07-25,136.89999389648438
2024-07-26,139.0800018310547
2024-07-29,139.13999938964844
2024-07-30,139.4499969482422
2024-07-31,141.14999389648438
2024-08-01,137.5500030517578
2024-08-02,131.5500030517578
2024-08-05,125.98999786376953
2024-08-06,127.08999633789062
2024-08-07,125.04000091552734
2024-08-08,126.4000015258789
2024-08-09,126.5
2024-08-12,125.19000244140625
2024-08-13,127.12999725341797
2024-08-14,125.73999786376953
2024-08-15,129.3300018310547
2024-08-16,129.05999755859375
2024-08-19,129.7100067138672
2024-08-20,128.5
2024-08-21,130.72999572753906
2024-08-22,129.52999877929688
2024-08-23,131.97000122070312
2024-08-26,131.5
2024-08-27,130.99000549316406
2024-08-28,128.82000732421875
2024-08-29,130.05999755859375
2024-08-30,130.60000610351562
2024-09-03,125.25
2024-09-04,124.30999755859375
2024-09-05,121.44000244140625
2024-09-06,120.04000091552734
2024-09-09,120.36000061035156
2024-09-10,119.16000366210938
2024-09-11,120.5
2024-09-12,119.87999725341797
2024-09-13,123.13999938964844
2024-09-16,123.80000305175781
2024-09-17,125.76000213623047
2024-09-18,126.37000274658203
2024-09-19,130.08999633789062
2024-09-20,126.9000015258789
2024-09-23,127.7300033569336
2024-09-24,132.55999755859375
2024-09-25,130.02999877929688
2024-09-26,139.82000732421875
2024-09-27,139.2899932861328
2024-09-30,135.9600067138672
2024-10-01,135.00999450683594
2024-10-02,134.8699951171875
2024-10-03,133.89999389648438
2024-10-04,136.6699981689453
2024-10-07,135.5800018310547
2024-10-08,129.3800048828125
2024-10-09,133.25
2024-10-10,134.85000610351562
2024-10-11,136.17999267578125
2024-10-14,135.66000366210938
2024-10-15,133.77000427246094
2024-10-16,134.97000122070312
2024-10-17,135.49000549316406
2024-10-18,135.97000122070312
2024-10-21,133.0
2024-10-22,131.3800048828125
2024-10-23,128.94000244140625
2024-10-24,129.77999877929688
2024-10-25,128.8699951171875
2024-10-28,129.97000122070312
2024-10-29,126.87999725341797
2024-10-30,127.0199966430664
2024-10-31,125.97000122070312
2024-11-01,124.80999755859375
2024-11-04,123.5
2024-11-05,91.0
2024-11-06,92.44000244140625
2024-11-07,89.72000122070312
2024-11-08,84.80000305175781
2024-11-11,78.61000061035156
2024-11-12,75.70999908447266
2024-11-13,74.0
2024-11-14,73.94000244140625
2024-11-15,73.77999877929688
2024-11-18,73.0
2024-11-19,72.19999694824219
2024-11-20,72.9000015258789
2024-11-21,75.0
