Date,SNA
2022-09-21,215.7899932861328
2022-09-22,210.9199981689453
2022-09-23,206.4499969482422
2022-09-26,206.63999938964844
2022-09-27,204.32000732421875
2022-09-28,208.0800018310547
2022-09-29,202.75999450683594
2022-09-30,201.35000610351562
2022-10-03,206.9600067138672
2022-10-04,214.4199981689453
2022-10-05,214.0
2022-10-06,213.80999755859375
2022-10-07,209.5500030517578
2022-10-10,209.2899932861328
2022-10-11,209.0399932861328
2022-10-12,207.7899932861328
2022-10-13,212.3699951171875
2022-10-14,209.60000610351562
2022-10-17,212.5
2022-10-18,216.63999938964844
2022-10-19,213.6999969482422
2022-10-20,203.13999938964844
2022-10-21,207.75
2022-10-24,212.72000122070312
2022-10-25,218.24000549316406
2022-10-26,216.25
2022-10-27,214.97000122070312
2022-10-28,219.5500030517578
2022-10-31,222.0500030517578
2022-11-01,221.8699951171875
2022-11-02,220.02999877929688
2022-11-03,220.67999267578125
2022-11-04,229.13999938964844
2022-11-07,229.08999633789062
2022-11-08,228.55999755859375
2022-11-09,227.3699951171875
2022-11-10,236.02999877929688
2022-11-11,234.30999755859375
2022-11-14,233.75
2022-11-15,236.30999755859375
2022-11-16,233.97999572753906
2022-11-17,234.3699951171875
2022-11-18,236.3800048828125
2022-11-21,236.58999633789062
2022-11-22,239.63999938964844
2022-11-23,241.1699981689453
2022-11-25,242.77999877929688
2022-11-28,238.72999572753906
2022-11-29,239.17999267578125
2022-11-30,240.60000610351562
2022-12-01,242.13999938964844
2022-12-02,244.9600067138672
2022-12-05,239.67999267578125
2022-12-06,237.10000610351562
2022-12-07,236.22999572753906
2022-12-08,234.16000366210938
2022-12-09,233.83999633789062
2022-12-12,235.67999267578125
2022-12-13,236.2100067138672
2022-12-14,233.0
2022-12-15,230.3300018310547
2022-12-16,225.72000122070312
2022-12-19,224.1300048828125
2022-12-20,224.6699981689453
2022-12-21,229.24000549316406
2022-12-22,225.27000427246094
2022-12-23,227.74000549316406
2022-12-27,229.6999969482422
2022-12-28,226.4600067138672
2022-12-29,230.2100067138672
2022-12-30,228.49000549316406
2023-01-03,229.3800048828125
2023-01-04,232.32000732421875
2023-01-05,230.0500030517578
2023-01-06,237.41000366210938
2023-01-09,240.39999389648438
2023-01-10,244.4199981689453
2023-01-11,246.92999267578125
2023-01-12,248.24000549316406
2023-01-13,248.80999755859375
2023-01-17,245.3800048828125
2023-01-18,240.88999938964844
2023-01-19,234.49000549316406
2023-01-20,238.41000366210938
2023-01-23,238.8300018310547
2023-01-24,240.9600067138672
2023-01-25,240.6199951171875
2023-01-26,242.8699951171875
2023-01-27,244.4499969482422
2023-01-30,242.50999450683594
2023-01-31,248.72999572753906
2023-02-01,250.3699951171875
2023-02-02,257.9700012207031
2023-02-03,259.6600036621094
2023-02-06,257.4200134277344
2023-02-07,254.33999633789062
2023-02-08,251.1999969482422
2023-02-09,249.25999450683594
2023-02-10,251.3300018310547
2023-02-13,255.14999389648438
2023-02-14,252.1999969482422
2023-02-15,253.80999755859375
2023-02-16,252.4499969482422
2023-02-17,252.27999877929688
2023-02-21,246.00999450683594
2023-02-22,244.25
2023-02-23,246.2100067138672
2023-02-24,246.77000427246094
2023-02-27,246.85000610351562
2023-02-28,248.67999267578125
2023-03-01,247.2899932861328
2023-03-02,248.9199981689453
2023-03-03,250.10000610351562
2023-03-06,248.2899932861328
2023-03-07,247.0
2023-03-08,247.0800018310547
2023-03-09,246.92999267578125
2023-03-10,240.16000366210938
2023-03-13,237.55999755859375
2023-03-14,240.75999450683594
2023-03-15,236.36000061035156
2023-03-16,237.25
2023-03-17,231.74000549316406
2023-03-20,237.0800018310547
2023-03-21,239.0800018310547
2023-03-22,233.66000366210938
2023-03-23,233.75
2023-03-24,234.38999938964844
2023-03-27,237.0500030517578
2023-03-28,239.27000427246094
2023-03-29,241.5500030517578
2023-03-30,241.91000366210938
2023-03-31,246.88999938964844
2023-04-03,246.63999938964844
2023-04-04,236.74000549316406
2023-04-05,229.72999572753906
2023-04-06,228.7100067138672
2023-04-10,233.36000061035156
2023-04-11,235.8800048828125
2023-04-12,237.92999267578125
2023-04-13,238.91000366210938
2023-04-14,239.94000244140625
2023-04-17,240.60000610351562
2023-04-18,242.24000549316406
2023-04-19,239.77000427246094
2023-04-20,258.8900146484375
2023-04-21,263.010009765625
2023-04-24,259.1199951171875
2023-04-25,257.8500061035156
2023-04-26,254.1300048828125
2023-04-27,259.3999938964844
2023-04-28,259.4100036621094
2023-05-01,262.45001220703125
2023-05-02,262.0799865722656
2023-05-03,262.3699951171875
2023-05-04,258.67999267578125
2023-05-05,260.80999755859375
2023-05-08,259.8699951171875
2023-05-09,257.3800048828125
2023-05-10,256.7900085449219
2023-05-11,256.0299987792969
2023-05-12,256.0400085449219
2023-05-15,257.7699890136719
2023-05-16,254.58999633789062
2023-05-17,257.5299987792969
2023-05-18,261.260009765625
2023-05-19,260.8599853515625
2023-05-22,261.29998779296875
2023-05-23,258.4700012207031
2023-05-24,255.2899932861328
2023-05-25,255.75999450683594
2023-05-26,257.3500061035156
2023-05-30,256.6499938964844
2023-05-31,248.86000061035156
2023-06-01,252.6699981689453
2023-06-02,259.7099914550781
2023-06-05,259.3800048828125
2023-06-06,262.7699890136719
2023-06-07,269.8599853515625
2023-06-08,269.3299865722656
2023-06-09,267.5799865722656
2023-06-12,267.260009765625
2023-06-13,273.6300048828125
2023-06-14,271.7799987792969
2023-06-15,274.2699890136719
2023-06-16,273.8699951171875
2023-06-20,273.0199890136719
2023-06-21,272.8800048828125
2023-06-22,273.5400085449219
2023-06-23,273.6199951171875
2023-06-26,277.7900085449219
2023-06-27,283.17999267578125
2023-06-28,283.19000244140625
2023-06-29,286.9599914550781
2023-06-30,288.19000244140625
2023-07-03,286.8599853515625
2023-07-05,283.7099914550781
2023-07-06,281.2099914550781
2023-07-07,280.7300109863281
2023-07-10,285.3900146484375
2023-07-11,291.20001220703125
2023-07-12,292.760009765625
2023-07-13,290.5899963378906
2023-07-14,292.9599914550781
2023-07-17,294.760009765625
2023-07-18,295.0899963378906
2023-07-19,294.30999755859375
2023-07-20,272.739990234375
2023-07-21,275.54998779296875
2023-07-24,274.6099853515625
2023-07-25,273.1300048828125
2023-07-26,269.0
2023-07-27,269.79998779296875
2023-07-28,272.0899963378906
2023-07-31,272.44000244140625
2023-08-01,275.0
2023-08-02,273.6199951171875
2023-08-03,273.5199890136719
2023-08-04,272.2300109863281
2023-08-07,273.739990234375
2023-08-08,272.8900146484375
2023-08-09,272.55999755859375
2023-08-10,268.489990234375
2023-08-11,270.3399963378906
2023-08-14,270.6300048828125
2023-08-15,267.739990234375
2023-08-16,267.70001220703125
2023-08-17,265.7200012207031
2023-08-18,268.54998779296875
2023-08-21,267.19000244140625
2023-08-22,264.9599914550781
2023-08-23,266.6000061035156
2023-08-24,262.0799865722656
2023-08-25,264.6499938964844
2023-08-28,265.1099853515625
2023-08-29,266.8900146484375
2023-08-30,268.8800048828125
2023-08-31,268.6000061035156
2023-09-01,270.5199890136719
2023-09-05,263.2699890136719
2023-09-06,262.5
2023-09-07,258.75
2023-09-08,259.739990234375
2023-09-11,261.25
2023-09-12,262.3999938964844
2023-09-13,261.05999755859375
2023-09-14,263.9100036621094
2023-09-15,260.4200134277344
2023-09-18,260.69000244140625
2023-09-19,260.1000061035156
2023-09-20,255.72999572753906
2023-09-21,255.13999938964844
2023-09-22,255.86000061035156
2023-09-25,256.2900085449219
2023-09-26,252.9600067138672
2023-09-27,253.97000122070312
2023-09-28,257.6400146484375
2023-09-29,255.05999755859375
2023-10-02,251.75999450683594
2023-10-03,253.9499969482422
2023-10-04,255.88999938964844
2023-10-05,257.8999938964844
2023-10-06,259.7099914550781
2023-10-09,260.4200134277344
2023-10-10,260.739990234375
2023-10-11,261.2099914550781
2023-10-12,254.33999633789062
2023-10-13,253.64999389648438
2023-10-16,257.1499938964844
2023-10-17,259.0400085449219
2023-10-18,250.35000610351562
2023-10-19,252.7100067138672
2023-10-20,252.89999389648438
2023-10-23,250.5500030517578
2023-10-24,254.0399932861328
2023-10-25,250.1999969482422
2023-10-26,253.49000549316406
2023-10-27,252.33999633789062
2023-10-30,254.49000549316406
2023-10-31,257.94000244140625
2023-11-01,260.5199890136719
2023-11-02,263.3699951171875
2023-11-03,270.8599853515625
2023-11-06,268.9599914550781
2023-11-07,267.07000732421875
2023-11-08,265.67999267578125
2023-11-09,265.4200134277344
2023-11-10,270.0400085449219
2023-11-13,267.20001220703125
2023-11-14,275.19000244140625
2023-11-15,275.0400085449219
2023-11-16,274.7200012207031
2023-11-17,277.760009765625
2023-11-20,275.2699890136719
2023-11-21,274.8699951171875
2023-11-22,274.6700134277344
2023-11-24,275.1400146484375
2023-11-27,273.8699951171875
2023-11-28,270.9599914550781
2023-11-29,271.8399963378906
2023-11-30,274.69000244140625
2023-12-01,279.8599853515625
2023-12-04,280.9200134277344
2023-12-05,278.94000244140625
2023-12-06,280.1400146484375
2023-12-07,280.0
2023-12-08,278.2200012207031
2023-12-11,281.07000732421875
2023-12-12,280.1000061035156
2023-12-13,284.07000732421875
2023-12-14,289.20001220703125
2023-12-15,286.2799987792969
2023-12-18,287.29998779296875
2023-12-19,288.54998779296875
2023-12-20,284.1400146484375
2023-12-21,287.0199890136719
2023-12-22,288.1499938964844
2023-12-26,289.9100036621094
2023-12-27,290.19000244140625
2023-12-28,289.94000244140625
2023-12-29,288.8399963378906
2024-01-02,288.739990234375
2024-01-03,282.8399963378906
2024-01-04,282.07000732421875
2024-01-05,280.92999267578125
2024-01-08,282.7900085449219
2024-01-09,280.94000244140625
2024-01-10,282.489990234375
2024-01-11,284.1199951171875
2024-01-12,283.9200134277344
2024-01-16,285.0400085449219
2024-01-17,283.010009765625
2024-01-18,284.9599914550781
2024-01-19,286.8599853515625
2024-01-22,288.92999267578125
2024-01-23,288.79998779296875
2024-01-24,286.2799987792969
2024-01-25,288.54998779296875
2024-01-26,289.6600036621094
2024-01-29,291.8500061035156
2024-01-30,294.30999755859375
2024-01-31,289.92999267578125
2024-02-01,290.04998779296875
2024-02-02,292.6099853515625
2024-02-05,291.5
2024-02-06,293.4200134277344
2024-02-07,294.5
2024-02-08,266.0299987792969
2024-02-09,262.42999267578125
2024-02-12,267.739990234375
2024-02-13,262.0899963378906
2024-02-14,263.1400146484375
2024-02-15,269.0
2024-02-16,267.239990234375
2024-02-20,269.0400085449219
2024-02-21,269.1199951171875
2024-02-22,271.2300109863281
2024-02-23,270.95001220703125
2024-02-26,271.2099914550781
2024-02-27,273.760009765625
2024-02-28,275.19000244140625
2024-02-29,275.6600036621094
2024-03-01,277.29998779296875
2024-03-04,284.510009765625
2024-03-05,283.0400085449219
2024-03-06,285.6600036621094
2024-03-07,294.6099853515625
2024-03-08,295.239990234375
2024-03-11,292.20001220703125
2024-03-12,295.010009765625
2024-03-13,294.760009765625
2024-03-14,290.8500061035156
2024-03-15,289.20001220703125
2024-03-18,287.3299865722656
2024-03-19,289.2099914550781
2024-03-20,292.010009765625
2024-03-21,293.17999267578125
2024-03-22,291.6300048828125
2024-03-25,291.8900146484375
2024-03-26,290.9700012207031
2024-03-27,296.94000244140625
2024-03-28,296.2200012207031
2024-04-01,294.6300048828125
2024-04-02,292.0899963378906
2024-04-03,292.510009765625
2024-04-04,293.2099914550781
2024-04-05,292.760009765625
2024-04-08,293.30999755859375
2024-04-09,293.989990234375
2024-04-10,292.0799865722656
2024-04-11,291.5400085449219
2024-04-12,289.5799865722656
2024-04-15,285.8299865722656
2024-04-16,282.45001220703125
2024-04-17,283.5
2024-04-18,261.760009765625
2024-04-19,268.79998779296875
2024-04-22,268.55999755859375
2024-04-23,271.3399963378906
2024-04-24,273.5899963378906
2024-04-25,270.1600036621094
2024-04-26,270.70001220703125
2024-04-29,272.25
2024-04-30,267.9599914550781
2024-05-01,267.739990234375
2024-05-02,266.8699951171875
2024-05-03,271.0299987792969
2024-05-06,274.5899963378906
2024-05-07,276.8599853515625
2024-05-08,275.9100036621094
2024-05-09,280.1000061035156
2024-05-10,280.9100036621094
2024-05-13,279.92999267578125
2024-05-14,279.1199951171875
2024-05-15,279.82000732421875
2024-05-16,276.80999755859375
2024-05-17,278.9800109863281
2024-05-20,279.3399963378906
2024-05-21,276.1000061035156
2024-05-22,276.1700134277344
2024-05-23,270.2799987792969
2024-05-24,270.8900146484375
2024-05-28,269.4200134277344
2024-05-29,265.3900146484375
2024-05-30,268.2300109863281
2024-05-31,272.8599853515625
2024-06-03,268.8699951171875
2024-06-04,267.0199890136719
2024-06-05,269.2200012207031
2024-06-06,267.0400085449219
2024-06-07,268.19000244140625
2024-06-10,267.8999938964844
2024-06-11,265.55999755859375
2024-06-12,268.2699890136719
2024-06-13,268.8299865722656
2024-06-14,262.239990234375
2024-06-17,268.2300109863281
2024-06-18,269.30999755859375
2024-06-20,268.67999267578125
2024-06-21,266.75
2024-06-24,267.3999938964844
2024-06-25,263.0400085449219
2024-06-26,261.7300109863281
2024-06-27,258.9100036621094
2024-06-28,261.3900146484375
2024-07-01,256.8999938964844
2024-07-02,257.05999755859375
2024-07-03,256.8900146484375
2024-07-05,255.35000610351562
2024-07-08,257.4100036621094
2024-07-09,256.1099853515625
2024-07-10,261.3999938964844
2024-07-11,267.8999938964844
2024-07-12,269.6300048828125
2024-07-15,270.8399963378906
2024-07-16,278.8800048828125
2024-07-17,275.7300109863281
2024-07-18,270.5400085449219
2024-07-19,270.8999938964844
2024-07-22,274.739990234375
2024-07-23,274.7799987792969
2024-07-24,270.07000732421875
2024-07-25,273.4700012207031
2024-07-26,280.6600036621094
2024-07-29,280.2200012207031
2024-07-30,285.239990234375
2024-07-31,287.0299987792969
2024-08-01,278.9800109863281
2024-08-02,276.739990234375
2024-08-05,271.239990234375
2024-08-06,272.3800048828125
2024-08-07,269.0400085449219
2024-08-08,273.69000244140625
2024-08-09,273.19000244140625
2024-08-12,267.82000732421875
2024-08-13,272.5
2024-08-14,273.2300109863281
2024-08-15,276.1300048828125
2024-08-16,276.19000244140625
2024-08-19,277.3599853515625
2024-08-20,275.3500061035156
2024-08-21,278.9200134277344
2024-08-22,277.6700134277344
2024-08-23,283.8399963378906
2024-08-26,282.989990234375
2024-08-27,282.1300048828125
2024-08-28,280.17999267578125
2024-08-29,281.1400146484375
2024-08-30,283.739990234375
2024-09-03,279.55999755859375
2024-09-04,279.07000732421875
2024-09-05,272.0899963378906
2024-09-06,270.8399963378906
2024-09-09,277.0199890136719
2024-09-10,275.739990234375
2024-09-11,276.2699890136719
2024-09-12,277.8599853515625
2024-09-13,280.44000244140625
2024-09-16,281.44000244140625
2024-09-17,280.0799865722656
2024-09-18,280.6600036621094
2024-09-19,286.1099853515625
2024-09-20,283.19000244140625
2024-09-23,284.79998779296875
2024-09-24,284.4100036621094
2024-09-25,283.6199951171875
2024-09-26,289.5
2024-09-27,288.510009765625
2024-09-30,289.7099914550781
2024-10-01,287.989990234375
2024-10-02,291.0199890136719
2024-10-03,288.7099914550781
2024-10-04,286.739990234375
2024-10-07,286.0199890136719
2024-10-08,285.44000244140625
2024-10-09,287.45001220703125
2024-10-10,286.30999755859375
2024-10-11,291.80999755859375
2024-10-14,296.6000061035156
2024-10-15,295.67999267578125
2024-10-16,298.0799865722656
2024-10-17,327.7900085449219
2024-10-18,326.0899963378906
2024-10-21,325.989990234375
2024-10-22,323.30999755859375
2024-10-23,325.239990234375
2024-10-24,325.6499938964844
2024-10-25,326.5799865722656
2024-10-28,332.5899963378906
2024-10-29,333.4800109863281
2024-10-30,333.04998779296875
2024-10-31,330.1300048828125
2024-11-01,330.2900085449219
2024-11-04,331.0400085449219
2024-11-05,334.17999267578125
2024-11-06,354.239990234375
2024-11-07,353.1300048828125
2024-11-08,359.2699890136719
2024-11-11,361.8500061035156
2024-11-12,360.3500061035156
2024-11-13,361.260009765625
2024-11-14,357.7900085449219
2024-11-15,357.05999755859375
2024-11-18,357.3399963378906
2024-11-19,354.739990234375
2024-11-20,357.8299865722656
2024-11-21,361.3999938964844
