Date,MLM
2022-02-28,379.3999938964844
2022-03-01,365.04998779296875
2022-03-02,376.2200012207031
2022-03-03,375.7300109863281
2022-03-04,374.92999267578125
2022-03-07,359.989990234375
2022-03-08,360.7699890136719
2022-03-09,373.4200134277344
2022-03-10,370.9700012207031
2022-03-11,370.8800048828125
2022-03-14,375.5899963378906
2022-03-15,380.4700012207031
2022-03-16,379.1000061035156
2022-03-17,383.0799865722656
2022-03-18,385.7300109863281
2022-03-21,382.57000732421875
2022-03-22,384.0
2022-03-23,375.6099853515625
2022-03-24,383.8999938964844
2022-03-25,393.94000244140625
2022-03-28,397.3800048828125
2022-03-29,404.5400085449219
2022-03-30,390.260009765625
2022-03-31,384.8900146484375
2022-04-01,385.05999755859375
2022-04-04,384.9700012207031
2022-04-05,381.2099914550781
2022-04-06,373.5299987792969
2022-04-07,369.5899963378906
2022-04-08,371.9700012207031
2022-04-11,369.8900146484375
2022-04-12,366.6499938964844
2022-04-13,366.9700012207031
2022-04-14,364.82000732421875
2022-04-18,362.4700012207031
2022-04-19,369.70001220703125
2022-04-20,379.0
2022-04-21,374.79998779296875
2022-04-22,354.8299865722656
2022-04-25,360.79998779296875
2022-04-26,350.239990234375
2022-04-27,352.1300048828125
2022-04-28,365.8599853515625
2022-04-29,354.2200012207031
2022-05-02,355.3599853515625
2022-05-03,366.4800109863281
2022-05-04,377.57000732421875
2022-05-05,356.1400146484375
2022-05-06,346.0
2022-05-09,332.7900085449219
2022-05-10,328.1400146484375
2022-05-11,321.55999755859375
2022-05-12,327.57000732421875
2022-05-13,332.8399963378906
2022-05-16,323.4100036621094
2022-05-17,334.8500061035156
2022-05-18,323.9700012207031
2022-05-19,324.6499938964844
2022-05-20,327.760009765625
2022-05-23,333.4100036621094
2022-05-24,325.3500061035156
2022-05-25,326.25
2022-05-26,334.04998779296875
2022-05-27,349.45001220703125
2022-05-31,339.3800048828125
2022-06-01,337.07000732421875
2022-06-02,347.3299865722656
2022-06-03,345.6400146484375
2022-06-06,347.7699890136719
2022-06-07,351.45001220703125
2022-06-08,336.79998779296875
2022-06-09,332.8699951171875
2022-06-10,321.75
2022-06-13,316.6000061035156
2022-06-14,316.4700012207031
2022-06-15,318.45001220703125
2022-06-16,303.07000732421875
2022-06-17,303.55999755859375
2022-06-21,302.54998779296875
2022-06-22,302.30999755859375
2022-06-23,297.29998779296875
2022-06-24,309.67999267578125
2022-06-27,308.760009765625
2022-06-28,302.80999755859375
2022-06-29,300.2799987792969
2022-06-30,299.239990234375
2022-07-01,296.04998779296875
2022-07-05,300.6400146484375
2022-07-06,307.9200134277344
2022-07-07,310.20001220703125
2022-07-08,307.44000244140625
2022-07-11,313.5799865722656
2022-07-12,313.5799865722656
2022-07-13,309.69000244140625
2022-07-14,312.2200012207031
2022-07-15,314.9599914550781
2022-07-18,314.3999938964844
2022-07-19,323.1199951171875
2022-07-20,325.3599853515625
2022-07-21,329.70001220703125
2022-07-22,326.2099914550781
2022-07-25,330.3299865722656
2022-07-26,328.5400085449219
2022-07-27,336.0299987792969
2022-07-28,343.45001220703125
2022-07-29,352.0799865722656
2022-08-01,354.1700134277344
2022-08-02,352.44000244140625
2022-08-03,355.3900146484375
2022-08-04,359.9800109863281
2022-08-05,355.92999267578125
2022-08-08,353.2200012207031
2022-08-09,353.80999755859375
2022-08-10,365.3399963378906
2022-08-11,364.8800048828125
2022-08-12,370.1000061035156
2022-08-15,368.75
2022-08-16,371.57000732421875
2022-08-17,368.9200134277344
2022-08-18,367.54998779296875
2022-08-19,365.1499938964844
2022-08-22,356.29998779296875
2022-08-23,355.7300109863281
2022-08-24,355.0799865722656
2022-08-25,362.2699890136719
2022-08-26,351.739990234375
2022-08-29,354.2099914550781
2022-08-30,345.1700134277344
2022-08-31,347.7099914550781
2022-09-01,342.6000061035156
2022-09-02,340.6000061035156
2022-09-06,339.55999755859375
2022-09-07,351.6300048828125
2022-09-08,352.6000061035156
2022-09-09,356.29998779296875
2022-09-12,355.30999755859375
2022-09-13,339.6000061035156
2022-09-14,332.3800048828125
2022-09-15,337.44000244140625
2022-09-16,330.17999267578125
2022-09-19,335.7900085449219
2022-09-20,334.57000732421875
2022-09-21,329.1300048828125
2022-09-22,327.70001220703125
2022-09-23,320.04998779296875
2022-09-26,315.95001220703125
2022-09-27,311.0899963378906
2022-09-28,319.6300048828125
2022-09-29,322.4100036621094
2022-09-30,322.0899963378906
2022-10-03,326.5899963378906
2022-10-04,335.94000244140625
2022-10-05,334.2900085449219
2022-10-06,330.32000732421875
2022-10-07,320.25
2022-10-10,318.9800109863281
2022-10-11,317.4200134277344
2022-10-12,311.4800109863281
2022-10-13,314.3500061035156
2022-10-14,298.8299865722656
2022-10-17,311.04998779296875
2022-10-18,320.2799987792969
2022-10-19,313.3399963378906
2022-10-20,304.2300109863281
2022-10-21,315.30999755859375
2022-10-24,316.94000244140625
2022-10-25,332.7900085449219
2022-10-26,330.92999267578125
2022-10-27,330.4599914550781
2022-10-28,338.1600036621094
2022-10-31,335.9800109863281
2022-11-01,334.3299865722656
2022-11-02,322.8900146484375
2022-11-03,331.5400085449219
2022-11-04,337.1600036621094
2022-11-07,342.8399963378906
2022-11-08,343.9200134277344
2022-11-09,336.5299987792969
2022-11-10,362.8399963378906
2022-11-11,362.19000244140625
2022-11-14,352.9800109863281
2022-11-15,354.1499938964844
2022-11-16,355.8500061035156
2022-11-17,350.6400146484375
2022-11-18,356.32000732421875
2022-11-21,357.75
2022-11-22,364.6499938964844
2022-11-23,365.32000732421875
2022-11-25,367.5899963378906
2022-11-28,359.4100036621094
2022-11-29,357.5400085449219
2022-11-30,366.4800109863281
2022-12-01,365.3800048828125
2022-12-02,365.7300109863281
2022-12-05,353.2699890136719
2022-12-06,349.989990234375
2022-12-07,352.5
2022-12-08,357.7099914550781
2022-12-09,356.94000244140625
2022-12-12,359.8500061035156
2022-12-13,368.7300109863281
2022-12-14,365.70001220703125
2022-12-15,352.04998779296875
2022-12-16,348.2200012207031
2022-12-19,340.8500061035156
2022-12-20,341.7300109863281
2022-12-21,342.1300048828125
2022-12-22,336.20001220703125
2022-12-23,338.5899963378906
2022-12-27,339.42999267578125
2022-12-28,337.8999938964844
2022-12-29,340.6600036621094
2022-12-30,337.9700012207031
2023-01-03,338.19000244140625
2023-01-04,347.739990234375
2023-01-05,337.9700012207031
2023-01-06,351.1700134277344
2023-01-09,345.1300048828125
2023-01-10,343.9599914550781
2023-01-11,354.9800109863281
2023-01-12,351.5799865722656
2023-01-13,355.3699951171875
2023-01-17,353.0899963378906
2023-01-18,351.79998779296875
2023-01-19,343.1000061035156
2023-01-20,347.69000244140625
2023-01-23,348.92999267578125
2023-01-24,346.4200134277344
2023-01-25,347.4200134277344
2023-01-26,349.0
2023-01-27,347.82000732421875
2023-01-30,347.3699951171875
2023-01-31,359.6400146484375
2023-02-01,362.010009765625
2023-02-02,370.2300109863281
2023-02-03,360.6300048828125
2023-02-06,356.8999938964844
2023-02-07,358.4599914550781
2023-02-08,356.20001220703125
2023-02-09,353.239990234375
2023-02-10,351.239990234375
2023-02-13,356.45001220703125
2023-02-14,356.20001220703125
2023-02-15,382.79998779296875
2023-02-16,368.92999267578125
2023-02-17,371.67999267578125
2023-02-21,359.70001220703125
2023-02-22,361.239990234375
2023-02-23,362.9700012207031
2023-02-24,362.0799865722656
2023-02-27,359.94000244140625
2023-02-28,359.8699951171875
2023-03-01,357.5400085449219
2023-03-02,363.4700012207031
2023-03-03,365.6199951171875
2023-03-06,360.0
2023-03-07,356.9200134277344
2023-03-08,363.3599853515625
2023-03-09,354.19000244140625
2023-03-10,341.0199890136719
2023-03-13,333.7900085449219
2023-03-14,337.3800048828125
2023-03-15,325.2099914550781
2023-03-16,331.2200012207031
2023-03-17,320.6000061035156
2023-03-20,324.8500061035156
2023-03-21,335.1600036621094
2023-03-22,328.3599853515625
2023-03-23,333.45001220703125
2023-03-24,336.8299865722656
2023-03-27,339.05999755859375
2023-03-28,346.1000061035156
2023-03-29,351.239990234375
2023-03-30,350.5
2023-03-31,355.05999755859375
2023-04-03,356.0
2023-04-04,347.54998779296875
2023-04-05,337.05999755859375
2023-04-06,338.5899963378906
2023-04-10,340.4800109863281
2023-04-11,346.20001220703125
2023-04-12,346.05999755859375
2023-04-13,348.7300109863281
2023-04-14,349.20001220703125
2023-04-17,353.5899963378906
2023-04-18,353.45001220703125
2023-04-19,356.79998779296875
2023-04-20,356.5
2023-04-21,354.5899963378906
2023-04-24,356.1199951171875
2023-04-25,352.5199890136719
2023-04-26,344.5199890136719
2023-04-27,358.04998779296875
2023-04-28,363.20001220703125
2023-05-01,367.3699951171875
2023-05-02,371.8500061035156
2023-05-03,368.54998779296875
2023-05-04,389.2799987792969
2023-05-05,397.6600036621094
2023-05-08,396.3599853515625
2023-05-09,398.69000244140625
2023-05-10,400.92999267578125
2023-05-11,400.57000732421875
2023-05-12,402.57000732421875
2023-05-15,404.55999755859375
2023-05-16,402.4700012207031
2023-05-17,407.3699951171875
2023-05-18,407.82000732421875
2023-05-19,408.3999938964844
2023-05-22,405.989990234375
2023-05-23,397.260009765625
2023-05-24,395.2300109863281
2023-05-25,399.1600036621094
2023-05-26,399.1600036621094
2023-05-30,398.2300109863281
2023-05-31,398.0400085449219
2023-06-01,404.3999938964844
2023-06-02,415.0799865722656
2023-06-05,417.07000732421875
2023-06-06,418.1000061035156
2023-06-07,423.3399963378906
2023-06-08,425.3999938964844
2023-06-09,427.260009765625
2023-06-12,423.1600036621094
2023-06-13,427.30999755859375
2023-06-14,425.80999755859375
2023-06-15,429.45001220703125
2023-06-16,426.5400085449219
2023-06-20,430.1700134277344
2023-06-21,431.9100036621094
2023-06-22,439.2200012207031
2023-06-23,442.3800048828125
2023-06-26,442.7799987792969
2023-06-27,452.0899963378906
2023-06-28,453.7799987792969
2023-06-29,457.8299865722656
2023-06-30,461.69000244140625
2023-07-03,456.2200012207031
2023-07-05,449.3999938964844
2023-07-06,440.7699890136719
2023-07-07,440.1700134277344
2023-07-10,443.94000244140625
2023-07-11,449.4200134277344
2023-07-12,445.2300109863281
2023-07-13,454.1300048828125
2023-07-14,457.55999755859375
2023-07-17,458.1199951171875
2023-07-18,461.989990234375
2023-07-19,454.260009765625
2023-07-20,458.07000732421875
2023-07-21,457.8900146484375
2023-07-24,458.510009765625
2023-07-25,458.260009765625
2023-07-26,458.3900146484375
2023-07-27,444.9200134277344
2023-07-28,448.7300109863281
2023-07-31,446.4599914550781
2023-08-01,453.2799987792969
2023-08-02,450.5400085449219
2023-08-03,453.4800109863281
2023-08-04,455.8500061035156
2023-08-07,462.239990234375
2023-08-08,457.2900085449219
2023-08-09,451.5400085449219
2023-08-10,458.7699890136719
2023-08-11,455.44000244140625
2023-08-14,459.25
2023-08-15,456.32000732421875
2023-08-16,452.0199890136719
2023-08-17,432.0799865722656
2023-08-18,431.1700134277344
2023-08-21,432.54998779296875
2023-08-22,436.32000732421875
2023-08-23,442.25
2023-08-24,437.4599914550781
2023-08-25,437.239990234375
2023-08-28,439.0899963378906
2023-08-29,445.7900085449219
2023-08-30,446.0299987792969
2023-08-31,446.4100036621094
2023-09-01,457.3900146484375
2023-09-05,441.67999267578125
2023-09-06,438.6600036621094
2023-09-07,437.7099914550781
2023-09-08,438.0899963378906
2023-09-11,439.07000732421875
2023-09-12,437.3599853515625
2023-09-13,434.0400085449219
2023-09-14,435.79998779296875
2023-09-15,425.1300048828125
2023-09-18,428.0400085449219
2023-09-19,422.7300109863281
2023-09-20,420.9100036621094
2023-09-21,406.55999755859375
2023-09-22,406.3800048828125
2023-09-25,410.1600036621094
2023-09-26,407.260009765625
2023-09-27,409.95001220703125
2023-09-28,414.5199890136719
2023-09-29,410.4800109863281
2023-10-02,405.70001220703125
2023-10-03,404.3500061035156
2023-10-04,418.9200134277344
2023-10-05,420.25
2023-10-06,432.70001220703125
2023-10-09,426.4700012207031
2023-10-10,427.760009765625
2023-10-11,436.69000244140625
2023-10-12,430.3299865722656
2023-10-13,426.19000244140625
2023-10-16,431.6600036621094
2023-10-17,437.0799865722656
2023-10-18,414.30999755859375
