Date,MLM
2023-10-19,410.7200012207031
2023-10-20,409.75
2023-10-23,412.70001220703125
2023-10-24,416.4200134277344
2023-10-25,410.3399963378906
2023-10-26,397.8599853515625
2023-10-27,399.0299987792969
2023-10-30,405.1000061035156
2023-10-31,408.94000244140625
2023-11-01,439.1700134277344
2023-11-02,440.739990234375
2023-11-03,442.8800048828125
2023-11-06,441.7200012207031
2023-11-07,444.32000732421875
2023-11-08,451.8599853515625
2023-11-09,451.04998779296875
2023-11-10,453.8699951171875
2023-11-13,451.8599853515625
2023-11-14,464.55999755859375
2023-11-15,454.8800048828125
2023-11-16,460.010009765625
2023-11-17,462.05999755859375
2023-11-20,455.2099914550781
2023-11-21,458.1400146484375
2023-11-22,462.79998779296875
2023-11-24,462.0
2023-11-27,465.6199951171875
2023-11-28,460.0
2023-11-29,462.7300109863281
2023-11-30,464.5899963378906
2023-12-01,467.3500061035156
2023-12-04,464.2300109863281
2023-12-05,459.25
2023-12-06,460.4800109863281
2023-12-07,465.3299865722656
2023-12-08,469.3900146484375
2023-12-11,471.7699890136719
2023-12-12,480.6600036621094
2023-12-13,487.80999755859375
2023-12-14,493.04998779296875
2023-12-15,489.94000244140625
2023-12-18,490.3900146484375
2023-12-19,492.8500061035156
2023-12-20,488.0199890136719
2023-12-21,492.4800109863281
2023-12-22,496.3800048828125
2023-12-26,498.3599853515625
2023-12-27,499.6199951171875
2023-12-28,498.239990234375
2023-12-29,498.9100036621094
2024-01-02,491.0299987792969
2024-01-03,482.0
2024-01-04,486.07000732421875
2024-01-05,486.79998779296875
2024-01-08,496.6400146484375
2024-01-09,497.32000732421875
2024-01-10,499.94000244140625
2024-01-11,497.3299865722656
2024-01-12,495.8800048828125
2024-01-16,495.8299865722656
2024-01-17,493.1000061035156
2024-01-18,503.0
2024-01-19,505.4800109863281
2024-01-22,508.0400085449219
2024-01-23,500.3299865722656
2024-01-24,494.67999267578125
2024-01-25,504.82000732421875
2024-01-26,501.6000061035156
2024-01-29,513.1400146484375
2024-01-30,517.5
2024-01-31,508.4200134277344
2024-02-01,515.510009765625
2024-02-02,519.9099731445312
2024-02-05,508.5299987792969
2024-02-06,514.510009765625
2024-02-07,524.47998046875
2024-02-08,525.4099731445312
2024-02-09,527.1400146484375
2024-02-12,532.2999877929688
2024-02-13,527.25
2024-02-14,539.4600219726562
2024-02-15,535.6400146484375
2024-02-16,539.8699951171875
2024-02-20,533.1400146484375
2024-02-21,536.2999877929688
2024-02-22,548.1599731445312
2024-02-23,548.6799926757812
2024-02-26,553.3099975585938
2024-02-27,559.0800170898438
2024-02-28,566.0999755859375
2024-02-29,577.7100219726562
2024-03-01,589.9500122070312
2024-03-04,601.9000244140625
2024-03-05,602.9000244140625
2024-03-06,607.3499755859375
2024-03-07,611.9099731445312
2024-03-08,596.8499755859375
2024-03-11,595.7100219726562
2024-03-12,603.1599731445312
2024-03-13,604.9199829101562
2024-03-14,606.5399780273438
2024-03-15,596.27001953125
2024-03-18,596.760009765625
2024-03-19,602.27001953125
2024-03-20,603.6400146484375
2024-03-21,612.9500122070312
2024-03-22,607.1199951171875
2024-03-25,604.8099975585938
2024-03-26,610.0999755859375
2024-03-27,611.8599853515625
2024-03-28,613.9400024414062
2024-04-01,604.4199829101562
2024-04-02,602.0800170898438
2024-04-03,610.3800048828125
2024-04-04,604.0900268554688
2024-04-05,619.4099731445312
2024-04-08,621.530029296875
2024-04-09,610.6300048828125
2024-04-10,606.5499877929688
2024-04-11,607.0800170898438
2024-04-12,602.1099853515625
2024-04-15,599.239990234375
2024-04-16,595.239990234375
2024-04-17,592.9199829101562
2024-04-18,587.1300048828125
2024-04-19,575.8900146484375
2024-04-22,584.3200073242188
2024-04-23,594.3900146484375
2024-04-24,591.8200073242188
2024-04-25,597.0700073242188
2024-04-26,604.989990234375
2024-04-29,602.6400146484375
2024-04-30,587.0700073242188
2024-05-01,590.8599853515625
2024-05-02,589.9600219726562
2024-05-03,591.030029296875
2024-05-06,599.7899780273438
2024-05-07,598.8099975585938
2024-05-08,596.6400146484375
2024-05-09,603.2000122070312
2024-05-10,610.4299926757812
2024-05-13,608.0499877929688
2024-05-14,606.1300048828125
2024-05-15,612.6799926757812
2024-05-16,581.6900024414062
2024-05-17,580.75
2024-05-20,583.0999755859375
2024-05-21,581.3099975585938
2024-05-22,573.25
2024-05-23,573.4600219726562
2024-05-24,579.1599731445312
2024-05-28,570.3200073242188
2024-05-29,563.8200073242188
2024-05-30,567.1300048828125
2024-05-31,572.0800170898438
2024-06-03,563.4099731445312
2024-06-04,555.7999877929688
2024-06-05,558.8800048828125
2024-06-06,551.280029296875
2024-06-07,550.8699951171875
2024-06-10,552.3400268554688
2024-06-11,545.9299926757812
2024-06-12,556.780029296875
2024-06-13,567.7999877929688
2024-06-14,566.8499755859375
2024-06-17,573.9000244140625
2024-06-18,558.6199951171875
2024-06-20,540.47998046875
2024-06-21,544.1300048828125
2024-06-24,541.1699829101562
2024-06-25,534.989990234375
2024-06-26,535.6799926757812
2024-06-27,538.2899780273438
2024-06-28,541.7999877929688
2024-07-01,532.0499877929688
2024-07-02,534.8300170898438
2024-07-03,533.3200073242188
2024-07-05,536.739990234375
2024-07-08,529.97998046875
2024-07-09,530.6699829101562
2024-07-10,545.1199951171875
2024-07-11,555.75
2024-07-12,554.52001953125
2024-07-15,556.5700073242188
2024-07-16,577.4600219726562
2024-07-17,564.3499755859375
2024-07-18,564.0599975585938
2024-07-19,559.0800170898438
2024-07-22,567.739990234375
2024-07-23,565.0700073242188
2024-07-24,537.8300170898438
2024-07-25,547.0399780273438
2024-07-26,565.6199951171875
2024-07-29,576.8499755859375
2024-07-30,585.02001953125
2024-07-31,593.3499755859375
2024-08-01,584.8900146484375
2024-08-02,568.25
2024-08-05,552.3599853515625
2024-08-06,544.8400268554688
2024-08-07,538.2899780273438
2024-08-08,538.97998046875
2024-08-09,533.5499877929688
2024-08-12,525.1099853515625
2024-08-13,527.0499877929688
2024-08-14,525.4500122070312
2024-08-15,539.7999877929688
2024-08-16,534.9299926757812
2024-08-19,534.510009765625
2024-08-20,536.4000244140625
2024-08-21,539.7000122070312
2024-08-22,542.22998046875
2024-08-23,556.9199829101562
2024-08-26,543.4400024414062
2024-08-27,518.5700073242188
2024-08-28,514.22998046875
2024-08-29,523.989990234375
2024-08-30,534.1599731445312
2024-09-03,519.4500122070312
2024-09-04,511.260009765625
2024-09-05,506.07000732421875
2024-09-06,502.4800109863281
2024-09-09,506.17999267578125
2024-09-10,507.20001220703125
2024-09-11,507.7900085449219
2024-09-12,515.3300170898438
2024-09-13,520.6799926757812
2024-09-16,529.780029296875
2024-09-17,534.0399780273438
2024-09-18,534.010009765625
2024-09-19,548.7100219726562
2024-09-20,546.2899780273438
2024-09-23,545.4000244140625
2024-09-24,535.9199829101562
2024-09-25,536.010009765625
2024-09-26,539.6500244140625
2024-09-27,539.1099853515625
2024-09-30,538.25
2024-10-01,534.97998046875
2024-10-02,521.0499877929688
2024-10-03,521.22998046875
2024-10-04,524.1099853515625
2024-10-07,518.6500244140625
2024-10-08,523.989990234375
2024-10-09,531.1599731445312
2024-10-10,534.52001953125
2024-10-11,544.9000244140625
2024-10-14,552.3499755859375
2024-10-15,561.8900146484375
2024-10-16,570.9000244140625
2024-10-17,573.4500122070312
2024-10-18,581.0
2024-10-21,577.530029296875
2024-10-22,560.9500122070312
2024-10-23,562.7899780273438
2024-10-24,570.6500244140625
2024-10-25,570.2100219726562
2024-10-28,578.27001953125
2024-10-29,583.8800048828125
2024-10-30,604.8499755859375
2024-10-31,592.3400268554688
2024-11-01,580.1400146484375
2024-11-04,581.97998046875
2024-11-05,582.52001953125
2024-11-06,617.3099975585938
2024-11-07,617.1599731445312
2024-11-08,619.5800170898438
2024-11-11,616.0499877929688
2024-11-12,606.7899780273438
2024-11-13,605.260009765625
2024-11-14,587.9600219726562
2024-11-15,583.030029296875
2024-11-18,581.6400146484375
2024-11-19,582.7000122070312
2024-11-20,585.260009765625
2024-11-21,590.5999755859375
