Date,CHD
2022-02-28,97.8499984741211
2022-03-01,96.88999938964844
2022-03-02,96.9800033569336
2022-03-03,99.19999694824219
2022-03-04,100.69000244140625
2022-03-07,101.70999908447266
2022-03-08,95.31999969482422
2022-03-09,97.05999755859375
2022-03-10,95.91999816894531
2022-03-11,95.1500015258789
2022-03-14,96.62999725341797
2022-03-15,98.94999694824219
2022-03-16,97.08999633789062
2022-03-17,97.27999877929688
2022-03-18,96.94000244140625
2022-03-21,97.54000091552734
2022-03-22,97.86000061035156
2022-03-23,97.13999938964844
2022-03-24,97.23999786376953
2022-03-25,97.97000122070312
2022-03-28,99.2300033569336
2022-03-29,99.81999969482422
2022-03-30,99.2300033569336
2022-03-31,99.37999725341797
2022-04-01,101.36000061035156
2022-04-04,100.80999755859375
2022-04-05,100.9000015258789
2022-04-06,102.08000183105469
2022-04-07,103.41999816894531
2022-04-08,103.44999694824219
2022-04-11,103.9800033569336
2022-04-12,103.91000366210938
2022-04-13,102.8499984741211
2022-04-14,102.6500015258789
2022-04-18,101.20999908447266
2022-04-19,102.3499984741211
2022-04-20,103.08000183105469
2022-04-21,102.95999908447266
2022-04-22,102.79000091552734
2022-04-25,104.02999877929688
2022-04-26,102.58999633789062
2022-04-27,104.16000366210938
2022-04-28,100.4000015258789
2022-04-29,97.55999755859375
2022-05-02,96.23999786376953
2022-05-03,95.66000366210938
2022-05-04,96.52999877929688
2022-05-05,94.77999877929688
2022-05-06,95.7300033569336
2022-05-09,98.36000061035156
2022-05-10,98.0
2022-05-11,97.68000030517578
2022-05-12,97.69000244140625
2022-05-13,98.1500015258789
2022-05-16,98.63999938964844
2022-05-17,96.86000061035156
2022-05-18,90.19000244140625
2022-05-19,88.22000122070312
2022-05-20,88.75
2022-05-23,89.44999694824219
2022-05-24,90.43000030517578
2022-05-25,90.08999633789062
2022-05-26,89.80999755859375
2022-05-27,90.33000183105469
2022-05-31,90.05999755859375
2022-06-01,88.37000274658203
2022-06-02,89.06999969482422
2022-06-03,88.73999786376953
2022-06-06,88.16999816894531
2022-06-07,88.01000213623047
2022-06-08,87.47000122070312
2022-06-09,85.9800033569336
2022-06-10,85.9000015258789
2022-06-13,84.8499984741211
2022-06-14,82.0
2022-06-15,81.5
2022-06-16,82.19999694824219
2022-06-17,82.12999725341797
2022-06-21,85.91000366210938
2022-06-22,87.58999633789062
2022-06-23,90.66999816894531
2022-06-24,91.61000061035156
2022-06-27,91.88999938964844
2022-06-28,91.12999725341797
2022-06-29,92.36000061035156
2022-06-30,92.66000366210938
2022-07-01,94.25
2022-07-05,94.97000122070312
2022-07-06,94.98999786376953
2022-07-07,95.25
2022-07-08,94.70999908447266
2022-07-11,95.12999725341797
2022-07-12,94.69000244140625
2022-07-13,96.05000305175781
2022-07-14,95.83000183105469
2022-07-15,95.58000183105469
2022-07-18,93.9800033569336
2022-07-19,94.08999633789062
2022-07-20,93.25
2022-07-21,93.19000244140625
2022-07-22,94.05999755859375
2022-07-25,94.13999938964844
2022-07-26,94.22000122070312
2022-07-27,94.45999908447266
2022-07-28,96.20999908447266
2022-07-29,87.97000122070312
2022-08-01,88.5999984741211
2022-08-02,87.05999755859375
2022-08-03,87.55000305175781
2022-08-04,86.97000122070312
2022-08-05,87.0
2022-08-08,87.62999725341797
2022-08-09,87.38999938964844
2022-08-10,88.08999633789062
2022-08-11,87.58999633789062
2022-08-12,87.69999694824219
2022-08-15,87.72000122070312
2022-08-16,88.36000061035156
2022-08-17,88.25
2022-08-18,88.7300033569336
2022-08-19,88.69999694824219
2022-08-22,88.16999816894531
2022-08-23,86.62999725341797
2022-08-24,86.76000213623047
2022-08-25,86.72000122070312
2022-08-26,85.30000305175781
2022-08-29,85.31999969482422
2022-08-30,84.72000122070312
2022-08-31,83.70999908447266
2022-09-01,84.86000061035156
2022-09-02,84.18000030517578
2022-09-06,80.2300033569336
2022-09-07,81.54000091552734
2022-09-08,80.83999633789062
2022-09-09,81.55999755859375
2022-09-12,82.25
2022-09-13,78.80999755859375
2022-09-14,77.54000091552734
2022-09-15,77.04000091552734
2022-09-16,76.54000091552734
2022-09-19,76.58999633789062
2022-09-20,75.08000183105469
2022-09-21,74.69000244140625
2022-09-22,75.19999694824219
2022-09-23,75.22000122070312
2022-09-26,75.26000213623047
2022-09-27,73.22000122070312
2022-09-28,74.01000213623047
2022-09-29,72.91999816894531
2022-09-30,71.44000244140625
2022-10-03,72.9000015258789
2022-10-04,73.3499984741211
2022-10-05,72.51000213623047
2022-10-06,71.81999969482422
2022-10-07,70.72000122070312
2022-10-10,71.16999816894531
2022-10-11,71.91000366210938
2022-10-12,71.87999725341797
2022-10-13,73.11000061035156
2022-10-14,72.5
2022-10-17,73.9800033569336
2022-10-18,73.83999633789062
2022-10-19,73.62000274658203
2022-10-20,72.20999908447266
2022-10-21,73.19000244140625
2022-10-24,74.16999816894531
2022-10-25,75.62000274658203
2022-10-26,76.55999755859375
2022-10-27,76.51000213623047
2022-10-28,76.37000274658203
2022-10-31,74.12999725341797
2022-11-01,73.63999938964844
2022-11-02,72.47000122070312
2022-11-03,71.4800033569336
2022-11-04,71.4000015258789
2022-11-07,72.86000061035156
2022-11-08,72.87999725341797
2022-11-09,72.52999877929688
2022-11-10,74.94000244140625
2022-11-11,74.47000122070312
2022-11-14,74.4800033569336
2022-11-15,75.51000213623047
2022-11-16,75.30000305175781
2022-11-17,75.2300033569336
2022-11-18,76.41999816894531
2022-11-21,77.5999984741211
2022-11-22,78.08999633789062
2022-11-23,78.56999969482422
2022-11-25,78.88999938964844
2022-11-28,79.48999786376953
2022-11-29,79.48999786376953
2022-11-30,81.87000274658203
2022-12-01,82.23999786376953
2022-12-02,83.06999969482422
2022-12-05,80.38999938964844
2022-12-06,80.44000244140625
2022-12-07,80.69999694824219
2022-12-08,81.1500015258789
2022-12-09,80.02999877929688
2022-12-12,81.19000244140625
2022-12-13,81.98999786376953
2022-12-14,82.20999908447266
2022-12-15,81.58999633789062
2022-12-16,80.11000061035156
2022-12-19,79.88999938964844
2022-12-20,79.81999969482422
2022-12-21,80.98999786376953
2022-12-22,81.83999633789062
2022-12-23,82.05999755859375
2022-12-27,81.91000366210938
2022-12-28,80.91999816894531
2022-12-29,81.58000183105469
2022-12-30,80.61000061035156
2023-01-03,82.0199966430664
2023-01-04,82.79000091552734
2023-01-05,81.9800033569336
2023-01-06,83.58999633789062
2023-01-09,82.25
2023-01-10,81.29000091552734
2023-01-11,81.72000122070312
2023-01-12,81.38999938964844
2023-01-13,81.91000366210938
2023-01-17,84.72000122070312
2023-01-18,82.05999755859375
2023-01-19,80.55000305175781
2023-01-20,83.19999694824219
2023-01-23,83.41999816894531
2023-01-24,82.72000122070312
2023-01-25,82.12000274658203
2023-01-26,81.29000091552734
2023-01-27,79.55000305175781
2023-01-30,80.58999633789062
2023-01-31,80.86000061035156
2023-02-01,81.4000015258789
2023-02-02,79.80999755859375
2023-02-03,82.9000015258789
