Date,PHM
2022-02-28,49.65999984741211
2022-03-01,49.099998474121094
2022-03-02,50.040000915527344
2022-03-03,49.25
2022-03-04,49.369998931884766
2022-03-07,46.27000045776367
2022-03-08,46.08000183105469
2022-03-09,47.66999816894531
2022-03-10,47.150001525878906
2022-03-11,46.38999938964844
2022-03-14,44.2599983215332
2022-03-15,46.45000076293945
2022-03-16,46.61000061035156
2022-03-17,47.349998474121094
2022-03-18,48.43000030517578
2022-03-21,46.529998779296875
2022-03-22,46.38999938964844
2022-03-23,44.650001525878906
2022-03-24,44.56999969482422
2022-03-25,43.79999923706055
2022-03-28,43.66999816894531
2022-03-29,45.20000076293945
2022-03-30,44.34000015258789
2022-03-31,41.900001525878906
2022-04-01,42.369998931884766
2022-04-04,43.16999816894531
2022-04-05,41.900001525878906
2022-04-06,40.75
2022-04-07,40.25
2022-04-08,40.66999816894531
2022-04-11,41.470001220703125
2022-04-12,41.810001373291016
2022-04-13,42.70000076293945
2022-04-14,42.209999084472656
2022-04-18,42.06999969482422
2022-04-19,43.689998626708984
2022-04-20,43.90999984741211
2022-04-21,43.310001373291016
2022-04-22,41.90999984741211
2022-04-25,43.66999816894531
2022-04-26,42.58000183105469
2022-04-27,41.650001525878906
2022-04-28,43.52000045776367
2022-04-29,41.7599983215332
2022-05-02,42.439998626708984
2022-05-03,43.61000061035156
2022-05-04,45.86000061035156
2022-05-05,43.29999923706055
2022-05-06,42.790000915527344
2022-05-09,42.66999816894531
2022-05-10,41.900001525878906
2022-05-11,40.4900016784668
2022-05-12,42.15999984741211
2022-05-13,42.529998779296875
2022-05-16,42.72999954223633
2022-05-17,44.439998626708984
2022-05-18,41.63999938964844
2022-05-19,41.66999816894531
2022-05-20,42.7400016784668
2022-05-23,42.43000030517578
2022-05-24,40.93000030517578
2022-05-25,42.970001220703125
2022-05-26,44.97999954223633
2022-05-27,45.689998626708984
2022-05-31,45.2599983215332
2022-06-01,44.91999816894531
2022-06-02,45.5099983215332
2022-06-03,45.060001373291016
2022-06-06,45.119998931884766
2022-06-07,45.29999923706055
2022-06-08,44.06999969482422
2022-06-09,43.9900016784668
2022-06-10,42.0
2022-06-13,39.970001220703125
2022-06-14,39.880001068115234
2022-06-15,39.43000030517578
2022-06-16,36.27000045776367
2022-06-17,36.25
2022-06-21,37.16999816894531
2022-06-22,37.91999816894531
2022-06-23,39.720001220703125
2022-06-24,40.38999938964844
2022-06-27,40.59000015258789
2022-06-28,39.869998931884766
2022-06-29,39.59000015258789
2022-06-30,39.630001068115234
2022-07-01,42.220001220703125
2022-07-05,43.720001220703125
2022-07-06,43.2400016784668
2022-07-07,43.58000183105469
2022-07-08,44.20000076293945
2022-07-11,44.0
2022-07-12,44.060001373291016
2022-07-13,44.33000183105469
2022-07-14,43.79999923706055
2022-07-15,43.95000076293945
2022-07-18,43.459999084472656
2022-07-19,44.54999923706055
2022-07-20,44.369998931884766
2022-07-21,45.58000183105469
2022-07-22,45.90999984741211
2022-07-25,44.70000076293945
2022-07-26,42.79999923706055
2022-07-27,43.65999984741211
2022-07-28,43.709999084472656
2022-07-29,43.619998931884766
2022-08-01,44.16999816894531
2022-08-02,41.70000076293945
2022-08-03,41.86000061035156
2022-08-04,42.619998931884766
2022-08-05,42.380001068115234
2022-08-08,43.52000045776367
2022-08-09,42.18000030517578
2022-08-10,44.130001068115234
