Date,NCLH
2022-02-28,19.489999771118164
2022-03-01,18.479999542236328
2022-03-02,19.059999465942383
2022-03-03,18.559999465942383
2022-03-04,17.389999389648438
2022-03-07,15.380000114440918
2022-03-08,15.960000038146973
2022-03-09,17.309999465942383
2022-03-10,17.799999237060547
2022-03-11,17.489999771118164
2022-03-14,17.059999465942383
2022-03-15,18.25
2022-03-16,19.31999969482422
2022-03-17,19.690000534057617
2022-03-18,19.899999618530273
2022-03-21,19.6299991607666
2022-03-22,19.90999984741211
2022-03-23,19.399999618530273
2022-03-24,19.75
2022-03-25,19.860000610351562
2022-03-28,20.540000915527344
2022-03-29,21.18000030517578
2022-03-30,21.219999313354492
2022-03-31,21.8799991607666
2022-04-01,21.81999969482422
2022-04-04,21.969999313354492
2022-04-05,22.190000534057617
2022-04-06,20.68000030517578
2022-04-07,20.329999923706055
2022-04-08,19.940000534057617
2022-04-11,20.260000228881836
2022-04-12,20.200000762939453
2022-04-13,21.450000762939453
2022-04-14,21.639999389648438
2022-04-18,21.209999084472656
2022-04-19,22.18000030517578
2022-04-20,22.020000457763672
2022-04-21,21.84000015258789
2022-04-22,21.1299991607666
2022-04-25,21.239999771118164
2022-04-26,19.81999969482422
2022-04-27,19.90999984741211
2022-04-28,20.6200008392334
2022-04-29,20.030000686645508
2022-05-02,19.860000610351562
2022-05-03,20.030000686645508
2022-05-04,20.3700008392334
2022-05-05,18.959999084472656
2022-05-06,18.270000457763672
2022-05-09,15.949999809265137
2022-05-10,16.209999084472656
2022-05-11,15.420000076293945
2022-05-12,14.770000457763672
2022-05-13,16.219999313354492
2022-05-16,16.09000015258789
2022-05-17,16.969999313354492
2022-05-18,15.899999618530273
2022-05-19,15.949999809265137
2022-05-20,15.300000190734863
2022-05-23,15.100000381469727
2022-05-24,13.289999961853027
2022-05-25,13.729999542236328
2022-05-26,15.390000343322754
2022-05-27,16.200000762939453
2022-05-31,16.010000228881836
2022-06-01,15.289999961853027
2022-06-02,16.079999923706055
2022-06-03,15.630000114440918
2022-06-06,15.75
2022-06-07,15.890000343322754
2022-06-08,15.149999618530273
2022-06-09,13.760000228881836
2022-06-10,13.15999984741211
2022-06-13,11.550000190734863
2022-06-14,11.119999885559082
2022-06-15,11.729999542236328
2022-06-16,10.380000114440918
2022-06-17,11.430000305175781
2022-06-21,11.470000267028809
2022-06-22,11.470000267028809
2022-06-23,11.460000038146973
2022-06-24,13.220000267028809
2022-06-27,12.869999885559082
2022-06-28,12.760000228881836
2022-06-29,11.569999694824219
2022-06-30,11.119999885559082
2022-07-01,11.329999923706055
2022-07-05,12.460000038146973
2022-07-06,11.270000457763672
2022-07-07,11.8100004196167
2022-07-08,11.529999732971191
2022-07-11,10.960000038146973
2022-07-12,11.600000381469727
2022-07-13,11.520000457763672
2022-07-14,11.180000305175781
2022-07-15,11.800000190734863
2022-07-18,12.390000343322754
2022-07-19,12.850000381469727
2022-07-20,13.460000038146973
2022-07-21,12.479999542236328
2022-07-22,11.970000267028809
2022-07-25,11.819999694824219
2022-07-26,11.180000305175781
2022-07-27,11.5
2022-07-28,12.109999656677246
2022-07-29,12.149999618530273
2022-08-01,11.979999542236328
2022-08-02,12.470000267028809
2022-08-03,12.989999771118164
2022-08-04,12.979999542236328
2022-08-05,13.210000038146973
2022-08-08,13.529999732971191
2022-08-09,12.100000381469727
2022-08-10,13.5600004196167
2022-08-11,13.760000228881836
2022-08-12,14.15999984741211
2022-08-15,14.15999984741211
2022-08-16,14.5600004196167
2022-08-17,13.800000190734863
2022-08-18,13.8100004196167
2022-08-19,13.180000305175781
2022-08-22,12.550000190734863
2022-08-23,12.850000381469727
2022-08-24,13.930000305175781
2022-08-25,14.479999542236328
2022-08-26,13.720000267028809
2022-08-29,13.569999694824219
2022-08-30,13.4399995803833
2022-08-31,13.079999923706055
2022-09-01,13.010000228881836
2022-09-02,13.050000190734863
2022-09-06,13.319999694824219
2022-09-07,14.039999961853027
2022-09-08,14.279999732971191
2022-09-09,14.600000381469727
2022-09-12,14.800000190734863
2022-09-13,14.399999618530273
2022-09-14,15.069999694824219
2022-09-15,15.489999771118164
2022-09-16,15.3100004196167
2022-09-19,15.329999923706055
2022-09-20,15.1899995803833
2022-09-21,14.579999923706055
2022-09-22,14.390000343322754
2022-09-23,13.550000190734863
2022-09-26,13.390000343322754
2022-09-27,13.960000038146973
2022-09-28,14.640000343322754
2022-09-29,13.859999656677246
2022-09-30,11.359999656677246
2022-10-03,11.399999618530273
2022-10-04,13.319999694824219
2022-10-05,13.220000267028809
2022-10-06,13.289999961853027
2022-10-07,12.899999618530273
2022-10-10,11.90999984741211
2022-10-11,11.630000114440918
2022-10-12,12.979999542236328
2022-10-13,12.949999809265137
2022-10-14,13.029999732971191
2022-10-17,13.180000305175781
2022-10-18,14.3100004196167
2022-10-19,13.90999984741211
2022-10-20,14.229999542236328
2022-10-21,14.930000305175781
2022-10-24,15.3100004196167
2022-10-25,15.829999923706055
2022-10-26,15.899999618530273
2022-10-27,15.930000305175781
2022-10-28,16.520000457763672
2022-10-31,16.889999389648438
2022-11-01,16.790000915527344
2022-11-02,16.350000381469727
2022-11-03,16.989999771118164
2022-11-04,16.940000534057617
2022-11-07,16.670000076293945
2022-11-08,17.280000686645508
2022-11-09,15.789999961853027
2022-11-10,17.09000015258789
2022-11-11,17.860000610351562
2022-11-14,17.8700008392334
2022-11-15,18.299999237060547
2022-11-16,17.59000015258789
2022-11-17,16.399999618530273
2022-11-18,16.3700008392334
2022-11-21,16.1200008392334
2022-11-22,16.209999084472656
2022-11-23,16.31999969482422
2022-11-25,16.43000030517578
2022-11-28,15.90999984741211
2022-11-29,16.56999969482422
2022-11-30,16.440000534057617
2022-12-01,16.6200008392334
2022-12-02,16.540000915527344
2022-12-05,16.209999084472656
2022-12-06,15.829999923706055
2022-12-07,15.460000038146973
2022-12-08,15.720000267028809
2022-12-09,15.350000381469727
2022-12-12,15.460000038146973
2022-12-13,15.029999732971191
2022-12-14,15.079999923706055
2022-12-15,14.760000228881836
2022-12-16,14.319999694824219
2022-12-19,13.670000076293945
2022-12-20,13.59000015258789
2022-12-21,13.75
2022-12-22,13.069999694824219
2022-12-23,13.0
2022-12-27,12.539999961853027
2022-12-28,12.140000343322754
2022-12-29,12.470000267028809
2022-12-30,12.239999771118164
2023-01-03,11.859999656677246
2023-01-04,12.460000038146973
2023-01-05,12.760000228881836
2023-01-06,13.039999961853027
2023-01-09,13.779999732971191
2023-01-10,14.140000343322754
2023-01-11,14.579999923706055
2023-01-12,15.350000381469727
2023-01-13,15.630000114440918
2023-01-17,16.0
2023-01-18,15.529999732971191
2023-01-19,14.779999732971191
2023-01-20,15.449999809265137
2023-01-23,15.520000457763672
2023-01-24,15.430000305175781
2023-01-25,15.420000076293945
2023-01-26,15.199999809265137
2023-01-27,15.010000228881836
2023-01-30,14.84000015258789
2023-01-31,15.210000038146973
2023-02-01,16.110000610351562
2023-02-02,17.110000610351562
2023-02-03,16.56999969482422
2023-02-06,16.59000015258789
2023-02-07,17.479999542236328
2023-02-08,16.969999313354492
2023-02-09,16.920000076293945
2023-02-10,16.239999771118164
2023-02-13,16.93000030517578
2023-02-14,17.450000762939453
2023-02-15,18.110000610351562
2023-02-16,17.799999237060547
2023-02-17,17.6299991607666
2023-02-21,16.979999542236328
2023-02-22,16.84000015258789
2023-02-23,16.75
2023-02-24,16.399999618530273
2023-02-27,16.5
2023-02-28,14.819999694824219
2023-03-01,15.140000343322754
2023-03-02,15.550000190734863
2023-03-03,16.229999542236328
2023-03-06,16.31999969482422
2023-03-07,15.960000038146973
2023-03-08,15.279999732971191
2023-03-09,14.380000114440918
2023-03-10,14.0600004196167
2023-03-13,13.489999771118164
2023-03-14,13.350000381469727
2023-03-15,12.90999984741211
2023-03-16,13.109999656677246
2023-03-17,12.579999923706055
2023-03-20,12.369999885559082
2023-03-21,12.880000114440918
2023-03-22,12.470000267028809
2023-03-23,12.569999694824219
2023-03-24,12.520000457763672
2023-03-27,12.199999809265137
2023-03-28,12.449999809265137
2023-03-29,13.15999984741211
2023-03-30,13.270000457763672
2023-03-31,13.449999809265137
2023-04-03,13.350000381469727
2023-04-04,13.239999771118164
2023-04-05,12.920000076293945
2023-04-06,13.079999923706055
2023-04-10,13.350000381469727
2023-04-11,13.539999961853027
2023-04-12,12.729999542236328
2023-04-13,12.869999885559082
2023-04-14,12.640000343322754
2023-04-17,12.949999809265137
2023-04-18,13.109999656677246
2023-04-19,13.180000305175781
2023-04-20,12.640000343322754
2023-04-21,13.039999961853027
2023-04-24,13.050000190734863
2023-04-25,12.729999542236328
2023-04-26,12.460000038146973
2023-04-27,12.829999923706055
2023-04-28,13.350000381469727
2023-05-01,14.539999961853027
2023-05-02,14.369999885559082
2023-05-03,14.140000343322754
2023-05-04,13.75
2023-05-05,14.130000114440918
2023-05-08,14.260000228881836
2023-05-09,14.109999656677246
2023-05-10,14.079999923706055
2023-05-11,13.65999984741211
2023-05-12,13.239999771118164
2023-05-15,13.710000038146973
2023-05-16,13.479999542236328
2023-05-17,14.350000381469727
2023-05-18,14.529999732971191
2023-05-19,14.149999618530273
2023-05-22,14.329999923706055
2023-05-23,14.470000267028809
2023-05-24,14.229999542236328
2023-05-25,14.479999542236328
2023-05-26,14.479999542236328
2023-05-30,14.819999694824219
2023-05-31,14.850000381469727
2023-06-01,15.510000228881836
2023-06-02,15.779999732971191
2023-06-05,16.18000030517578
2023-06-06,16.75
2023-06-07,17.020000457763672
2023-06-08,16.809999465942383
2023-06-09,17.170000076293945
2023-06-12,18.40999984741211
2023-06-13,19.469999313354492
2023-06-14,19.299999237060547
2023-06-15,19.540000915527344
2023-06-16,19.1299991607666
2023-06-20,19.290000915527344
2023-06-21,19.219999313354492
2023-06-22,19.079999923706055
2023-06-23,19.399999618530273
2023-06-26,18.530000686645508
2023-06-27,19.59000015258789
2023-06-28,21.06999969482422
2023-06-29,20.899999618530273
2023-06-30,21.770000457763672
2023-07-03,21.90999984741211
2023-07-05,22.15999984741211
2023-07-06,21.739999771118164
2023-07-07,21.889999389648438
2023-07-10,22.520000457763672
2023-07-11,22.40999984741211
2023-07-12,21.799999237060547
2023-07-13,21.489999771118164
2023-07-14,20.420000076293945
2023-07-17,20.760000228881836
2023-07-18,21.149999618530273
2023-07-19,21.139999389648438
2023-07-20,20.68000030517578
2023-07-21,21.030000686645508
2023-07-24,20.809999465942383
2023-07-25,20.299999237060547
2023-07-26,20.770000457763672
2023-07-27,21.329999923706055
2023-07-28,21.540000915527344
2023-07-31,22.06999969482422
2023-08-01,19.40999984741211
2023-08-02,18.639999389648438
2023-08-03,18.280000686645508
2023-08-04,17.950000762939453
2023-08-07,18.479999542236328
2023-08-08,18.420000076293945
2023-08-09,17.899999618530273
2023-08-10,17.969999313354492
2023-08-11,17.68000030517578
2023-08-14,17.799999237060547
2023-08-15,17.649999618530273
2023-08-16,17.1200008392334
2023-08-17,16.780000686645508
2023-08-18,16.68000030517578
2023-08-21,17.010000228881836
2023-08-22,17.260000228881836
2023-08-23,17.56999969482422
2023-08-24,16.93000030517578
2023-08-25,16.8700008392334
