Date,SPGI
2022-08-05,376.6499938964844
2022-08-08,378.1199951171875
2022-08-09,377.0899963378906
2022-08-10,393.20001220703125
2022-08-11,386.1700134277344
2022-08-12,391.9200134277344
2022-08-15,391.0899963378906
2022-08-16,388.7699890136719
2022-08-17,387.7300109863281
2022-08-18,387.3800048828125
2022-08-19,379.9200134277344
2022-08-22,376.45001220703125
2022-08-23,372.79998779296875
2022-08-24,375.7099914550781
2022-08-25,379.6199951171875
2022-08-26,364.05999755859375
2022-08-29,361.0
2022-08-30,355.55999755859375
2022-08-31,352.17999267578125
2022-09-01,351.9700012207031
2022-09-02,347.6300048828125
2022-09-06,356.7900085449219
2022-09-07,363.5299987792969
2022-09-08,367.05999755859375
2022-09-09,369.4200134277344
2022-09-12,371.5
2022-09-13,356.510009765625
2022-09-14,351.1600036621094
2022-09-15,347.05999755859375
2022-09-16,346.07000732421875
2022-09-19,344.69000244140625
2022-09-20,339.3500061035156
2022-09-21,334.8800048828125
2022-09-22,322.3699951171875
2022-09-23,317.8599853515625
2022-09-26,315.42999267578125
2022-09-27,313.2699890136719
2022-09-28,314.7699890136719
2022-09-29,310.42999267578125
2022-09-30,305.3500061035156
2022-10-03,314.7900085449219
2022-10-04,323.54998779296875
2022-10-05,321.6499938964844
2022-10-06,316.1700134277344
2022-10-07,304.5299987792969
2022-10-10,298.7200012207031
2022-10-11,294.7200012207031
2022-10-12,291.1700134277344
2022-10-13,292.2799987792969
2022-10-14,286.6199951171875
2022-10-17,297.3900146484375
2022-10-18,300.80999755859375
2022-10-19,296.8699951171875
2022-10-20,292.0299987792969
2022-10-21,295.94000244140625
2022-10-24,300.3900146484375
2022-10-25,312.0299987792969
2022-10-26,311.5299987792969
2022-10-27,319.30999755859375
2022-10-28,326.92999267578125
2022-10-31,321.25
2022-11-01,316.1300048828125
2022-11-02,310.739990234375
2022-11-03,309.29998779296875
2022-11-04,316.3999938964844
2022-11-07,319.25
2022-11-08,319.94000244140625
2022-11-09,314.1000061035156
2022-11-10,346.2099914550781
2022-11-11,356.20001220703125
2022-11-14,347.6700134277344
2022-11-15,354.6600036621094
2022-11-16,353.6700134277344
2022-11-17,346.7699890136719
2022-11-18,345.8699951171875
2022-11-21,347.4200134277344
2022-11-22,352.25
2022-11-23,358.2699890136719
2022-11-25,357.9100036621094
2022-11-28,351.010009765625
2022-11-29,347.1400146484375
2022-11-30,352.79998779296875
2022-12-01,362.5799865722656
2022-12-02,359.79998779296875
2022-12-05,350.30999755859375
2022-12-06,351.69000244140625
2022-12-07,351.5199890136719
2022-12-08,352.80999755859375
2022-12-09,346.75
2022-12-12,347.19000244140625
2022-12-13,357.69000244140625
2022-12-14,353.8399963378906
2022-12-15,344.5799865722656
2022-12-16,339.6000061035156
2022-12-19,335.6600036621094
2022-12-20,332.1099853515625
2022-12-21,337.45001220703125
2022-12-22,332.1099853515625
2022-12-23,332.94000244140625
2022-12-27,331.32000732421875
2022-12-28,329.6000061035156
2022-12-29,339.80999755859375
2022-12-30,334.94000244140625
2023-01-03,335.1700134277344
2023-01-04,341.6199951171875
2023-01-05,336.0799865722656
2023-01-06,347.8399963378906
2023-01-09,350.3399963378906
2023-01-10,354.3900146484375
2023-01-11,364.04998779296875
2023-01-12,367.7699890136719
2023-01-13,366.3800048828125
2023-01-17,367.4100036621094
2023-01-18,364.1000061035156
2023-01-19,361.1300048828125
2023-01-20,368.04998779296875
2023-01-23,370.760009765625
2023-01-24,367.7200012207031
2023-01-25,366.3800048828125
2023-01-26,367.3800048828125
2023-01-27,373.3900146484375
2023-01-30,366.1400146484375
2023-01-31,374.94000244140625
2023-02-01,377.17999267578125
2023-02-02,383.1600036621094
2023-02-03,372.9100036621094
2023-02-06,368.6600036621094
2023-02-07,371.1099853515625
2023-02-08,365.8500061035156
2023-02-09,363.6499938964844
2023-02-10,363.8599853515625
2023-02-13,370.6000061035156
2023-02-14,364.8599853515625
2023-02-15,367.57000732421875
2023-02-16,357.82000732421875
2023-02-17,360.8299865722656
2023-02-21,350.7900085449219
2023-02-22,346.20001220703125
2023-02-23,348.1300048828125
2023-02-24,343.3800048828125
2023-02-27,341.510009765625
2023-02-28,341.20001220703125
2023-03-01,337.7799987792969
2023-03-02,339.8900146484375
2023-03-03,346.07000732421875
2023-03-06,351.32000732421875
2023-03-07,336.6499938964844
2023-03-08,338.8800048828125
2023-03-09,333.92999267578125
2023-03-10,326.5400085449219
2023-03-13,324.7900085449219
2023-03-14,332.7300109863281
2023-03-15,333.9800109863281
2023-03-16,339.8999938964844
2023-03-17,334.489990234375
2023-03-20,334.5899963378906
2023-03-21,341.6000061035156
2023-03-22,335.7200012207031
2023-03-23,332.25
2023-03-24,334.5199890136719
2023-03-27,335.75
2023-03-28,334.1300048828125
2023-03-29,338.1300048828125
2023-03-30,341.2699890136719
2023-03-31,344.7699890136719
2023-04-03,346.2699890136719
2023-04-04,346.4100036621094
2023-04-05,344.6000061035156
2023-04-06,340.8599853515625
2023-04-10,338.8299865722656
2023-04-11,341.9100036621094
2023-04-12,342.7900085449219
2023-04-13,347.8699951171875
2023-04-14,347.8599853515625
2023-04-17,349.010009765625
2023-04-18,352.1700134277344
2023-04-19,352.0299987792969
2023-04-20,352.9100036621094
2023-04-21,351.7200012207031
2023-04-24,347.6600036621094
2023-04-25,345.2099914550781
2023-04-26,340.07000732421875
2023-04-27,355.5799865722656
2023-04-28,362.5799865722656
2023-05-01,362.6499938964844
2023-05-02,356.0199890136719
2023-05-03,349.9700012207031
2023-05-04,347.510009765625
2023-05-05,354.19000244140625
2023-05-08,355.17999267578125
2023-05-09,355.2699890136719
2023-05-10,362.17999267578125
2023-05-11,360.2900085449219
2023-05-12,359.3399963378906
2023-05-15,361.4800109863281
2023-05-16,358.6499938964844
2023-05-17,360.94000244140625
2023-05-18,363.79998779296875
2023-05-19,365.4200134277344
2023-05-22,372.3500061035156
2023-05-23,362.19000244140625
2023-05-24,356.20001220703125
2023-05-25,358.32000732421875
2023-05-26,360.7799987792969
2023-05-30,364.3299865722656
2023-05-31,367.42999267578125
2023-06-01,368.989990234375
2023-06-02,376.0299987792969
2023-06-05,378.1000061035156
2023-06-06,379.17999267578125
2023-06-07,374.19000244140625
2023-06-08,382.1600036621094
2023-06-09,384.0
2023-06-12,385.260009765625
2023-06-13,390.55999755859375
2023-06-14,393.0899963378906
2023-06-15,399.9800109863281
2023-06-16,395.2099914550781
2023-06-20,391.8399963378906
2023-06-21,389.1099853515625
2023-06-22,388.239990234375
2023-06-23,390.3599853515625
2023-06-26,387.010009765625
2023-06-27,391.010009765625
2023-06-28,391.5199890136719
2023-06-29,395.8399963378906
2023-06-30,400.8900146484375
2023-07-03,396.9200134277344
2023-07-05,399.6000061035156
2023-07-06,395.3599853515625
2023-07-07,393.25
2023-07-10,398.42999267578125
2023-07-11,396.4200134277344
2023-07-12,406.55999755859375
2023-07-13,412.0299987792969
2023-07-14,416.0199890136719
2023-07-17,417.3900146484375
2023-07-18,421.8500061035156
2023-07-19,422.5299987792969
2023-07-20,423.7900085449219
2023-07-21,423.2900085449219
2023-07-24,422.79998779296875
2023-07-25,427.5299987792969
2023-07-26,428.4100036621094
2023-07-27,395.67999267578125
2023-07-28,392.1600036621094
2023-07-31,394.510009765625
2023-08-01,398.30999755859375
2023-08-02,394.25
2023-08-03,383.7200012207031
2023-08-04,386.8399963378906
2023-08-07,390.3800048828125
2023-08-08,386.510009765625
2023-08-09,387.6600036621094
2023-08-10,387.80999755859375
2023-08-11,387.69000244140625
2023-08-14,388.69000244140625
2023-08-15,387.04998779296875
2023-08-16,386.75
2023-08-17,384.3800048828125
2023-08-18,382.0
2023-08-21,378.4800109863281
2023-08-22,383.5400085449219
2023-08-23,391.7300109863281
2023-08-24,387.0199890136719
2023-08-25,388.2699890136719
2023-08-28,390.42999267578125
2023-08-29,392.5
2023-08-30,392.3800048828125
2023-08-31,390.8599853515625
2023-09-01,394.239990234375
2023-09-05,393.54998779296875
2023-09-06,394.1499938964844
2023-09-07,393.5799865722656
2023-09-08,390.7099914550781
2023-09-11,389.3599853515625
2023-09-12,387.2900085449219
2023-09-13,389.8500061035156
2023-09-14,396.19000244140625
2023-09-15,388.260009765625
2023-09-18,389.5199890136719
2023-09-19,389.30999755859375
2023-09-20,386.239990234375
2023-09-21,372.30999755859375
2023-09-22,371.69000244140625
2023-09-25,371.4599914550781
2023-09-26,364.07000732421875
2023-09-27,363.05999755859375
2023-09-28,368.5299987792969
2023-09-29,365.4100036621094
2023-10-02,366.7200012207031
2023-10-03,356.4200134277344
2023-10-04,362.2799987792969
2023-10-05,361.2799987792969
2023-10-06,364.05999755859375
2023-10-09,366.4700012207031
2023-10-10,369.5799865722656
2023-10-11,371.8999938964844
2023-10-12,365.82000732421875
2023-10-13,363.7099914550781
2023-10-16,367.5400085449219
2023-10-17,367.30999755859375
2023-10-18,359.8999938964844
2023-10-19,357.55999755859375
2023-10-20,350.0299987792969
2023-10-23,350.20001220703125
2023-10-24,347.94000244140625
2023-10-25,349.1300048828125
2023-10-26,348.260009765625
2023-10-27,342.4800109863281
2023-10-30,345.07000732421875
2023-10-31,349.30999755859375
2023-11-01,351.3999938964844
2023-11-02,375.9200134277344
2023-11-03,382.8999938964844
2023-11-06,384.6499938964844
2023-11-07,384.57000732421875
2023-11-08,386.3800048828125
2023-11-09,387.67999267578125
2023-11-10,393.9700012207031
2023-11-13,394.80999755859375
2023-11-14,403.9100036621094
2023-11-15,402.05999755859375
2023-11-16,403.9800109863281
2023-11-17,408.1199951171875
2023-11-20,411.5400085449219
2023-11-21,413.760009765625
2023-11-22,415.1000061035156
2023-11-24,415.1000061035156
2023-11-27,412.25
2023-11-28,412.9800109863281
2023-11-29,414.6400146484375
2023-11-30,415.8299865722656
2023-12-01,422.0
2023-12-04,424.19000244140625
2023-12-05,423.1499938964844
2023-12-06,418.6600036621094
2023-12-07,417.3800048828125
2023-12-08,415.3800048828125
2023-12-11,423.75
2023-12-12,426.80999755859375
2023-12-13,435.260009765625
2023-12-14,437.7799987792969
2023-12-15,435.7799987792969
2023-12-18,436.4100036621094
2023-12-19,436.6600036621094
2023-12-20,427.8299865722656
2023-12-21,432.69000244140625
2023-12-22,434.8399963378906
2023-12-26,436.2300109863281
2023-12-27,440.0
2023-12-28,441.8399963378906
2023-12-29,440.5199890136719
2024-01-02,436.3900146484375
2024-01-03,429.8599853515625
2024-01-04,429.6700134277344
2024-01-05,427.92999267578125
2024-01-08,432.1700134277344
2024-01-09,430.1700134277344
2024-01-10,433.1300048828125
2024-01-11,434.19000244140625
2024-01-12,437.0
2024-01-16,436.54998779296875
2024-01-17,437.7300109863281
2024-01-18,439.6000061035156
2024-01-19,441.95001220703125
2024-01-22,444.4599914550781
2024-01-23,446.489990234375
2024-01-24,445.8999938964844
2024-01-25,449.3399963378906
2024-01-26,446.6000061035156
2024-01-29,449.80999755859375
2024-01-30,454.55999755859375
2024-01-31,448.3500061035156
2024-02-01,457.2200012207031
2024-02-02,454.04998779296875
2024-02-05,451.5400085449219
2024-02-06,453.2900085449219
2024-02-07,459.7200012207031
2024-02-08,436.6300048828125
2024-02-09,437.8900146484375
2024-02-12,429.5299987792969
2024-02-13,422.4800109863281
2024-02-14,421.2099914550781
2024-02-15,424.489990234375
2024-02-16,423.57000732421875
2024-02-20,426.010009765625
2024-02-21,424.3299865722656
2024-02-22,435.2200012207031
2024-02-23,438.2699890136719
2024-02-26,433.4100036621094
2024-02-27,427.8399963378906
2024-02-28,429.3900146484375
2024-02-29,428.3800048828125
2024-03-01,429.010009765625
2024-03-04,425.44000244140625
2024-03-05,422.30999755859375
2024-03-06,426.1400146484375
2024-03-07,426.6700134277344
2024-03-08,428.2300109863281
2024-03-11,426.67999267578125
2024-03-12,428.6099853515625
2024-03-13,428.0299987792969
2024-03-14,423.4700012207031
2024-03-15,422.80999755859375
2024-03-18,421.75
2024-03-19,423.9700012207031
2024-03-20,426.0299987792969
2024-03-21,428.54998779296875
2024-03-22,419.1300048828125
2024-03-25,418.4800109863281
2024-03-26,419.489990234375
2024-03-27,422.80999755859375
2024-03-28,425.45001220703125
2024-04-01,427.0899963378906
2024-04-02,426.1099853515625
2024-04-03,426.4599914550781
2024-04-04,428.4200134277344
2024-04-05,431.5899963378906
2024-04-08,434.1099853515625
2024-04-09,435.0
2024-04-10,424.0400085449219
2024-04-11,422.9200134277344
2024-04-12,417.80999755859375
2024-04-15,409.55999755859375
2024-04-16,408.55999755859375
2024-04-17,412.1099853515625
2024-04-18,413.3699951171875
2024-04-19,412.55999755859375
2024-04-22,416.92999267578125
2024-04-23,413.260009765625
2024-04-24,413.2799987792969
2024-04-25,415.5
2024-04-26,415.7799987792969
2024-04-29,415.30999755859375
2024-04-30,415.8299865722656
2024-05-01,416.20001220703125
2024-05-02,416.9599914550781
2024-05-03,425.17999267578125
2024-05-06,425.760009765625
2024-05-07,428.55999755859375
2024-05-08,429.2099914550781
2024-05-09,432.2900085449219
2024-05-10,431.57000732421875
2024-05-13,428.010009765625
2024-05-14,428.0299987792969
2024-05-15,435.70001220703125
2024-05-16,438.0199890136719
2024-05-17,441.8800048828125
2024-05-20,437.739990234375
2024-05-21,439.8699951171875
2024-05-22,442.29998779296875
2024-05-23,436.2799987792969
2024-05-24,438.239990234375
2024-05-28,431.0
2024-05-29,424.9599914550781
2024-05-30,421.5899963378906
2024-05-31,427.510009765625
2024-06-03,429.260009765625
2024-06-04,431.8399963378906
2024-06-05,436.2900085449219
2024-06-06,434.6600036621094
2024-06-07,428.739990234375
2024-06-10,430.0
2024-06-11,428.80999755859375
2024-06-12,440.25
2024-06-13,437.19000244140625
2024-06-14,434.3999938964844
2024-06-17,433.29998779296875
2024-06-18,435.8500061035156
2024-06-20,438.7099914550781
2024-06-21,439.2200012207031
2024-06-24,444.9700012207031
2024-06-25,448.7799987792969
2024-06-26,448.3599853515625
2024-06-27,448.9100036621094
2024-06-28,446.0
2024-07-01,446.32000732421875
2024-07-02,450.45001220703125
2024-07-03,449.44000244140625
2024-07-05,453.2699890136719
2024-07-08,455.8900146484375
2024-07-09,460.29998779296875
2024-07-10,466.0
2024-07-11,473.2200012207031
2024-07-12,478.32000732421875
2024-07-15,482.54998779296875
2024-07-16,488.7900085449219
2024-07-17,489.8699951171875
2024-07-18,484.69000244140625
2024-07-19,479.8399963378906
2024-07-22,487.32000732421875
2024-07-23,495.55999755859375
2024-07-24,481.6600036621094
2024-07-25,483.3299865722656
2024-07-26,489.82000732421875
2024-07-29,489.8299865722656
2024-07-30,488.510009765625
2024-07-31,484.7300109863281
2024-08-01,490.5299987792969
2024-08-02,486.0400085449219
2024-08-05,471.989990234375
2024-08-06,479.4800109863281
2024-08-07,478.1199951171875
2024-08-08,487.19000244140625
2024-08-09,488.510009765625
2024-08-12,484.4700012207031
2024-08-13,489.69000244140625
2024-08-14,492.6499938964844
2024-08-15,492.92999267578125
2024-08-16,490.8699951171875
2024-08-19,495.739990234375
2024-08-20,497.8599853515625
2024-08-21,498.9800109863281
2024-08-22,498.7200012207031
2024-08-23,500.5899963378906
2024-08-26,502.0199890136719
2024-08-27,505.3900146484375
2024-08-28,505.2699890136719
2024-08-29,508.04998779296875
2024-08-30,513.239990234375
2024-09-03,510.79998779296875
2024-09-04,513.3099975585938
2024-09-05,517.0
2024-09-06,510.6400146484375
2024-09-09,515.8300170898438
2024-09-10,519.9500122070312
2024-09-11,515.8099975585938
2024-09-12,520.010009765625
2024-09-13,519.4500122070312
2024-09-16,527.3800048828125
2024-09-17,522.3800048828125
2024-09-18,519.52001953125
2024-09-19,524.219970703125
2024-09-20,523.6699829101562
2024-09-23,521.0800170898438
2024-09-24,518.1099853515625
2024-09-25,514.8200073242188
2024-09-26,511.70001220703125
2024-09-27,512.719970703125
2024-09-30,516.6199951171875
2024-10-01,512.219970703125
2024-10-02,514.7100219726562
2024-10-03,514.5999755859375
2024-10-04,512.1699829101562
2024-10-07,506.4200134277344
2024-10-08,518.3499755859375
2024-10-09,521.469970703125
2024-10-10,515.1199951171875
2024-10-11,522.010009765625
2024-10-14,527.52001953125
2024-10-15,528.4500122070312
2024-10-16,529.0
2024-10-17,518.9600219726562
2024-10-18,524.7999877929688
2024-10-21,523.1900024414062
2024-10-22,513.52001953125
2024-10-23,510.9200134277344
2024-10-24,493.2099914550781
2024-10-25,490.6099853515625
2024-10-28,487.239990234375
2024-10-29,486.75
2024-10-30,485.94000244140625
2024-10-31,480.3599853515625
2024-11-01,483.30999755859375
2024-11-04,485.7699890136719
2024-11-05,489.7099914550781
2024-11-06,489.989990234375
2024-11-07,497.1000061035156
2024-11-08,502.82000732421875
2024-11-11,507.260009765625
2024-11-12,503.4700012207031
2024-11-13,510.2900085449219
2024-11-14,510.6400146484375
2024-11-15,503.2900085449219
2024-11-18,503.0
2024-11-19,502.30999755859375
2024-11-20,503.1300048828125
2024-11-21,511.3699951171875
