Date,CNC
2022-02-28,82.62000274658203
2022-03-01,83.1500015258789
2022-03-02,84.68000030517578
2022-03-03,84.77999877929688
2022-03-04,86.05000305175781
2022-03-07,83.48999786376953
2022-03-08,81.56999969482422
2022-03-09,82.8499984741211
2022-03-10,84.44000244140625
2022-03-11,83.41000366210938
2022-03-14,84.33000183105469
2022-03-15,85.61000061035156
2022-03-16,86.87000274658203
2022-03-17,87.9800033569336
2022-03-18,87.73999786376953
2022-03-21,86.75
2022-03-22,87.56999969482422
2022-03-23,82.45999908447266
2022-03-24,84.70999908447266
2022-03-25,85.58999633789062
2022-03-28,85.23999786376953
2022-03-29,84.93000030517578
2022-03-30,86.36000061035156
2022-03-31,84.19000244140625
2022-04-01,85.51000213623047
2022-04-04,84.18000030517578
2022-04-05,84.83000183105469
2022-04-06,87.12000274658203
2022-04-07,88.55999755859375
2022-04-08,88.4800033569336
2022-04-11,86.9000015258789
2022-04-12,85.80999755859375
2022-04-13,86.20999908447266
2022-04-14,86.54000091552734
2022-04-18,84.87999725341797
2022-04-19,85.98999786376953
2022-04-20,89.01000213623047
2022-04-21,87.83999633789062
2022-04-22,84.41000366210938
2022-04-25,84.86000061035156
2022-04-26,81.87999725341797
2022-04-27,80.72000122070312
2022-04-28,81.58999633789062
2022-04-29,80.55000305175781
2022-05-02,79.05999755859375
2022-05-03,80.33999633789062
2022-05-04,82.91000366210938
2022-05-05,84.81999969482422
2022-05-06,84.02999877929688
2022-05-09,79.19000244140625
2022-05-10,79.95999908447266
2022-05-11,80.6500015258789
2022-05-12,81.2300033569336
2022-05-13,82.31999969482422
2022-05-16,84.72000122070312
2022-05-17,84.0999984741211
2022-05-18,81.7699966430664
2022-05-19,82.63999938964844
2022-05-20,84.95999908447266
2022-05-23,86.04000091552734
2022-05-24,87.20999908447266
2022-05-25,85.30999755859375
2022-05-26,81.88999938964844
2022-05-27,84.41000366210938
2022-05-31,81.44000244140625
2022-06-01,81.20999908447266
2022-06-02,82.55999755859375
2022-06-03,81.97000122070312
2022-06-06,83.23999786376953
2022-06-07,83.3499984741211
2022-06-08,82.5999984741211
2022-06-09,80.0199966430664
2022-06-10,79.51000213623047
2022-06-13,75.69999694824219
2022-06-14,76.2300033569336
2022-06-15,77.45999908447266
2022-06-16,76.63999938964844
2022-06-17,76.31999969482422
2022-06-21,80.86000061035156
2022-06-22,81.87000274658203
2022-06-23,83.63999938964844
2022-06-24,82.94999694824219
2022-06-27,84.56999969482422
2022-06-28,84.33000183105469
2022-06-29,84.94000244140625
2022-06-30,84.61000061035156
2022-07-01,86.20999908447266
2022-07-05,84.75
2022-07-06,86.01000213623047
2022-07-07,85.26000213623047
2022-07-08,88.01000213623047
2022-07-11,87.22000122070312
2022-07-12,86.91000366210938
2022-07-13,85.19000244140625
2022-07-14,85.76000213623047
2022-07-15,89.66000366210938
2022-07-18,89.72000122070312
2022-07-19,91.3499984741211
2022-07-20,90.16000366210938
2022-07-21,90.51000213623047
2022-07-22,90.94000244140625
2022-07-25,91.93000030517578
2022-07-26,93.1500015258789
2022-07-27,92.51000213623047
2022-07-28,92.3499984741211
2022-07-29,92.97000122070312
2022-08-01,92.25
2022-08-02,93.30999755859375
2022-08-03,92.80000305175781
2022-08-04,92.97000122070312
2022-08-05,93.05000305175781
2022-08-08,93.31999969482422
2022-08-09,94.7699966430664
2022-08-10,94.81999969482422
2022-08-11,94.01000213623047
2022-08-12,96.63999938964844
2022-08-15,97.22000122070312
2022-08-16,96.33000183105469
2022-08-17,94.83000183105469
2022-08-18,95.33999633789062
2022-08-19,96.9000015258789
2022-08-22,96.80000305175781
2022-08-23,95.11000061035156
2022-08-24,95.62000274658203
2022-08-25,95.7300033569336
2022-08-26,89.94000244140625
2022-08-29,91.44000244140625
2022-08-30,91.19000244140625
2022-08-31,89.73999786376953
2022-09-01,91.23999786376953
2022-09-02,90.05000305175781
2022-09-06,88.33000183105469
2022-09-07,89.33000183105469
2022-09-08,91.26000213623047
2022-09-09,91.98999786376953
2022-09-12,92.9000015258789
2022-09-13,90.02999877929688
2022-09-14,83.91999816894531
2022-09-15,86.0
2022-09-16,84.27999877929688
2022-09-19,84.7699966430664
2022-09-20,83.41000366210938
