Date,ANSS
2022-02-28,324.19000244140625
2022-03-01,318.2300109863281
2022-03-02,323.25
2022-03-03,316.239990234375
2022-03-04,311.3699951171875
2022-03-07,305.8699951171875
2022-03-08,298.95001220703125
2022-03-09,312.3299865722656
2022-03-10,303.55999755859375
2022-03-11,293.6199951171875
2022-03-14,289.94000244140625
2022-03-15,298.0899963378906
2022-03-16,310.9200134277344
2022-03-17,309.6300048828125
2022-03-18,318.6000061035156
2022-03-21,310.6499938964844
2022-03-22,317.3900146484375
2022-03-23,306.42999267578125
2022-03-24,310.9599914550781
2022-03-25,308.9700012207031
2022-03-28,318.3999938964844
2022-03-29,327.6499938964844
2022-03-30,320.30999755859375
2022-03-31,317.6499938964844
2022-04-01,316.489990234375
2022-04-04,323.2099914550781
2022-04-05,319.05999755859375
2022-04-06,311.54998779296875
2022-04-07,311.1099853515625
2022-04-08,303.04998779296875
2022-04-11,294.70001220703125
2022-04-12,291.1600036621094
2022-04-13,295.79998779296875
2022-04-14,282.3299865722656
2022-04-18,281.6600036621094
2022-04-19,291.4599914550781
2022-04-20,291.25
2022-04-21,284.19000244140625
2022-04-22,276.5199890136719
2022-04-25,282.1600036621094
2022-04-26,270.6099853515625
2022-04-27,269.42999267578125
2022-04-28,287.30999755859375
2022-04-29,275.69000244140625
2022-05-02,279.92999267578125
2022-05-03,279.9100036621094
2022-05-04,288.7099914550781
2022-05-05,272.6700134277344
2022-05-06,261.5899963378906
2022-05-09,249.1699981689453
2022-05-10,250.63999938964844
2022-05-11,238.75
2022-05-12,240.5399932861328
2022-05-13,254.57000732421875
2022-05-16,247.85000610351562
2022-05-17,252.94000244140625
2022-05-18,242.27000427246094
2022-05-19,248.0
2022-05-20,252.14999389648438
2022-05-23,254.42999267578125
2022-05-24,248.22000122070312
2022-05-25,247.36000061035156
2022-05-26,252.9499969482422
2022-05-27,264.6199951171875
2022-05-31,260.3599853515625
2022-06-01,254.9199981689453
2022-06-02,266.75
2022-06-03,259.0400085449219
2022-06-06,258.9200134277344
2022-06-07,263.260009765625
2022-06-08,258.8299865722656
2022-06-09,250.80999755859375
2022-06-10,241.8699951171875
2022-06-13,230.57000732421875
2022-06-14,229.75999450683594
2022-06-15,238.75
2022-06-16,227.6999969482422
2022-06-17,232.60000610351562
2022-06-21,235.3300018310547
2022-06-22,235.5800018310547
2022-06-23,246.5399932861328
2022-06-24,256.95001220703125
2022-06-27,250.8000030517578
2022-06-28,240.13999938964844
2022-06-29,241.4600067138672
2022-06-30,239.2899932861328
2022-07-01,240.19000244140625
2022-07-05,245.19000244140625
2022-07-06,247.4199981689453
2022-07-07,252.33999633789062
2022-07-08,249.64999389648438
2022-07-11,244.33999633789062
2022-07-12,238.60000610351562
2022-07-13,234.47000122070312
2022-07-14,234.39999389648438
2022-07-15,240.7899932861328
2022-07-18,236.92999267578125
2022-07-19,247.86000061035156
2022-07-20,257.0799865722656
2022-07-21,260.1700134277344
2022-07-22,260.1700134277344
2022-07-25,257.9200134277344
2022-07-26,253.75
2022-07-27,265.1199951171875
2022-07-28,276.3999938964844
2022-07-29,278.989990234375
2022-08-01,279.2099914550781
2022-08-02,276.1000061035156
2022-08-03,282.1400146484375
2022-08-04,292.6300048828125
2022-08-05,285.4800109863281
2022-08-08,282.6499938964844
2022-08-09,279.2300109863281
2022-08-10,287.20001220703125
2022-08-11,280.1400146484375
2022-08-12,284.57000732421875
2022-08-15,286.3599853515625
2022-08-16,283.7200012207031
2022-08-17,279.989990234375
2022-08-18,279.8800048828125
2022-08-19,271.6199951171875
2022-08-22,262.760009765625
2022-08-23,259.3599853515625
2022-08-24,260.4599914550781
2022-08-25,267.2099914550781
2022-08-26,254.30999755859375
2022-08-29,251.16000366210938
2022-08-30,249.7899932861328
2022-08-31,248.3000030517578
2022-09-01,246.49000549316406
2022-09-02,244.6300048828125
2022-09-06,241.25999450683594
2022-09-07,249.77000427246094
2022-09-08,254.8800048828125
2022-09-09,258.79998779296875
2022-09-12,261.4200134277344
2022-09-13,248.75999450683594
2022-09-14,247.0
2022-09-15,241.4499969482422
2022-09-16,240.74000549316406
2022-09-19,241.42999267578125
2022-09-20,239.35000610351562
2022-09-21,235.4199981689453
2022-09-22,232.0399932861328
2022-09-23,229.5399932861328
2022-09-26,229.72000122070312
2022-09-27,227.57000732421875
2022-09-28,232.19000244140625
2022-09-29,227.52999877929688
2022-09-30,221.6999969482422
2022-10-03,227.97000122070312
2022-10-04,233.2100067138672
2022-10-05,233.83999633789062
2022-10-06,232.22999572753906
2022-10-07,218.3000030517578
2022-10-10,209.11000061035156
2022-10-11,200.3300018310547
2022-10-12,201.9499969482422
2022-10-13,205.6699981689453
2022-10-14,203.2100067138672
2022-10-17,211.8000030517578
2022-10-18,216.9499969482422
2022-10-19,214.19000244140625
2022-10-20,210.50999450683594
2022-10-21,214.14999389648438
2022-10-24,216.07000732421875
2022-10-25,219.5
2022-10-26,218.16000366210938
2022-10-27,216.47999572753906
2022-10-28,220.88999938964844
2022-10-31,221.16000366210938
2022-11-01,219.24000549316406
2022-11-02,209.4499969482422
2022-11-03,212.05999755859375
2022-11-04,213.91000366210938
2022-11-07,221.38999938964844
2022-11-08,228.60000610351562
2022-11-09,225.60000610351562
2022-11-10,249.19000244140625
2022-11-11,255.7100067138672
2022-11-14,251.85000610351562
2022-11-15,254.2100067138672
2022-11-16,252.9199981689453
2022-11-17,243.9199981689453
2022-11-18,243.75999450683594
2022-11-21,241.27999877929688
2022-11-22,244.02999877929688
2022-11-23,246.9600067138672
2022-11-25,246.44000244140625
2022-11-28,241.75
2022-11-29,240.6300048828125
2022-11-30,254.3000030517578
2022-12-01,259.6099853515625
2022-12-02,256.739990234375
2022-12-05,249.2899932861328
2022-12-06,243.89999389648438
2022-12-07,242.9199981689453
2022-12-08,244.8800048828125
2022-12-09,242.2100067138672
2022-12-12,244.86000061035156
2022-12-13,254.5399932861328
2022-12-14,256.1000061035156
2022-12-15,248.02999877929688
2022-12-16,242.7899932861328
2022-12-19,235.39999389648438
2022-12-20,236.67999267578125
2022-12-21,241.88999938964844
2022-12-22,237.2100067138672
2022-12-23,237.5500030517578
2022-12-27,236.86000061035156
2022-12-28,234.38999938964844
2022-12-29,243.55999755859375
2022-12-30,241.58999633789062
2023-01-03,238.63999938964844
2023-01-04,242.94000244140625
2023-01-05,231.64999389648438
2023-01-06,239.41000366210938
2023-01-09,247.99000549316406
2023-01-10,248.39999389648438
2023-01-11,252.16000366210938
2023-01-12,251.97000122070312
2023-01-13,254.10000610351562
2023-01-17,252.67999267578125
2023-01-18,251.66000366210938
2023-01-19,248.39999389648438
2023-01-20,256.4200134277344
2023-01-23,260.7900085449219
2023-01-24,257.6000061035156
2023-01-25,260.0299987792969
2023-01-26,266.5799865722656
2023-01-27,266.6700134277344
2023-01-30,261.55999755859375
2023-01-31,266.3599853515625
2023-02-01,274.3900146484375
2023-02-02,282.5
2023-02-03,275.2300109863281
2023-02-06,272.42999267578125
2023-02-07,277.0899963378906
2023-02-08,272.3599853515625
2023-02-09,271.4200134277344
2023-02-10,267.0400085449219
2023-02-13,272.760009765625
2023-02-14,274.2799987792969
2023-02-15,277.8999938964844
2023-02-16,273.239990234375
2023-02-17,270.760009765625
2023-02-21,265.80999755859375
2023-02-22,266.7799987792969
2023-02-23,294.75
2023-02-24,291.3399963378906
2023-02-27,295.67999267578125
2023-02-28,303.6099853515625
2023-03-01,299.20001220703125
2023-03-02,307.5
2023-03-03,310.3699951171875
2023-03-06,308.70001220703125
2023-03-07,301.30999755859375
2023-03-08,302.6300048828125
2023-03-09,300.2200012207031
2023-03-10,296.0299987792969
2023-03-13,302.75
2023-03-14,308.29998779296875
2023-03-15,308.9599914550781
2023-03-16,314.0799865722656
2023-03-17,311.0899963378906
2023-03-20,313.6000061035156
2023-03-21,314.4200134277344
2023-03-22,309.1300048828125
2023-03-23,314.6499938964844
2023-03-24,315.70001220703125
2023-03-27,316.94000244140625
2023-03-28,317.7099914550781
2023-03-29,320.07000732421875
2023-03-30,326.0400085449219
2023-03-31,332.79998779296875
2023-04-03,329.3999938964844
2023-04-04,328.760009765625
2023-04-05,323.29998779296875
2023-04-06,322.0799865722656
2023-04-10,321.8399963378906
2023-04-11,321.4100036621094
2023-04-12,316.489990234375
2023-04-13,319.8500061035156
2023-04-14,317.4700012207031
2023-04-17,320.17999267578125
2023-04-18,321.3800048828125
2023-04-19,324.3800048828125
2023-04-20,323.45001220703125
2023-04-21,323.57000732421875
2023-04-24,322.9700012207031
2023-04-25,312.70001220703125
2023-04-26,311.239990234375
2023-04-27,315.0
2023-04-28,313.9200134277344
2023-05-01,314.1700134277344
2023-05-02,308.82000732421875
2023-05-03,307.989990234375
2023-05-04,302.9599914550781
2023-05-05,301.67999267578125
2023-05-08,294.3299865722656
2023-05-09,293.6499938964844
2023-05-10,295.80999755859375
2023-05-11,296.010009765625
2023-05-12,297.489990234375
2023-05-15,298.9599914550781
2023-05-16,299.1499938964844
2023-05-17,301.7099914550781
2023-05-18,306.8999938964844
2023-05-19,305.55999755859375
2023-05-22,306.3500061035156
2023-05-23,298.79998779296875
2023-05-24,298.75
2023-05-25,306.30999755859375
2023-05-26,319.3999938964844
2023-05-30,329.1600036621094
2023-05-31,323.5899963378906
2023-06-01,323.239990234375
2023-06-02,325.0
2023-06-05,326.0199890136719
2023-06-06,325.5899963378906
