Date,CSGP
2022-02-28,61.0099983215332
2022-03-01,59.83000183105469
2022-03-02,59.720001220703125
2022-03-03,58.59000015258789
2022-03-04,57.91999816894531
2022-03-07,53.27000045776367
2022-03-08,54.310001373291016
2022-03-09,57.02000045776367
2022-03-10,56.08000183105469
2022-03-11,55.43000030517578
2022-03-14,55.95000076293945
2022-03-15,57.84000015258789
2022-03-16,59.529998779296875
2022-03-17,62.54999923706055
2022-03-18,65.20999908447266
2022-03-21,64.52999877929688
2022-03-22,66.98999786376953
2022-03-23,66.81999969482422
2022-03-24,67.44000244140625
2022-03-25,67.55999755859375
2022-03-28,68.38999938964844
2022-03-29,69.58999633789062
2022-03-30,67.98999786376953
2022-03-31,66.61000061035156
2022-04-01,66.0
2022-04-04,67.63999938964844
2022-04-05,66.9800033569336
2022-04-06,65.43000030517578
2022-04-07,64.56999969482422
2022-04-08,63.52000045776367
2022-04-11,63.630001068115234
2022-04-12,62.290000915527344
2022-04-13,63.5
2022-04-14,61.81999969482422
2022-04-18,61.06999969482422
2022-04-19,63.33000183105469
2022-04-20,63.33000183105469
2022-04-21,62.0
2022-04-22,61.20000076293945
2022-04-25,62.650001525878906
2022-04-26,59.9900016784668
2022-04-27,63.720001220703125
2022-04-28,65.45999908447266
2022-04-29,63.619998931884766
2022-05-02,64.41999816894531
2022-05-03,63.36000061035156
2022-05-04,64.5999984741211
2022-05-05,61.0
2022-05-06,59.11000061035156
2022-05-09,58.060001373291016
2022-05-10,56.970001220703125
2022-05-11,54.189998626708984
2022-05-12,55.58000183105469
2022-05-13,58.189998626708984
2022-05-16,56.97999954223633
2022-05-17,58.08000183105469
2022-05-18,55.38999938964844
2022-05-19,56.810001373291016
2022-05-20,57.15999984741211
2022-05-23,57.83000183105469
2022-05-24,57.45000076293945
2022-05-25,58.900001525878906
2022-05-26,59.369998931884766
2022-05-27,61.5
2022-05-31,60.939998626708984
2022-06-01,61.22999954223633
2022-06-02,63.9900016784668
2022-06-03,62.52000045776367
2022-06-06,61.130001068115234
2022-06-07,61.959999084472656
2022-06-08,61.25
2022-06-09,59.689998626708984
2022-06-10,58.59000015258789
2022-06-13,55.81999969482422
2022-06-14,55.16999816894531
2022-06-15,56.349998474121094
2022-06-16,55.15999984741211
2022-06-17,56.060001373291016
2022-06-21,56.06999969482422
2022-06-22,57.81999969482422
2022-06-23,59.380001068115234
2022-06-24,62.849998474121094
2022-06-27,61.68000030517578
2022-06-28,60.34000015258789
2022-06-29,60.209999084472656
2022-06-30,60.40999984741211
2022-07-01,61.31999969482422
2022-07-05,61.869998931884766
2022-07-06,62.06999969482422
2022-07-07,61.68000030517578
2022-07-08,61.79999923706055
2022-07-11,61.459999084472656
2022-07-12,59.70000076293945
2022-07-13,59.29999923706055
2022-07-14,57.939998626708984
2022-07-15,59.90999984741211
2022-07-18,59.08000183105469
2022-07-19,61.130001068115234
2022-07-20,62.29999923706055
2022-07-21,62.59000015258789
2022-07-22,61.810001373291016
2022-07-25,61.59000015258789
2022-07-26,60.70000076293945
2022-07-27,69.68000030517578
2022-07-28,70.91999816894531
2022-07-29,72.58999633789062
2022-08-01,71.16000366210938
2022-08-02,70.98999786376953
2022-08-03,72.5199966430664
2022-08-04,72.87000274658203
2022-08-05,72.87000274658203
2022-08-08,72.87000274658203
2022-08-09,72.88999938964844
2022-08-10,74.7300033569336
2022-08-11,73.86000061035156
2022-08-12,75.05999755859375
2022-08-15,75.38999938964844
2022-08-16,75.12999725341797
2022-08-17,73.5
2022-08-18,73.5
2022-08-19,71.73999786376953
2022-08-22,71.56999969482422
2022-08-23,71.44000244140625
2022-08-24,71.05000305175781
2022-08-25,72.5
2022-08-26,70.31999969482422
2022-08-29,69.88999938964844
2022-08-30,69.70999908447266
2022-08-31,69.63999938964844
2022-09-01,69.98999786376953
2022-09-02,70.88999938964844
2022-09-06,76.19999694824219
2022-09-07,78.06999969482422
2022-09-08,78.55999755859375
2022-09-09,78.41999816894531
2022-09-12,78.44000244140625
2022-09-13,76.63999938964844
2022-09-14,73.97000122070312
2022-09-15,72.48999786376953
2022-09-16,70.44999694824219
2022-09-19,72.06999969482422
2022-09-20,70.77999877929688
2022-09-21,69.6500015258789
2022-09-22,70.0999984741211
2022-09-23,69.56999969482422
2022-09-26,69.58999633789062
2022-09-27,70.01000213623047
2022-09-28,72.2300033569336
2022-09-29,70.69000244140625
2022-09-30,69.6500015258789
2022-10-03,71.98999786376953
2022-10-04,73.7699966430664
2022-10-05,74.4000015258789
2022-10-06,75.20999908447266
2022-10-07,73.47000122070312
2022-10-10,72.70999908447266
2022-10-11,72.37000274658203
2022-10-12,71.44999694824219
2022-10-13,71.66999816894531
2022-10-14,70.30000305175781
2022-10-17,72.08000183105469
2022-10-18,73.3499984741211
2022-10-19,72.29000091552734
2022-10-20,70.56999969482422
2022-10-21,71.80000305175781
2022-10-24,71.38999938964844
2022-10-25,74.5
2022-10-26,80.04000091552734
2022-10-27,81.62000274658203
2022-10-28,82.87999725341797
2022-10-31,82.72000122070312
2022-11-01,81.19000244140625
2022-11-02,79.18000030517578
2022-11-03,79.88999938964844
2022-11-04,79.97000122070312
2022-11-07,80.3499984741211
2022-11-08,80.16999816894531
2022-11-09,79.77999877929688
2022-11-10,84.16000366210938
2022-11-11,83.27999877929688
2022-11-14,82.20999908447266
2022-11-15,82.70999908447266
2022-11-16,82.47000122070312
2022-11-17,80.75
2022-11-18,80.80000305175781
2022-11-21,80.55999755859375
2022-11-22,79.43000030517578
2022-11-23,80.0199966430664
2022-11-25,79.9800033569336
2022-11-28,78.73999786376953
2022-11-29,78.25
2022-11-30,81.04000091552734
2022-12-01,82.94999694824219
2022-12-02,83.45999908447266
2022-12-05,81.77999877929688
2022-12-06,80.95999908447266
2022-12-07,80.16000366210938
2022-12-08,82.38999938964844
2022-12-09,80.69999694824219
2022-12-12,81.94000244140625
2022-12-13,82.0
2022-12-14,81.26000213623047
2022-12-15,77.87999725341797
2022-12-16,77.9800033569336
2022-12-19,77.16000366210938
2022-12-20,76.69999694824219
2022-12-21,77.94000244140625
2022-12-22,77.25
2022-12-23,76.88999938964844
2022-12-27,76.75
2022-12-28,76.05000305175781
2022-12-29,77.66999816894531
2022-12-30,77.27999877929688
2023-01-03,77.6500015258789
2023-01-04,78.0
2023-01-05,74.9000015258789
2023-01-06,77.12000274658203
2023-01-09,77.08000183105469
2023-01-10,77.83000183105469
2023-01-11,80.75
2023-01-12,80.31999969482422
2023-01-13,81.05000305175781
2023-01-17,79.62000274658203
2023-01-18,78.08000183105469
2023-01-19,76.62000274658203
2023-01-20,78.5199966430664
2023-01-23,78.75
2023-01-24,78.62999725341797
2023-01-25,77.37000274658203
2023-01-26,78.70999908447266
2023-01-27,77.77999877929688
2023-01-30,77.9000015258789
2023-01-31,77.9000015258789
2023-02-01,79.01000213623047
2023-02-02,80.01000213623047
2023-02-03,76.58000183105469
2023-02-06,75.7300033569336
2023-02-07,77.86000061035156
2023-02-08,76.51000213623047
2023-02-09,75.79000091552734
2023-02-10,75.95999908447266
2023-02-13,77.08000183105469
2023-02-14,76.77999877929688
2023-02-15,78.9000015258789
2023-02-16,78.18000030517578
2023-02-17,77.55999755859375
2023-02-21,76.0199966430664
2023-02-22,72.12999725341797
2023-02-23,70.73999786376953
2023-02-24,70.7300033569336
2023-02-27,70.88999938964844
2023-02-28,70.66000366210938
2023-03-01,70.02999877929688
2023-03-02,71.22000122070312
2023-03-03,72.41000366210938
2023-03-06,71.87000274658203
2023-03-07,70.63999938964844
2023-03-08,70.36000061035156
2023-03-09,68.87000274658203
2023-03-10,67.08000183105469
2023-03-13,66.83999633789062
2023-03-14,67.62000274658203
2023-03-15,67.3499984741211
