Date,PNC
2022-07-11,160.22000122070312
2022-07-12,157.08999633789062
2022-07-13,154.30999755859375
2022-07-14,150.9600067138672
2022-07-15,153.4199981689453
2022-07-18,154.6699981689453
2022-07-19,160.19000244140625
2022-07-20,160.14999389648438
2022-07-21,161.61000061035156
2022-07-22,161.75999450683594
2022-07-25,164.6999969482422
2022-07-26,161.72000122070312
2022-07-27,163.0
2022-07-28,162.89999389648438
2022-07-29,165.94000244140625
2022-08-01,166.05999755859375
2022-08-02,163.30999755859375
2022-08-03,165.35000610351562
2022-08-04,164.0800018310547
2022-08-05,167.0399932861328
2022-08-08,166.0399932861328
2022-08-09,165.9199981689453
2022-08-10,169.4600067138672
2022-08-11,171.94000244140625
2022-08-12,174.6300048828125
2022-08-15,173.92999267578125
2022-08-16,175.0399932861328
2022-08-17,173.33999633789062
2022-08-18,173.5
2022-08-19,170.7899932861328
2022-08-22,166.4600067138672
2022-08-23,166.49000549316406
2022-08-24,167.39999389648438
2022-08-25,168.89999389648438
2022-08-26,162.19000244140625
2022-08-29,160.1199951171875
2022-08-30,159.3000030517578
2022-08-31,158.0
2022-09-01,158.4499969482422
2022-09-02,157.25
2022-09-06,156.3699951171875
2022-09-07,159.61000061035156
2022-09-08,162.85000610351562
2022-09-09,164.33999633789062
2022-09-12,166.27999877929688
2022-09-13,160.85000610351562
2022-09-14,162.41000366210938
2022-09-15,165.0500030517578
2022-09-16,163.8300018310547
2022-09-19,165.30999755859375
2022-09-20,163.8300018310547
2022-09-21,158.4499969482422
2022-09-22,154.6699981689453
2022-09-23,151.9199981689453
2022-09-26,148.74000549316406
2022-09-27,148.02999877929688
2022-09-28,151.58999633789062
2022-09-29,150.72999572753906
2022-09-30,149.4199981689453
2022-10-03,153.8000030517578
2022-10-04,160.63999938964844
2022-10-05,159.22999572753906
2022-10-06,155.7100067138672
2022-10-07,151.33999633789062
2022-10-10,150.85000610351562
2022-10-11,147.67999267578125
2022-10-12,146.1199951171875
2022-10-13,152.97000122070312
2022-10-14,149.6999969482422
2022-10-17,155.85000610351562
2022-10-18,156.16000366210938
2022-10-19,151.6999969482422
2022-10-20,147.97999572753906
2022-10-21,156.3699951171875
2022-10-24,160.44000244140625
2022-10-25,163.22000122070312
2022-10-26,161.72000122070312
2022-10-27,161.0
2022-10-28,162.8699951171875
2022-10-31,161.8300018310547
2022-11-01,161.80999755859375
2022-11-02,158.72999572753906
2022-11-03,153.30999755859375
2022-11-04,156.5
2022-11-07,156.6999969482422
2022-11-08,158.66000366210938
2022-11-09,155.5500030517578
2022-11-10,163.85000610351562
2022-11-11,165.75999450683594
2022-11-14,163.2899932861328
2022-11-15,164.13999938964844
2022-11-16,161.64999389648438
2022-11-17,158.8000030517578
2022-11-18,161.16000366210938
2022-11-21,162.66000366210938
2022-11-22,164.97999572753906
2022-11-23,166.5
2022-11-25,167.64999389648438
2022-11-28,162.61000061035156
2022-11-29,164.3699951171875
2022-11-30,168.25999450683594
2022-12-01,164.8000030517578
2022-12-02,164.22999572753906
2022-12-05,153.11000061035156
2022-12-06,151.86000061035156
2022-12-07,155.10000610351562
2022-12-08,154.33999633789062
2022-12-09,154.0800018310547
2022-12-12,156.6999969482422
2022-12-13,154.02999877929688
2022-12-14,149.6199951171875
2022-12-15,150.17999267578125
2022-12-16,150.38999938964844
2022-12-19,150.16000366210938
2022-12-20,151.67999267578125
2022-12-21,153.89999389648438
2022-12-22,154.2899932861328
2022-12-23,155.02000427246094
2022-12-27,155.9600067138672
2022-12-28,155.86000061035156
2022-12-29,157.8300018310547
2022-12-30,157.94000244140625
2023-01-03,159.52000427246094
2023-01-04,163.72999572753906
2023-01-05,159.3699951171875
2023-01-06,164.2100067138672
2023-01-09,164.27999877929688
2023-01-10,164.94000244140625
2023-01-11,165.83999633789062
2023-01-12,168.82000732421875
2023-01-13,164.0
2023-01-17,161.85000610351562
2023-01-18,152.07000732421875
2023-01-19,148.02000427246094
2023-01-20,154.8699951171875
2023-01-23,159.33999633789062
2023-01-24,158.4199981689453
2023-01-25,160.17999267578125
2023-01-26,161.92999267578125
2023-01-27,163.1699981689453
2023-01-30,162.86000061035156
2023-01-31,165.42999267578125
2023-02-01,164.7899932861328
2023-02-02,166.1699981689453
2023-02-03,165.38999938964844
2023-02-06,163.0
2023-02-07,162.94000244140625
2023-02-08,161.55999755859375
2023-02-09,158.8800048828125
2023-02-10,159.33999633789062
2023-02-13,160.97999572753906
2023-02-14,161.1300048828125
2023-02-15,160.0
2023-02-16,158.3000030517578
2023-02-17,158.58999633789062
2023-02-21,155.47999572753906
2023-02-22,156.3000030517578
2023-02-23,158.10000610351562
2023-02-24,158.49000549316406
2023-02-27,157.6999969482422
2023-02-28,157.9199981689453
2023-03-01,155.2100067138672
2023-03-02,150.24000549316406
2023-03-03,152.88999938964844
2023-03-06,152.67999267578125
2023-03-07,145.72000122070312
2023-03-08,145.1300048828125
2023-03-09,137.8699951171875
2023-03-10,137.16000366210938
2023-03-13,130.05999755859375
2023-03-14,130.52999877929688
2023-03-15,125.05000305175781
2023-03-16,130.1199951171875
2023-03-17,123.72000122070312
2023-03-20,127.3499984741211
2023-03-21,131.6199951171875
2023-03-22,124.4000015258789
2023-03-23,122.12999725341797
2023-03-24,124.1500015258789
2023-03-27,125.0199966430664
2023-03-28,126.86000061035156
2023-03-29,128.9199981689453
2023-03-30,127.02999877929688
2023-03-31,127.0999984741211
2023-04-03,125.0
2023-04-04,122.83000183105469
2023-04-05,121.43000030517578
2023-04-06,121.87999725341797
2023-04-10,122.19999694824219
2023-04-11,122.30999755859375
2023-04-12,119.69999694824219
2023-04-13,121.41000366210938
2023-04-14,121.8499984741211
2023-04-17,125.08999633789062
2023-04-18,124.76000213623047
2023-04-19,128.3699951171875
2023-04-20,125.5999984741211
2023-04-21,123.37999725341797
2023-04-24,124.2699966430664
2023-04-25,123.69999694824219
2023-04-26,127.8499984741211
2023-04-27,128.02000427246094
2023-04-28,130.25
2023-05-01,122.0
2023-05-02,119.13999938964844
2023-05-03,116.6500015258789
2023-05-04,113.63999938964844
2023-05-05,116.18000030517578
2023-05-08,116.98999786376953
2023-05-09,115.69999694824219
2023-05-10,113.97000122070312
2023-05-11,112.69999694824219
2023-05-12,111.58000183105469
2023-05-15,113.66999816894531
2023-05-16,111.58999633789062
2023-05-17,119.25
2023-05-18,120.1500015258789
2023-05-19,118.4800033569336
2023-05-22,120.41999816894531
2023-05-23,121.48999786376953
2023-05-24,120.25
2023-05-25,118.98999786376953
2023-05-26,118.77999877929688
2023-05-30,118.8499984741211
2023-05-31,115.83000183105469
2023-06-01,119.73999786376953
2023-06-02,123.58000183105469
2023-06-05,123.27999877929688
2023-06-06,126.37999725341797
2023-06-07,127.55999755859375
2023-06-08,128.86000061035156
2023-06-09,128.92999267578125
2023-06-12,127.41000366210938
2023-06-13,128.86000061035156
2023-06-14,126.5199966430664
2023-06-15,128.7899932861328
2023-06-16,128.47000122070312
2023-06-20,126.45999908447266
2023-06-21,126.66000366210938
2023-06-22,123.44000244140625
2023-06-23,123.02999877929688
2023-06-26,123.7300033569336
2023-06-27,124.01000213623047
2023-06-28,123.55999755859375
2023-06-29,125.68000030517578
2023-06-30,125.94999694824219
2023-07-03,127.52999877929688
2023-07-05,126.33999633789062
2023-07-06,123.87999725341797
2023-07-07,125.61000061035156
2023-07-10,125.36000061035156
2023-07-11,126.48999786376953
2023-07-12,127.2300033569336
2023-07-13,129.7899932861328
2023-07-14,125.79000091552734
2023-07-17,127.16000366210938
2023-07-18,130.35000610351562
2023-07-19,132.3699951171875
2023-07-20,133.99000549316406
2023-07-21,134.25999450683594
2023-07-24,135.60000610351562
2023-07-25,133.5399932861328
2023-07-26,136.00999450683594
2023-07-27,133.1199951171875
2023-07-28,135.5
2023-07-31,136.88999938964844
2023-08-01,135.42999267578125
2023-08-02,134.1199951171875
2023-08-03,133.02000427246094
2023-08-04,131.4600067138672
2023-08-07,132.39999389648438
2023-08-08,130.0500030517578
2023-08-09,127.3499984741211
2023-08-10,128.08999633789062
2023-08-11,129.94000244140625
2023-08-14,127.27999877929688
2023-08-15,123.5999984741211
2023-08-16,122.7300033569336
2023-08-17,123.5
2023-08-18,123.19999694824219
2023-08-21,122.93000030517578
2023-08-22,119.0199966430664
2023-08-23,119.41000366210938
2023-08-24,117.66999816894531
2023-08-25,117.73999786376953
2023-08-28,118.41000366210938
2023-08-29,120.58999633789062
2023-08-30,120.4800033569336
2023-08-31,120.7300033569336
2023-09-01,122.22000122070312
2023-09-05,120.48999786376953
2023-09-06,118.36000061035156
2023-09-07,115.7699966430664
2023-09-08,116.93000030517578
2023-09-11,118.0199966430664
2023-09-12,124.8499984741211
2023-09-13,123.61000061035156
2023-09-14,126.97000122070312
2023-09-15,126.3499984741211
2023-09-18,124.68000030517578
2023-09-19,124.19000244140625
2023-09-20,123.94999694824219
2023-09-21,122.16999816894531
2023-09-22,120.8499984741211
2023-09-25,122.62000274658203
2023-09-26,121.58999633789062
2023-09-27,121.80999755859375
2023-09-28,122.83000183105469
2023-09-29,122.7699966430664
2023-10-02,120.0199966430664
2023-10-03,119.77999877929688
2023-10-04,120.0999984741211
2023-10-05,120.37999725341797
2023-10-06,120.31999969482422
2023-10-09,120.86000061035156
2023-10-10,122.2300033569336
2023-10-11,122.73999786376953
2023-10-12,121.31999969482422
2023-10-13,118.13999938964844
2023-10-16,118.12999725341797
2023-10-17,119.12999725341797
2023-10-18,115.69000244140625
2023-10-19,115.66000366210938
2023-10-20,111.81999969482422
2023-10-23,109.70999908447266
2023-10-24,111.27999877929688
2023-10-25,111.29000091552734
2023-10-26,114.36000061035156
2023-10-27,111.23999786376953
2023-10-30,112.88999938964844
2023-10-31,114.47000122070312
2023-11-01,113.45999908447266
2023-11-02,119.8499984741211
2023-11-03,123.20999908447266
2023-11-06,121.55000305175781
2023-11-07,120.77999877929688
2023-11-08,120.26000213623047
2023-11-09,119.36000061035156
2023-11-10,120.43000030517578
2023-11-13,119.5999984741211
2023-11-14,126.66000366210938
2023-11-15,128.9600067138672
2023-11-16,129.33999633789062
2023-11-17,130.25999450683594
2023-11-20,130.33999633789062
2023-11-21,127.97000122070312
2023-11-22,127.94999694824219
2023-11-24,128.6999969482422
2023-11-27,128.85000610351562
2023-11-28,129.58999633789062
2023-11-29,132.3800048828125
2023-11-30,133.9600067138672
2023-12-01,139.0
2023-12-04,140.7899932861328
2023-12-05,138.66000366210938
2023-12-06,139.36000061035156
2023-12-07,139.77000427246094
2023-12-08,140.6699981689453
2023-12-11,141.0
2023-12-12,140.85000610351562
2023-12-13,146.32000732421875
2023-12-14,153.30999755859375
2023-12-15,152.3300018310547
2023-12-18,151.41000366210938
2023-12-19,154.60000610351562
2023-12-20,149.6699981689453
2023-12-21,151.77000427246094
2023-12-22,152.47000122070312
2023-12-26,154.10000610351562
2023-12-27,155.0
2023-12-28,155.6300048828125
2023-12-29,154.85000610351562
2024-01-02,156.5
2024-01-03,151.66000366210938
2024-01-04,152.52999877929688
2024-01-05,156.22999572753906
2024-01-08,157.52000427246094
2024-01-09,154.50999450683594
2024-01-10,155.17999267578125
2024-01-11,152.5399932861328
2024-01-12,148.9199981689453
2024-01-16,149.02000427246094
2024-01-17,148.82000732421875
2024-01-18,146.2899932861328
2024-01-19,150.7899932861328
2024-01-22,149.42999267578125
2024-01-23,149.91000366210938
2024-01-24,150.22999572753906
2024-01-25,151.25
2024-01-26,151.60000610351562
2024-01-29,153.47999572753906
2024-01-30,154.25
2024-01-31,151.2100067138672
2024-02-01,145.44000244140625
2024-02-02,148.1300048828125
2024-02-05,145.8300018310547
2024-02-06,149.2899932861328
2024-02-07,148.1699981689453
2024-02-08,147.92999267578125
2024-02-09,147.77000427246094
2024-02-12,149.13999938964844
2024-02-13,145.25999450683594
2024-02-14,147.8699951171875
2024-02-15,149.6300048828125
2024-02-16,148.85000610351562
2024-02-20,146.6999969482422
2024-02-21,146.57000732421875
2024-02-22,145.38999938964844
2024-02-23,146.1199951171875
2024-02-26,144.85000610351562
2024-02-27,145.9499969482422
2024-02-28,145.69000244140625
2024-02-29,147.1999969482422
2024-03-01,147.80999755859375
2024-03-04,153.74000549316406
2024-03-05,155.1199951171875
2024-03-06,150.3800048828125
2024-03-07,150.44000244140625
2024-03-08,150.3300018310547
2024-03-11,152.83999633789062
2024-03-12,150.97999572753906
2024-03-13,152.72000122070312
2024-03-14,148.49000549316406
2024-03-15,148.77999877929688
2024-03-18,149.60000610351562
2024-03-19,150.11000061035156
2024-03-20,153.80999755859375
2024-03-21,157.80999755859375
2024-03-22,155.50999450683594
2024-03-25,155.0399932861328
2024-03-26,155.02999877929688
2024-03-27,159.97000122070312
2024-03-28,161.60000610351562
2024-04-01,159.94000244140625
2024-04-02,157.5399932861328
2024-04-03,157.13999938964844
2024-04-04,156.8800048828125
2024-04-05,157.3699951171875
2024-04-08,160.9600067138672
2024-04-09,161.39999389648438
2024-04-10,155.02999877929688
2024-04-11,154.0800018310547
2024-04-12,150.6300048828125
2024-04-15,149.55999755859375
2024-04-16,146.5399932861328
2024-04-17,147.25
2024-04-18,147.88999938964844
2024-04-19,152.3000030517578
2024-04-22,155.92999267578125
2024-04-23,157.61000061035156
2024-04-24,158.05999755859375
2024-04-25,156.3000030517578
2024-04-26,156.11000061035156
2024-04-29,155.77999877929688
2024-04-30,153.25999450683594
2024-05-01,153.97999572753906
2024-05-02,155.67999267578125
2024-05-03,156.22000122070312
2024-05-06,156.42999267578125
2024-05-07,156.14999389648438
2024-05-08,157.2100067138672
2024-05-09,157.1199951171875
2024-05-10,157.5800018310547
2024-05-13,158.0500030517578
2024-05-14,159.39999389648438
2024-05-15,161.33999633789062
2024-05-16,160.88999938964844
2024-05-17,160.35000610351562
2024-05-20,157.13999938964844
2024-05-21,158.5500030517578
2024-05-22,156.5
2024-05-23,152.77000427246094
2024-05-24,154.25999450683594
2024-05-28,152.33999633789062
2024-05-29,151.16000366210938
2024-05-30,153.9199981689453
2024-05-31,157.38999938964844
2024-06-03,155.00999450683594
2024-06-04,154.16000366210938
2024-06-05,154.60000610351562
2024-06-06,154.97000122070312
2024-06-07,155.8800048828125
2024-06-10,152.69000244140625
2024-06-11,150.25
2024-06-12,152.63999938964844
2024-06-13,151.75
2024-06-14,151.08999633789062
2024-06-17,152.77999877929688
2024-06-18,154.47999572753906
2024-06-20,153.17999267578125
2024-06-21,153.1999969482422
2024-06-24,154.89999389648438
2024-06-25,151.89999389648438
2024-06-26,151.80999755859375
2024-06-27,151.92999267578125
2024-06-28,155.47999572753906
2024-07-01,156.13999938964844
2024-07-02,158.83999633789062
2024-07-03,157.7899932861328
2024-07-05,156.50999450683594
2024-07-08,158.77000427246094
2024-07-09,161.50999450683594
2024-07-10,164.3000030517578
2024-07-11,168.3000030517578
2024-07-12,168.55999755859375
2024-07-15,169.02000427246094
2024-07-16,176.97999572753906
2024-07-17,179.7100067138672
2024-07-18,176.07000732421875
2024-07-19,175.50999450683594
2024-07-22,177.14999389648438
2024-07-23,178.6199951171875
2024-07-24,177.39999389648438
2024-07-25,180.0
2024-07-26,181.2100067138672
2024-07-29,181.0
2024-07-30,181.97999572753906
2024-07-31,181.10000610351562
2024-08-01,175.99000549316406
2024-08-02,170.0
2024-08-05,165.82000732421875
2024-08-06,169.08999633789062
2024-08-07,166.75
2024-08-08,170.27999877929688
2024-08-09,169.9199981689453
2024-08-12,167.02000427246094
2024-08-13,168.2100067138672
2024-08-14,168.3699951171875
2024-08-15,171.82000732421875
2024-08-16,173.0
2024-08-19,174.5
2024-08-20,173.58999633789062
2024-08-21,173.3699951171875
2024-08-22,174.9199981689453
2024-08-23,178.10000610351562
2024-08-26,178.11000061035156
2024-08-27,179.14999389648438
2024-08-28,181.77999877929688
2024-08-29,183.0399932861328
2024-08-30,185.08999633789062
2024-09-03,184.5
2024-09-04,182.36000061035156
2024-09-05,180.9499969482422
2024-09-06,176.6999969482422
2024-09-09,182.61000061035156
2024-09-10,178.77999877929688
2024-09-11,177.1199951171875
2024-09-12,177.60000610351562
2024-09-13,177.24000549316406
2024-09-16,180.9199981689453
2024-09-17,181.49000549316406
2024-09-18,182.57000732421875
2024-09-19,187.1999969482422
2024-09-20,186.36000061035156
2024-09-23,185.08999633789062
2024-09-24,184.6199951171875
2024-09-25,181.77000427246094
2024-09-26,183.32000732421875
2024-09-27,183.07000732421875
2024-09-30,184.85000610351562
2024-10-01,179.88999938964844
2024-10-02,179.39999389648438
2024-10-03,178.38999938964844
2024-10-04,182.25999450683594
2024-10-07,182.22999572753906
2024-10-08,180.86000061035156
2024-10-09,183.27000427246094
2024-10-10,183.3699951171875
2024-10-11,187.77000427246094
2024-10-14,188.52000427246094
2024-10-15,192.33999633789062
2024-10-16,189.92999267578125
2024-10-17,188.8000030517578
2024-10-18,189.3800048828125
2024-10-21,185.63999938964844
2024-10-22,186.27999877929688
2024-10-23,188.2100067138672
2024-10-24,188.94000244140625
2024-10-25,185.82000732421875
2024-10-28,189.8300018310547
2024-10-29,187.85000610351562
2024-10-30,190.22000122070312
2024-10-31,188.27000427246094
2024-11-01,187.14999389648438
2024-11-04,185.9499969482422
2024-11-05,188.8000030517578
2024-11-06,204.97000122070312
2024-11-07,203.2100067138672
2024-11-08,203.97000122070312
2024-11-11,209.7100067138672
2024-11-12,211.0399932861328
2024-11-13,209.3000030517578
2024-11-14,207.9600067138672
2024-11-15,207.67999267578125
2024-11-18,206.8300018310547
2024-11-19,204.86000061035156
2024-11-20,203.9499969482422
2024-11-21,205.75
