Date,DHR
2023-05-23,203.90957641601562
2023-05-24,201.8705596923828
2023-05-25,204.29965209960938
2023-05-26,205.85992431640625
2023-05-30,201.4007110595703
2023-05-31,203.56382751464844
2023-06-01,206.28546142578125
2023-06-02,207.9964599609375
2023-06-05,206.6666717529297
2023-06-06,208.02305603027344
2023-06-07,210.5673828125
2023-06-08,208.69680786132812
2023-06-09,208.66134643554688
2023-06-12,211.0372314453125
2023-06-13,213.891845703125
2023-06-14,211.391845703125
2023-06-15,215.87765502929688
2023-06-16,214.36170959472656
2023-06-20,209.75177001953125
2023-06-21,210.73580932617188
2023-06-22,209.55673217773438
2023-06-23,211.15248107910156
2023-06-26,210.8865203857422
2023-06-27,207.26950073242188
2023-06-28,208.1294403076172
2023-06-29,210.78900146484375
2023-06-30,212.76596069335938
2023-07-03,209.9379425048828
2023-07-05,210.44326782226562
2023-07-06,207.80142211914062
2023-07-07,206.63121032714844
2023-07-10,207.8634796142578
2023-07-11,210.70034790039062
2023-07-12,211.09042358398438
2023-07-13,211.71099853515625
2023-07-14,213.23580932617188
2023-07-17,210.78013610839844
2023-07-18,213.46630859375
2023-07-19,216.20567321777344
2023-07-20,216.64894104003906
2023-07-21,226.84397888183594
2023-07-24,228.70567321777344
2023-07-25,226.6844024658203
2023-07-26,234.81382751464844
2023-07-27,226.30319213867188
2023-07-28,230.5585174560547
2023-07-31,226.1170196533203
2023-08-01,226.06382751464844
2023-08-02,228.608154296875
2023-08-03,228.2446746826172
2023-08-04,225.84219360351562
2023-08-07,226.6134796142578
2023-08-08,229.67198181152344
2023-08-09,227.0035400390625
2023-08-10,228.1737518310547
2023-08-11,226.43617248535156
2023-08-14,227.9964599609375
2023-08-15,226.26773071289062
2023-08-16,224.1046142578125
2023-08-17,224.13121032714844
2023-08-18,222.88121032714844
2023-08-21,221.78192138671875
2023-08-22,221.36524963378906
2023-08-23,225.93971252441406
2023-08-24,224.7872314453125
2023-08-25,226.53369140625
2023-08-28,231.8262481689453
2023-08-29,234.0425567626953
2023-08-30,234.19326782226562
2023-08-31,234.9290771484375
2023-09-01,235.45213317871094
2023-09-05,231.25
2023-09-06,227.82801818847656
2023-09-07,225.99290466308594
2023-09-08,220.17730712890625
2023-09-11,221.78192138671875
2023-09-12,220.1507110595703
2023-09-13,223.80319213867188
2023-09-14,224.71630859375
2023-09-15,226.28546142578125
2023-09-18,224.97340393066406
2023-09-19,226.26773071289062
2023-09-20,225.58511352539062
2023-09-21,221.30319213867188
2023-09-22,220.18617248535156
2023-09-25,223.43971252441406
2023-09-26,219.19326782226562
2023-09-27,219.36170959472656
2023-09-28,219.14007568359375
2023-09-29,219.94680786132812
2023-10-02,213.74000549316406
2023-10-03,215.6999969482422
2023-10-04,216.07000732421875
2023-10-05,216.8699951171875
2023-10-06,217.22999572753906
2023-10-09,218.3699951171875
2023-10-10,218.7100067138672
2023-10-11,216.42999267578125
2023-10-12,209.49000549316406
2023-10-13,209.42999267578125
2023-10-16,210.4499969482422
2023-10-17,211.94000244140625
2023-10-18,204.8000030517578
2023-10-19,207.3000030517578
2023-10-20,205.8300018310547
2023-10-23,204.0500030517578
2023-10-24,196.83999633789062
2023-10-25,192.64999389648438
2023-10-26,193.67999267578125
2023-10-27,187.8800048828125
2023-10-30,185.10000610351562
2023-10-31,192.02000427246094
2023-11-01,190.0
2023-11-02,192.97999572753906
2023-11-03,197.8699951171875
2023-11-06,195.52000427246094
2023-11-07,198.25
2023-11-08,196.82000732421875
2023-11-09,195.52000427246094
2023-11-10,197.0
2023-11-13,195.97999572753906
2023-11-14,203.52000427246094
2023-11-15,208.16000366210938
2023-11-16,209.11000061035156
2023-11-17,207.77999877929688
2023-11-20,211.02999877929688
2023-11-21,217.86000061035156
2023-11-22,221.3000030517578
2023-11-24,221.41000366210938
2023-11-27,220.0
2023-11-28,218.75999450683594
2023-11-29,222.52000427246094
2023-11-30,223.30999755859375
2023-12-01,223.47999572753906
2023-12-04,222.1300048828125
2023-12-05,219.44000244140625
2023-12-06,220.75999450683594
2023-12-07,218.9199981689453
2023-12-08,217.49000549316406
2023-12-11,221.35000610351562
2023-12-12,219.75
2023-12-13,226.86000061035156
2023-12-14,229.25
2023-12-15,227.22999572753906
2023-12-18,226.4499969482422
2023-12-19,229.13999938964844
2023-12-20,226.80999755859375
2023-12-21,230.35000610351562
2023-12-22,230.36000061035156
2023-12-26,231.39999389648438
2023-12-27,232.86000061035156
2023-12-28,233.1300048828125
2023-12-29,231.33999633789062
2024-01-02,234.7899932861328
2024-01-03,230.80999755859375
2024-01-04,232.6199951171875
2024-01-05,230.2899932861328
2024-01-08,234.86000061035156
2024-01-09,230.8699951171875
2024-01-10,229.63999938964844
2024-01-11,227.9600067138672
2024-01-12,225.24000549316406
2024-01-16,226.75
2024-01-17,224.5800018310547
2024-01-18,226.30999755859375
2024-01-19,231.0500030517578
2024-01-22,231.97000122070312
2024-01-23,232.10000610351562
2024-01-24,228.61000061035156
2024-01-25,227.38999938964844
2024-01-26,233.0
2024-01-29,233.92999267578125
2024-01-30,244.9499969482422
2024-01-31,239.91000366210938
2024-02-01,245.1300048828125
2024-02-02,246.3300018310547
2024-02-05,245.82000732421875
2024-02-06,248.1999969482422
2024-02-07,246.63999938964844
2024-02-08,245.8699951171875
2024-02-09,242.9499969482422
2024-02-12,246.8300018310547
2024-02-13,241.52999877929688
2024-02-14,247.99000549316406
2024-02-15,248.9600067138672
2024-02-16,250.0
2024-02-20,247.77000427246094
2024-02-21,250.64999389648438
2024-02-22,252.72999572753906
2024-02-23,253.83999633789062
2024-02-26,251.64999389648438
2024-02-27,254.86000061035156
2024-02-28,255.7100067138672
2024-02-29,253.13999938964844
2024-03-01,255.8699951171875
2024-03-04,256.19000244140625
2024-03-05,254.38999938964844
2024-03-06,252.89999389648438
2024-03-07,254.1199951171875
2024-03-08,253.69000244140625
2024-03-11,252.8000030517578
2024-03-12,253.10000610351562
2024-03-13,255.35000610351562
2024-03-14,253.22000122070312
2024-03-15,249.39999389648438
2024-03-18,251.47000122070312
2024-03-19,253.74000549316406
2024-03-20,251.67999267578125
2024-03-21,254.11000061035156
2024-03-22,254.8000030517578
2024-03-25,247.8000030517578
2024-03-26,248.4600067138672
2024-03-27,248.77000427246094
2024-03-28,249.72000122070312
2024-04-01,247.7899932861328
2024-04-02,245.94000244140625
2024-04-03,244.33999633789062
2024-04-04,241.89999389648438
2024-04-05,244.27999877929688
2024-04-08,244.25
2024-04-09,249.8000030517578
2024-04-10,245.8699951171875
2024-04-11,244.0
2024-04-12,239.9499969482422
2024-04-15,239.66000366210938
2024-04-16,240.33999633789062
2024-04-17,239.38999938964844
2024-04-18,236.36000061035156
2024-04-19,235.50999450683594
2024-04-22,236.0800018310547
2024-04-23,253.11000061035156
2024-04-24,250.41000366210938
2024-04-25,245.8000030517578
2024-04-26,246.5800018310547
2024-04-29,246.82000732421875
2024-04-30,246.6199951171875
2024-05-01,246.88999938964844
2024-05-02,246.83999633789062
2024-05-03,248.3800048828125
2024-05-06,247.39999389648438
2024-05-07,248.75999450683594
2024-05-08,249.5500030517578
2024-05-09,251.42999267578125
2024-05-10,253.3800048828125
2024-05-13,251.61000061035156
2024-05-14,259.260009765625
2024-05-15,263.4599914550781
2024-05-16,264.8399963378906
2024-05-17,265.79998779296875
2024-05-20,267.1099853515625
2024-05-21,266.54998779296875
2024-05-22,267.19000244140625
2024-05-23,261.3999938964844
2024-05-24,262.7799987792969
2024-05-28,258.7099914550781
2024-05-29,255.92999267578125
2024-05-30,252.74000549316406
2024-05-31,256.79998779296875
2024-06-03,261.3800048828125
2024-06-04,263.3299865722656
2024-06-05,267.8500061035156
2024-06-06,267.9800109863281
2024-06-07,263.0799865722656
2024-06-10,264.6700134277344
2024-06-11,261.25
2024-06-12,264.6099853515625
2024-06-13,255.00999450683594
2024-06-14,254.85000610351562
2024-06-17,254.1300048828125
2024-06-18,257.510009765625
2024-06-20,248.55999755859375
2024-06-21,254.9600067138672
2024-06-24,256.760009765625
2024-06-25,254.13999938964844
2024-06-26,253.58999633789062
2024-06-27,251.75999450683594
2024-06-28,249.85000610351562
2024-07-01,244.50999450683594
2024-07-02,240.41000366210938
2024-07-03,240.0
2024-07-05,239.25
2024-07-08,240.64999389648438
2024-07-09,239.7899932861328
2024-07-10,242.1999969482422
2024-07-11,246.27000427246094
2024-07-12,246.6999969482422
2024-07-15,246.22999572753906
2024-07-16,252.13999938964844
2024-07-17,251.25
2024-07-18,244.7899932861328
2024-07-19,243.5399932861328
2024-07-22,250.88999938964844
2024-07-23,264.17999267578125
2024-07-24,265.760009765625
2024-07-25,270.0899963378906
2024-07-26,273.9100036621094
2024-07-29,271.6499938964844
2024-07-30,275.19000244140625
2024-07-31,277.0799865722656
2024-08-01,280.760009765625
2024-08-02,276.75
2024-08-05,269.32000732421875
2024-08-06,268.9700012207031
2024-08-07,263.30999755859375
2024-08-08,268.6400146484375
2024-08-09,268.1099853515625
2024-08-12,267.20001220703125
2024-08-13,268.7099914550781
2024-08-14,268.0799865722656
2024-08-15,269.3299865722656
2024-08-16,269.32000732421875
2024-08-19,271.2699890136719
2024-08-20,271.6600036621094
2024-08-21,271.1000061035156
2024-08-22,267.8299865722656
2024-08-23,269.4800109863281
2024-08-26,268.07000732421875
2024-08-27,268.82000732421875
2024-08-28,266.05999755859375
2024-08-29,267.0199890136719
2024-08-30,269.30999755859375
2024-09-03,264.2300109863281
2024-09-04,264.489990234375
2024-09-05,264.7099914550781
2024-09-06,266.20001220703125
2024-09-09,273.0899963378906
2024-09-10,274.7200012207031
2024-09-11,271.9800109863281
2024-09-12,272.489990234375
2024-09-13,274.25
2024-09-16,276.0299987792969
2024-09-17,272.4700012207031
2024-09-18,271.8999938964844
2024-09-19,276.42999267578125
2024-09-20,272.6300048828125
2024-09-23,273.1499938964844
2024-09-24,274.20001220703125
2024-09-25,267.8800048828125
2024-09-26,276.92999267578125
2024-09-27,275.44000244140625
2024-09-30,278.0199890136719
2024-10-01,274.55999755859375
2024-10-02,273.9100036621094
2024-10-03,270.5199890136719
2024-10-04,270.0299987792969
2024-10-07,268.7900085449219
2024-10-08,268.80999755859375
2024-10-09,269.2300109863281
2024-10-10,266.45001220703125
2024-10-11,270.3299865722656
2024-10-14,271.55999755859375
2024-10-15,272.67999267578125
2024-10-16,268.0299987792969
2024-10-17,271.9800109863281
2024-10-18,274.3800048828125
2024-10-21,272.0899963378906
2024-10-22,261.2799987792969
2024-10-23,256.0
2024-10-24,248.0
2024-10-25,245.38999938964844
2024-10-28,244.1199951171875
2024-10-29,242.69000244140625
2024-10-30,242.32000732421875
2024-10-31,245.66000366210938
2024-11-01,247.75999450683594
2024-11-04,247.17999267578125
2024-11-05,250.07000732421875
2024-11-06,247.75999450683594
2024-11-07,246.10000610351562
2024-11-08,245.38999938964844
2024-11-11,243.25
2024-11-12,239.60000610351562
2024-11-13,241.52999877929688
2024-11-14,239.3800048828125
2024-11-15,230.5
2024-11-18,230.05999755859375
2024-11-19,230.83999633789062
2024-11-20,233.10000610351562
2024-11-21,235.0500030517578
