Date,DHR
2022-02-28,243.27127075195312
2022-03-01,241.16134643554688
2022-03-02,243.35105895996094
2022-03-03,245.18617248535156
2022-03-04,241.6134796142578
2022-03-07,233.1737518310547
2022-03-08,228.0762481689453
2022-03-09,234.76950073242188
2022-03-10,233.891845703125
2022-03-11,232.73049926757812
2022-03-14,236.56915283203125
2022-03-15,240.1507110595703
2022-03-16,246.3829803466797
2022-03-17,249.46807861328125
2022-03-18,259.03369140625
2022-03-21,256.4450378417969
2022-03-22,260.5496520996094
2022-03-23,253.59042358398438
2022-03-24,254.01596069335938
2022-03-25,254.90248107910156
2022-03-28,258.3953857421875
2022-03-29,262.2695007324219
2022-03-30,263.6170349121094
2022-03-31,260.0443115234375
2022-04-01,258.5904235839844
2022-04-04,256.42730712890625
2022-04-05,254.76063537597656
2022-04-06,256.49822998046875
2022-04-07,265.6560363769531
2022-04-08,265.3280029296875
2022-04-11,258.0851135253906
2022-04-12,248.8829803466797
2022-04-13,251.5248260498047
2022-04-14,245.54965209960938
2022-04-18,243.85638427734375
2022-04-19,242.10992431640625
2022-04-20,248.56382751464844
2022-04-21,246.6666717529297
2022-04-22,234.53900146484375
2022-04-25,230.9042510986328
2022-04-26,222.5
2022-04-27,223.65248107910156
2022-04-28,227.83688354492188
2022-04-29,222.6329803466797
2022-05-02,222.09219360351562
2022-05-03,220.31028747558594
2022-05-04,227.5088653564453
2022-05-05,223.324462890625
2022-05-06,220.9574432373047
2022-05-09,212.2074432373047
2022-05-10,213.16488647460938
2022-05-11,210.2039031982422
2022-05-12,212.3670196533203
2022-05-13,220.91311645507812
2022-05-16,218.41311645507812
2022-05-17,220.71807861328125
2022-05-18,215.9574432373047
2022-05-19,221.01950073242188
2022-05-20,223.22694396972656
2022-05-23,224.39715576171875
2022-05-24,223.4042510986328
2022-05-25,221.91488647460938
2022-05-26,223.14715576171875
2022-05-27,236.25
2022-05-31,233.8829803466797
2022-06-01,231.3829803466797
2022-06-02,242.25177001953125
2022-06-03,235.85992431640625
2022-06-06,233.8120574951172
2022-06-07,237.82801818847656
2022-06-08,235.46099853515625
2022-06-09,229.39715576171875
2022-06-10,222.94326782226562
2022-06-13,216.15248107910156
2022-06-14,214.91134643554688
2022-06-15,217.1453857421875
2022-06-16,213.51950073242188
2022-06-17,211.5248260498047
2022-06-21,216.19680786132812
2022-06-22,218.0053253173828
2022-06-23,226.22340393066406
2022-06-24,227.68617248535156
2022-06-27,227.31382751464844
2022-06-28,223.29786682128906
2022-06-29,224.1666717529297
2022-06-30,224.75177001953125
2022-07-01,228.76773071289062
2022-07-05,226.51596069335938
2022-07-06,230.53192138671875
2022-07-07,233.55496215820312
2022-07-08,233.8297882080078
2022-07-11,235.19503784179688
2022-07-12,224.0248260498047
2022-07-13,222.59751892089844
2022-07-14,219.91134643554688
2022-07-15,226.7553253173828
2022-07-18,219.0248260498047
2022-07-19,226.72872924804688
2022-07-20,226.95034790039062
2022-07-21,247.54432678222656
2022-07-22,242.76596069335938
2022-07-25,242.358154296875
2022-07-26,245.12411499023438
2022-07-27,248.27127075195312
2022-07-28,256.21453857421875
2022-07-29,258.3953857421875
2022-08-01,255.23049926757812
2022-08-02,253.1294403076172
2022-08-03,255.78900146484375
2022-08-04,256.1613464355469
2022-08-05,257.0921936035156
2022-08-08,254.4237518310547
2022-08-09,252.87234497070312
2022-08-10,258.10284423828125
2022-08-11,258.1383056640625
2022-08-12,263.9627685546875
2022-08-15,268.040771484375
2022-08-16,266.3829650878906
2022-08-17,263.5372314453125
2022-08-18,260.8776550292969
2022-08-19,259.25531005859375
2022-08-22,253.5283660888672
2022-08-23,251.8085174560547
2022-08-24,252.60638427734375
2022-08-25,257.9521179199219
2022-08-26,248.51950073242188
2022-08-29,245.2925567626953
2022-08-30,242.3492889404297
2022-08-31,239.28192138671875
2022-09-01,242.78369140625
2022-09-02,238.84751892089844
2022-09-06,241.56028747558594
2022-09-07,245.98403930664062
2022-09-08,255.40780639648438
2022-09-09,257.46453857421875
2022-09-12,260.2038879394531
2022-09-13,249.80496215820312
2022-09-14,249.76063537597656
2022-09-15,249.9202117919922
2022-09-16,245.6205596923828
2022-09-19,247.2872314453125
2022-09-20,243.23580932617188
2022-09-21,238.01419067382812
2022-09-22,236.19680786132812
2022-09-23,235.16844177246094
2022-09-26,232.8546142578125
2022-09-27,230.58511352539062
2022-09-28,236.0283660888672
2022-09-29,232.40248107910156
2022-09-30,228.98049926757812
2022-10-03,238.28900146484375
2022-10-04,247.38475036621094
2022-10-05,250.25709533691406
2022-10-06,246.49822998046875
2022-10-07,238.01419067382812
2022-10-10,231.7464599609375
2022-10-11,225.30142211914062
2022-10-12,223.1205596923828
2022-10-13,228.0762481689453
2022-10-14,224.9202117919922
2022-10-17,230.4344024658203
2022-10-18,235.4344024658203
2022-10-19,228.62588500976562
2022-10-20,215.4964599609375
2022-10-21,216.83511352539062
2022-10-24,223.11170959472656
2022-10-25,223.28900146484375
2022-10-26,224.98226928710938
2022-10-27,219.94680786132812
2022-10-28,223.22694396972656
2022-10-31,223.11170959472656
2022-11-01,226.79078674316406
2022-11-02,215.01773071289062
2022-11-03,214.0248260498047
2022-11-04,218.94503784179688
2022-11-07,220.78013610839844
2022-11-08,224.29965209960938
2022-11-09,218.92730712890625
2022-11-10,237.47340393066406
2022-11-11,240.24822998046875
2022-11-14,236.4539031982422
2022-11-15,239.6542510986328
2022-11-16,235.9574432373047
2022-11-17,230.15957641601562
2022-11-18,231.07269287109375
2022-11-21,230.54965209960938
2022-11-22,232.30496215820312
2022-11-23,233.46630859375
2022-11-25,236.7375946044922
2022-11-28,231.5248260498047
2022-11-29,229.62765502929688
2022-11-30,242.38475036621094
2022-12-01,243.3865203857422
2022-12-02,243.11170959472656
2022-12-05,237.5620574951172
2022-12-06,235.23936462402344
2022-12-07,237.80142211914062
2022-12-08,240.9751739501953
2022-12-09,238.77659606933594
2022-12-12,242.45567321777344
2022-12-13,245.28369140625
2022-12-14,243.11170959472656
2022-12-15,239.4326171875
2022-12-16,232.2960968017578
2022-12-19,229.36170959472656
2022-12-20,226.5957489013672
2022-12-21,231.36524963378906
2022-12-22,229.3173828125
2022-12-23,230.37234497070312
2022-12-27,231.27659606933594
2022-12-28,229.91134643554688
2022-12-29,236.56915283203125
2022-12-30,235.30142211914062
2023-01-03,232.5088653564453
2023-01-04,236.14361572265625
2023-01-05,226.26773071289062
2023-01-06,223.83865356445312
2023-01-09,226.108154296875
2023-01-10,236.6046142578125
2023-01-11,242.73936462402344
2023-01-12,241.40957641601562
2023-01-13,242.5709228515625
2023-01-17,243.72340393066406
2023-01-18,239.91134643554688
2023-01-19,240.05319213867188
2023-01-20,243.2624053955078
2023-01-23,245.5673828125
2023-01-24,240.7624053955078
2023-01-25,233.11170959472656
2023-01-26,235.6914825439453
2023-01-27,235.79786682128906
2023-01-30,232.9344024658203
2023-01-31,234.3794403076172
2023-02-01,237.1453857421875
2023-02-02,239.96453857421875
2023-02-03,239.22872924804688
2023-02-06,233.8209228515625
2023-02-07,235.8155975341797
2023-02-08,232.21630859375
2023-02-09,226.16134643554688
2023-02-10,229.46807861328125
2023-02-13,230.39007568359375
2023-02-14,227.16311645507812
2023-02-15,227.9344024658203
2023-02-16,226.72872924804688
2023-02-17,227.2074432373047
2023-02-21,222.33155822753906
2023-02-22,221.72872924804688
2023-02-23,223.85638427734375
2023-02-24,220.85105895996094
2023-02-27,219.81382751464844
2023-02-28,219.4414825439453
2023-03-01,217.51773071289062
2023-03-02,221.391845703125
2023-03-03,224.41488647460938
2023-03-06,221.49822998046875
2023-03-07,217.4202117919922
2023-03-08,219.6453857421875
2023-03-09,215.98403930664062
2023-03-10,212.54432678222656
2023-03-13,213.11170959472656
2023-03-14,217.0655975341797
2023-03-15,214.6365203857422
2023-03-16,221.0460968017578
2023-03-17,215.39007568359375
2023-03-20,217.02127075195312
2023-03-21,220.19503784179688
2023-03-22,218.35992431640625
2023-03-23,218.90957641601562
2023-03-24,220.0088653564453
2023-03-27,219.83155822753906
2023-03-28,218.83865356445312
2023-03-29,219.39715576171875
2023-03-30,221.4539031982422
2023-03-31,223.43971252441406
2023-04-03,221.71099853515625
2023-04-04,220.72694396972656
2023-04-05,219.59219360351562
2023-04-06,218.93617248535156
2023-04-10,221.22340393066406
2023-04-11,221.5248260498047
2023-04-12,221.6046142578125
2023-04-13,225.54078674316406
2023-04-14,223.11170959472656
2023-04-17,226.72872924804688
2023-04-18,227.074462890625
2023-04-19,225.85105895996094
2023-04-20,220.15957641601562
2023-04-21,224.12234497070312
2023-04-24,225.4875946044922
2023-04-25,205.66488647460938
2023-04-26,206.09042358398438
2023-04-27,205.15957641601562
2023-04-28,210.02659606933594
2023-05-01,214.29965209960938
2023-05-02,215.23936462402344
2023-05-03,217.7039031982422
2023-05-04,214.83155822753906
2023-05-05,214.9290771484375
2023-05-08,212.09219360351562
2023-05-09,208.4751739501953
2023-05-10,206.9414825439453
2023-05-11,204.61878967285156
2023-05-12,201.5425567626953
2023-05-15,201.1879425048828
2023-05-16,199.45921325683594
2023-05-17,199.68971252441406
2023-05-18,200.73580932617188
2023-05-19,202.4202117919922
2023-05-22,205.03546142578125
