Date,CMI
2023-11-29,223.9499969482422
2023-11-30,224.16000366210938
2023-12-01,226.30999755859375
2023-12-04,231.17999267578125
2023-12-05,228.6699981689453
2023-12-06,230.63999938964844
2023-12-07,230.72999572753906
2023-12-08,230.5800018310547
2023-12-11,235.32000732421875
2023-12-12,234.6699981689453
2023-12-13,239.35000610351562
2023-12-14,248.27000427246094
2023-12-15,241.52999877929688
2023-12-18,242.35000610351562
2023-12-19,244.52000427246094
2023-12-20,240.52999877929688
2023-12-21,244.0
2023-12-22,236.99000549316406
2023-12-26,239.49000549316406
2023-12-27,239.83999633789062
2023-12-28,240.5800018310547
2023-12-29,239.57000732421875
2024-01-02,241.17999267578125
2024-01-03,237.72000122070312
2024-01-04,235.8800048828125
2024-01-05,238.16000366210938
2024-01-08,241.1699981689453
2024-01-09,239.41000366210938
2024-01-10,239.22000122070312
2024-01-11,237.55999755859375
2024-01-12,237.14999389648438
2024-01-16,234.77000427246094
2024-01-17,233.0800018310547
2024-01-18,233.19000244140625
2024-01-19,229.2100067138672
2024-01-22,233.8800048828125
2024-01-23,236.1999969482422
2024-01-24,235.8000030517578
2024-01-25,238.85000610351562
2024-01-26,240.6300048828125
2024-01-29,240.86000061035156
2024-01-30,242.8000030517578
2024-01-31,239.3000030517578
2024-02-01,242.97000122070312
2024-02-02,244.64999389648438
2024-02-05,241.11000061035156
2024-02-06,251.5399932861328
2024-02-07,248.11000061035156
2024-02-08,249.9199981689453
2024-02-09,251.77999877929688
2024-02-12,256.8500061035156
2024-02-13,254.5
2024-02-14,260.4700012207031
2024-02-15,265.79998779296875
2024-02-16,266.4800109863281
2024-02-20,261.8399963378906
2024-02-21,263.19000244140625
2024-02-22,262.8800048828125
2024-02-23,263.9700012207031
2024-02-26,266.2099914550781
2024-02-27,268.5400085449219
2024-02-28,270.3599853515625
2024-02-29,268.6099853515625
2024-03-01,270.260009765625
2024-03-04,271.30999755859375
2024-03-05,271.3500061035156
2024-03-06,273.44000244140625
2024-03-07,266.2099914550781
2024-03-08,268.6000061035156
2024-03-11,270.1499938964844
2024-03-12,269.7699890136719
2024-03-13,270.239990234375
2024-03-14,263.5799865722656
2024-03-15,274.8399963378906
2024-03-18,286.1199951171875
2024-03-19,281.010009765625
2024-03-20,287.1300048828125
2024-03-21,291.3999938964844
2024-03-22,290.3399963378906
2024-03-25,287.760009765625
2024-03-26,291.82000732421875
2024-03-27,294.69000244140625
2024-03-28,294.6499938964844
2024-04-01,294.5299987792969
2024-04-02,295.8699951171875
2024-04-03,294.6700134277344
2024-04-04,294.75
2024-04-05,300.6700134277344
2024-04-08,300.3500061035156
2024-04-09,302.0299987792969
2024-04-10,302.29998779296875
2024-04-11,302.8599853515625
2024-04-12,298.6300048828125
2024-04-15,295.7799987792969
2024-04-16,294.5799865722656
2024-04-17,291.3599853515625
2024-04-18,291.4200134277344
2024-04-19,287.55999755859375
2024-04-22,290.3999938964844
2024-04-23,292.70001220703125
2024-04-24,292.3399963378906
2024-04-25,291.6099853515625
2024-04-26,291.1400146484375
2024-04-29,293.6499938964844
2024-04-30,282.489990234375
2024-05-01,283.8699951171875
2024-05-02,280.2900085449219
2024-05-03,280.739990234375
2024-05-06,283.5899963378906
2024-05-07,286.9100036621094
2024-05-08,289.05999755859375
2024-05-09,294.5799865722656
2024-05-10,298.6099853515625
2024-05-13,291.45001220703125
2024-05-14,295.17999267578125
2024-05-15,292.1400146484375
2024-05-16,287.8500061035156
2024-05-17,285.55999755859375
2024-05-20,284.8399963378906
2024-05-21,285.9599914550781
2024-05-22,287.010009765625
2024-05-23,283.8999938964844
2024-05-24,284.9100036621094
2024-05-28,278.260009765625
2024-05-29,274.3399963378906
2024-05-30,279.1199951171875
2024-05-31,281.7300109863281
2024-06-03,275.2200012207031
2024-06-04,273.1099853515625
2024-06-05,278.80999755859375
2024-06-06,274.2200012207031
2024-06-07,271.8699951171875
2024-06-10,273.1700134277344
2024-06-11,271.70001220703125
2024-06-12,272.20001220703125
2024-06-13,270.3800048828125
2024-06-14,266.4800109863281
2024-06-17,269.9100036621094
2024-06-18,273.7900085449219
2024-06-20,278.30999755859375
2024-06-21,276.94000244140625
2024-06-24,283.9599914550781
2024-06-25,283.1199951171875
2024-06-26,281.6700134277344
2024-06-27,280.489990234375
2024-06-28,276.92999267578125
2024-07-01,272.2900085449219
2024-07-02,267.54998779296875
2024-07-03,272.0799865722656
2024-07-05,266.6300048828125
2024-07-08,269.6199951171875
2024-07-09,268.67999267578125
2024-07-10,274.0899963378906
2024-07-11,280.0400085449219
2024-07-12,284.8599853515625
2024-07-15,288.92999267578125
2024-07-16,299.42999267578125
2024-07-17,295.1000061035156
2024-07-18,298.2300109863281
2024-07-19,291.1499938964844
2024-07-22,292.25
2024-07-23,283.6499938964844
2024-07-24,281.57000732421875
2024-07-25,283.1700134277344
2024-07-26,290.3800048828125
2024-07-29,291.20001220703125
2024-07-30,289.0400085449219
2024-07-31,291.79998779296875
2024-08-01,306.0899963378906
2024-08-02,290.3599853515625
2024-08-05,282.6499938964844
2024-08-06,292.30999755859375
2024-08-07,291.989990234375
2024-08-08,297.239990234375
2024-08-09,293.9700012207031
2024-08-12,290.94000244140625
2024-08-13,291.739990234375
2024-08-14,291.989990234375
2024-08-15,299.79998779296875
2024-08-16,301.6499938964844
2024-08-19,301.32000732421875
2024-08-20,300.30999755859375
2024-08-21,303.6600036621094
2024-08-22,305.8299865722656
2024-08-23,309.30999755859375
2024-08-26,310.1499938964844
2024-08-27,306.3699951171875
2024-08-28,306.07000732421875
2024-08-29,309.30999755859375
2024-08-30,312.8500061035156
2024-09-03,304.32000732421875
2024-09-04,301.7300109863281
2024-09-05,296.6499938964844
2024-09-06,293.2099914550781
2024-09-09,296.80999755859375
2024-09-10,295.2200012207031
2024-09-11,293.3599853515625
2024-09-12,297.25
2024-09-13,302.1300048828125
2024-09-16,301.07000732421875
2024-09-17,301.5899963378906
2024-09-18,300.6499938964844
2024-09-19,309.1400146484375
2024-09-20,308.239990234375
2024-09-23,313.4800109863281
2024-09-24,323.55999755859375
2024-09-25,317.5
2024-09-26,324.6199951171875
2024-09-27,326.3999938964844
2024-09-30,323.7900085449219
2024-10-01,326.2799987792969
2024-10-02,325.04998779296875
2024-10-03,327.3500061035156
2024-10-04,331.739990234375
2024-10-07,331.7099914550781
2024-10-08,329.6099853515625
2024-10-09,333.04998779296875
2024-10-10,332.8500061035156
2024-10-11,336.07000732421875
2024-10-14,338.3699951171875
2024-10-15,332.67999267578125
2024-10-16,333.8699951171875
2024-10-17,332.989990234375
2024-10-18,335.510009765625
2024-10-21,333.6300048828125
2024-10-22,330.70001220703125
2024-10-23,329.9700012207031
2024-10-24,332.4800109863281
2024-10-25,329.1700134277344
2024-10-28,334.6600036621094
2024-10-29,331.1400146484375
2024-10-30,331.8399963378906
2024-10-31,328.9800109863281
2024-11-01,328.510009765625
2024-11-04,325.6199951171875
2024-11-05,354.4599914550781
2024-11-06,356.010009765625
2024-11-07,354.7200012207031
2024-11-08,356.4599914550781
2024-11-11,358.42999267578125
2024-11-12,355.0799865722656
2024-11-13,366.3399963378906
2024-11-14,363.7300109863281
2024-11-15,361.8500061035156
2024-11-18,364.0199890136719
2024-11-19,361.8599853515625
2024-11-20,360.95001220703125
2024-11-21,368.8599853515625
