Date,CMI
2022-02-28,204.1199951171875
2022-03-01,196.07000732421875
2022-03-02,207.0800018310547
2022-03-03,208.99000549316406
2022-03-04,202.0399932861328
2022-03-07,189.60000610351562
2022-03-08,193.00999450683594
2022-03-09,198.44000244140625
2022-03-10,197.1999969482422
2022-03-11,195.2899932861328
2022-03-14,197.77000427246094
2022-03-15,198.47000122070312
2022-03-16,205.25999450683594
2022-03-17,205.41000366210938
2022-03-18,206.75
2022-03-21,206.14999389648438
2022-03-22,209.6699981689453
2022-03-23,208.02999877929688
2022-03-24,209.24000549316406
2022-03-25,209.66000366210938
2022-03-28,207.72000122070312
2022-03-29,212.3800048828125
2022-03-30,209.57000732421875
2022-03-31,205.11000061035156
2022-04-01,201.02999877929688
2022-04-04,202.2899932861328
2022-04-05,200.08999633789062
2022-04-06,198.50999450683594
2022-04-07,196.11000061035156
2022-04-08,194.69000244140625
2022-04-11,192.92999267578125
2022-04-12,192.5800018310547
2022-04-13,194.60000610351562
2022-04-14,195.94000244140625
2022-04-18,196.7100067138672
2022-04-19,201.27999877929688
2022-04-20,204.80999755859375
2022-04-21,206.86000061035156
2022-04-22,199.1999969482422
2022-04-25,196.14999389648438
2022-04-26,190.58999633789062
2022-04-27,194.8699951171875
2022-04-28,194.47999572753906
2022-04-29,189.19000244140625
2022-05-02,194.92999267578125
2022-05-03,202.1300048828125
2022-05-04,208.75
2022-05-05,204.02999877929688
2022-05-06,201.72000122070312
2022-05-09,202.7100067138672
2022-05-10,197.41000366210938
2022-05-11,196.17999267578125
2022-05-12,199.44000244140625
2022-05-13,201.1199951171875
2022-05-16,202.69000244140625
2022-05-17,208.1999969482422
2022-05-18,204.16000366210938
2022-05-19,201.8800048828125
2022-05-20,197.30999755859375
2022-05-23,198.74000549316406
2022-05-24,196.50999450683594
2022-05-25,202.6199951171875
2022-05-26,203.5500030517578
2022-05-27,207.97000122070312
2022-05-31,209.1199951171875
2022-06-01,207.85000610351562
2022-06-02,211.63999938964844
2022-06-03,211.02000427246094
2022-06-06,212.64999389648438
2022-06-07,215.25999450683594
2022-06-08,213.77999877929688
2022-06-09,211.5
2022-06-10,205.5
2022-06-13,196.1999969482422
2022-06-14,196.61000061035156
2022-06-15,199.16000366210938
2022-06-16,189.14999389648438
2022-06-17,191.5500030517578
2022-06-21,196.19000244140625
2022-06-22,193.8699951171875
2022-06-23,185.88999938964844
2022-06-24,195.02000427246094
2022-06-27,195.3800048828125
2022-06-28,196.05999755859375
2022-06-29,193.75
2022-06-30,193.52999877929688
2022-07-01,194.11000061035156
2022-07-05,194.0800018310547
2022-07-06,194.52000427246094
2022-07-07,201.27999877929688
2022-07-08,200.52999877929688
2022-07-11,196.7899932861328
2022-07-12,201.1699981689453
2022-07-13,199.58999633789062
2022-07-14,194.8300018310547
2022-07-15,196.36000061035156
2022-07-18,197.6199951171875
2022-07-19,205.0500030517578
2022-07-20,205.67999267578125
2022-07-21,206.1300048828125
2022-07-22,205.1999969482422
2022-07-25,206.2899932861328
2022-07-26,204.4499969482422
2022-07-27,209.1699981689453
2022-07-28,215.19000244140625
2022-07-29,221.30999755859375
2022-08-01,217.83999633789062
2022-08-02,218.61000061035156
2022-08-03,217.77000427246094
2022-08-04,219.5399932861328
2022-08-05,220.02000427246094
2022-08-08,219.50999450683594
2022-08-09,218.1199951171875
2022-08-10,221.88999938964844
2022-08-11,223.8800048828125
2022-08-12,227.75999450683594
2022-08-15,230.74000549316406
2022-08-16,232.39999389648438
2022-08-17,230.27000427246094
2022-08-18,230.1999969482422
2022-08-19,228.5800018310547
2022-08-22,224.39999389648438
2022-08-23,225.02000427246094
2022-08-24,225.2899932861328
2022-08-25,228.97000122070312
2022-08-26,222.5
2022-08-29,221.2899932861328
2022-08-30,218.16000366210938
2022-08-31,215.3699951171875
2022-09-01,214.9199981689453
2022-09-02,212.8699951171875
2022-09-06,212.44000244140625
2022-09-07,216.0
2022-09-08,214.8000030517578
2022-09-09,218.47000122070312
2022-09-12,219.61000061035156
2022-09-13,212.67999267578125
2022-09-14,213.25999450683594
2022-09-15,211.50999450683594
2022-09-16,211.19000244140625
2022-09-19,215.11000061035156
2022-09-20,212.69000244140625
2022-09-21,210.75999450683594
2022-09-22,207.0399932861328
2022-09-23,204.0
2022-09-26,202.67999267578125
2022-09-27,203.1699981689453
2022-09-28,207.57000732421875
2022-09-29,204.58999633789062
2022-09-30,203.50999450683594
2022-10-03,209.58999633789062
2022-10-04,221.52999877929688
2022-10-05,224.36000061035156
2022-10-06,220.77999877929688
2022-10-07,218.0399932861328
2022-10-10,219.24000549316406
2022-10-11,220.07000732421875
2022-10-12,218.10000610351562
2022-10-13,224.33999633789062
2022-10-14,219.25
2022-10-17,220.11000061035156
2022-10-18,223.94000244140625
2022-10-19,224.75999450683594
2022-10-20,220.27999877929688
2022-10-21,232.7899932861328
2022-10-24,233.55999755859375
2022-10-25,234.67999267578125
2022-10-26,236.97000122070312
2022-10-27,238.92999267578125
2022-10-28,244.77999877929688
2022-10-31,244.50999450683594
2022-11-01,246.6999969482422
2022-11-02,241.25
2022-11-03,232.75999450683594
2022-11-04,238.3699951171875
2022-11-07,236.5500030517578
2022-11-08,239.1699981689453
2022-11-09,237.69000244140625
2022-11-10,242.1300048828125
2022-11-11,248.1699981689453
2022-11-14,249.07000732421875
2022-11-15,250.7100067138672
2022-11-16,249.97000122070312
2022-11-17,248.3800048828125
2022-11-18,250.30999755859375
2022-11-21,246.85000610351562
2022-11-22,250.27000427246094
2022-11-23,250.86000061035156
2022-11-25,250.4199981689453
2022-11-28,245.63999938964844
2022-11-29,246.4199981689453
2022-11-30,251.16000366210938
2022-12-01,249.25999450683594
2022-12-02,249.75
2022-12-05,245.35000610351562
2022-12-06,245.77999877929688
2022-12-07,243.94000244140625
2022-12-08,243.5800018310547
2022-12-09,238.13999938964844
2022-12-12,242.1199951171875
2022-12-13,242.75
2022-12-14,241.83999633789062
2022-12-15,235.9199981689453
2022-12-16,235.60000610351562
2022-12-19,237.19000244140625
2022-12-20,237.4600067138672
2022-12-21,242.22000122070312
2022-12-22,240.67999267578125
2022-12-23,241.25999450683594
2022-12-27,244.08999633789062
2022-12-28,241.3000030517578
2022-12-29,241.72999572753906
2022-12-30,242.2899932861328
2023-01-03,241.0399932861328
2023-01-04,240.4600067138672
2023-01-05,236.72000122070312
2023-01-06,243.89999389648438
2023-01-09,244.2899932861328
2023-01-10,247.72000122070312
2023-01-11,250.1699981689453
2023-01-12,250.11000061035156
2023-01-13,252.64999389648438
2023-01-17,249.13999938964844
2023-01-18,241.3699951171875
2023-01-19,235.47999572753906
2023-01-20,235.5500030517578
2023-01-23,242.8699951171875
2023-01-24,247.86000061035156
2023-01-25,246.25999450683594
2023-01-26,247.77999877929688
2023-01-27,248.69000244140625
2023-01-30,246.82000732421875
2023-01-31,249.5399932861328
2023-02-01,250.91000366210938
2023-02-02,256.510009765625
2023-02-03,256.1099853515625
2023-02-06,250.89999389648438
2023-02-07,251.66000366210938
2023-02-08,247.11000061035156
2023-02-09,246.16000366210938
2023-02-10,246.9199981689453
2023-02-13,248.83999633789062
2023-02-14,248.41000366210938
2023-02-15,253.83999633789062
2023-02-16,253.97000122070312
2023-02-17,257.4700012207031
2023-02-21,251.3000030517578
2023-02-22,250.0399932861328
2023-02-23,247.66000366210938
2023-02-24,244.11000061035156
2023-02-27,243.1999969482422
2023-02-28,243.0800018310547
2023-03-01,249.2100067138672
2023-03-02,252.8699951171875
2023-03-03,258.05999755859375
2023-03-06,257.8599853515625
2023-03-07,256.2900085449219
2023-03-08,256.489990234375
2023-03-09,250.5800018310547
2023-03-10,241.82000732421875
2023-03-13,236.25999450683594
2023-03-14,237.7899932861328
2023-03-15,230.49000549316406
2023-03-16,231.83999633789062
2023-03-17,225.2100067138672
2023-03-20,229.97000122070312
2023-03-21,234.3699951171875
2023-03-22,229.42999267578125
2023-03-23,226.19000244140625
2023-03-24,223.89999389648438
2023-03-27,226.94000244140625
2023-03-28,229.4600067138672
2023-03-29,232.7100067138672
2023-03-30,234.08999633789062
2023-03-31,238.8800048828125
2023-04-03,238.63999938964844
2023-04-04,231.89999389648438
2023-04-05,220.35000610351562
2023-04-06,220.3300018310547
2023-04-10,225.6999969482422
2023-04-11,229.85000610351562
2023-04-12,232.82000732421875
2023-04-13,231.0800018310547
2023-04-14,233.61000061035156
2023-04-17,234.52000427246094
2023-04-18,235.9600067138672
2023-04-19,234.4499969482422
2023-04-20,234.47999572753906
2023-04-21,232.8800048828125
2023-04-24,234.91000366210938
2023-04-25,233.4600067138672
2023-04-26,227.8300018310547
2023-04-27,230.88999938964844
2023-04-28,235.0399932861328
2023-05-01,234.5800018310547
2023-05-02,227.63999938964844
2023-05-03,224.4499969482422
2023-05-04,221.4499969482422
2023-05-05,226.3800048828125
2023-05-08,223.74000549316406
2023-05-09,221.0399932861328
2023-05-10,215.5500030517578
2023-05-11,216.9499969482422
2023-05-12,217.25
2023-05-15,218.75
2023-05-16,212.6300048828125
2023-05-17,215.7100067138672
2023-05-18,214.64999389648438
2023-05-19,216.67999267578125
2023-05-22,218.02999877929688
2023-05-23,215.97999572753906
2023-05-24,210.52999877929688
2023-05-25,210.9600067138672
2023-05-26,212.63999938964844
2023-05-30,209.05999755859375
2023-05-31,204.41000366210938
2023-06-01,206.86000061035156
2023-06-02,217.8000030517578
2023-06-05,218.25999450683594
2023-06-06,222.85000610351562
2023-06-07,226.72999572753906
2023-06-08,226.89999389648438
2023-06-09,226.6300048828125
2023-06-12,229.72999572753906
2023-06-13,238.63999938964844
2023-06-14,234.30999755859375
2023-06-15,237.19000244140625
2023-06-16,235.80999755859375
2023-06-20,233.1300048828125
2023-06-21,233.25
2023-06-22,230.94000244140625
2023-06-23,232.02000427246094
2023-06-26,234.22999572753906
2023-06-27,239.6199951171875
2023-06-28,239.1300048828125
2023-06-29,242.0
2023-06-30,245.16000366210938
2023-07-03,248.39999389648438
2023-07-05,243.3000030517578
2023-07-06,242.1999969482422
2023-07-07,245.8000030517578
2023-07-10,253.00999450683594
2023-07-11,256.5899963378906
2023-07-12,257.0299987792969
2023-07-13,254.49000549316406
2023-07-14,252.1699981689453
2023-07-17,255.1199951171875
2023-07-18,259.1499938964844
2023-07-19,258.8500061035156
2023-07-20,259.9700012207031
2023-07-21,258.75
2023-07-24,257.8900146484375
2023-07-25,257.80999755859375
2023-07-26,256.2200012207031
2023-07-27,258.55999755859375
2023-07-28,258.75
2023-07-31,260.79998779296875
2023-08-01,264.989990234375
2023-08-02,262.2200012207031
2023-08-03,242.63999938964844
2023-08-04,236.50999450683594
2023-08-07,237.24000549316406
2023-08-08,238.3300018310547
2023-08-09,238.58999633789062
2023-08-10,237.22000122070312
2023-08-11,238.72000122070312
2023-08-14,237.08999633789062
2023-08-15,232.57000732421875
2023-08-16,232.33999633789062
2023-08-17,232.89999389648438
2023-08-18,233.6199951171875
2023-08-21,233.60000610351562
2023-08-22,234.58999633789062
2023-08-23,234.27999877929688
2023-08-24,230.75
2023-08-25,232.0500030517578
2023-08-28,232.6199951171875
2023-08-29,230.1300048828125
2023-08-30,232.02999877929688
2023-08-31,230.0399932861328
2023-09-01,236.63999938964844
2023-09-05,231.83999633789062
2023-09-06,235.69000244140625
2023-09-07,232.5500030517578
2023-09-08,234.8699951171875
2023-09-11,233.5800018310547
2023-09-12,235.39999389648438
2023-09-13,233.57000732421875
2023-09-14,237.0399932861328
2023-09-15,235.3699951171875
2023-09-18,238.33999633789062
2023-09-19,234.67999267578125
2023-09-20,232.8000030517578
2023-09-21,228.80999755859375
2023-09-22,230.77999877929688
2023-09-25,231.50999450683594
2023-09-26,229.0500030517578
2023-09-27,229.9499969482422
2023-09-28,231.30999755859375
2023-09-29,228.4600067138672
2023-10-02,225.5500030517578
2023-10-03,223.89999389648438
2023-10-04,227.66000366210938
2023-10-05,225.4199981689453
2023-10-06,227.6199951171875
2023-10-09,228.08999633789062
2023-10-10,229.1999969482422
2023-10-11,230.0500030517578
2023-10-12,227.5399932861328
2023-10-13,227.72000122070312
2023-10-16,228.25
2023-10-17,228.8000030517578
2023-10-18,223.91000366210938
2023-10-19,221.6999969482422
2023-10-20,219.19000244140625
2023-10-23,216.3000030517578
2023-10-24,219.1999969482422
2023-10-25,218.5800018310547
2023-10-26,218.10000610351562
2023-10-27,215.24000549316406
2023-10-30,217.66000366210938
2023-10-31,216.3000030517578
2023-11-01,218.0500030517578
2023-11-02,217.94000244140625
2023-11-03,225.8800048828125
2023-11-06,220.0
2023-11-07,219.63999938964844
2023-11-08,217.49000549316406
2023-11-09,215.44000244140625
2023-11-10,219.02000427246094
2023-11-13,217.42999267578125
2023-11-14,222.97999572753906
2023-11-15,223.75
2023-11-16,223.4199981689453
2023-11-17,225.5
2023-11-20,224.16000366210938
2023-11-21,223.8000030517578
2023-11-22,224.50999450683594
2023-11-24,225.49000549316406
2023-11-27,224.41000366210938
2023-11-28,223.75
