Date,COST
2023-07-05,541.1300048828125
2023-07-06,537.3699951171875
2023-07-07,525.0499877929688
2023-07-10,527.010009765625
2023-07-11,529.6400146484375
2023-07-12,538.0
2023-07-13,538.4500122070312
2023-07-14,546.7000122070312
2023-07-17,552.9600219726562
2023-07-18,553.5900268554688
2023-07-19,554.1099853515625
2023-07-20,556.9600219726562
2023-07-21,557.8599853515625
2023-07-24,563.9299926757812
2023-07-25,565.1900024414062
2023-07-26,566.1699829101562
2023-07-27,561.8300170898438
2023-07-28,563.3200073242188
2023-07-31,560.6699829101562
2023-08-01,555.469970703125
2023-08-02,552.3499755859375
2023-08-03,557.6900024414062
2023-08-04,552.0399780273438
2023-08-07,558.4099731445312
2023-08-08,556.1199951171875
2023-08-09,559.7000122070312
2023-08-10,561.489990234375
2023-08-11,562.9600219726562
2023-08-14,561.469970703125
2023-08-15,558.510009765625
2023-08-16,559.0499877929688
2023-08-17,547.1099853515625
2023-08-18,544.9400024414062
2023-08-21,543.2100219726562
2023-08-22,538.3699951171875
2023-08-23,540.8599853515625
2023-08-24,531.7100219726562
2023-08-25,534.010009765625
2023-08-28,536.1900024414062
2023-08-29,542.77001953125
2023-08-30,542.260009765625
2023-08-31,549.280029296875
2023-09-01,544.25
2023-09-05,544.72998046875
2023-09-06,546.6900024414062
2023-09-07,548.6199951171875
2023-09-08,551.1900024414062
2023-09-11,558.780029296875
2023-09-12,558.7899780273438
2023-09-13,559.760009765625
2023-09-14,564.77001953125
2023-09-15,556.3599853515625
2023-09-18,562.719970703125
2023-09-19,564.3499755859375
2023-09-20,563.8300170898438
2023-09-21,555.0800170898438
2023-09-22,558.5900268554688
2023-09-25,558.6199951171875
2023-09-26,552.9600219726562
2023-09-27,563.530029296875
2023-09-28,568.6300048828125
2023-09-29,564.9600219726562
2023-10-02,571.3099975585938
2023-10-03,565.0399780273438
2023-10-04,571.7999877929688
2023-10-05,569.52001953125
2023-10-06,557.530029296875
2023-10-09,558.969970703125
2023-10-10,562.0900268554688
2023-10-11,565.52001953125
2023-10-12,563.780029296875
2023-10-13,566.8400268554688
2023-10-16,572.239990234375
2023-10-17,574.3400268554688
2023-10-18,574.6400146484375
2023-10-19,565.6300048828125
2023-10-20,552.9299926757812
2023-10-23,552.2899780273438
2023-10-24,551.8400268554688
2023-10-25,549.989990234375
2023-10-26,547.5999755859375
2023-10-27,543.030029296875
2023-10-30,554.8800048828125
2023-10-31,552.4400024414062
2023-11-01,556.7999877929688
2023-11-02,555.969970703125
2023-11-03,560.9000244140625
2023-11-06,569.8200073242188
2023-11-07,571.27001953125
2023-11-08,567.3800048828125
2023-11-09,563.27001953125
2023-11-10,577.1199951171875
2023-11-13,578.22998046875
2023-11-14,590.7999877929688
2023-11-15,596.780029296875
2023-11-16,578.5800170898438
2023-11-17,577.1500244140625
2023-11-20,580.7999877929688
2023-11-21,584.2999877929688
2023-11-22,589.0800170898438
2023-11-24,591.3599853515625
2023-11-27,594.9000244140625
2023-11-28,594.0
2023-11-29,587.8599853515625
2023-11-30,592.739990234375
2023-12-01,596.25
2023-12-04,599.0800170898438
2023-12-05,605.3499755859375
2023-12-06,607.4299926757812
2023-12-07,610.9500122070312
2023-12-08,610.780029296875
2023-12-11,623.8599853515625
2023-12-12,629.5
2023-12-13,642.0
2023-12-14,630.780029296875
2023-12-15,658.8200073242188
2023-12-18,681.239990234375
2023-12-19,677.739990234375
2023-12-20,661.0
2023-12-21,665.1599731445312
2023-12-22,671.5999755859375
2023-12-26,674.6199951171875
2023-12-27,666.7999877929688
2023-12-28,663.0999755859375
2023-12-29,660.0800170898438
2024-01-02,650.6500244140625
2024-01-03,644.6900024414062
2024-01-04,648.3499755859375
2024-01-05,656.010009765625
2024-01-08,661.6900024414062
2024-01-09,667.1799926757812
2024-01-10,672.760009765625
2024-01-11,673.5800170898438
2024-01-12,683.239990234375
2024-01-16,681.489990234375
2024-01-17,684.1900024414062
2024-01-18,687.3099975585938
2024-01-19,694.969970703125
2024-01-22,692.510009765625
2024-01-23,687.5900268554688
2024-01-24,686.510009765625
2024-01-25,679.9000244140625
2024-01-26,686.8800048828125
2024-01-29,694.010009765625
2024-01-30,700.739990234375
2024-01-31,694.8800048828125
2024-02-01,704.47998046875
2024-02-02,709.47998046875
2024-02-05,711.1599731445312
2024-02-06,710.7899780273438
2024-02-07,719.780029296875
2024-02-08,724.1599731445312
2024-02-09,723.4000244140625
2024-02-12,722.4099731445312
2024-02-13,714.25
2024-02-14,722.1799926757812
2024-02-15,724.510009765625
2024-02-16,723.989990234375
2024-02-20,725.6900024414062
2024-02-21,723.02001953125
2024-02-22,734.4000244140625
2024-02-23,737.9299926757812
2024-02-26,745.3499755859375
2024-02-27,744.7100219726562
2024-02-28,747.9600219726562
2024-02-29,743.8900146484375
2024-03-01,749.4400024414062
2024-03-04,759.1799926757812
2024-03-05,759.9500122070312
2024-03-06,773.239990234375
2024-03-07,785.5900268554688
2024-03-08,725.5599975585938
2024-03-11,714.0800170898438
2024-03-12,736.8800048828125
2024-03-13,734.2000122070312
2024-03-14,731.9500122070312
2024-03-15,725.6300048828125
2024-03-18,731.5399780273438
2024-03-19,732.1699829101562
2024-03-20,740.719970703125
2024-03-21,742.5599975585938
2024-03-22,734.7999877929688
2024-03-25,730.9600219726562
2024-03-26,730.97998046875
2024-03-27,732.0800170898438
2024-03-28,732.6300048828125
2024-04-01,721.239990234375
2024-04-02,711.2999877929688
2024-04-03,705.6900024414062
2024-04-04,704.8800048828125
2024-04-05,713.719970703125
2024-04-08,711.8099975585938
2024-04-09,718.5900268554688
2024-04-10,722.5800170898438
2024-04-11,732.3499755859375
2024-04-12,731.3099975585938
2024-04-15,718.280029296875
2024-04-16,715.969970703125
2024-04-17,715.1900024414062
2024-04-18,711.25
2024-04-19,709.510009765625
2024-04-22,715.4600219726562
2024-04-23,722.6799926757812
2024-04-24,723.8900146484375
2024-04-25,721.8599853515625
2024-04-26,729.1799926757812
2024-04-29,726.3300170898438
2024-04-30,722.9000244140625
2024-05-01,722.219970703125
2024-05-02,732.4400024414062
2024-05-03,743.9000244140625
2024-05-06,756.4500122070312
2024-05-07,771.3099975585938
2024-05-08,763.4099731445312
2024-05-09,779.0399780273438
2024-05-10,787.1900024414062
2024-05-13,775.1500244140625
2024-05-14,777.9000244140625
2024-05-15,787.0399780273438
2024-05-16,793.0700073242188
2024-05-17,795.8099975585938
2024-05-20,793.0
2024-05-21,800.9299926757812
2024-05-22,801.8599853515625
2024-05-23,796.3400268554688
2024-05-24,809.72998046875
2024-05-28,813.1699829101562
2024-05-29,806.52001953125
2024-05-30,815.3400268554688
2024-05-31,809.8900146484375
2024-06-03,815.3900146484375
2024-06-04,827.3900146484375
2024-06-05,834.2999877929688
2024-06-06,842.6400146484375
2024-06-07,845.5800170898438
2024-06-10,848.3400268554688
2024-06-11,849.3099975585938
2024-06-12,847.8099975585938
2024-06-13,845.9600219726562
2024-06-14,855.6699829101562
2024-06-17,867.9099731445312
2024-06-18,870.75
2024-06-20,862.4400024414062
2024-06-21,848.3099975585938
2024-06-24,848.1599731445312
2024-06-25,855.510009765625
2024-06-26,856.8400268554688
2024-06-27,850.6199951171875
2024-06-28,849.989990234375
2024-07-01,845.6699829101562
2024-07-02,859.3599853515625
2024-07-03,862.6599731445312
2024-07-05,885.6699829101562
2024-07-08,880.8400268554688
2024-07-09,886.8499755859375
2024-07-10,884.3099975585938
2024-07-11,846.5900268554688
2024-07-12,842.9000244140625
2024-07-15,848.72998046875
2024-07-16,850.77001953125
2024-07-17,846.280029296875
2024-07-18,839.3699951171875
2024-07-19,838.1300048828125
2024-07-22,847.4199829101562
2024-07-23,852.1099853515625
2024-07-24,830.8200073242188
2024-07-25,815.9500122070312
2024-07-26,817.5999755859375
2024-07-29,815.5599975585938
2024-07-30,810.030029296875
2024-07-31,822.0
2024-08-01,816.8900146484375
2024-08-02,822.0800170898438
2024-08-05,801.8300170898438
2024-08-06,816.8800048828125
2024-08-07,810.2999877929688
2024-08-08,839.4299926757812
2024-08-09,854.9299926757812
2024-08-12,863.5700073242188
2024-08-13,864.8200073242188
2024-08-14,862.7100219726562
2024-08-15,877.3499755859375
2024-08-16,870.5900268554688
2024-08-19,872.3499755859375
2024-08-20,876.2000122070312
2024-08-21,881.4199829101562
2024-08-22,877.5599975585938
2024-08-23,879.2100219726562
2024-08-26,892.510009765625
2024-08-27,908.9000244140625
2024-08-28,888.0499877929688
2024-08-29,886.6300048828125
2024-08-30,892.3800048828125
2024-09-03,878.5700073242188
2024-09-04,890.02001953125
2024-09-05,885.97998046875
2024-09-06,876.6799926757812
2024-09-09,896.489990234375
2024-09-10,894.2899780273438
2024-09-11,900.4000244140625
2024-09-12,915.030029296875
2024-09-13,916.0
2024-09-16,907.8699951171875
2024-09-17,897.27001953125
2024-09-18,892.52001953125
2024-09-19,900.739990234375
2024-09-20,906.97998046875
2024-09-23,917.0800170898438
2024-09-24,901.5399780273438
2024-09-25,908.4199829101562
2024-09-26,901.4400024414062
2024-09-27,885.6199951171875
2024-09-30,886.52001953125
2024-10-01,877.3800048828125
2024-10-02,878.530029296875
2024-10-03,875.6699829101562
2024-10-04,883.1099853515625
2024-10-07,873.5900268554688
2024-10-08,890.4199829101562
2024-10-09,909.0999755859375
2024-10-10,893.6300048828125
2024-10-11,889.030029296875
2024-10-14,889.760009765625
2024-10-15,894.6099853515625
2024-10-16,887.3800048828125
2024-10-17,885.2899780273438
2024-10-18,889.5599975585938
2024-10-21,886.77001953125
2024-10-22,893.489990234375
2024-10-23,899.1699829101562
2024-10-24,893.4199829101562
2024-10-25,891.219970703125
2024-10-28,890.9600219726562
2024-10-29,886.989990234375
2024-10-30,879.0900268554688
2024-10-31,874.1799926757812
2024-11-01,877.3099975585938
2024-11-04,886.0700073242188
2024-11-05,890.1699829101562
2024-11-06,899.25
2024-11-07,913.9299926757812
2024-11-08,943.7999877929688
2024-11-11,932.8800048828125
2024-11-12,932.3800048828125
2024-11-13,933.72998046875
2024-11-14,923.8900146484375
2024-11-15,907.0700073242188
2024-11-18,919.510009765625
2024-11-19,930.1500244140625
2024-11-20,928.0800170898438
2024-11-21,955.6500244140625
