Date,STE
2022-02-28,240.0
2022-03-01,237.25999450683594
2022-03-02,242.1699981689453
2022-03-03,244.05999755859375
2022-03-04,245.17999267578125
2022-03-07,238.6699981689453
2022-03-08,225.10000610351562
2022-03-09,228.64999389648438
2022-03-10,222.0
2022-03-11,218.75999450683594
2022-03-14,217.49000549316406
2022-03-15,222.24000549316406
2022-03-16,227.0399932861328
2022-03-17,232.00999450683594
2022-03-18,234.7100067138672
2022-03-21,233.94000244140625
2022-03-22,235.3800048828125
2022-03-23,230.05999755859375
2022-03-24,232.3699951171875
2022-03-25,238.22000122070312
2022-03-28,243.49000549316406
2022-03-29,247.17999267578125
2022-03-30,245.88999938964844
2022-03-31,241.77000427246094
2022-04-01,248.0
2022-04-04,246.25
2022-04-05,245.6999969482422
2022-04-06,248.85000610351562
2022-04-07,248.44000244140625
2022-04-08,249.1199951171875
2022-04-11,247.22999572753906
2022-04-12,246.52000427246094
2022-04-13,249.35000610351562
2022-04-14,244.4600067138672
2022-04-18,241.89999389648438
2022-04-19,247.35000610351562
2022-04-20,252.9199981689453
2022-04-21,247.91000366210938
2022-04-22,233.4499969482422
2022-04-25,238.16000366210938
2022-04-26,233.4600067138672
2022-04-27,231.32000732421875
2022-04-28,231.72999572753906
2022-04-29,224.0500030517578
2022-05-02,224.05999755859375
2022-05-03,226.0800018310547
2022-05-04,232.33999633789062
2022-05-05,226.97000122070312
2022-05-06,224.7100067138672
2022-05-09,213.16000366210938
2022-05-10,215.3699951171875
2022-05-11,212.57000732421875
2022-05-12,218.38999938964844
2022-05-13,216.17999267578125
2022-05-16,217.94000244140625
2022-05-17,221.6300048828125
2022-05-18,219.11000061035156
2022-05-19,223.39999389648438
2022-05-20,225.94000244140625
2022-05-23,227.5399932861328
2022-05-24,228.57000732421875
2022-05-25,228.4199981689453
2022-05-26,230.7100067138672
2022-05-27,235.0
2022-05-31,228.1999969482422
2022-06-01,221.4600067138672
2022-06-02,227.32000732421875
2022-06-03,220.47000122070312
2022-06-06,221.89999389648438
2022-06-07,227.16000366210938
2022-06-08,227.86000061035156
2022-06-09,221.58999633789062
2022-06-10,220.88999938964844
2022-06-13,211.22999572753906
2022-06-14,203.6699981689453
2022-06-15,202.27999877929688
2022-06-16,195.07000732421875
2022-06-17,192.77999877929688
2022-06-21,195.17999267578125
2022-06-22,200.83999633789062
2022-06-23,202.44000244140625
2022-06-24,207.88999938964844
2022-06-27,207.8000030517578
2022-06-28,204.5500030517578
2022-06-29,208.3300018310547
2022-06-30,206.14999389648438
2022-07-01,210.9600067138672
2022-07-05,208.72999572753906
2022-07-06,210.38999938964844
2022-07-07,207.1999969482422
2022-07-08,209.39999389648438
2022-07-11,209.08999633789062
2022-07-12,207.94000244140625
2022-07-13,205.4199981689453
2022-07-14,206.7899932861328
2022-07-15,209.25999450683594
2022-07-18,207.92999267578125
2022-07-19,212.97000122070312
2022-07-20,213.42999267578125
2022-07-21,219.7100067138672
2022-07-22,217.52999877929688
2022-07-25,218.07000732421875
2022-07-26,219.4600067138672
2022-07-27,221.52999877929688
2022-07-28,225.11000061035156
2022-07-29,225.64999389648438
2022-08-01,222.50999450683594
2022-08-02,224.44000244140625
2022-08-03,203.0
2022-08-04,207.99000549316406
2022-08-05,211.97999572753906
2022-08-08,213.4199981689453
2022-08-09,208.9600067138672
2022-08-10,210.25999450683594
2022-08-11,210.2100067138672
2022-08-12,213.89999389648438
2022-08-15,213.9600067138672
2022-08-16,212.47000122070312
2022-08-17,211.6300048828125
2022-08-18,212.82000732421875
2022-08-19,209.88999938964844
2022-08-22,205.44000244140625
2022-08-23,202.7899932861328
2022-08-24,205.52999877929688
2022-08-25,210.14999389648438
2022-08-26,200.99000549316406
2022-08-29,198.52000427246094
2022-08-30,198.5
2022-08-31,201.3800048828125
2022-09-01,200.22000122070312
2022-09-02,199.1699981689453
2022-09-06,197.38999938964844
2022-09-07,203.92999267578125
2022-09-08,204.8300018310547
2022-09-09,210.3000030517578
2022-09-12,212.0
2022-09-13,205.30999755859375
2022-09-14,203.64999389648438
2022-09-15,199.36000061035156
2022-09-16,193.72000122070312
2022-09-19,190.1999969482422
2022-09-20,183.11000061035156
2022-09-21,177.63999938964844
2022-09-22,176.75999450683594
2022-09-23,167.2899932861328
2022-09-26,164.10000610351562
2022-09-27,160.72000122070312
2022-09-28,162.8000030517578
2022-09-29,167.11000061035156
2022-09-30,166.27999877929688
2022-10-03,170.07000732421875
2022-10-04,175.8300018310547
2022-10-05,173.0399932861328
2022-10-06,172.74000549316406
2022-10-07,170.19000244140625
2022-10-10,168.55999755859375
2022-10-11,168.66000366210938
2022-10-12,162.27000427246094
2022-10-13,169.47000122070312
2022-10-14,165.83999633789062
2022-10-17,170.0500030517578
2022-10-18,170.7899932861328
2022-10-19,167.1300048828125
2022-10-20,165.85000610351562
2022-10-21,167.22000122070312
2022-10-24,169.72999572753906
2022-10-25,171.89999389648438
2022-10-26,172.89999389648438
2022-10-27,171.41000366210938
2022-10-28,172.8800048828125
2022-10-31,172.5800018310547
2022-11-01,172.8699951171875
2022-11-02,165.9499969482422
2022-11-03,161.9499969482422
2022-11-04,162.94000244140625
2022-11-07,163.57000732421875
2022-11-08,163.58999633789062
2022-11-09,160.97999572753906
2022-11-10,169.27000427246094
2022-11-11,172.5399932861328
2022-11-14,167.77999877929688
2022-11-15,167.72999572753906
2022-11-16,166.33999633789062
2022-11-17,166.05999755859375
2022-11-18,166.00999450683594
2022-11-21,177.2100067138672
2022-11-22,177.82000732421875
2022-11-23,180.50999450683594
2022-11-25,180.5800018310547
2022-11-28,178.24000549316406
2022-11-29,178.38999938964844
2022-11-30,185.74000549316406
2022-12-01,192.30999755859375
2022-12-02,191.91000366210938
2022-12-05,185.47000122070312
2022-12-06,183.57000732421875
2022-12-07,185.55999755859375
2022-12-08,190.27999877929688
2022-12-09,191.9600067138672
2022-12-12,194.77999877929688
2022-12-13,199.0800018310547
2022-12-14,193.72000122070312
2022-12-15,187.86000061035156
2022-12-16,183.02999877929688
2022-12-19,180.5
2022-12-20,180.14999389648438
2022-12-21,181.47999572753906
2022-12-22,181.86000061035156
2022-12-23,182.05999755859375
2022-12-27,183.1999969482422
2022-12-28,182.35000610351562
2022-12-29,186.1999969482422
2022-12-30,184.69000244140625
2023-01-03,185.5800018310547
2023-01-04,191.32000732421875
2023-01-05,187.2899932861328
2023-01-06,191.75
2023-01-09,190.85000610351562
2023-01-10,201.52000427246094
2023-01-11,200.69000244140625
2023-01-12,200.22999572753906
2023-01-13,202.02999877929688
2023-01-17,199.8800048828125
2023-01-18,195.13999938964844
2023-01-19,199.1699981689453
2023-01-20,205.11000061035156
2023-01-23,206.85000610351562
2023-01-24,204.82000732421875
2023-01-25,205.0
2023-01-26,204.9199981689453
2023-01-27,206.10000610351562
2023-01-30,203.22999572753906
2023-01-31,206.50999450683594
2023-02-01,214.49000549316406
2023-02-02,220.86000061035156
2023-02-03,219.02999877929688
2023-02-06,214.63999938964844
2023-02-07,217.00999450683594
2023-02-08,215.85000610351562
2023-02-09,192.33999633789062
2023-02-10,192.8699951171875
2023-02-13,196.32000732421875
2023-02-14,194.83999633789062
2023-02-15,198.1300048828125
2023-02-16,191.67999267578125
2023-02-17,189.66000366210938
2023-02-21,185.00999450683594
2023-02-22,185.27999877929688
2023-02-23,187.85000610351562
2023-02-24,186.1300048828125
2023-02-27,188.3300018310547
2023-02-28,188.02999877929688
2023-03-01,188.52000427246094
2023-03-02,188.3800048828125
2023-03-03,189.9499969482422
2023-03-06,186.16000366210938
2023-03-07,181.69000244140625
2023-03-08,180.2899932861328
2023-03-09,182.52000427246094
