Date,TMUS
2022-06-21,131.6699981689453
2022-06-22,133.1699981689453
2022-06-23,135.94000244140625
2022-06-24,137.0800018310547
2022-06-27,136.5399932861328
2022-06-28,133.02999877929688
2022-06-29,134.3699951171875
2022-06-30,134.5399932861328
2022-07-01,136.80999755859375
2022-07-05,137.55999755859375
2022-07-06,137.0
2022-07-07,136.3300018310547
2022-07-08,135.72000122070312
2022-07-11,134.72999572753906
2022-07-12,134.44000244140625
2022-07-13,134.9199981689453
2022-07-14,135.66000366210938
2022-07-15,137.3699951171875
2022-07-18,134.47000122070312
2022-07-19,137.52000427246094
2022-07-20,137.4499969482422
2022-07-21,133.19000244140625
2022-07-22,132.47999572753906
2022-07-25,134.55999755859375
2022-07-26,133.91000366210938
2022-07-27,140.91000366210938
2022-07-28,141.6999969482422
2022-07-29,143.05999755859375
2022-08-01,143.7899932861328
2022-08-02,142.35000610351562
2022-08-03,143.6999969482422
2022-08-04,143.7899932861328
2022-08-05,144.55999755859375
2022-08-08,144.5800018310547
2022-08-09,145.5800018310547
2022-08-10,144.83999633789062
2022-08-11,143.61000061035156
2022-08-12,146.4600067138672
2022-08-15,146.69000244140625
2022-08-16,146.6300048828125
2022-08-17,145.5500030517578
2022-08-18,146.86000061035156
2022-08-19,146.3699951171875
2022-08-22,144.5800018310547
2022-08-23,143.86000061035156
2022-08-24,145.3300018310547
2022-08-25,147.07000732421875
2022-08-26,143.02000427246094
2022-08-29,144.88999938964844
2022-08-30,145.52000427246094
2022-08-31,143.9600067138672
2022-09-01,143.9199981689453
2022-09-02,141.97999572753906
2022-09-06,141.91000366210938
2022-09-07,145.5
2022-09-08,145.3699951171875
2022-09-09,145.6999969482422
2022-09-12,145.14999389648438
2022-09-13,137.74000549316406
2022-09-14,141.92999267578125
2022-09-15,141.02000427246094
2022-09-16,139.9499969482422
2022-09-19,140.7100067138672
2022-09-20,139.63999938964844
2022-09-21,136.77000427246094
2022-09-22,135.0500030517578
2022-09-23,132.3300018310547
2022-09-26,132.32000732421875
2022-09-27,132.67999267578125
2022-09-28,135.52000427246094
2022-09-29,134.63999938964844
2022-09-30,134.1699981689453
2022-10-03,138.89999389648438
2022-10-04,142.5399932861328
2022-10-05,141.22999572753906
2022-10-06,139.4199981689453
2022-10-07,137.58999633789062
2022-10-10,137.72999572753906
2022-10-11,137.14999389648438
2022-10-12,132.94000244140625
2022-10-13,133.0800018310547
2022-10-14,131.52000427246094
2022-10-17,133.83999633789062
2022-10-18,136.16000366210938
2022-10-19,135.74000549316406
2022-10-20,136.02000427246094
2022-10-21,136.4600067138672
2022-10-24,139.32000732421875
2022-10-25,140.6300048828125
2022-10-26,140.83999633789062
2022-10-27,140.6300048828125
2022-10-28,151.0
2022-10-31,151.55999755859375
2022-11-01,152.27999877929688
2022-11-02,150.02000427246094
2022-11-03,148.1699981689453
2022-11-04,148.8300018310547
2022-11-07,149.77999877929688
2022-11-08,149.89999389648438
2022-11-09,148.63999938964844
2022-11-10,150.4499969482422
2022-11-11,146.19000244140625
2022-11-14,145.4600067138672
2022-11-15,145.0
2022-11-16,144.8800048828125
2022-11-17,147.77000427246094
2022-11-18,148.8300018310547
2022-11-21,149.8800048828125
2022-11-22,151.60000610351562
2022-11-23,150.1199951171875
2022-11-25,151.0500030517578
2022-11-28,149.89999389648438
2022-11-29,148.6199951171875
2022-11-30,151.4600067138672
2022-12-01,151.80999755859375
2022-12-02,152.41000366210938
2022-12-05,150.6199951171875
2022-12-06,149.38999938964844
2022-12-07,148.7899932861328
2022-12-08,143.80999755859375
2022-12-09,141.57000732421875
2022-12-12,142.39999389648438
2022-12-13,140.5800018310547
2022-12-14,142.36000061035156
2022-12-15,140.1999969482422
2022-12-16,142.36000061035156
2022-12-19,141.6199951171875
2022-12-20,140.33999633789062
2022-12-21,141.47000122070312
2022-12-22,139.52999877929688
2022-12-23,140.02000427246094
2022-12-27,140.99000549316406
2022-12-28,138.97999572753906
2022-12-29,139.39999389648438
2022-12-30,140.0
2023-01-03,139.0399932861328
2023-01-04,139.9600067138672
2023-01-05,144.47999572753906
2023-01-06,148.57000732421875
2023-01-09,148.77000427246094
2023-01-10,149.55999755859375
2023-01-11,148.8000030517578
2023-01-12,149.91000366210938
2023-01-13,149.67999267578125
2023-01-17,146.97999572753906
2023-01-18,145.89999389648438
2023-01-19,145.13999938964844
2023-01-20,145.1199951171875
2023-01-23,144.3699951171875
2023-01-24,145.80999755859375
2023-01-25,148.07000732421875
2023-01-26,148.69000244140625
2023-01-27,146.72999572753906
2023-01-30,146.97999572753906
2023-01-31,149.30999755859375
2023-02-01,150.97000122070312
2023-02-02,146.9499969482422
2023-02-03,145.19000244140625
2023-02-06,141.97000122070312
2023-02-07,142.99000549316406
2023-02-08,143.80999755859375
2023-02-09,142.85000610351562
2023-02-10,143.6999969482422
2023-02-13,146.5800018310547
2023-02-14,147.49000549316406
2023-02-15,147.5500030517578
2023-02-16,146.72999572753906
2023-02-17,149.35000610351562
2023-02-21,147.08999633789062
2023-02-22,147.3300018310547
2023-02-23,144.72999572753906
2023-02-24,144.41000366210938
2023-02-27,144.1300048828125
2023-02-28,142.17999267578125
2023-03-01,141.2899932861328
2023-03-02,141.14999389648438
2023-03-03,141.89999389648438
2023-03-06,143.72000122070312
2023-03-07,142.8699951171875
2023-03-08,143.17999267578125
2023-03-09,141.08999633789062
2023-03-10,139.50999450683594
2023-03-13,139.72999572753906
2023-03-14,143.00999450683594
2023-03-15,144.4199981689453
2023-03-16,141.50999450683594
2023-03-17,142.4499969482422
2023-03-20,145.61000061035156
2023-03-21,144.6699981689453
2023-03-22,143.4600067138672
2023-03-23,142.3000030517578
2023-03-24,142.5399932861328
2023-03-27,143.89999389648438
2023-03-28,142.7899932861328
2023-03-29,143.80999755859375
2023-03-30,144.57000732421875
2023-03-31,144.83999633789062
2023-04-03,146.75999450683594
2023-04-04,146.30999755859375
2023-04-05,149.1199951171875
2023-04-06,149.61000061035156
2023-04-10,149.99000549316406
2023-04-11,149.9499969482422
2023-04-12,149.50999450683594
2023-04-13,150.3699951171875
2023-04-14,149.58999633789062
2023-04-17,150.49000549316406
2023-04-18,150.32000732421875
2023-04-19,148.77999877929688
2023-04-20,145.94000244140625
2023-04-21,146.22000122070312
2023-04-24,145.86000061035156
2023-04-25,148.0
2023-04-26,148.27999877929688
2023-04-27,149.94000244140625
2023-04-28,143.89999389648438
2023-05-01,143.2100067138672
2023-05-02,140.36000061035156
2023-05-03,139.91000366210938
2023-05-04,141.25999450683594
2023-05-05,143.55999755859375
2023-05-08,144.17999267578125
2023-05-09,142.02999877929688
2023-05-10,142.02999877929688
2023-05-11,142.6999969482422
2023-05-12,144.1199951171875
2023-05-15,144.6199951171875
2023-05-16,143.6999969482422
2023-05-17,141.5800018310547
2023-05-18,138.17999267578125
2023-05-19,139.02999877929688
2023-05-22,141.60000610351562
2023-05-23,141.3699951171875
2023-05-24,140.0
2023-05-25,135.75999450683594
2023-05-26,135.14999389648438
2023-05-30,135.1199951171875
2023-05-31,137.25
2023-06-01,138.91000366210938
2023-06-02,131.19000244140625
2023-06-05,132.22000122070312
2023-06-06,128.5399932861328
2023-06-07,126.55000305175781
2023-06-08,130.32000732421875
2023-06-09,131.36000061035156
2023-06-12,130.77999877929688
2023-06-13,129.8800048828125
2023-06-14,128.0500030517578
2023-06-15,132.75999450683594
2023-06-16,130.92999267578125
2023-06-20,131.22999572753906
2023-06-21,132.67999267578125
2023-06-22,134.33999633789062
2023-06-23,132.8000030517578
2023-06-26,134.85000610351562
2023-06-27,136.1699981689453
2023-06-28,136.27000427246094
2023-06-29,136.83999633789062
2023-06-30,138.89999389648438
2023-07-03,139.3300018310547
2023-07-05,139.55999755859375
2023-07-06,139.16000366210938
2023-07-07,138.97000122070312
2023-07-10,138.33999633789062
2023-07-11,140.02000427246094
2023-07-12,140.88999938964844
2023-07-13,140.69000244140625
2023-07-14,139.67999267578125
2023-07-17,138.0
2023-07-18,138.4499969482422
2023-07-19,137.5800018310547
2023-07-20,140.10000610351562
2023-07-21,140.89999389648438
2023-07-24,141.3699951171875
2023-07-25,142.47000122070312
2023-07-26,141.08999633789062
2023-07-27,139.8800048828125
2023-07-28,140.8699951171875
2023-07-31,137.77000427246094
2023-08-01,137.25999450683594
2023-08-02,135.77999877929688
2023-08-03,135.3699951171875
2023-08-04,134.60000610351562
2023-08-07,136.64999389648438
2023-08-08,136.25999450683594
2023-08-09,137.7100067138672
2023-08-10,137.72999572753906
2023-08-11,138.33999633789062
2023-08-14,139.5
2023-08-15,138.5800018310547
2023-08-16,138.25
2023-08-17,136.3699951171875
2023-08-18,136.13999938964844
2023-08-21,135.5500030517578
2023-08-22,135.16000366210938
2023-08-23,136.3300018310547
2023-08-24,133.32000732421875
2023-08-25,133.35000610351562
2023-08-28,135.17999267578125
2023-08-29,136.74000549316406
2023-08-30,137.38999938964844
2023-08-31,136.25
2023-09-01,137.3300018310547
2023-09-05,136.88999938964844
2023-09-06,134.1300048828125
2023-09-07,137.27999877929688
2023-09-08,137.6300048828125
2023-09-11,140.25999450683594
2023-09-12,140.11000061035156
2023-09-13,141.5
2023-09-14,143.1199951171875
2023-09-15,141.92999267578125
2023-09-18,140.80999755859375
2023-09-19,142.47000122070312
2023-09-20,142.07000732421875
2023-09-21,139.99000549316406
2023-09-22,139.35000610351562
2023-09-25,140.00999450683594
2023-09-26,140.4600067138672
2023-09-27,139.6999969482422
2023-09-28,139.6999969482422
2023-09-29,140.0500030517578
2023-10-02,139.25999450683594
2023-10-03,136.42999267578125
2023-10-04,138.05999755859375
2023-10-05,137.42999267578125
2023-10-06,139.02999877929688
2023-10-09,140.13999938964844
2023-10-10,142.41000366210938
2023-10-11,143.1199951171875
2023-10-12,141.13999938964844
2023-10-13,141.6699981689453
2023-10-16,143.24000549316406
2023-10-17,142.77000427246094
2023-10-18,139.69000244140625
2023-10-19,137.83999633789062
2023-10-20,136.99000549316406
2023-10-23,137.74000549316406
2023-10-24,141.07000732421875
2023-10-25,140.99000549316406
2023-10-26,142.86000061035156
2023-10-27,140.0
2023-10-30,141.57000732421875
2023-10-31,143.86000061035156
2023-11-01,145.0500030517578
2023-11-02,146.5
2023-11-03,147.49000549316406
2023-11-06,147.33999633789062
2023-11-07,147.1300048828125
2023-11-08,146.63999938964844
2023-11-09,146.88999938964844
2023-11-10,147.61000061035156
2023-11-13,147.2100067138672
2023-11-14,147.00999450683594
2023-11-15,147.1999969482422
2023-11-16,147.49000549316406
2023-11-17,147.7100067138672
2023-11-20,148.5
2023-11-21,148.61000061035156
2023-11-22,148.91000366210938
2023-11-24,148.97999572753906
2023-11-27,148.8000030517578
2023-11-28,148.3800048828125
2023-11-29,149.5500030517578
2023-11-30,150.4499969482422
2023-12-01,152.25
2023-12-04,152.8000030517578
2023-12-05,154.0
2023-12-06,155.5
2023-12-07,156.36000061035156
2023-12-08,156.39999389648438
2023-12-11,158.85000610351562
2023-12-12,160.44000244140625
2023-12-13,159.5500030517578
2023-12-14,156.8699951171875
2023-12-15,156.14999389648438
2023-12-18,156.25999450683594
2023-12-19,155.8699951171875
2023-12-20,154.5399932861328
2023-12-21,154.92999267578125
2023-12-22,155.7100067138672
2023-12-26,156.8300018310547
2023-12-27,157.94000244140625
2023-12-28,158.9499969482422
2023-12-29,160.3300018310547
2024-01-02,161.91000366210938
2024-01-03,162.0800018310547
2024-01-04,162.3000030517578
2024-01-05,163.3699951171875
2024-01-08,163.41000366210938
2024-01-09,163.1999969482422
2024-01-10,163.2899932861328
2024-01-11,162.1699981689453
2024-01-12,162.5399932861328
2024-01-16,163.0800018310547
2024-01-17,164.27000427246094
2024-01-18,164.88999938964844
2024-01-19,165.16000366210938
2024-01-22,164.3800048828125
2024-01-23,163.74000549316406
2024-01-24,162.0
2024-01-25,162.55999755859375
2024-01-26,162.16000366210938
2024-01-29,163.08999633789062
2024-01-30,161.6999969482422
2024-01-31,161.22999572753906
2024-02-01,162.5
2024-02-02,161.77999877929688
2024-02-05,162.00999450683594
2024-02-06,161.0
2024-02-07,161.77999877929688
2024-02-08,160.92999267578125
2024-02-09,162.19000244140625
2024-02-12,161.75999450683594
2024-02-13,161.47999572753906
2024-02-14,161.4199981689453
2024-02-15,161.57000732421875
2024-02-16,160.41000366210938
2024-02-20,162.0500030517578
2024-02-21,164.0500030517578
2024-02-22,163.5500030517578
2024-02-23,164.33999633789062
2024-02-26,163.91000366210938
2024-02-27,164.6199951171875
2024-02-28,163.8000030517578
2024-02-29,163.3000030517578
2024-03-01,163.3699951171875
2024-03-04,163.33999633789062
2024-03-05,165.89999389648438
2024-03-06,167.4199981689453
2024-03-07,164.38999938964844
2024-03-08,163.99000549316406
2024-03-11,164.75999450683594
2024-03-12,163.67999267578125
2024-03-13,164.08999633789062
2024-03-14,162.86000061035156
2024-03-15,161.80999755859375
2024-03-18,161.14999389648438
2024-03-19,160.74000549316406
2024-03-20,161.16000366210938
2024-03-21,160.92999267578125
2024-03-22,160.61000061035156
2024-03-25,161.1199951171875
2024-03-26,161.10000610351562
2024-03-27,162.00999450683594
2024-03-28,163.22000122070312
2024-04-01,162.6699981689453
2024-04-02,162.0800018310547
2024-04-03,163.25999450683594
2024-04-04,161.61000061035156
2024-04-05,161.11000061035156
2024-04-08,160.89999389648438
2024-04-09,161.0
2024-04-10,160.3800048828125
2024-04-11,160.69000244140625
2024-04-12,160.0500030517578
2024-04-15,159.82000732421875
2024-04-16,159.7899932861328
2024-04-17,160.08999633789062
2024-04-18,160.85000610351562
2024-04-19,162.3300018310547
2024-04-22,162.36000061035156
2024-04-23,163.25
2024-04-24,164.17999267578125
2024-04-25,164.0500030517578
2024-04-26,163.9600067138672
2024-04-29,164.25
2024-04-30,164.1699981689453
2024-05-01,165.47000122070312
2024-05-02,164.91000366210938
2024-05-03,164.60000610351562
2024-05-06,162.3699951171875
2024-05-07,162.19000244140625
2024-05-08,162.8300018310547
2024-05-09,164.67999267578125
2024-05-10,164.1999969482422
2024-05-13,163.35000610351562
2024-05-14,162.41000366210938
2024-05-15,162.67999267578125
2024-05-16,163.5800018310547
2024-05-17,164.0
2024-05-20,163.89999389648438
2024-05-21,164.36000061035156
2024-05-22,165.5
2024-05-23,164.97000122070312
2024-05-24,166.0
2024-05-28,167.30999755859375
2024-05-29,168.8800048828125
2024-05-30,170.6999969482422
2024-05-31,174.9600067138672
2024-06-03,173.0800018310547
2024-06-04,177.91000366210938
2024-06-05,180.27000427246094
2024-06-06,179.77000427246094
2024-06-07,179.82000732421875
2024-06-10,180.69000244140625
2024-06-11,178.39999389648438
2024-06-12,173.7899932861328
2024-06-13,175.11000061035156
2024-06-14,175.99000549316406
2024-06-17,177.3800048828125
2024-06-18,177.61000061035156
2024-06-20,176.44000244140625
2024-06-21,176.72999572753906
2024-06-24,177.9499969482422
2024-06-25,177.6300048828125
2024-06-26,176.30999755859375
2024-06-27,177.4199981689453
2024-06-28,176.17999267578125
2024-07-01,179.0800018310547
2024-07-02,179.97999572753906
2024-07-03,178.4600067138672
2024-07-05,179.24000549316406
2024-07-08,179.1699981689453
2024-07-09,179.0500030517578
2024-07-10,180.52000427246094
2024-07-11,178.80999755859375
2024-07-12,179.5399932861328
2024-07-15,181.75
2024-07-16,182.97999572753906
2024-07-17,183.55999755859375
2024-07-18,182.2899932861328
2024-07-19,182.0500030517578
2024-07-22,177.44000244140625
2024-07-23,176.55999755859375
2024-07-24,176.88999938964844
2024-07-25,175.13999938964844
2024-07-26,175.52999877929688
2024-07-29,176.8699951171875
2024-07-30,175.36000061035156
2024-07-31,182.27999877929688
2024-08-01,187.07000732421875
2024-08-02,188.75999450683594
2024-08-05,186.8699951171875
2024-08-06,189.86000061035156
2024-08-07,190.58999633789062
2024-08-08,193.61000061035156
2024-08-09,194.1999969482422
2024-08-12,194.9499969482422
2024-08-13,195.3300018310547
2024-08-14,196.49000549316406
2024-08-15,194.6300048828125
2024-08-16,196.55999755859375
2024-08-19,197.5800018310547
2024-08-20,196.22000122070312
2024-08-21,195.4600067138672
2024-08-22,196.44000244140625
2024-08-23,198.5800018310547
2024-08-26,200.42999267578125
2024-08-27,204.02999877929688
2024-08-28,201.41000366210938
2024-08-29,200.0800018310547
2024-08-30,198.72000122070312
2024-09-03,200.52999877929688
2024-09-04,198.8000030517578
2024-09-05,197.17999267578125
2024-09-06,193.0
2024-09-09,195.3000030517578
2024-09-10,196.5
2024-09-11,198.5399932861328
2024-09-12,202.41000366210938
2024-09-13,202.8300018310547
2024-09-16,205.85000610351562
2024-09-17,202.6999969482422
2024-09-18,196.67999267578125
2024-09-19,199.63999938964844
2024-09-20,199.44000244140625
2024-09-23,202.4600067138672
2024-09-24,201.44000244140625
2024-09-25,203.30999755859375
2024-09-26,203.25
2024-09-27,205.17999267578125
2024-09-30,206.36000061035156
2024-10-01,206.10000610351562
2024-10-02,208.0800018310547
2024-10-03,208.02999877929688
2024-10-04,208.27999877929688
2024-10-07,208.3300018310547
2024-10-08,211.1699981689453
2024-10-09,212.08999633789062
2024-10-10,211.4499969482422
2024-10-11,213.0399932861328
2024-10-14,215.91000366210938
2024-10-15,217.02999877929688
2024-10-16,219.75999450683594
2024-10-17,221.9499969482422
2024-10-18,223.2100067138672
2024-10-21,222.77000427246094
2024-10-22,219.00999450683594
2024-10-23,220.9499969482422
2024-10-24,233.55999755859375
2024-10-25,226.36000061035156
2024-10-28,227.80999755859375
2024-10-29,226.0500030517578
2024-10-30,222.77000427246094
2024-10-31,223.16000366210938
2024-11-01,223.27999877929688
2024-11-04,224.25
2024-11-05,227.11000061035156
2024-11-06,232.19000244140625
2024-11-07,231.49000549316406
2024-11-08,235.30999755859375
2024-11-11,238.32000732421875
2024-11-12,239.0
2024-11-13,240.8800048828125
2024-11-14,237.75
2024-11-15,235.61000061035156
2024-11-18,237.02999877929688
2024-11-19,233.1999969482422
2024-11-20,235.47000122070312
2024-11-21,236.5800018310547
