Date,DAY
2022-02-28,72.91000366210938
2022-03-01,70.8499984741211
2022-03-02,71.02999877929688
2022-03-03,69.51000213623047
2022-03-04,66.72000122070312
2022-03-07,63.560001373291016
2022-03-08,63.56999969482422
2022-03-09,66.04000091552734
2022-03-10,64.04000091552734
2022-03-11,61.380001068115234
2022-03-14,59.41999816894531
2022-03-15,61.81999969482422
2022-03-16,63.880001068115234
2022-03-17,65.95999908447266
2022-03-18,70.5
2022-03-21,67.37999725341797
2022-03-22,69.0999984741211
2022-03-23,67.97000122070312
2022-03-24,69.41000366210938
2022-03-25,67.37000274658203
2022-03-28,68.12000274658203
2022-03-29,71.08000183105469
2022-03-30,69.22000122070312
2022-03-31,68.36000061035156
2022-04-01,69.0199966430664
2022-04-04,70.12999725341797
2022-04-05,65.66000366210938
2022-04-06,64.18000030517578
2022-04-07,62.79999923706055
2022-04-08,61.43000030517578
2022-04-11,61.75
2022-04-12,61.38999938964844
2022-04-13,62.220001220703125
2022-04-14,60.630001068115234
2022-04-18,59.58000183105469
2022-04-19,61.31999969482422
2022-04-20,59.52000045776367
2022-04-21,58.130001068115234
2022-04-22,56.720001220703125
2022-04-25,58.599998474121094
2022-04-26,56.189998626708984
2022-04-27,56.04999923706055
2022-04-28,57.970001220703125
2022-04-29,56.130001068115234
2022-05-02,57.33000183105469
2022-05-03,57.15999984741211
2022-05-04,61.2400016784668
2022-05-05,56.470001220703125
2022-05-06,54.88999938964844
2022-05-09,52.43000030517578
2022-05-10,52.33000183105469
2022-05-11,50.22999954223633
2022-05-12,51.93000030517578
2022-05-13,56.400001525878906
2022-05-16,54.84000015258789
2022-05-17,57.29999923706055
2022-05-18,55.33000183105469
2022-05-19,55.650001525878906
2022-05-20,56.599998474121094
2022-05-23,56.09000015258789
2022-05-24,53.790000915527344
2022-05-25,54.70000076293945
2022-05-26,56.79999923706055
2022-05-27,57.91999816894531
2022-05-31,56.29999923706055
2022-06-01,53.790000915527344
2022-06-02,57.150001525878906
2022-06-03,55.18000030517578
2022-06-06,56.06999969482422
2022-06-07,56.65999984741211
2022-06-08,56.900001525878906
2022-06-09,55.11000061035156
2022-06-10,52.36000061035156
2022-06-13,47.060001373291016
2022-06-14,45.15999984741211
2022-06-15,47.209999084472656
2022-06-16,44.04999923706055
2022-06-17,44.9900016784668
2022-06-21,44.77000045776367
2022-06-22,45.02000045776367
2022-06-23,48.279998779296875
2022-06-24,51.59000015258789
2022-06-27,50.77000045776367
2022-06-28,48.689998626708984
2022-06-29,48.52000045776367
2022-06-30,47.08000183105469
2022-07-01,47.599998474121094
2022-07-05,50.86000061035156
2022-07-06,50.04999923706055
2022-07-07,51.720001220703125
2022-07-08,52.20000076293945
2022-07-11,50.86000061035156
2022-07-12,48.58000183105469
2022-07-13,48.470001220703125
2022-07-14,48.2599983215332
2022-07-15,49.75
2022-07-18,49.34000015258789
2022-07-19,51.06999969482422
2022-07-20,55.119998931884766
2022-07-21,55.58000183105469
2022-07-22,54.20000076293945
2022-07-25,53.369998931884766
2022-07-26,51.25
2022-07-27,54.0
2022-07-28,54.65999984741211
2022-07-29,54.77000045776367
2022-08-01,55.58000183105469
2022-08-02,55.27000045776367
2022-08-03,58.779998779296875
2022-08-04,64.87999725341797
2022-08-05,65.04000091552734
2022-08-08,66.0
2022-08-09,67.01000213623047
2022-08-10,68.30999755859375
2022-08-11,67.0
2022-08-12,69.30999755859375
2022-08-15,70.1500015258789
2022-08-16,69.69999694824219
2022-08-17,67.75
2022-08-18,66.47000122070312
2022-08-19,64.83999633789062
2022-08-22,62.61000061035156
2022-08-23,62.34000015258789
2022-08-24,63.2599983215332
2022-08-25,64.16999816894531
2022-08-26,61.209999084472656
2022-08-29,60.380001068115234
2022-08-30,60.20000076293945
2022-08-31,59.63999938964844
2022-09-01,58.09000015258789
2022-09-02,58.09000015258789
2022-09-06,59.70000076293945
2022-09-07,61.650001525878906
2022-09-08,62.7599983215332
2022-09-09,63.56999969482422
2022-09-12,63.7400016784668
2022-09-13,60.27000045776367
2022-09-14,61.31999969482422
2022-09-15,60.209999084472656
2022-09-16,58.939998626708984
2022-09-19,59.16999816894531
2022-09-20,57.83000183105469
2022-09-21,57.34000015258789
2022-09-22,55.470001220703125
2022-09-23,54.790000915527344
2022-09-26,54.2599983215332
2022-09-27,55.630001068115234
2022-09-28,57.68000030517578
2022-09-29,56.599998474121094
2022-09-30,55.880001068115234
2022-10-03,57.27000045776367
2022-10-04,60.720001220703125
2022-10-05,61.54999923706055
2022-10-06,62.290000915527344
2022-10-07,59.63999938964844
2022-10-10,57.5099983215332
2022-10-11,56.029998779296875
2022-10-12,55.68000030517578
2022-10-13,55.45000076293945
2022-10-14,51.849998474121094
2022-10-17,56.02000045776367
2022-10-18,58.31999969482422
2022-10-19,56.84000015258789
2022-10-20,55.779998779296875
2022-10-21,57.90999984741211
2022-10-24,59.9900016784668
2022-10-25,63.459999084472656
2022-10-26,63.33000183105469
2022-10-27,63.959999084472656
2022-10-28,65.94999694824219
2022-10-31,66.19000244140625
2022-11-01,65.44999694824219
2022-11-02,61.95000076293945
2022-11-03,63.41999816894531
2022-11-04,60.560001373291016
2022-11-07,57.43000030517578
2022-11-08,58.02000045776367
2022-11-09,55.52000045776367
2022-11-10,63.2599983215332
2022-11-11,65.30000305175781
2022-11-14,67.11000061035156
2022-11-15,72.68000030517578
2022-11-16,69.86000061035156
2022-11-17,66.81999969482422
2022-11-18,65.27999877929688
2022-11-21,63.90999984741211
2022-11-22,65.38999938964844
2022-11-23,66.87999725341797
2022-11-25,67.0999984741211
2022-11-28,64.91000366210938
2022-11-29,64.11000061035156
2022-11-30,68.44000244140625
2022-12-01,71.23999786376953
2022-12-02,69.72000122070312
2022-12-05,64.52999877929688
2022-12-06,62.75
2022-12-07,62.66999816894531
2022-12-08,65.81999969482422
2022-12-09,64.9000015258789
2022-12-12,67.44000244140625
2022-12-13,69.27999877929688
2022-12-14,69.1500015258789
2022-12-15,65.62000274658203
2022-12-16,63.88999938964844
2022-12-19,63.13999938964844
2022-12-20,62.939998626708984
2022-12-21,64.5199966430664
2022-12-22,61.779998779296875
2022-12-23,62.029998779296875
2022-12-27,60.599998474121094
2022-12-28,60.61000061035156
2022-12-29,63.22999954223633
2022-12-30,64.1500015258789
2023-01-03,61.56999969482422
2023-01-04,63.060001373291016
2023-01-05,59.81999969482422
2023-01-06,60.959999084472656
