Date,MPWR
2023-01-09,383.4599914550781
2023-01-10,388.1700134277344
2023-01-11,397.3699951171875
2023-01-12,399.6400146484375
2023-01-13,398.4599914550781
2023-01-17,401.67999267578125
2023-01-18,397.8500061035156
2023-01-19,383.2900085449219
2023-01-20,397.7799987792969
2023-01-23,428.510009765625
2023-01-24,419.1300048828125
2023-01-25,424.69000244140625
2023-01-26,432.760009765625
2023-01-27,425.07000732421875
2023-01-30,407.6199951171875
2023-01-31,426.55999755859375
2023-02-01,457.7699890136719
2023-02-02,473.9599914550781
2023-02-03,456.29998779296875
2023-02-06,449.67999267578125
2023-02-07,467.6199951171875
2023-02-08,463.0
2023-02-09,510.42999267578125
2023-02-10,492.0199890136719
2023-02-13,501.4200134277344
2023-02-14,520.5599975585938
2023-02-15,530.0900268554688
2023-02-16,513.3699951171875
2023-02-17,502.0899963378906
2023-02-21,481.9200134277344
2023-02-22,482.7099914550781
2023-02-23,494.8999938964844
2023-02-24,483.05999755859375
2023-02-27,486.260009765625
2023-02-28,484.2900085449219
2023-03-01,486.5299987792969
2023-03-02,493.739990234375
2023-03-03,506.0299987792969
2023-03-06,497.2099914550781
2023-03-07,492.79998779296875
2023-03-08,504.7699890136719
2023-03-09,492.6700134277344
2023-03-10,478.95001220703125
2023-03-13,486.29998779296875
2023-03-14,493.7200012207031
2023-03-15,476.6099853515625
2023-03-16,497.9700012207031
2023-03-17,488.30999755859375
2023-03-20,494.3399963378906
2023-03-21,498.44000244140625
2023-03-22,489.80999755859375
2023-03-23,510.5
2023-03-24,485.3999938964844
2023-03-27,482.8299865722656
2023-03-28,475.0400085449219
2023-03-29,490.9100036621094
2023-03-30,497.7900085449219
2023-03-31,500.5400085449219
2023-04-03,492.9700012207031
2023-04-04,483.010009765625
2023-04-05,473.32000732421875
2023-04-06,473.6099853515625
2023-04-10,488.760009765625
2023-04-11,484.6400146484375
2023-04-12,465.8900146484375
2023-04-13,476.8399963378906
2023-04-14,477.2699890136719
2023-04-17,482.3599853515625
2023-04-18,475.6199951171875
2023-04-19,463.5
2023-04-20,466.4200134277344
2023-04-21,463.0
2023-04-24,472.92999267578125
2023-04-25,450.82000732421875
2023-04-26,454.0400085449219
2023-04-27,448.6099853515625
2023-04-28,461.9700012207031
2023-05-01,471.739990234375
2023-05-02,468.1300048828125
2023-05-03,466.1099853515625
2023-05-04,458.92999267578125
2023-05-05,411.2699890136719
2023-05-08,418.6199951171875
2023-05-09,401.3800048828125
2023-05-10,415.9800109863281
2023-05-11,398.6099853515625
2023-05-12,399.19000244140625
2023-05-15,412.55999755859375
2023-05-16,402.5400085449219
2023-05-17,415.7099914550781
2023-05-18,431.4700012207031
2023-05-19,432.0199890136719
2023-05-22,448.3999938964844
2023-05-23,423.70001220703125
2023-05-24,415.7300109863281
2023-05-25,488.32000732421875
2023-05-26,520.9199829101562
2023-05-30,514.969970703125
2023-05-31,489.9100036621094
2023-06-01,499.2900085449219
2023-06-02,497.25
2023-06-05,487.1499938964844
2023-06-06,497.4100036621094
2023-06-07,494.5799865722656
2023-06-08,497.70001220703125
2023-06-09,501.8699951171875
2023-06-12,526.219970703125
2023-06-13,535.6900024414062
2023-06-14,537.2100219726562
2023-06-15,519.280029296875
2023-06-16,517.6099853515625
2023-06-20,510.2300109863281
2023-06-21,505.0799865722656
2023-06-22,512.239990234375
2023-06-23,506.0
2023-06-26,510.9100036621094
2023-06-27,532.8099975585938
2023-06-28,527.27001953125
2023-06-29,535.7999877929688
2023-06-30,540.22998046875
2023-07-03,542.5700073242188
2023-07-05,523.260009765625
2023-07-06,514.489990234375
2023-07-07,513.9000244140625
2023-07-10,534.3300170898438
2023-07-11,542.530029296875
2023-07-12,561.0399780273438
2023-07-13,576.6199951171875
2023-07-14,565.010009765625
2023-07-17,588.719970703125
2023-07-18,588.1099853515625
2023-07-19,574.510009765625
2023-07-20,529.0499877929688
2023-07-21,533.6699829101562
2023-07-24,533.219970703125
2023-07-25,551.530029296875
2023-07-26,528.7999877929688
2023-07-27,537.1900024414062
2023-07-28,545.5499877929688
2023-07-31,559.489990234375
2023-08-01,550.2899780273438
2023-08-02,530.4299926757812
2023-08-03,532.6799926757812
2023-08-04,537.0399780273438
2023-08-07,541.719970703125
2023-08-08,529.7000122070312
2023-08-09,521.0399780273438
2023-08-10,518.47998046875
2023-08-11,502.1700134277344
2023-08-14,524.6599731445312
2023-08-15,518.8900146484375
2023-08-16,493.9100036621094
2023-08-17,485.3500061035156
2023-08-18,482.2900085449219
2023-08-21,498.8900146484375
2023-08-22,500.6300048828125
2023-08-23,519.4500122070312
2023-08-24,488.010009765625
2023-08-25,489.0799865722656
2023-08-28,493.8699951171875
2023-08-29,512.8200073242188
2023-08-30,515.1400146484375
2023-08-31,521.2100219726562
2023-09-01,524.9199829101562
2023-09-05,528.719970703125
2023-09-06,523.1799926757812
2023-09-07,506.1400146484375
2023-09-08,500.8699951171875
2023-09-11,486.1600036621094
2023-09-12,473.94000244140625
2023-09-13,470.3599853515625
2023-09-14,479.1700134277344
2023-09-15,464.2300109863281
2023-09-18,463.19000244140625
2023-09-19,457.7799987792969
2023-09-20,452.8599853515625
2023-09-21,440.3800048828125
2023-09-22,449.2900085449219
2023-09-25,453.1499938964844
2023-09-26,444.5400085449219
2023-09-27,441.17999267578125
2023-09-28,451.9200134277344
2023-09-29,462.0
2023-10-02,459.3399963378906
2023-10-03,448.92999267578125
2023-10-04,457.1700134277344
2023-10-05,451.760009765625
2023-10-06,473.67999267578125
2023-10-09,476.0199890136719
2023-10-10,490.0
2023-10-11,502.0400085449219
2023-10-12,493.0400085449219
2023-10-13,475.75
2023-10-16,483.1199951171875
2023-10-17,476.55999755859375
2023-10-18,461.05999755859375
2023-10-19,433.75
2023-10-20,420.0400085449219
2023-10-23,413.489990234375
2023-10-24,418.0
2023-10-25,399.7300109863281
2023-10-26,404.05999755859375
2023-10-27,405.92999267578125
2023-10-30,404.0
2023-10-31,441.739990234375
2023-11-01,456.55999755859375
2023-11-02,471.7200012207031
2023-11-03,492.92999267578125
2023-11-06,493.5400085449219
2023-11-07,492.55999755859375
2023-11-08,492.94000244140625
2023-11-09,482.05999755859375
2023-11-10,504.5799865722656
2023-11-13,507.1199951171875
2023-11-14,535.469970703125
2023-11-15,547.5999755859375
2023-11-16,536.97998046875
2023-11-17,540.02001953125
2023-11-20,551.2000122070312
2023-11-21,538.0900268554688
2023-11-22,546.0700073242188
2023-11-24,549.4400024414062
2023-11-27,546.52001953125
2023-11-28,543.4400024414062
2023-11-29,552.4600219726562
2023-11-30,548.719970703125
2023-12-01,559.6099853515625
2023-12-04,559.5399780273438
2023-12-05,553.3900146484375
2023-12-06,554.239990234375
2023-12-07,568.5
2023-12-08,575.72998046875
2023-12-11,592.4000244140625
2023-12-12,595.8200073242188
2023-12-13,608.719970703125
2023-12-14,637.3900146484375
2023-12-15,633.3099975585938
2023-12-18,634.3300170898438
2023-12-19,635.260009765625
2023-12-20,611.030029296875
2023-12-21,621.72998046875
2023-12-22,617.6400146484375
2023-12-26,637.0399780273438
2023-12-27,636.5599975585938
2023-12-28,632.219970703125
2023-12-29,630.780029296875
2024-01-02,604.0
2024-01-03,578.2999877929688
2024-01-04,571.0599975585938
2024-01-05,573.989990234375
2024-01-08,590.7100219726562
2024-01-09,593.75
2024-01-10,589.1900024414062
2024-01-11,588.4299926757812
2024-01-12,578.760009765625
2024-01-16,596.4099731445312
2024-01-17,584.3499755859375
2024-01-18,610.9000244140625
2024-01-19,631.3300170898438
2024-01-22,637.760009765625
2024-01-23,642.0
2024-01-24,632.0
2024-01-25,615.6799926757812
2024-01-26,601.1400146484375
2024-01-29,619.780029296875
2024-01-30,613.4199829101562
2024-01-31,602.719970703125
2024-02-01,614.1300048828125
2024-02-02,635.8599853515625
2024-02-05,646.2100219726562
2024-02-06,632.97998046875
2024-02-07,645.4099731445312
2024-02-08,737.0700073242188
2024-02-09,752.3099975585938
2024-02-12,729.8699951171875
2024-02-13,712.1199951171875
2024-02-14,745.1799926757812
2024-02-15,734.3200073242188
2024-02-16,730.5
2024-02-20,712.3200073242188
2024-02-21,713.9199829101562
2024-02-22,741.2999877929688
2024-02-23,721.1300048828125
2024-02-26,724.8900146484375
2024-02-27,709.2899780273438
2024-02-28,710.5700073242188
2024-02-29,720.0399780273438
2024-03-01,743.75
2024-03-04,735.6799926757812
2024-03-05,717.6400146484375
2024-03-06,731.3699951171875
2024-03-07,767.5999755859375
2024-03-08,732.2100219726562
2024-03-11,719.1699829101562
2024-03-12,736.5499877929688
2024-03-13,708.1799926757812
2024-03-14,693.0
2024-03-15,686.989990234375
2024-03-18,674.2999877929688
2024-03-19,650.280029296875
2024-03-20,667.010009765625
2024-03-21,675.239990234375
2024-03-22,672.3099975585938
2024-03-25,669.3699951171875
2024-03-26,666.489990234375
2024-03-27,673.1400146484375
2024-03-28,677.4199829101562
2024-04-01,668.47998046875
2024-04-02,648.969970703125
2024-04-03,649.8400268554688
2024-04-04,643.1400146484375
2024-04-05,654.3099975585938
2024-04-08,681.3200073242188
2024-04-09,682.1500244140625
2024-04-10,666.489990234375
2024-04-11,684.3400268554688
2024-04-12,658.22998046875
2024-04-15,646.6300048828125
2024-04-16,655.530029296875
2024-04-17,637.719970703125
2024-04-18,620.3099975585938
2024-04-19,591.52001953125
2024-04-22,600.6300048828125
2024-04-23,611.3699951171875
2024-04-24,642.2100219726562
2024-04-25,660.3400268554688
2024-04-26,677.22998046875
2024-04-29,679.7000122070312
2024-04-30,669.3300170898438
2024-05-01,652.5900268554688
2024-05-02,712.8900146484375
2024-05-03,707.219970703125
2024-05-06,733.0499877929688
2024-05-07,702.219970703125
2024-05-08,713.3699951171875
2024-05-09,708.02001953125
2024-05-10,702.5399780273438
2024-05-13,703.0499877929688
2024-05-14,713.7100219726562
2024-05-15,741.3400268554688
2024-05-16,728.0999755859375
2024-05-17,730.0499877929688
2024-05-20,755.8800048828125
2024-05-21,756.739990234375
2024-05-22,760.6199951171875
2024-05-23,746.3900146484375
2024-05-24,753.3800048828125
2024-05-28,759.5800170898438
2024-05-29,746.4000244140625
2024-05-30,743.9000244140625
2024-05-31,735.6300048828125
2024-06-03,731.7899780273438
2024-06-04,726.5599975585938
2024-06-05,757.6099853515625
2024-06-06,758.6099853515625
2024-06-07,751.6400146484375
2024-06-10,779.5800170898438
2024-06-11,783.97998046875
2024-06-12,815.6300048828125
2024-06-13,817.0
2024-06-14,806.5700073242188
2024-06-17,827.3900146484375
2024-06-18,852.5599975585938
2024-06-20,825.3300170898438
2024-06-21,826.1699829101562
2024-06-24,798.1400146484375
2024-06-25,819.8699951171875
2024-06-26,816.4500122070312
2024-06-27,810.7000122070312
2024-06-28,821.6799926757812
2024-07-01,819.4000244140625
2024-07-02,828.75
2024-07-03,839.219970703125
2024-07-05,841.6500244140625
2024-07-08,851.8200073242188
2024-07-09,846.2000122070312
2024-07-10,860.8099975585938
2024-07-11,830.9500122070312
2024-07-12,855.6699829101562
2024-07-15,870.9099731445312
2024-07-16,889.47998046875
2024-07-17,817.3800048828125
2024-07-18,843.469970703125
2024-07-19,808.8300170898438
2024-07-22,857.4000244140625
2024-07-23,846.4099731445312
2024-07-24,787.8800048828125
2024-07-25,789.9000244140625
2024-07-26,821.780029296875
2024-07-29,827.260009765625
2024-07-30,781.8499755859375
2024-07-31,863.0900268554688
2024-08-01,784.9500122070312
2024-08-02,795.760009765625
2024-08-05,770.4400024414062
2024-08-06,790.1599731445312
2024-08-07,757.0399780273438
2024-08-08,843.52001953125
2024-08-09,823.0
2024-08-12,823.9500122070312
2024-08-13,867.8099975585938
2024-08-14,862.6199951171875
2024-08-15,920.6900024414062
2024-08-16,914.6599731445312
2024-08-19,917.2100219726562
2024-08-20,904.6900024414062
2024-08-21,947.1599731445312
2024-08-22,908.530029296875
2024-08-23,936.2899780273438
2024-08-26,912.25
2024-08-27,945.4600219726562
2024-08-28,929.2999877929688
2024-08-29,930.6099853515625
2024-08-30,934.6799926757812
2024-09-03,838.6300048828125
2024-09-04,850.510009765625
2024-09-05,841.489990234375
2024-09-06,806.3099975585938
2024-09-09,836.010009765625
2024-09-10,847.7000122070312
2024-09-11,895.1599731445312
2024-09-12,895.9099731445312
2024-09-13,914.0999755859375
2024-09-16,885.22998046875
2024-09-17,867.3099975585938
2024-09-18,860.6599731445312
2024-09-19,911.1199951171875
2024-09-20,891.3200073242188
2024-09-23,893.2899780273438
2024-09-24,911.0
2024-09-25,914.739990234375
2024-09-26,944.3900146484375
2024-09-27,924.989990234375
2024-09-30,924.5
2024-10-01,891.8099975585938
2024-10-02,918.9000244140625
2024-10-03,922.75
2024-10-04,935.6099853515625
2024-10-07,930.239990234375
2024-10-08,923.1400146484375
2024-10-09,936.010009765625
2024-10-10,930.0700073242188
2024-10-11,938.469970703125
2024-10-14,943.2100219726562
2024-10-15,894.6900024414062
2024-10-16,904.9400024414062
2024-10-17,918.1300048828125
2024-10-18,916.2899780273438
2024-10-21,883.260009765625
2024-10-22,876.8099975585938
2024-10-23,883.6400146484375
2024-10-24,900.030029296875
2024-10-25,901.2899780273438
2024-10-28,890.4600219726562
2024-10-29,933.22998046875
2024-10-30,919.8099975585938
2024-10-31,759.2999877929688
2024-11-01,759.3699951171875
2024-11-04,766.5700073242188
2024-11-05,762.969970703125
2024-11-06,785.2899780273438
2024-11-07,775.2100219726562
2024-11-08,761.2999877929688
2024-11-11,647.3099975585938
2024-11-12,644.0999755859375
2024-11-13,601.469970703125
2024-11-14,576.7899780273438
2024-11-15,573.3800048828125
2024-11-18,587.8400268554688
2024-11-19,585.8699951171875
2024-11-20,560.0599975585938
2024-11-21,572.469970703125
