Date,TDY
2023-07-31,384.5299987792969
2023-08-01,389.25
2023-08-02,382.57000732421875
2023-08-03,381.95001220703125
2023-08-04,379.260009765625
2023-08-07,382.2300109863281
2023-08-08,385.0
2023-08-09,383.2799987792969
2023-08-10,383.8399963378906
2023-08-11,383.3900146484375
2023-08-14,402.489990234375
2023-08-15,400.1300048828125
2023-08-16,400.82000732421875
2023-08-17,400.42999267578125
2023-08-18,403.6300048828125
2023-08-21,404.4200134277344
2023-08-22,406.260009765625
2023-08-23,411.739990234375
2023-08-24,406.0
2023-08-25,408.54998779296875
2023-08-28,416.1300048828125
2023-08-29,417.9100036621094
2023-08-30,420.07000732421875
2023-08-31,418.29998779296875
2023-09-01,420.5299987792969
2023-09-05,412.8999938964844
2023-09-06,414.010009765625
2023-09-07,410.010009765625
2023-09-08,410.2200012207031
2023-09-11,409.2200012207031
2023-09-12,408.8500061035156
2023-09-13,409.3500061035156
2023-09-14,415.7200012207031
2023-09-15,415.0400085449219
2023-09-18,420.05999755859375
2023-09-19,421.8500061035156
2023-09-20,419.1400146484375
2023-09-21,414.5400085449219
2023-09-22,417.8800048828125
2023-09-25,414.8800048828125
2023-09-26,407.260009765625
2023-09-27,413.44000244140625
2023-09-28,410.32000732421875
2023-09-29,408.5799865722656
2023-10-02,402.2799987792969
2023-10-03,399.29998779296875
2023-10-04,401.2799987792969
2023-10-05,398.1000061035156
2023-10-06,401.4200134277344
2023-10-09,410.5
2023-10-10,411.0199890136719
2023-10-11,412.5899963378906
2023-10-12,406.9700012207031
2023-10-13,404.5799865722656
2023-10-16,409.29998779296875
2023-10-17,410.0299987792969
2023-10-18,398.8500061035156
2023-10-19,393.6099853515625
2023-10-20,388.3800048828125
2023-10-23,385.04998779296875
2023-10-24,386.19000244140625
2023-10-25,373.2799987792969
2023-10-26,372.239990234375
2023-10-27,370.7099914550781
2023-10-30,372.3599853515625
2023-10-31,374.5899963378906
2023-11-01,368.8399963378906
2023-11-02,373.1600036621094
2023-11-03,379.4599914550781
2023-11-06,377.17999267578125
2023-11-07,378.5400085449219
2023-11-08,378.7799987792969
2023-11-09,376.44000244140625
2023-11-10,382.79998779296875
2023-11-13,384.2699890136719
2023-11-14,393.4599914550781
2023-11-15,393.0
2023-11-16,389.6499938964844
2023-11-17,390.489990234375
2023-11-20,390.9800109863281
2023-11-21,392.8699951171875
2023-11-22,395.44000244140625
2023-11-24,399.5799865722656
2023-11-27,398.4200134277344
2023-11-28,395.0400085449219
2023-11-29,399.1000061035156
2023-11-30,402.9599914550781
2023-12-01,409.0199890136719
2023-12-04,409.5799865722656
2023-12-05,402.04998779296875
2023-12-06,404.5899963378906
2023-12-07,406.989990234375
2023-12-08,411.489990234375
2023-12-11,417.3900146484375
2023-12-12,420.5899963378906
2023-12-13,421.8999938964844
2023-12-14,428.1700134277344
2023-12-15,425.9200134277344
2023-12-18,425.9700012207031
2023-12-19,428.82000732421875
2023-12-20,421.9800109863281
2023-12-21,426.29998779296875
2023-12-22,433.45001220703125
2023-12-26,437.4800109863281
2023-12-27,441.7300109863281
2023-12-28,444.2099914550781
2023-12-29,446.2900085449219
2024-01-02,438.29998779296875
2024-01-03,439.3399963378906
2024-01-04,438.19000244140625
2024-01-05,435.4700012207031
2024-01-08,441.29998779296875
2024-01-09,438.25
2024-01-10,440.8299865722656
2024-01-11,440.2300109863281
2024-01-12,440.4599914550781
2024-01-16,436.57000732421875
2024-01-17,425.4100036621094
2024-01-18,432.5400085449219
2024-01-19,435.6300048828125
2024-01-22,438.6600036621094
2024-01-23,441.9800109863281
2024-01-24,417.9200134277344
2024-01-25,424.9100036621094
2024-01-26,418.9599914550781
2024-01-29,429.1700134277344
2024-01-30,428.2699890136719
2024-01-31,418.4700012207031
2024-02-01,427.5799865722656
2024-02-02,432.739990234375
2024-02-05,430.4100036621094
2024-02-06,434.0400085449219
2024-02-07,432.0899963378906
2024-02-08,430.6700134277344
2024-02-09,434.0299987792969
2024-02-12,427.07000732421875
2024-02-13,420.19000244140625
2024-02-14,427.5299987792969
2024-02-15,431.4800109863281
2024-02-16,432.260009765625
2024-02-20,430.760009765625
2024-02-21,426.4800109863281
2024-02-22,430.94000244140625
2024-02-23,432.8699951171875
2024-02-26,426.2300109863281
2024-02-27,424.8999938964844
2024-02-28,425.42999267578125
2024-02-29,427.2699890136719
2024-03-01,425.0
2024-03-04,428.45001220703125
2024-03-05,423.2099914550781
2024-03-06,425.4100036621094
2024-03-07,428.1400146484375
2024-03-08,425.9800109863281
2024-03-11,424.8999938964844
2024-03-12,424.8699951171875
2024-03-13,421.239990234375
2024-03-14,415.55999755859375
2024-03-15,415.1199951171875
2024-03-18,414.67999267578125
2024-03-19,421.5
2024-03-20,423.70001220703125
2024-03-21,423.5400085449219
2024-03-22,424.0299987792969
2024-03-25,422.010009765625
2024-03-26,423.45001220703125
2024-03-27,429.010009765625
2024-03-28,429.32000732421875
2024-04-01,424.92999267578125
2024-04-02,422.4700012207031
2024-04-03,420.92999267578125
2024-04-04,416.8500061035156
2024-04-05,416.8599853515625
2024-04-08,414.57000732421875
2024-04-09,416.05999755859375
2024-04-10,402.4800109863281
2024-04-11,403.6600036621094
2024-04-12,398.4800109863281
2024-04-15,399.989990234375
2024-04-16,401.0
2024-04-17,400.2699890136719
2024-04-18,400.1400146484375
2024-04-19,401.3599853515625
2024-04-22,404.0799865722656
2024-04-23,407.05999755859375
2024-04-24,362.5
2024-04-25,376.9800109863281
2024-04-26,374.6400146484375
2024-04-29,382.8900146484375
2024-04-30,381.4800109863281
2024-05-01,383.0299987792969
2024-05-02,385.6000061035156
2024-05-03,385.3399963378906
2024-05-06,390.44000244140625
2024-05-07,393.0299987792969
2024-05-08,391.7200012207031
2024-05-09,392.6199951171875
2024-05-10,393.489990234375
2024-05-13,390.82000732421875
2024-05-14,396.0
2024-05-15,403.5199890136719
2024-05-16,402.260009765625
2024-05-17,406.42999267578125
2024-05-20,407.54998779296875
2024-05-21,407.8999938964844
2024-05-22,409.2200012207031
2024-05-23,400.9800109863281
2024-05-24,402.489990234375
2024-05-28,394.95001220703125
2024-05-29,385.94000244140625
2024-05-30,393.70001220703125
2024-05-31,396.95001220703125
2024-06-03,393.6099853515625
2024-06-04,395.3999938964844
2024-06-05,395.0
2024-06-06,393.0
2024-06-07,389.05999755859375
2024-06-10,389.0799865722656
2024-06-11,388.1300048828125
2024-06-12,397.19000244140625
2024-06-13,394.2300109863281
2024-06-14,389.6000061035156
2024-06-17,387.6099853515625
2024-06-18,386.3699951171875
2024-06-20,386.5400085449219
2024-06-21,388.6000061035156
2024-06-24,391.2300109863281
2024-06-25,385.1600036621094
2024-06-26,384.2799987792969
2024-06-27,386.4100036621094
2024-06-28,387.9800109863281
2024-07-01,382.9100036621094
2024-07-02,384.55999755859375
2024-07-03,387.2799987792969
2024-07-05,381.4700012207031
2024-07-08,382.8399963378906
2024-07-09,381.69000244140625
2024-07-10,388.70001220703125
2024-07-11,393.989990234375
2024-07-12,394.1099853515625
2024-07-15,394.8699951171875
2024-07-16,403.4200134277344
2024-07-17,402.05999755859375
2024-07-18,399.1199951171875
2024-07-19,392.92999267578125
2024-07-22,397.739990234375
2024-07-23,402.1700134277344
2024-07-24,417.0
2024-07-25,415.70001220703125
2024-07-26,421.55999755859375
2024-07-29,423.0400085449219
2024-07-30,423.9800109863281
2024-07-31,421.8599853515625
2024-08-01,418.17999267578125
2024-08-02,410.5400085449219
2024-08-05,399.7300109863281
2024-08-06,406.5400085449219
2024-08-07,404.6199951171875
2024-08-08,410.17999267578125
2024-08-09,409.0400085449219
2024-08-12,407.5899963378906
2024-08-13,410.8599853515625
2024-08-14,408.5299987792969
2024-08-15,413.3599853515625
2024-08-16,416.5799865722656
2024-08-19,419.4200134277344
2024-08-20,415.45001220703125
2024-08-21,418.7300109863281
2024-08-22,417.75
2024-08-23,422.5199890136719
2024-08-26,422.1700134277344
2024-08-27,425.5299987792969
2024-08-28,425.4599914550781
2024-08-29,426.6099853515625
2024-08-30,432.79998779296875
2024-09-03,420.0
2024-09-04,429.6000061035156
2024-09-05,430.4700012207031
2024-09-06,421.7699890136719
2024-09-09,424.260009765625
2024-09-10,427.7099914550781
2024-09-11,425.6700134277344
2024-09-12,427.5899963378906
2024-09-13,427.75
2024-09-16,429.1400146484375
2024-09-17,428.8900146484375
2024-09-18,426.75
2024-09-19,436.6099853515625
2024-09-20,432.1300048828125
2024-09-23,432.739990234375
2024-09-24,435.2799987792969
2024-09-25,433.510009765625
2024-09-26,436.19000244140625
2024-09-27,435.739990234375
2024-09-30,437.6600036621094
2024-10-01,439.4800109863281
2024-10-02,443.1700134277344
2024-10-03,439.5400085449219
2024-10-04,440.70001220703125
2024-10-07,436.5899963378906
2024-10-08,441.25
2024-10-09,445.489990234375
2024-10-10,446.6000061035156
2024-10-11,454.0799865722656
2024-10-14,453.8399963378906
2024-10-15,450.29998779296875
2024-10-16,445.4700012207031
2024-10-17,448.7300109863281
2024-10-18,450.05999755859375
2024-10-21,446.92999267578125
2024-10-22,443.489990234375
2024-10-23,470.0899963378906
2024-10-24,472.8599853515625
2024-10-25,469.19000244140625
2024-10-28,466.7200012207031
2024-10-29,463.6000061035156
2024-10-30,461.5199890136719
2024-10-31,455.32000732421875
2024-11-01,455.20001220703125
2024-11-04,457.9200134277344
2024-11-05,459.3699951171875
2024-11-06,480.739990234375
2024-11-07,477.6600036621094
2024-11-08,489.239990234375
2024-11-11,487.6199951171875
2024-11-12,487.8299865722656
2024-11-13,486.7699890136719
2024-11-14,476.55999755859375
2024-11-15,470.1499938964844
2024-11-18,465.8900146484375
2024-11-19,464.82000732421875
2024-11-20,470.45001220703125
2024-11-21,480.2200012207031
