Date,KMX
2022-02-28,109.33000183105469
2022-03-01,105.23999786376953
2022-03-02,105.80000305175781
2022-03-03,104.48999786376953
2022-03-04,103.06999969482422
2022-03-07,100.01000213623047
2022-03-08,99.94999694824219
2022-03-09,101.88999938964844
2022-03-10,100.75
2022-03-11,99.20999908447266
2022-03-14,98.55000305175781
2022-03-15,100.91999816894531
2022-03-16,102.0199966430664
2022-03-17,103.91999816894531
2022-03-18,104.47000122070312
2022-03-21,102.58999633789062
2022-03-22,103.05000305175781
2022-03-23,98.91999816894531
2022-03-24,99.27999877929688
2022-03-25,97.2699966430664
2022-03-28,98.62999725341797
2022-03-29,103.81999969482422
2022-03-30,101.52999877929688
2022-03-31,96.4800033569336
2022-04-01,98.48999786376953
2022-04-04,101.37000274658203
2022-04-05,99.81999969482422
2022-04-06,97.76000213623047
2022-04-07,99.12000274658203
2022-04-08,102.22000122070312
2022-04-11,103.16999816894531
2022-04-12,93.33000183105469
2022-04-13,92.98999786376953
2022-04-14,91.79000091552734
2022-04-18,91.11000061035156
2022-04-19,96.29000091552734
2022-04-20,93.06999969482422
2022-04-21,90.66999816894531
2022-04-22,90.37999725341797
2022-04-25,90.44999694824219
2022-04-26,88.43000030517578
2022-04-27,88.87000274658203
2022-04-28,89.0999984741211
2022-04-29,85.77999877929688
2022-05-02,91.13999938964844
2022-05-03,95.06999969482422
2022-05-04,100.18000030517578
2022-05-05,92.37999725341797
2022-05-06,94.69999694824219
2022-05-09,92.80999755859375
2022-05-10,92.22000122070312
2022-05-11,89.79000091552734
2022-05-12,91.26000213623047
2022-05-13,91.66000366210938
2022-05-16,92.66000366210938
2022-05-17,97.47000122070312
2022-05-18,89.80000305175781
2022-05-19,90.80000305175781
2022-05-20,92.45999908447266
2022-05-23,90.88999938964844
2022-05-24,90.79000091552734
2022-05-25,95.94000244140625
2022-05-26,99.16000366210938
2022-05-27,100.29000091552734
2022-05-31,99.2699966430664
2022-06-01,98.45999908447266
2022-06-02,99.19000244140625
2022-06-03,96.3499984741211
2022-06-06,97.51000213623047
2022-06-07,98.2300033569336
2022-06-08,102.23999786376953
2022-06-09,99.93000030517578
2022-06-10,96.02999877929688
2022-06-13,88.80999755859375
2022-06-14,89.79000091552734
2022-06-15,91.54000091552734
2022-06-16,85.76000213623047
2022-06-17,86.98999786376953
2022-06-21,87.68000030517578
2022-06-22,89.75
2022-06-23,91.76000213623047
2022-06-24,98.36000061035156
2022-06-27,98.62000274658203
2022-06-28,94.4000015258789
2022-06-29,93.56999969482422
2022-06-30,90.4800033569336
2022-07-01,92.66999816894531
2022-07-05,95.81999969482422
2022-07-06,92.9800033569336
2022-07-07,94.87000274658203
2022-07-08,92.66000366210938
2022-07-11,88.83999633789062
2022-07-12,91.23999786376953
2022-07-13,90.5999984741211
2022-07-14,89.11000061035156
2022-07-15,91.55000305175781
2022-07-18,92.81999969482422
2022-07-19,96.16000366210938
2022-07-20,96.61000061035156
2022-07-21,96.01000213623047
2022-07-22,94.3499984741211
2022-07-25,94.62999725341797
2022-07-26,92.20999908447266
2022-07-27,94.37000274658203
2022-07-28,97.9800033569336
2022-07-29,99.54000091552734
2022-08-01,101.95999908447266
2022-08-02,99.0199966430664
2022-08-03,99.80000305175781
2022-08-04,99.47000122070312
2022-08-05,99.16999816894531
2022-08-08,99.7699966430664
2022-08-09,96.97000122070312
2022-08-10,100.0199966430664
2022-08-11,101.69999694824219
2022-08-12,101.58999633789062
2022-08-15,101.41999816894531
2022-08-16,104.22000122070312
2022-08-17,100.01000213623047
2022-08-18,98.73999786376953
2022-08-19,96.2699966430664
2022-08-22,89.86000061035156
2022-08-23,90.33999633789062
2022-08-24,90.91999816894531
2022-08-25,93.23999786376953
2022-08-26,90.0
2022-08-29,90.69999694824219
2022-08-30,90.33000183105469
2022-08-31,88.44000244140625
2022-09-01,89.12000274658203
2022-09-02,87.55999755859375
2022-09-06,85.12999725341797
2022-09-07,88.5199966430664
2022-09-08,88.87999725341797
2022-09-09,91.0
2022-09-12,91.08000183105469
2022-09-13,85.56999969482422
2022-09-14,85.4000015258789
2022-09-15,84.9800033569336
2022-09-16,84.7300033569336
2022-09-19,86.18000030517578
2022-09-20,82.19000244140625
2022-09-21,81.05999755859375
2022-09-22,79.7699966430664
2022-09-23,79.48999786376953
2022-09-26,79.97000122070312
2022-09-27,81.1500015258789
2022-09-28,86.41999816894531
2022-09-29,65.16000366210938
2022-09-30,66.0199966430664
2022-10-03,67.73999786376953
2022-10-04,68.44999694824219
2022-10-05,66.70999908447266
2022-10-06,65.38999938964844
2022-10-07,62.310001373291016
2022-10-10,63.599998474121094
2022-10-11,63.040000915527344
2022-10-12,62.11000061035156
2022-10-13,62.38999938964844
2022-10-14,60.20000076293945
2022-10-17,62.029998779296875
2022-10-18,60.689998626708984
2022-10-19,57.5
2022-10-20,56.470001220703125
2022-10-21,55.689998626708984
2022-10-24,58.22999954223633
2022-10-25,61.849998474121094
2022-10-26,61.54999923706055
2022-10-27,62.060001373291016
2022-10-28,63.790000915527344
2022-10-31,63.0099983215332
2022-11-01,64.3499984741211
2022-11-02,62.36000061035156
2022-11-03,63.400001525878906
2022-11-04,62.790000915527344
2022-11-07,64.62999725341797
2022-11-08,64.7699966430664
2022-11-09,64.66000366210938
2022-11-10,70.6500015258789
2022-11-11,74.58000183105469
2022-11-14,73.97000122070312
2022-11-15,72.66000366210938
2022-11-16,68.3499984741211
2022-11-17,67.2300033569336
2022-11-18,66.55999755859375
2022-11-21,66.20999908447266
2022-11-22,67.13999938964844
2022-11-23,66.58999633789062
2022-11-25,66.76000213623047
2022-11-28,65.55999755859375
2022-11-29,67.12000274658203
2022-11-30,69.36000061035156
2022-12-01,69.0999984741211
2022-12-02,69.58999633789062
2022-12-05,67.38999938964844
2022-12-06,65.58999633789062
2022-12-07,65.0999984741211
2022-12-08,65.4800033569336
2022-12-09,65.69999694824219
2022-12-12,65.86000061035156
2022-12-13,67.18000030517578
2022-12-14,67.70999908447266
2022-12-15,65.38999938964844
2022-12-16,61.439998626708984
2022-12-19,58.09000015258789
2022-12-20,57.7599983215332
2022-12-21,59.369998931884766
2022-12-22,57.20000076293945
2022-12-23,60.15999984741211
2022-12-27,60.41999816894531
2022-12-28,59.2400016784668
2022-12-29,61.2599983215332
2022-12-30,60.88999938964844
2023-01-03,60.63999938964844
2023-01-04,65.12000274658203
2023-01-05,63.34000015258789
2023-01-06,65.77999877929688
2023-01-09,67.06999969482422
2023-01-10,67.38999938964844
2023-01-11,67.43000030517578
2023-01-12,66.87999725341797
2023-01-13,65.0
2023-01-17,67.44000244140625
2023-01-18,63.40999984741211
2023-01-19,62.189998626708984
2023-01-20,66.08000183105469
2023-01-23,67.33000183105469
2023-01-24,66.72000122070312
2023-01-25,66.30999755859375
2023-01-26,66.26000213623047
2023-01-27,69.0999984741211
2023-01-30,69.04000091552734
2023-01-31,70.44999694824219
2023-02-01,75.83999633789062
2023-02-02,79.31999969482422
2023-02-03,78.19000244140625
2023-02-06,77.86000061035156
2023-02-07,76.16000366210938
2023-02-08,76.22000122070312
2023-02-09,74.4800033569336
2023-02-10,73.56999969482422
2023-02-13,75.0999984741211
2023-02-14,75.91000366210938
2023-02-15,75.55000305175781
2023-02-16,74.31999969482422
2023-02-17,72.94999694824219
2023-02-21,68.58999633789062
2023-02-22,69.48999786376953
2023-02-23,69.11000061035156
2023-02-24,67.86000061035156
2023-02-27,67.12999725341797
2023-02-28,69.04000091552734
2023-03-01,68.76000213623047
2023-03-02,67.86000061035156
2023-03-03,70.3499984741211
2023-03-06,68.7699966430664
2023-03-07,68.80000305175781
2023-03-08,70.4800033569336
2023-03-09,66.37000274658203
2023-03-10,63.72999954223633
2023-03-13,61.209999084472656
2023-03-14,60.33000183105469
2023-03-15,59.130001068115234
2023-03-16,58.47999954223633
2023-03-17,56.2599983215332
2023-03-20,56.7599983215332
2023-03-21,59.119998931884766
2023-03-22,57.459999084472656
2023-03-23,56.72999954223633
2023-03-24,57.779998779296875
2023-03-27,58.27000045776367
2023-03-28,58.27000045776367
2023-03-29,59.529998779296875
2023-03-30,61.099998474121094
2023-03-31,64.27999877929688
2023-04-03,64.58000183105469
2023-04-04,63.5
2023-04-05,62.439998626708984
2023-04-06,64.33000183105469
2023-04-10,65.86000061035156
2023-04-11,72.20999908447266
2023-04-12,68.58000183105469
