Date,PNW
2022-02-28,70.83000183105469
2022-03-01,69.81999969482422
2022-03-02,70.62000274658203
2022-03-03,73.19999694824219
2022-03-04,74.44999694824219
2022-03-07,75.37000274658203
2022-03-08,73.62000274658203
2022-03-09,73.25
2022-03-10,74.2300033569336
2022-03-11,73.76000213623047
2022-03-14,73.2699966430664
2022-03-15,73.7699966430664
2022-03-16,74.05999755859375
2022-03-17,74.31999969482422
2022-03-18,72.97000122070312
2022-03-21,74.0999984741211
2022-03-22,73.41999816894531
2022-03-23,73.69999694824219
2022-03-24,73.94000244140625
2022-03-25,75.9800033569336
2022-03-28,76.72000122070312
2022-03-29,77.55999755859375
2022-03-30,77.69000244140625
2022-03-31,78.0999984741211
2022-04-01,79.31999969482422
2022-04-04,78.83000183105469
2022-04-05,78.5
2022-04-06,80.48999786376953
2022-04-07,78.87999725341797
2022-04-08,78.83999633789062
2022-04-11,78.20999908447266
2022-04-12,78.2300033569336
2022-04-13,77.33999633789062
2022-04-14,77.54000091552734
2022-04-18,77.13999938964844
2022-04-19,77.81999969482422
2022-04-20,77.95999908447266
2022-04-21,77.9000015258789
2022-04-22,77.31999969482422
2022-04-25,76.77999877929688
2022-04-26,75.41000366210938
2022-04-27,74.41000366210938
2022-04-28,74.51000213623047
2022-04-29,71.19999694824219
2022-05-02,71.23999786376953
2022-05-03,72.22000122070312
2022-05-04,74.22000122070312
2022-05-05,72.80000305175781
2022-05-06,74.12000274658203
2022-05-09,74.25
2022-05-10,72.62000274658203
2022-05-11,73.69000244140625
2022-05-12,73.37999725341797
2022-05-13,73.23999786376953
2022-05-16,73.7300033569336
2022-05-17,74.52999877929688
2022-05-18,74.54000091552734
2022-05-19,75.52999877929688
2022-05-20,75.30999755859375
2022-05-23,75.19000244140625
2022-05-24,77.58000183105469
2022-05-25,77.77999877929688
2022-05-26,78.31999969482422
2022-05-27,78.72000122070312
2022-05-31,77.6500015258789
2022-06-01,77.43000030517578
2022-06-02,77.58000183105469
2022-06-03,77.48999786376953
2022-06-06,78.0999984741211
2022-06-07,77.22000122070312
2022-06-08,74.56999969482422
2022-06-09,73.41000366210938
2022-06-10,73.7300033569336
2022-06-13,71.27999877929688
2022-06-14,68.19000244140625
2022-06-15,68.36000061035156
2022-06-16,67.4800033569336
2022-06-17,65.91999816894531
2022-06-21,67.29000091552734
2022-06-22,68.30999755859375
2022-06-23,69.95999908447266
2022-06-24,71.75
2022-06-27,72.79000091552734
2022-06-28,73.16000366210938
2022-06-29,72.30000305175781
2022-06-30,73.12000274658203
2022-07-01,74.68000030517578
2022-07-05,71.66000366210938
2022-07-06,71.9000015258789
2022-07-07,71.31999969482422
2022-07-08,70.87000274658203
2022-07-11,71.47000122070312
2022-07-12,71.0
2022-07-13,69.94999694824219
2022-07-14,70.41999816894531
2022-07-15,70.73999786376953
2022-07-18,69.93000030517578
2022-07-19,70.20999908447266
2022-07-20,69.66000366210938
2022-07-21,69.38999938964844
2022-07-22,70.23999786376953
2022-07-25,71.43000030517578
2022-07-26,72.2699966430664
2022-07-27,72.06999969482422
2022-07-28,73.69000244140625
2022-07-29,73.47000122070312
2022-08-01,73.80999755859375
2022-08-02,73.7699966430664
2022-08-03,75.2699966430664
2022-08-04,76.56999969482422
2022-08-05,75.41999816894531
2022-08-08,75.56999969482422
2022-08-09,76.30000305175781
2022-08-10,76.44999694824219
2022-08-11,75.69999694824219
2022-08-12,77.31999969482422
2022-08-15,77.80000305175781
2022-08-16,78.25
2022-08-17,77.97000122070312
2022-08-18,77.87000274658203
2022-08-19,77.95999908447266
2022-08-22,76.86000061035156
2022-08-23,76.25
2022-08-24,75.9800033569336
2022-08-25,77.05000305175781
2022-08-26,75.91999816894531
2022-08-29,76.13999938964844
2022-08-30,75.38999938964844
2022-08-31,75.3499984741211
2022-09-01,75.94000244140625
2022-09-02,74.9000015258789
2022-09-06,74.52999877929688
2022-09-07,76.69999694824219
2022-09-08,76.6500015258789
2022-09-09,77.04000091552734
2022-09-12,77.75
2022-09-13,75.06999969482422
2022-09-14,75.41999816894531
2022-09-15,73.81999969482422
2022-09-16,73.62999725341797
2022-09-19,74.69000244140625
2022-09-20,73.30999755859375
2022-09-21,72.76000213623047
2022-09-22,72.69999694824219
2022-09-23,71.2699966430664
2022-09-26,69.66999816894531
2022-09-27,68.25
2022-09-28,68.9800033569336
2022-09-29,66.22000122070312
2022-09-30,64.51000213623047
2022-10-03,66.02999877929688
2022-10-04,67.0
2022-10-05,65.29000091552734
2022-10-06,62.72999954223633
2022-10-07,60.97999954223633
2022-10-10,61.189998626708984
2022-10-11,61.529998779296875
2022-10-12,59.7599983215332
2022-10-13,62.060001373291016
2022-10-14,61.790000915527344
2022-10-17,62.61000061035156
2022-10-18,64.41000366210938
2022-10-19,64.05000305175781
2022-10-20,62.650001525878906
2022-10-21,64.18000030517578
2022-10-24,64.61000061035156
2022-10-25,65.79000091552734
