Date,LLY
2022-09-15,309.4700012207031
2022-09-16,308.8900146484375
2022-09-19,305.0899963378906
2022-09-20,301.7300109863281
2022-09-21,296.4800109863281
2022-09-22,310.8699951171875
2022-09-23,311.4599914550781
2022-09-26,307.5
2022-09-27,311.1000061035156
2022-09-28,334.3800048828125
2022-09-29,330.010009765625
2022-09-30,323.3500061035156
2022-10-03,321.54998779296875
2022-10-04,329.8900146484375
2022-10-05,331.7799987792969
2022-10-06,332.95001220703125
2022-10-07,326.6600036621094
2022-10-10,323.8900146484375
2022-10-11,327.6000061035156
2022-10-12,324.57000732421875
2022-10-13,332.1000061035156
2022-10-14,331.3900146484375
2022-10-17,332.760009765625
2022-10-18,335.0299987792969
2022-10-19,329.2900085449219
2022-10-20,329.07000732421875
2022-10-21,340.7699890136719
2022-10-24,347.8999938964844
2022-10-25,351.30999755859375
2022-10-26,357.8599853515625
2022-10-27,356.3299865722656
2022-10-28,359.8999938964844
2022-10-31,362.0899963378906
2022-11-01,352.5799865722656
2022-11-02,354.9599914550781
2022-11-03,361.67999267578125
2022-11-04,357.4100036621094
2022-11-07,365.07000732421875
2022-11-08,366.6600036621094
2022-11-09,363.2699890136719
2022-11-10,368.7200012207031
2022-11-11,352.29998779296875
2022-11-14,356.05999755859375
2022-11-15,349.95001220703125
2022-11-16,352.92999267578125
2022-11-17,360.7699890136719
2022-11-18,361.6700134277344
2022-11-21,361.1700134277344
2022-11-22,360.8800048828125
2022-11-23,361.7200012207031
2022-11-25,365.25
2022-11-28,365.7699890136719
2022-11-29,363.95001220703125
2022-11-30,371.0799865722656
2022-12-01,370.3299865722656
2022-12-02,374.760009765625
2022-12-05,369.2900085449219
2022-12-06,368.5400085449219
2022-12-07,371.9700012207031
2022-12-08,371.7900085449219
2022-12-09,360.989990234375
2022-12-12,367.25
2022-12-13,358.6600036621094
2022-12-14,363.5
2022-12-15,360.010009765625
2022-12-16,359.8699951171875
2022-12-19,357.7799987792969
2022-12-20,359.6400146484375
2022-12-21,368.010009765625
2022-12-22,365.30999755859375
2022-12-23,367.8999938964844
2022-12-27,364.8800048828125
2022-12-28,365.2200012207031
2022-12-29,367.0199890136719
2022-12-30,365.8399963378906
2023-01-03,364.989990234375
2023-01-04,363.1000061035156
2023-01-05,358.9200134277344
2023-01-06,362.94000244140625
2023-01-09,349.8299865722656
2023-01-10,352.75
2023-01-11,360.4100036621094
2023-01-12,359.1199951171875
2023-01-13,361.6199951171875
2023-01-17,357.739990234375
2023-01-18,352.010009765625
2023-01-19,351.0799865722656
2023-01-20,346.07000732421875
2023-01-23,342.2099914550781
2023-01-24,346.3900146484375
2023-01-25,349.7300109863281
2023-01-26,348.010009765625
2023-01-27,342.1000061035156
2023-01-30,340.5
2023-01-31,344.1499938964844
2023-02-01,342.57000732421875
2023-02-02,330.70001220703125
2023-02-03,339.0799865722656
2023-02-06,337.6600036621094
2023-02-07,339.67999267578125
2023-02-08,340.7300109863281
2023-02-09,341.7900085449219
2023-02-10,345.1199951171875
2023-02-13,350.3999938964844
2023-02-14,347.55999755859375
2023-02-15,335.010009765625
2023-02-16,326.07000732421875
2023-02-17,328.3999938964844
2023-02-21,327.510009765625
2023-02-22,329.07000732421875
2023-02-23,327.5199890136719
2023-02-24,321.6400146484375
2023-02-27,316.6199951171875
2023-02-28,311.2200012207031
2023-03-01,314.1700134277344
2023-03-02,315.04998779296875
2023-03-03,318.42999267578125
2023-03-06,318.9599914550781
2023-03-07,310.6300048828125
2023-03-08,312.5400085449219
2023-03-09,316.8500061035156
2023-03-10,315.0199890136719
2023-03-13,324.489990234375
2023-03-14,327.07000732421875
2023-03-15,329.4700012207031
2023-03-16,329.5299987792969
2023-03-17,329.17999267578125
2023-03-20,333.6000061035156
2023-03-21,331.0799865722656
2023-03-22,330.9700012207031
2023-03-23,332.6400146484375
2023-03-24,336.1300048828125
2023-03-27,334.6000061035156
2023-03-28,337.6499938964844
2023-03-29,335.8699951171875
2023-03-30,340.69000244140625
2023-03-31,343.4200134277344
2023-04-03,350.739990234375
2023-04-04,354.6199951171875
2023-04-05,362.239990234375
2023-04-06,368.2900085449219
2023-04-10,367.0
2023-04-11,364.0400085449219
2023-04-12,369.04998779296875
2023-04-13,375.1499938964844
2023-04-14,374.7300109863281
2023-04-17,372.3500061035156
2023-04-18,369.9100036621094
2023-04-19,370.4700012207031
2023-04-20,374.80999755859375
2023-04-21,385.239990234375
2023-04-24,383.3500061035156
2023-04-25,384.8399963378906
2023-04-26,376.2699890136719
2023-04-27,390.3500061035156
2023-04-28,395.8599853515625
2023-05-01,405.80999755859375
2023-05-02,404.20001220703125
2023-05-03,431.19000244140625
2023-05-04,428.44000244140625
2023-05-05,427.80999755859375
2023-05-08,432.7200012207031
2023-05-09,428.3800048828125
2023-05-10,435.9200134277344
2023-05-11,435.54998779296875
2023-05-12,434.42999267578125
2023-05-15,434.510009765625
2023-05-16,436.6499938964844
2023-05-17,437.4700012207031
2023-05-18,437.8900146484375
2023-05-19,442.3800048828125
2023-05-22,433.989990234375
2023-05-23,423.2099914550781
2023-05-24,425.7699890136719
2023-05-25,427.30999755859375
2023-05-26,425.7900085449219
2023-05-30,427.239990234375
2023-05-31,429.4599914550781
2023-06-01,436.489990234375
2023-06-02,442.3299865722656
2023-06-05,444.260009765625
2023-06-06,443.07000732421875
2023-06-07,436.3699951171875
2023-06-08,445.6600036621094
2023-06-09,446.0400085449219
2023-06-12,445.30999755859375
2023-06-13,445.7200012207031
2023-06-14,447.7200012207031
2023-06-15,453.92999267578125
2023-06-16,447.7099914550781
2023-06-20,451.95001220703125
2023-06-21,453.0
2023-06-22,457.67999267578125
2023-06-23,458.8399963378906
2023-06-26,452.760009765625
2023-06-27,464.5
2023-06-28,458.70001220703125
2023-06-29,464.489990234375
2023-06-30,468.9800109863281
2023-07-03,461.4200134277344
2023-07-05,465.70001220703125
2023-07-06,463.2099914550781
2023-07-07,452.0799865722656
2023-07-10,453.1600036621094
2023-07-11,439.3900146484375
2023-07-12,440.6000061035156
2023-07-13,434.70001220703125
2023-07-14,449.4599914550781
2023-07-17,447.1400146484375
2023-07-18,451.20001220703125
2023-07-19,453.55999755859375
2023-07-20,463.82000732421875
2023-07-21,462.0400085449219
2023-07-24,459.32000732421875
2023-07-25,457.5400085449219
2023-07-26,453.5899963378906
2023-07-27,454.989990234375
2023-07-28,458.4800109863281
2023-07-31,454.54998779296875
2023-08-01,453.0899963378906
2023-08-02,454.4800109863281
2023-08-03,449.1600036621094
2023-08-04,449.489990234375
2023-08-07,454.0799865722656
2023-08-08,521.5999755859375
2023-08-09,526.22998046875
2023-08-10,521.3400268554688
2023-08-11,528.280029296875
2023-08-14,538.0
2023-08-15,546.6199951171875
2023-08-16,546.239990234375
2023-08-17,537.6599731445312
2023-08-18,546.4299926757812
2023-08-21,550.0499877929688
2023-08-22,553.6599731445312
2023-08-23,553.3599853515625
2023-08-24,548.0
2023-08-25,553.6500244140625
2023-08-28,553.9199829101562
2023-08-29,553.9000244140625
2023-08-30,547.989990234375
2023-08-31,554.2000122070312
2023-09-01,557.1099853515625
2023-09-05,558.1900024414062
2023-09-06,559.9500122070312
2023-09-07,573.22998046875
2023-09-08,586.4600219726562
2023-09-11,595.5599975585938
2023-09-12,599.2999877929688
2023-09-13,598.8800048828125
2023-09-14,591.6099853515625
2023-09-15,575.6599731445312
2023-09-18,571.280029296875
2023-09-19,574.9600219726562
2023-09-20,569.6400146484375
2023-09-21,550.1300048828125
2023-09-22,550.5399780273438
2023-09-25,552.2899780273438
2023-09-26,550.010009765625
2023-09-27,549.760009765625
2023-09-28,544.4500122070312
2023-09-29,537.1300048828125
2023-10-02,538.2899780273438
2023-10-03,525.1900024414062
2023-10-04,531.4600219726562
2023-10-05,541.47998046875
2023-10-06,565.219970703125
2023-10-09,571.760009765625
2023-10-10,579.3099975585938
2023-10-11,605.280029296875
2023-10-12,610.5
2023-10-13,609.2000122070312
2023-10-16,616.6400146484375
2023-10-17,608.3099975585938
2023-10-18,607.239990234375
2023-10-19,590.7999877929688
2023-10-20,584.6400146484375
2023-10-23,576.6500244140625
2023-10-24,592.4299926757812
2023-10-25,586.4600219726562
2023-10-26,568.0999755859375
2023-10-27,560.22998046875
2023-10-30,565.7100219726562
2023-10-31,553.9299926757812
2023-11-01,554.4600219726562
2023-11-02,580.2899780273438
2023-11-03,567.8099975585938
2023-11-06,595.1900024414062
2023-11-07,599.9299926757812
2023-11-08,619.1300048828125
2023-11-09,591.3200073242188
2023-11-10,597.7100219726562
2023-11-13,612.7100219726562
2023-11-14,610.8200073242188
2023-11-15,588.5399780273438
2023-11-16,588.75
2023-11-17,591.7100219726562
2023-11-20,597.5999755859375
2023-11-21,592.5999755859375
2023-11-22,595.0900268554688
2023-11-24,601.0999755859375
2023-11-27,591.530029296875
2023-11-28,591.5999755859375
2023-11-29,591.8599853515625
2023-11-30,591.0399780273438
2023-12-01,584.0399780273438
2023-12-04,585.6799926757812
2023-12-05,588.1500244140625
2023-12-06,589.25
2023-12-07,588.27001953125
2023-12-08,598.0499877929688
2023-12-11,584.0399780273438
2023-12-12,584.760009765625
2023-12-13,597.5
2023-12-14,573.6699829101562
2023-12-15,572.0399780273438
2023-12-18,579.760009765625
2023-12-19,579.8099975585938
2023-12-20,570.2100219726562
2023-12-21,572.0
2023-12-22,570.3900146484375
2023-12-26,570.6699829101562
2023-12-27,581.510009765625
2023-12-28,580.8499755859375
2023-12-29,582.9199829101562
2024-01-02,592.2000122070312
2024-01-03,617.7000122070312
2024-01-04,614.5
2024-01-05,618.5499877929688
2024-01-08,626.030029296875
2024-01-09,625.47998046875
2024-01-10,630.1900024414062
2024-01-11,635.719970703125
2024-01-12,642.9199829101562
2024-01-16,634.5700073242188
2024-01-17,628.9099731445312
2024-01-18,623.3499755859375
2024-01-19,628.5800170898438
2024-01-22,630.8800048828125
2024-01-23,629.6799926757812
2024-01-24,633.7000122070312
2024-01-25,627.6199951171875
2024-01-26,639.25
2024-01-29,645.0
2024-01-30,644.97998046875
2024-01-31,645.6099853515625
2024-02-01,660.4299926757812
2024-02-02,667.6500244140625
2024-02-05,706.2000122070312
2024-02-06,705.030029296875
2024-02-07,725.3800048828125
2024-02-08,735.6799926757812
2024-02-09,740.1599731445312
2024-02-12,737.260009765625
2024-02-13,742.969970703125
2024-02-14,757.3099975585938
2024-02-15,757.780029296875
2024-02-16,782.0599975585938
2024-02-20,755.6599731445312
2024-02-21,745.9099731445312
2024-02-22,769.6400146484375
2024-02-23,769.5399780273438
2024-02-26,771.9199829101562
2024-02-27,765.0
2024-02-28,757.6400146484375
2024-02-29,753.6799926757812
2024-03-01,782.1199951171875
2024-03-04,792.280029296875
2024-03-05,777.5900268554688
2024-03-06,779.77001953125
2024-03-07,780.1599731445312
2024-03-08,762.1400146484375
2024-03-11,734.3699951171875
2024-03-12,754.9500122070312
2024-03-13,757.8400268554688
2024-03-14,760.72998046875
2024-03-15,754.1699829101562
2024-03-18,762.6599731445312
2024-03-19,772.780029296875
2024-03-20,772.8599853515625
2024-03-21,770.260009765625
2024-03-22,770.6099853515625
2024-03-25,773.1400146484375
2024-03-26,774.9000244140625
2024-03-27,778.1799926757812
2024-03-28,777.9600219726562
2024-04-01,760.5499877929688
2024-04-02,763.9600219726562
2024-04-03,775.989990234375
2024-04-04,768.0800170898438
2024-04-05,784.2100219726562
2024-04-08,777.2899780273438
2024-04-09,757.239990234375
2024-04-10,761.97998046875
2024-04-11,759.5900268554688
2024-04-12,751.6400146484375
2024-04-15,750.77001953125
2024-04-16,746.739990234375
2024-04-17,750.77001953125
2024-04-18,745.9500122070312
2024-04-19,726.3099975585938
2024-04-22,731.3300170898438
2024-04-23,745.6900024414062
2024-04-24,732.2000122070312
2024-04-25,724.8699951171875
2024-04-26,733.510009765625
2024-04-29,737.2000122070312
2024-04-30,781.0999755859375
2024-05-01,776.75
2024-05-02,755.9099731445312
2024-05-03,734.969970703125
2024-05-06,766.6799926757812
2024-05-07,777.77001953125
2024-05-08,775.0
2024-05-09,771.5499877929688
2024-05-10,760.0
2024-05-13,757.7000122070312
2024-05-14,763.97998046875
2024-05-15,787.02001953125
2024-05-16,771.1199951171875
2024-05-17,770.0
2024-05-20,783.1799926757812
2024-05-21,803.1699829101562
2024-05-22,802.9099731445312
2024-05-23,808.4500122070312
2024-05-24,807.4299926757812
2024-05-28,807.8599853515625
2024-05-29,811.530029296875
2024-05-30,815.0599975585938
2024-05-31,820.3400268554688
2024-06-03,831.260009765625
2024-06-04,832.5900268554688
2024-06-05,831.760009765625
2024-06-06,837.2899780273438
2024-06-07,849.989990234375
2024-06-10,865.0
2024-06-11,865.8200073242188
2024-06-12,867.2999877929688
2024-06-13,883.3300170898438
2024-06-14,878.4500122070312
2024-06-17,885.010009765625
2024-06-18,891.4600219726562
2024-06-20,885.989990234375
2024-06-21,883.8800048828125
2024-06-24,890.1099853515625
2024-06-25,904.6099853515625
2024-06-26,901.260009765625
2024-06-27,909.0399780273438
2024-06-28,905.3800048828125
2024-07-01,914.3699951171875
2024-07-02,906.7100219726562
2024-07-03,898.0999755859375
2024-07-05,914.5700073242188
2024-07-08,918.0
2024-07-09,932.5
2024-07-10,939.780029296875
2024-07-11,934.1400146484375
2024-07-12,948.4000244140625
2024-07-15,950.4600219726562
2024-07-16,941.5999755859375
2024-07-17,905.5900268554688
2024-07-18,848.9000244140625
2024-07-19,857.469970703125
2024-07-22,865.969970703125
2024-07-23,878.2899780273438
2024-07-24,859.8800048828125
2024-07-25,821.1900024414062
2024-07-26,804.6199951171875
2024-07-29,807.7899780273438
2024-07-30,790.2100219726562
2024-07-31,804.27001953125
2024-08-01,832.4400024414062
2024-08-02,804.4600219726562
2024-08-05,775.260009765625
2024-08-06,793.1799926757812
2024-08-07,772.1400146484375
2024-08-08,845.3099975585938
2024-08-09,891.6799926757812
2024-08-12,884.3800048828125
2024-08-13,908.0499877929688
2024-08-14,931.6799926757812
2024-08-15,931.5800170898438
2024-08-16,922.1199951171875
2024-08-19,921.8099975585938
2024-08-20,949.969970703125
2024-08-21,951.969970703125
2024-08-22,954.1699829101562
2024-08-23,952.739990234375
2024-08-26,950.530029296875
2024-08-27,954.47998046875
2024-08-28,948.9400024414062
2024-08-29,940.2000122070312
2024-08-30,960.02001953125
2024-09-03,956.530029296875
2024-09-04,946.3099975585938
2024-09-05,912.75
2024-09-06,902.7100219726562
2024-09-09,908.27001953125
2024-09-10,901.25
2024-09-11,920.8900146484375
2024-09-12,935.02001953125
2024-09-13,923.7100219726562
2024-09-16,923.5399780273438
2024-09-17,906.1799926757812
2024-09-18,904.969970703125
2024-09-19,915.0399780273438
2024-09-20,921.489990234375
2024-09-23,918.52001953125
2024-09-24,924.4299926757812
2024-09-25,924.5599975585938
2024-09-26,909.3200073242188
2024-09-27,877.7899780273438
2024-09-30,885.9400024414062
2024-10-01,884.47998046875
2024-10-02,891.0700073242188
2024-10-03,885.5499877929688
2024-10-04,887.1599731445312
2024-10-07,898.4000244140625
2024-10-08,913.719970703125
2024-10-09,919.739990234375
2024-10-10,910.6900024414062
2024-10-11,932.0599975585938
2024-10-14,929.510009765625
2024-10-15,913.3200073242188
2024-10-16,916.4199829101562
2024-10-17,917.1199951171875
2024-10-18,917.969970703125
2024-10-21,906.1300048828125
2024-10-22,909.1500244140625
2024-10-23,903.25
2024-10-24,891.3200073242188
2024-10-25,892.7000122070312
2024-10-28,895.5900268554688
2024-10-29,903.5800170898438
2024-10-30,846.8300170898438
2024-10-31,829.739990234375
2024-11-01,818.9299926757812
2024-11-04,806.1400146484375
2024-11-05,806.0599975585938
2024-11-06,776.3800048828125
2024-11-07,797.4500122070312
2024-11-08,831.5399780273438
2024-11-11,832.4400024414062
2024-11-12,818.8599853515625
2024-11-13,811.8099975585938
2024-11-14,786.22998046875
2024-11-15,746.2000122070312
2024-11-18,727.2000122070312
2024-11-19,729.72998046875
2024-11-20,753.4099731445312
2024-11-21,749.9199829101562
