Date,TDG
2022-09-13,593.72998046875
2022-09-14,600.1400146484375
2022-09-15,587.0999755859375
2022-09-16,581.9299926757812
2022-09-19,592.0399780273438
2022-09-20,584.7100219726562
2022-09-21,567.0599975585938
2022-09-22,554.7000122070312
2022-09-23,540.510009765625
2022-09-26,531.4400024414062
2022-09-27,531.8300170898438
2022-09-28,540.239990234375
2022-09-29,530.4000244140625
2022-09-30,524.8200073242188
2022-10-03,542.3499755859375
2022-10-04,563.52001953125
2022-10-05,551.75
2022-10-06,547.0
2022-10-07,533.47998046875
2022-10-10,531.52001953125
2022-10-11,522.5900268554688
2022-10-12,509.8299865722656
2022-10-13,521.7100219726562
2022-10-14,514.280029296875
2022-10-17,525.6099853515625
2022-10-18,540.2100219726562
2022-10-19,541.5
2022-10-20,531.02001953125
2022-10-21,537.8800048828125
2022-10-24,542.5800170898438
2022-10-25,555.0399780273438
2022-10-26,554.8200073242188
2022-10-27,564.3499755859375
2022-10-28,581.5499877929688
2022-10-31,575.760009765625
2022-11-01,575.52001953125
2022-11-02,557.7100219726562
2022-11-03,563.0999755859375
2022-11-04,579.6099853515625
2022-11-07,584.8800048828125
2022-11-08,594.0800170898438
2022-11-09,582.7999877929688
2022-11-10,640.02001953125
2022-11-11,626.25
2022-11-14,616.1400146484375
2022-11-15,618.010009765625
2022-11-16,612.5700073242188
2022-11-17,602.0800170898438
2022-11-18,620.6099853515625
2022-11-21,616.3900146484375
2022-11-22,629.3599853515625
2022-11-23,639.0399780273438
2022-11-25,636.5399780273438
2022-11-28,606.0900268554688
2022-11-29,609.8800048828125
2022-11-30,628.5
2022-12-01,634.6400146484375
2022-12-02,621.8200073242188
2022-12-05,616.8499755859375
2022-12-06,607.4500122070312
2022-12-07,609.6900024414062
2022-12-08,614.469970703125
2022-12-09,609.7000122070312
2022-12-12,618.02001953125
2022-12-13,626.5900268554688
2022-12-14,628.010009765625
2022-12-15,612.1500244140625
2022-12-16,605.72998046875
2022-12-19,602.0499877929688
2022-12-20,610.1599731445312
2022-12-21,627.6400146484375
2022-12-22,619.0499877929688
2022-12-23,620.3200073242188
2022-12-27,626.4500122070312
2022-12-28,621.7000122070312
2022-12-29,628.4000244140625
2022-12-30,629.6500244140625
2023-01-03,625.77001953125
2023-01-04,633.5599975585938
2023-01-05,636.4600219726562
2023-01-06,649.030029296875
2023-01-09,650.8200073242188
2023-01-10,658.7999877929688
2023-01-11,673.8300170898438
2023-01-12,680.2000122070312
2023-01-13,683.8800048828125
2023-01-17,680.3499755859375
2023-01-18,672.1099853515625
2023-01-19,660.239990234375
2023-01-20,672.6500244140625
2023-01-23,685.0
2023-01-24,694.25
2023-01-25,700.5
2023-01-26,710.1400146484375
2023-01-27,710.6900024414062
2023-01-30,707.25
2023-01-31,717.75
2023-02-01,728.1500244140625
2023-02-02,711.8400268554688
2023-02-03,713.5
2023-02-06,720.3499755859375
2023-02-07,742.5
2023-02-08,754.2999877929688
2023-02-09,746.97998046875
2023-02-10,730.469970703125
2023-02-13,740.510009765625
2023-02-14,755.6799926757812
2023-02-15,768.1599731445312
2023-02-16,748.6699829101562
2023-02-17,743.969970703125
2023-02-21,737.2000122070312
2023-02-22,740.989990234375
2023-02-23,746.2999877929688
2023-02-24,741.8499755859375
2023-02-27,747.4000244140625
2023-02-28,743.8699951171875
2023-03-01,750.9400024414062
2023-03-02,759.0599975585938
2023-03-03,767.219970703125
2023-03-06,770.1500244140625
2023-03-07,762.7999877929688
2023-03-08,764.489990234375
2023-03-09,741.5499877929688
2023-03-10,717.1199951171875
2023-03-13,702.6599731445312
2023-03-14,728.2000122070312
2023-03-15,697.1300048828125
2023-03-16,712.239990234375
2023-03-17,690.9000244140625
2023-03-20,699.969970703125
2023-03-21,716.4600219726562
2023-03-22,704.8800048828125
2023-03-23,701.25
2023-03-24,703.8900146484375
2023-03-27,713.6699829101562
2023-03-28,719.7899780273438
2023-03-29,732.25
2023-03-30,734.8699951171875
2023-03-31,737.0499877929688
2023-04-03,745.760009765625
2023-04-04,735.6400146484375
2023-04-05,722.6199951171875
2023-04-06,724.3200073242188
2023-04-10,733.9099731445312
2023-04-11,738.8200073242188
2023-04-12,745.4299926757812
2023-04-13,753.719970703125
2023-04-14,751.8300170898438
2023-04-17,754.4400024414062
2023-04-18,762.4299926757812
2023-04-19,760.6400146484375
2023-04-20,763.0
2023-04-21,764.469970703125
2023-04-24,765.25
2023-04-25,754.0
2023-04-26,742.9199829101562
2023-04-27,759.1400146484375
2023-04-28,765.0
2023-05-01,769.1900024414062
2023-05-02,771.9000244140625
2023-05-03,769.219970703125
2023-05-04,759.989990234375
2023-05-05,767.1900024414062
2023-05-08,772.2999877929688
2023-05-09,808.4099731445312
2023-05-10,810.1400146484375
2023-05-11,796.8800048828125
2023-05-12,795.5900268554688
2023-05-15,808.1400146484375
2023-05-16,807.0700073242188
2023-05-17,819.9199829101562
2023-05-18,826.0499877929688
2023-05-19,822.510009765625
2023-05-22,807.9000244140625
2023-05-23,783.219970703125
2023-05-24,779.6300048828125
2023-05-25,786.7100219726562
2023-05-26,792.489990234375
2023-05-30,780.4600219726562
2023-05-31,773.6500244140625
2023-06-01,778.1500244140625
2023-06-02,793.8200073242188
2023-06-05,788.1500244140625
2023-06-06,795.4199829101562
2023-06-07,805.760009765625
2023-06-08,807.0
2023-06-09,800.010009765625
2023-06-12,806.4000244140625
2023-06-13,802.969970703125
2023-06-14,810.8599853515625
2023-06-15,824.6599731445312
2023-06-16,815.8900146484375
2023-06-20,821.5599975585938
2023-06-21,847.969970703125
2023-06-22,850.5900268554688
2023-06-23,850.260009765625
2023-06-26,855.3400268554688
2023-06-27,873.739990234375
2023-06-28,875.4199829101562
2023-06-29,886.1199951171875
2023-06-30,894.1699829101562
2023-07-03,896.4500122070312
2023-07-05,886.5800170898438
2023-07-06,878.8400268554688
2023-07-07,883.0800170898438
2023-07-10,881.489990234375
2023-07-11,892.719970703125
2023-07-12,888.030029296875
2023-07-13,893.7000122070312
2023-07-14,888.75
2023-07-17,886.25
2023-07-18,896.7999877929688
2023-07-19,886.3499755859375
2023-07-20,890.3400268554688
2023-07-21,887.9299926757812
2023-07-24,882.0399780273438
2023-07-25,893.739990234375
2023-07-26,891.97998046875
2023-07-27,892.6199951171875
2023-07-28,885.1300048828125
2023-07-31,899.719970703125
2023-08-01,902.6300048828125
2023-08-02,887.3599853515625
2023-08-03,895.5800170898438
2023-08-04,896.0999755859375
2023-08-07,914.1799926757812
2023-08-08,888.8599853515625
2023-08-09,869.9000244140625
2023-08-10,877.77001953125
2023-08-11,873.280029296875
2023-08-14,865.010009765625
2023-08-15,860.5499877929688
2023-08-16,855.6400146484375
2023-08-17,843.77001953125
2023-08-18,857.1300048828125
2023-08-21,852.3099975585938
2023-08-22,855.239990234375
2023-08-23,865.6099853515625
2023-08-24,859.0
2023-08-25,864.77001953125
2023-08-28,881.5
2023-08-29,893.5800170898438
2023-08-30,902.739990234375
2023-08-31,903.8499755859375
2023-09-01,911.3200073242188
2023-09-05,889.1599731445312
2023-09-06,882.97998046875
2023-09-07,887.22998046875
2023-09-08,871.8900146484375
2023-09-11,877.8200073242188
2023-09-12,872.0599975585938
2023-09-13,867.1500244140625
2023-09-14,874.1199951171875
2023-09-15,864.7000122070312
2023-09-18,870.0900268554688
2023-09-19,870.5900268554688
2023-09-20,854.3499755859375
2023-09-21,842.8300170898438
2023-09-22,847.3599853515625
2023-09-25,851.2100219726562
2023-09-26,842.6799926757812
2023-09-27,851.8200073242188
2023-09-28,848.3699951171875
2023-09-29,843.1300048828125
2023-10-02,824.3800048828125
2023-10-03,812.25
2023-10-04,821.6500244140625
2023-10-05,838.9299926757812
2023-10-06,850.0800170898438
2023-10-09,867.0599975585938
2023-10-10,866.1799926757812
2023-10-11,869.0
2023-10-12,858.3099975585938
2023-10-13,857.0900268554688
2023-10-16,863.9099731445312
2023-10-17,863.1799926757812
2023-10-18,841.9099731445312
2023-10-19,830.6199951171875
2023-10-20,822.760009765625
2023-10-23,826.5
2023-10-24,831.0700073242188
2023-10-25,818.280029296875
2023-10-26,818.0
2023-10-27,819.0499877929688
2023-10-30,819.6699829101562
2023-10-31,828.0900268554688
2023-11-01,828.3400268554688
2023-11-02,869.72998046875
2023-11-03,882.0800170898438
2023-11-06,888.739990234375
2023-11-07,892.8200073242188
2023-11-08,895.2100219726562
2023-11-09,973.0700073242188
2023-11-10,992.5
2023-11-13,993.1500244140625
2023-11-14,996.739990234375
2023-11-15,994.1599731445312
2023-11-16,986.9500122070312
2023-11-17,957.6300048828125
2023-11-20,964.3599853515625
2023-11-21,971.030029296875
2023-11-22,970.2000122070312
2023-11-24,970.72998046875
2023-11-27,976.5800170898438
2023-11-28,956.1799926757812
2023-11-29,952.8200073242188
2023-11-30,962.8699951171875
2023-12-01,970.27001953125
2023-12-04,967.3800048828125
2023-12-05,955.510009765625
2023-12-06,963.510009765625
2023-12-07,972.9600219726562
2023-12-08,983.9199829101562
2023-12-11,992.52001953125
2023-12-12,1000.3900146484375
2023-12-13,1011.3599853515625
2023-12-14,987.0
2023-12-15,985.5900268554688
2023-12-18,989.8900146484375
2023-12-19,998.3900146484375
2023-12-20,981.6400146484375
2023-12-21,994.1199951171875
2023-12-22,1000.4199829101562
2023-12-26,1008.969970703125
2023-12-27,1007.989990234375
2023-12-28,1012.7899780273438
2023-12-29,1011.5999755859375
2024-01-02,992.2000122070312
2024-01-03,972.6099853515625
2024-01-04,975.530029296875
2024-01-05,978.6099853515625
2024-01-08,997.1799926757812
2024-01-09,1000.1199951171875
2024-01-10,1015.0
2024-01-11,1019.8200073242188
2024-01-12,1032.8299560546875
2024-01-16,1027.3199462890625
2024-01-17,1031.75
2024-01-18,1053.0
2024-01-19,1057.1300048828125
2024-01-22,1072.2099609375
2024-01-23,1071.8499755859375
2024-01-24,1059.9200439453125
2024-01-25,1078.8699951171875
2024-01-26,1082.47998046875
2024-01-29,1081.72998046875
2024-01-30,1085.93994140625
2024-01-31,1092.6800537109375
2024-02-01,1113.6800537109375
2024-02-02,1123.760009765625
2024-02-05,1135.0799560546875
2024-02-06,1140.5999755859375
2024-02-07,1147.010009765625
2024-02-08,1128.5699462890625
2024-02-09,1119.8900146484375
2024-02-12,1109.1700439453125
2024-02-13,1122.260009765625
2024-02-14,1147.1300048828125
2024-02-15,1157.7900390625
2024-02-16,1146.3900146484375
2024-02-20,1159.010009765625
2024-02-21,1164.3499755859375
2024-02-22,1192.949951171875
2024-02-23,1199.8900146484375
2024-02-26,1187.4000244140625
2024-02-27,1174.219970703125
2024-02-28,1172.0
2024-02-29,1177.739990234375
2024-03-01,1183.27001953125
2024-03-04,1173.4100341796875
2024-03-05,1160.0
2024-03-06,1168.6800537109375
2024-03-07,1174.68994140625
2024-03-08,1164.989990234375
2024-03-11,1151.739990234375
2024-03-12,1183.1300048828125
2024-03-13,1187.4000244140625
2024-03-14,1185.9000244140625
2024-03-15,1172.199951171875
2024-03-18,1181.0
2024-03-19,1200.9200439453125
2024-03-20,1214.97998046875
2024-03-21,1232.3800048828125
2024-03-22,1231.199951171875
2024-03-25,1223.4100341796875
2024-03-26,1223.1099853515625
2024-03-27,1233.800048828125
2024-03-28,1231.5999755859375
2024-04-01,1213.93994140625
2024-04-02,1203.8199462890625
2024-04-03,1228.510009765625
2024-04-04,1204.3599853515625
2024-04-05,1235.280029296875
2024-04-08,1233.2900390625
2024-04-09,1215.9300537109375
2024-04-10,1219.9100341796875
2024-04-11,1234.9300537109375
2024-04-12,1220.3800048828125
2024-04-15,1207.5
2024-04-16,1223.1500244140625
2024-04-17,1225.699951171875
2024-04-18,1213.5
2024-04-19,1187.699951171875
2024-04-22,1200.9300537109375
2024-04-23,1242.4000244140625
2024-04-24,1241.6199951171875
2024-04-25,1256.5799560546875
2024-04-26,1259.1500244140625
2024-04-29,1258.719970703125
2024-04-30,1248.030029296875
2024-05-01,1249.3199462890625
2024-05-02,1271.780029296875
2024-05-03,1293.800048828125
2024-05-06,1301.6300048828125
2024-05-07,1310.4000244140625
2024-05-08,1315.0
2024-05-09,1318.8599853515625
2024-05-10,1310.489990234375
2024-05-13,1280.56005859375
2024-05-14,1275.77001953125
2024-05-15,1289.199951171875
2024-05-16,1286.3199462890625
2024-05-17,1291.949951171875
2024-05-20,1312.760009765625
2024-05-21,1336.8399658203125
2024-05-22,1326.18994140625
2024-05-23,1330.719970703125
2024-05-24,1350.31005859375
2024-05-28,1317.93994140625
2024-05-29,1312.2900390625
2024-05-30,1321.8499755859375
2024-05-31,1343.22998046875
2024-06-03,1339.18994140625
2024-06-04,1340.8299560546875
2024-06-05,1362.300048828125
2024-06-06,1334.6500244140625
2024-06-07,1310.0
2024-06-10,1305.989990234375
2024-06-11,1293.8800048828125
2024-06-12,1322.1300048828125
2024-06-13,1323.6500244140625
2024-06-14,1294.760009765625
2024-06-17,1318.9100341796875
2024-06-18,1339.47998046875
2024-06-20,1329.6700439453125
2024-06-21,1321.0899658203125
2024-06-24,1328.050048828125
2024-06-25,1320.3599853515625
2024-06-26,1300.8299560546875
2024-06-27,1288.6500244140625
2024-06-28,1277.6099853515625
2024-07-01,1252.719970703125
2024-07-02,1278.0999755859375
2024-07-03,1283.5
2024-07-05,1274.550048828125
2024-07-08,1272.1800537109375
2024-07-09,1270.4599609375
2024-07-10,1272.6800537109375
2024-07-11,1255.6400146484375
2024-07-12,1242.31005859375
2024-07-15,1241.93994140625
2024-07-16,1280.5
2024-07-17,1241.469970703125
2024-07-18,1245.9200439453125
2024-07-19,1238.0699462890625
2024-07-22,1255.8499755859375
2024-07-23,1287.1300048828125
2024-07-24,1245.47998046875
2024-07-25,1228.4200439453125
2024-07-26,1234.8599853515625
2024-07-29,1236.1199951171875
2024-07-30,1264.1600341796875
2024-07-31,1294.219970703125
2024-08-01,1268.0400390625
2024-08-02,1212.27001953125
2024-08-05,1209.449951171875
2024-08-06,1237.3699951171875
2024-08-07,1202.030029296875
2024-08-08,1231.1199951171875
2024-08-09,1246.0999755859375
2024-08-12,1233.050048828125
2024-08-13,1243.68994140625
2024-08-14,1248.3599853515625
2024-08-15,1272.3399658203125
2024-08-16,1280.0799560546875
2024-08-19,1308.239990234375
2024-08-20,1310.4100341796875
2024-08-21,1313.7099609375
2024-08-22,1304.3800048828125
2024-08-23,1326.6800537109375
2024-08-26,1302.25
2024-08-27,1326.22998046875
2024-08-28,1333.06005859375
2024-08-29,1364.3699951171875
2024-08-30,1373.2099609375
2024-09-03,1332.489990234375
2024-09-04,1350.6199951171875
2024-09-05,1329.280029296875
2024-09-06,1294.1700439453125
2024-09-09,1302.77001953125
2024-09-10,1310.75
2024-09-11,1328.030029296875
2024-09-12,1348.030029296875
2024-09-13,1367.760009765625
2024-09-16,1372.9200439453125
2024-09-17,1375.449951171875
2024-09-18,1373.699951171875
2024-09-19,1389.8499755859375
2024-09-20,1408.030029296875
2024-09-23,1417.97998046875
2024-09-24,1420.9000244140625
2024-09-25,1424.260009765625
2024-09-26,1401.22998046875
2024-09-27,1402.8800048828125
2024-09-30,1427.1300048828125
2024-10-01,1435.9599609375
2024-10-02,1442.530029296875
2024-10-03,1419.0899658203125
2024-10-04,1355.4599609375
2024-10-07,1356.550048828125
2024-10-08,1375.6199951171875
2024-10-09,1386.9599609375
2024-10-10,1368.97998046875
2024-10-11,1410.4200439453125
2024-10-14,1411.6300048828125
2024-10-15,1390.52001953125
2024-10-16,1384.0699462890625
2024-10-17,1401.9599609375
2024-10-18,1397.1600341796875
2024-10-21,1386.8599853515625
2024-10-22,1350.4100341796875
2024-10-23,1357.5899658203125
2024-10-24,1345.56005859375
2024-10-25,1354.8299560546875
2024-10-28,1339.0799560546875
2024-10-29,1336.1700439453125
2024-10-30,1329.6300048828125
2024-10-31,1302.300048828125
2024-11-01,1304.5
2024-11-04,1315.3900146484375
2024-11-05,1337.5999755859375
2024-11-06,1382.5999755859375
2024-11-07,1329.3900146484375
2024-11-08,1350.97998046875
2024-11-11,1374.760009765625
2024-11-12,1355.4200439453125
2024-11-13,1363.0
2024-11-14,1271.7099609375
2024-11-15,1254.1600341796875
2024-11-18,1252.3499755859375
2024-11-19,1250.6199951171875
2024-11-20,1293.1099853515625
2024-11-21,1240.1300048828125
