Date,PG
2022-11-11,140.97000122070312
2022-11-14,140.97999572753906
2022-11-15,140.49000549316406
2022-11-16,141.74000549316406
2022-11-17,140.8699951171875
2022-11-18,142.57000732421875
2022-11-21,144.3800048828125
2022-11-22,145.6199951171875
2022-11-23,146.4499969482422
2022-11-25,146.72000122070312
2022-11-28,146.60000610351562
2022-11-29,145.47999572753906
2022-11-30,149.16000366210938
2022-12-01,149.25
2022-12-02,150.61000061035156
2022-12-05,149.08999633789062
2022-12-06,149.27999877929688
2022-12-07,150.24000549316406
2022-12-08,151.32000732421875
2022-12-09,150.9199981689453
2022-12-12,152.47000122070312
2022-12-13,152.24000549316406
2022-12-14,152.83999633789062
2022-12-15,151.11000061035156
2022-12-16,150.44000244140625
2022-12-19,150.39999389648438
2022-12-20,150.4600067138672
2022-12-21,151.83999633789062
2022-12-22,152.19000244140625
2022-12-23,152.6199951171875
2022-12-27,153.9499969482422
2022-12-28,151.9600067138672
2022-12-29,152.58999633789062
2022-12-30,151.55999755859375
2023-01-03,151.57000732421875
2023-01-04,152.22999572753906
2023-01-05,150.33999633789062
2023-01-06,153.9199981689453
2023-01-09,152.0399932861328
2023-01-10,151.88999938964844
2023-01-11,150.66000366210938
2023-01-12,149.80999755859375
2023-01-13,150.8800048828125
2023-01-17,150.44000244140625
2023-01-18,146.41000366210938
2023-01-19,142.4199981689453
2023-01-20,142.97000122070312
2023-01-23,141.0500030517578
2023-01-24,141.82000732421875
2023-01-25,141.72000122070312
2023-01-26,141.14999389648438
2023-01-27,140.57000732421875
2023-01-30,141.00999450683594
2023-01-31,142.3800048828125
2023-02-01,143.19000244140625
2023-02-02,142.1699981689453
2023-02-03,142.61000061035156
2023-02-06,141.39999389648438
2023-02-07,140.02000427246094
2023-02-08,138.57000732421875
2023-02-09,137.0500030517578
2023-02-10,138.25999450683594
2023-02-13,140.07000732421875
2023-02-14,139.27999877929688
2023-02-15,138.9600067138672
2023-02-16,137.13999938964844
2023-02-17,140.00999450683594
2023-02-21,139.91000366210938
2023-02-22,140.5
2023-02-23,140.0500030517578
2023-02-24,139.25999450683594
2023-02-27,139.13999938964844
2023-02-28,137.55999755859375
2023-03-01,137.66000366210938
2023-03-02,139.92999267578125
2023-03-03,140.9499969482422
2023-03-06,140.35000610351562
2023-03-07,137.55999755859375
2023-03-08,137.5800018310547
2023-03-09,136.57000732421875
2023-03-10,137.19000244140625
2023-03-13,138.13999938964844
2023-03-14,139.85000610351562
2023-03-15,141.8300018310547
2023-03-16,142.88999938964844
2023-03-17,142.92999267578125
2023-03-20,145.1300048828125
2023-03-21,144.0800018310547
2023-03-22,143.99000549316406
2023-03-23,143.7899932861328
2023-03-24,146.72000122070312
2023-03-27,145.9499969482422
2023-03-28,146.36000061035156
2023-03-29,146.80999755859375
2023-03-30,147.4499969482422
2023-03-31,148.69000244140625
2023-04-03,149.50999450683594
2023-04-04,150.22999572753906
2023-04-05,151.25999450683594
2023-04-06,152.22000122070312
2023-04-10,150.9600067138672
2023-04-11,150.66000366210938
2023-04-12,151.07000732421875
2023-04-13,151.77000427246094
2023-04-14,151.0
2023-04-17,151.0500030517578
2023-04-18,151.2100067138672
2023-04-19,151.24000549316406
2023-04-20,150.85000610351562
2023-04-21,156.07000732421875
2023-04-24,156.35000610351562
2023-04-25,156.38999938964844
2023-04-26,154.5800018310547
2023-04-27,156.47000122070312
2023-04-28,156.3800048828125
2023-05-01,156.57000732421875
2023-05-02,156.42999267578125
2023-05-03,156.22999572753906
2023-05-04,155.50999450683594
2023-05-05,156.02999877929688
2023-05-08,155.3000030517578
2023-05-09,153.7100067138672
2023-05-10,154.02999877929688
2023-05-11,154.38999938964844
2023-05-12,155.9600067138672
2023-05-15,156.00999450683594
2023-05-16,155.74000549316406
2023-05-17,155.0800018310547
2023-05-18,152.52999877929688
2023-05-19,153.1699981689453
2023-05-22,149.16000366210938
2023-05-23,147.5500030517578
2023-05-24,146.3300018310547
2023-05-25,145.38999938964844
2023-05-26,145.39999389648438
2023-05-30,143.17999267578125
2023-05-31,142.5
2023-06-01,143.9600067138672
2023-06-02,146.52000427246094
2023-06-05,145.94000244140625
2023-06-06,144.49000549316406
2023-06-07,144.8000030517578
2023-06-08,146.44000244140625
2023-06-09,146.55999755859375
2023-06-12,145.41000366210938
2023-06-13,145.05999755859375
2023-06-14,146.4199981689453
2023-06-15,148.4499969482422
2023-06-16,149.5399932861328
2023-06-20,148.16000366210938
2023-06-21,149.44000244140625
2023-06-22,149.9499969482422
2023-06-23,148.4600067138672
2023-06-26,148.61000061035156
2023-06-27,150.02000427246094
2023-06-28,149.99000549316406
2023-06-29,149.3800048828125
2023-06-30,151.74000549316406
2023-07-03,152.5
2023-07-05,152.24000549316406
2023-07-06,151.99000549316406
2023-07-07,148.8000030517578
2023-07-10,148.86000061035156
2023-07-11,148.0800018310547
2023-07-12,148.85000610351562
2023-07-13,148.9499969482422
2023-07-14,150.0500030517578
2023-07-17,148.99000549316406
2023-07-18,149.27000427246094
2023-07-19,150.2899932861328
2023-07-20,150.55999755859375
2023-07-21,152.92999267578125
2023-07-24,153.4199981689453
2023-07-25,153.77999877929688
2023-07-26,153.94000244140625
2023-07-27,152.11000061035156
2023-07-28,156.41000366210938
2023-07-31,156.3000030517578
2023-08-01,156.25
2023-08-02,156.58999633789062
2023-08-03,157.0
2023-08-04,155.27999877929688
2023-08-07,156.9199981689453
2023-08-08,157.08999633789062
2023-08-09,156.88999938964844
2023-08-10,156.11000061035156
2023-08-11,157.02000427246094
2023-08-14,155.7899932861328
2023-08-15,154.7899932861328
2023-08-16,153.2100067138672
2023-08-17,152.11000061035156
2023-08-18,152.5399932861328
2023-08-21,151.77000427246094
2023-08-22,151.8300018310547
2023-08-23,153.25
2023-08-24,152.5399932861328
2023-08-25,153.5399932861328
2023-08-28,153.77999877929688
2023-08-29,153.8699951171875
2023-08-30,154.0399932861328
2023-08-31,154.33999633789062
2023-09-01,154.50999450683594
2023-09-05,152.44000244140625
2023-09-06,152.13999938964844
2023-09-07,153.58999633789062
2023-09-08,152.92999267578125
2023-09-11,154.75
2023-09-12,152.02999877929688
2023-09-13,153.08999633789062
2023-09-14,154.77000427246094
2023-09-15,153.47000122070312
2023-09-18,154.0500030517578
2023-09-19,153.60000610351562
2023-09-20,153.47000122070312
2023-09-21,152.13999938964844
2023-09-22,151.5800018310547
2023-09-25,150.66000366210938
2023-09-26,149.32000732421875
2023-09-27,147.33999633789062
2023-09-28,146.33999633789062
2023-09-29,145.86000061035156
2023-10-02,145.19000244140625
2023-10-03,145.49000549316406
2023-10-04,145.97000122070312
2023-10-05,143.8000030517578
2023-10-06,144.08999633789062
2023-10-09,143.36000061035156
2023-10-10,144.77999877929688
2023-10-11,143.0
2023-10-12,143.32000732421875
2023-10-13,144.69000244140625
2023-10-16,146.07000732421875
2023-10-17,146.25999450683594
2023-10-18,150.02999877929688
2023-10-19,148.25
2023-10-20,148.0500030517578
2023-10-23,148.14999389648438
2023-10-24,149.89999389648438
2023-10-25,150.60000610351562
2023-10-26,149.8000030517578
2023-10-27,147.16000366210938
2023-10-30,149.25999450683594
2023-10-31,150.02999877929688
2023-11-01,149.61000061035156
2023-11-02,151.44000244140625
2023-11-03,150.07000732421875
2023-11-06,150.94000244140625
2023-11-07,150.58999633789062
2023-11-08,150.00999450683594
2023-11-09,150.35000610351562
2023-11-10,151.41000366210938
2023-11-13,152.4600067138672
2023-11-14,152.1199951171875
2023-11-15,151.4199981689453
2023-11-16,152.8300018310547
2023-11-17,151.07000732421875
2023-11-20,150.27000427246094
2023-11-21,149.61000061035156
2023-11-22,151.02000427246094
2023-11-24,151.3800048828125
2023-11-27,151.24000549316406
2023-11-28,152.2899932861328
2023-11-29,151.1300048828125
2023-11-30,153.52000427246094
2023-12-01,152.66000366210938
2023-12-04,152.05999755859375
2023-12-05,146.75999450683594
2023-12-06,146.64999389648438
2023-12-07,146.5
2023-12-08,145.14999389648438
2023-12-11,145.82000732421875
2023-12-12,145.94000244140625
2023-12-13,148.5800018310547
2023-12-14,144.66000366210938
2023-12-15,143.9600067138672
2023-12-18,146.1699981689453
2023-12-19,146.1699981689453
2023-12-20,143.91000366210938
2023-12-21,144.25999450683594
2023-12-22,145.27999877929688
2023-12-26,145.94000244140625
2023-12-27,146.05999755859375
2023-12-28,145.72999572753906
2023-12-29,146.5399932861328
2024-01-02,148.74000549316406
2024-01-03,147.83999633789062
2024-01-04,148.64999389648438
2024-01-05,147.4199981689453
2024-01-08,148.69000244140625
2024-01-09,149.3000030517578
2024-01-10,149.94000244140625
2024-01-11,150.50999450683594
2024-01-12,150.60000610351562
2024-01-16,149.7899932861328
2024-01-17,149.94000244140625
2024-01-18,148.13999938964844
2024-01-19,147.57000732421875
2024-01-22,147.86000061035156
2024-01-23,153.97999572753906
2024-01-24,152.1199951171875
2024-01-25,155.6199951171875
2024-01-26,156.13999938964844
2024-01-29,156.16000366210938
2024-01-30,157.49000549316406
2024-01-31,157.13999938964844
2024-02-01,159.17999267578125
2024-02-02,158.08999633789062
2024-02-05,158.2100067138672
2024-02-06,158.9600067138672
2024-02-07,159.1199951171875
2024-02-08,158.63999938964844
2024-02-09,157.4199981689453
2024-02-12,157.11000061035156
2024-02-13,156.27000427246094
2024-02-14,155.6300048828125
2024-02-15,157.00999450683594
2024-02-16,157.50999450683594
2024-02-20,158.50999450683594
2024-02-21,160.39999389648438
2024-02-22,160.55999755859375
2024-02-23,161.02999877929688
2024-02-26,160.22000122070312
2024-02-27,159.3000030517578
2024-02-28,160.0500030517578
2024-02-29,158.94000244140625
2024-03-01,158.85000610351562
2024-03-04,159.55999755859375
2024-03-05,159.32000732421875
2024-03-06,159.57000732421875
2024-03-07,160.6199951171875
2024-03-08,160.35000610351562
2024-03-11,161.5500030517578
2024-03-12,161.92999267578125
2024-03-13,162.3000030517578
2024-03-14,161.5
2024-03-15,161.3800048828125
2024-03-18,161.2100067138672
2024-03-19,161.8300018310547
2024-03-20,161.99000549316406
2024-03-21,161.86000061035156
2024-03-22,161.66000366210938
2024-03-25,160.19000244140625
2024-03-26,160.5500030517578
2024-03-27,162.61000061035156
2024-03-28,162.25
2024-04-01,160.5800018310547
2024-04-02,160.57000732421875
2024-04-03,156.14999389648438
2024-04-04,155.4499969482422
2024-04-05,156.10000610351562
2024-04-08,156.0399932861328
2024-04-09,156.66000366210938
2024-04-10,157.24000549316406
2024-04-11,155.83999633789062
2024-04-12,155.3300018310547
2024-04-15,155.4499969482422
2024-04-16,155.9499969482422
2024-04-17,156.9600067138672
2024-04-18,157.2899932861328
2024-04-19,158.13999938964844
2024-04-22,160.5399932861328
2024-04-23,161.5
2024-04-24,162.60000610351562
2024-04-25,162.5500030517578
2024-04-26,161.2899932861328
2024-04-29,161.66000366210938
2024-04-30,163.1999969482422
2024-05-01,163.39999389648438
2024-05-02,163.83999633789062
2024-05-03,164.4600067138672
2024-05-06,164.44000244140625
2024-05-07,165.75999450683594
2024-05-08,165.07000732421875
2024-05-09,166.0399932861328
2024-05-10,166.85000610351562
2024-05-13,165.8699951171875
2024-05-14,165.75999450683594
2024-05-15,166.50999450683594
2024-05-16,167.86000061035156
2024-05-17,167.63999938964844
2024-05-20,167.30999755859375
2024-05-21,168.35000610351562
2024-05-22,167.80999755859375
2024-05-23,165.49000549316406
2024-05-24,165.3300018310547
2024-05-28,163.11000061035156
2024-05-29,161.64999389648438
2024-05-30,162.5800018310547
2024-05-31,164.5399932861328
2024-06-03,164.64999389648438
2024-06-04,167.00999450683594
2024-06-05,166.0500030517578
2024-06-06,168.47000122070312
2024-06-07,167.05999755859375
2024-06-10,167.35000610351562
2024-06-11,167.47999572753906
2024-06-12,165.17999267578125
2024-06-13,166.41000366210938
2024-06-14,166.7899932861328
2024-06-17,167.5
2024-06-18,168.55999755859375
2024-06-20,167.6699981689453
2024-06-21,168.25999450683594
2024-06-24,168.4499969482422
2024-06-25,166.85000610351562
2024-06-26,167.4499969482422
2024-06-27,166.6199951171875
2024-06-28,164.9199981689453
2024-07-01,162.72000122070312
2024-07-02,163.89999389648438
2024-07-03,163.8300018310547
2024-07-05,165.2100067138672
2024-07-08,166.52000427246094
2024-07-09,165.66000366210938
2024-07-10,166.8000030517578
2024-07-11,165.5399932861328
2024-07-12,166.61000061035156
2024-07-15,164.5800018310547
2024-07-16,166.9499969482422
2024-07-17,169.44000244140625
2024-07-18,168.44000244140625
2024-07-19,167.9600067138672
2024-07-22,168.25
2024-07-23,166.6199951171875
2024-07-24,168.0
2024-07-25,166.89999389648438
2024-07-26,169.11000061035156
2024-07-29,169.92999267578125
2024-07-30,161.6999969482422
2024-07-31,160.75999450683594
2024-08-01,165.69000244140625
2024-08-02,170.0800018310547
2024-08-05,168.05999755859375
2024-08-06,168.08999633789062
2024-08-07,170.02000427246094
2024-08-08,170.8699951171875
2024-08-09,170.5399932861328
2024-08-12,166.80999755859375
2024-08-13,167.2899932861328
2024-08-14,168.8000030517578
2024-08-15,167.9199981689453
2024-08-16,167.88999938964844
2024-08-19,168.4199981689453
2024-08-20,170.41000366210938
2024-08-21,170.16000366210938
2024-08-22,170.14999389648438
2024-08-23,169.1699981689453
2024-08-26,170.35000610351562
2024-08-27,169.25
2024-08-28,169.05999755859375
2024-08-29,170.02999877929688
2024-08-30,171.5399932861328
2024-09-03,174.52000427246094
2024-09-04,175.89999389648438
2024-09-05,175.47000122070312
2024-09-06,175.58999633789062
2024-09-09,176.05999755859375
2024-09-10,177.7899932861328
2024-09-11,173.9199981689453
2024-09-12,173.47000122070312
2024-09-13,174.0800018310547
2024-09-16,177.24000549316406
2024-09-17,175.8800048828125
2024-09-18,173.9199981689453
2024-09-19,171.5399932861328
2024-09-20,174.22000122070312
2024-09-23,173.77000427246094
2024-09-24,173.24000549316406
2024-09-25,172.25999450683594
2024-09-26,173.2100067138672
2024-09-27,173.5500030517578
2024-09-30,173.1999969482422
2024-10-01,173.0399932861328
2024-10-02,171.9199981689453
2024-10-03,170.1199951171875
2024-10-04,168.8800048828125
2024-10-07,167.1199951171875
2024-10-08,168.16000366210938
2024-10-09,169.27000427246094
2024-10-10,168.9499969482422
2024-10-11,171.08999633789062
2024-10-14,172.50999450683594
2024-10-15,173.57000732421875
2024-10-16,172.3800048828125
2024-10-17,172.27999877929688
2024-10-18,171.27999877929688
2024-10-21,169.5399932861328
2024-10-22,169.6999969482422
2024-10-23,169.5800018310547
2024-10-24,169.6199951171875
2024-10-25,168.22000122070312
2024-10-28,169.3000030517578
2024-10-29,167.1699981689453
2024-10-30,166.16000366210938
2024-10-31,165.17999267578125
2024-11-01,165.10000610351562
2024-11-04,165.0800018310547
2024-11-05,165.75999450683594
2024-11-06,161.0500030517578
2024-11-07,163.41000366210938
2024-11-08,167.7100067138672
2024-11-11,166.02999877929688
2024-11-12,165.83999633789062
2024-11-13,166.5800018310547
2024-11-14,167.0800018310547
2024-11-15,169.5399932861328
2024-11-18,170.75
2024-11-19,170.75999450683594
2024-11-20,170.88999938964844
2024-11-21,172.75
