Date,LOW
2022-02-28,221.05999755859375
2022-03-01,221.5
2022-03-02,228.66000366210938
2022-03-03,226.27999877929688
2022-03-04,224.07000732421875
2022-03-07,222.25999450683594
2022-03-08,223.25999450683594
2022-03-09,225.8800048828125
2022-03-10,224.1699981689453
2022-03-11,222.2100067138672
2022-03-14,226.50999450683594
2022-03-15,231.07000732421875
2022-03-16,231.3300018310547
2022-03-17,234.3800048828125
2022-03-18,235.6699981689453
2022-03-21,227.60000610351562
2022-03-22,228.47000122070312
2022-03-23,220.9199981689453
2022-03-24,219.1699981689453
2022-03-25,212.9199981689453
2022-03-28,213.77999877929688
2022-03-29,219.57000732421875
2022-03-30,209.49000549316406
2022-03-31,202.19000244140625
2022-04-01,202.39999389648438
2022-04-04,204.1199951171875
2022-04-05,204.8699951171875
2022-04-06,200.64999389648438
2022-04-07,202.63999938964844
2022-04-08,206.66000366210938
2022-04-11,204.58999633789062
2022-04-12,204.13999938964844
2022-04-13,205.50999450683594
2022-04-14,201.27999877929688
2022-04-18,198.52000427246094
2022-04-19,203.0399932861328
2022-04-20,208.74000549316406
2022-04-21,205.02999877929688
2022-04-22,197.05999755859375
2022-04-25,200.3800048828125
2022-04-26,199.58999633789062
2022-04-27,199.57000732421875
2022-04-28,205.13999938964844
2022-04-29,197.72999572753906
2022-05-02,203.13999938964844
2022-05-03,201.6300048828125
2022-05-04,207.16000366210938
2022-05-05,195.9199981689453
2022-05-06,192.2899932861328
2022-05-09,196.07000732421875
2022-05-10,192.1300048828125
2022-05-11,187.77000427246094
2022-05-12,191.6999969482422
2022-05-13,194.0
2022-05-16,194.72999572753906
2022-05-17,194.02999877929688
2022-05-18,183.82000732421875
2022-05-19,187.86000061035156
2022-05-20,184.69000244140625
2022-05-23,186.25
2022-05-24,184.6199951171875
2022-05-25,188.5500030517578
2022-05-26,195.52999877929688
2022-05-27,199.6300048828125
2022-05-31,195.3000030517578
2022-06-01,191.72000122070312
2022-06-02,196.1300048828125
2022-06-03,195.4499969482422
2022-06-06,196.77000427246094
2022-06-07,195.64999389648438
2022-06-08,192.4499969482422
2022-06-09,194.27999877929688
2022-06-10,186.3300018310547
2022-06-13,181.25999450683594
2022-06-14,177.94000244140625
2022-06-15,179.00999450683594
2022-06-16,171.61000061035156
2022-06-17,172.47000122070312
2022-06-21,172.3800048828125
2022-06-22,173.60000610351562
2022-06-23,176.3300018310547
2022-06-24,182.83999633789062
2022-06-27,184.22000122070312
2022-06-28,174.72000122070312
2022-06-29,176.10000610351562
2022-06-30,174.6699981689453
2022-07-01,177.36000061035156
2022-07-05,179.8800048828125
2022-07-06,179.05999755859375
2022-07-07,181.57000732421875
2022-07-08,181.6300048828125
2022-07-11,180.11000061035156
2022-07-12,181.0
2022-07-13,182.3699951171875
2022-07-14,182.66000366210938
2022-07-15,185.0
2022-07-18,185.7899932861328
2022-07-19,188.77999877929688
2022-07-20,191.02999877929688
2022-07-21,193.55999755859375
2022-07-22,195.5800018310547
2022-07-25,194.8000030517578
2022-07-26,188.60000610351562
2022-07-27,189.9199981689453
2022-07-28,190.8000030517578
2022-07-29,191.52999877929688
2022-08-01,194.08999633789062
2022-08-02,187.9499969482422
2022-08-03,195.4199981689453
2022-08-04,197.16000366210938
2022-08-05,199.0800018310547
2022-08-08,201.83999633789062
2022-08-09,195.1999969482422
2022-08-10,201.42999267578125
2022-08-11,202.17999267578125
2022-08-12,206.47000122070312
2022-08-15,208.0399932861328
2022-08-16,214.1199951171875
2022-08-17,215.3699951171875
2022-08-18,216.47000122070312
2022-08-19,211.36000061035156
2022-08-22,209.99000549316406
2022-08-23,207.47000122070312
2022-08-24,208.41000366210938
2022-08-25,210.9600067138672
2022-08-26,200.99000549316406
2022-08-29,201.07000732421875
2022-08-30,197.22000122070312
2022-08-31,194.13999938964844
2022-09-01,195.75999450683594
2022-09-02,195.50999450683594
2022-09-06,192.9600067138672
2022-09-07,201.3000030517578
2022-09-08,204.3800048828125
2022-09-09,205.64999389648438
2022-09-12,206.39999389648438
2022-09-13,193.6300048828125
2022-09-14,192.38999938964844
2022-09-15,191.0399932861328
2022-09-16,191.80999755859375
2022-09-19,195.10000610351562
2022-09-20,190.41000366210938
2022-09-21,188.36000061035156
2022-09-22,188.1199951171875
2022-09-23,188.1300048828125
2022-09-26,186.02000427246094
2022-09-27,187.6699981689453
2022-09-28,194.52999877929688
2022-09-29,190.4600067138672
2022-09-30,187.80999755859375
2022-10-03,193.9199981689453
2022-10-04,197.4199981689453
2022-10-05,199.02999877929688
2022-10-06,199.97999572753906
2022-10-07,197.2100067138672
2022-10-10,194.89999389648438
2022-10-11,196.42999267578125
2022-10-12,193.8699951171875
2022-10-13,193.16000366210938
2022-10-14,188.9600067138672
2022-10-17,194.08999633789062
2022-10-18,193.1999969482422
2022-10-19,183.94000244140625
2022-10-20,178.3000030517578
2022-10-21,182.3699951171875
2022-10-24,187.61000061035156
2022-10-25,193.85000610351562
2022-10-26,193.5500030517578
2022-10-27,193.66000366210938
2022-10-28,198.72999572753906
2022-10-31,194.9499969482422
2022-11-01,193.5500030517578
2022-11-02,185.7100067138672
2022-11-03,179.82000732421875
2022-11-04,182.14999389648438
2022-11-07,186.55999755859375
2022-11-08,188.36000061035156
2022-11-09,186.6300048828125
2022-11-10,204.32000732421875
2022-11-11,209.02000427246094
2022-11-14,204.66000366210938
2022-11-15,208.83999633789062
2022-11-16,215.1300048828125
2022-11-17,208.39999389648438
2022-11-18,209.92999267578125
2022-11-21,210.27000427246094
2022-11-22,214.47000122070312
2022-11-23,211.02000427246094
2022-11-25,210.97000122070312
2022-11-28,209.0399932861328
2022-11-29,207.47000122070312
2022-11-30,212.5500030517578
2022-12-01,215.47999572753906
2022-12-02,214.83999633789062
2022-12-05,206.17999267578125
2022-12-06,201.91000366210938
2022-12-07,206.88999938964844
2022-12-08,203.55999755859375
2022-12-09,201.77000427246094
2022-12-12,205.0800018310547
2022-12-13,211.22000122070312
2022-12-14,212.11000061035156
2022-12-15,208.02000427246094
2022-12-16,206.13999938964844
2022-12-19,203.1699981689453
2022-12-20,200.86000061035156
2022-12-21,202.42999267578125
2022-12-22,199.14999389648438
2022-12-23,201.8800048828125
2022-12-27,201.7100067138672
2022-12-28,200.05999755859375
2022-12-29,202.25999450683594
2022-12-30,199.24000549316406
2023-01-03,199.0399932861328
2023-01-04,201.38999938964844
2023-01-05,200.77000427246094
2023-01-06,200.97000122070312
2023-01-09,199.44000244140625
2023-01-10,201.39999389648438
2023-01-11,208.58999633789062
2023-01-12,210.25999450683594
2023-01-13,212.16000366210938
2023-01-17,209.52000427246094
2023-01-18,208.5
2023-01-19,202.1300048828125
2023-01-20,204.52999877929688
2023-01-23,205.11000061035156
2023-01-24,206.41000366210938
2023-01-25,206.11000061035156
2023-01-26,201.80999755859375
2023-01-27,202.49000549316406
2023-01-30,201.91000366210938
2023-01-31,208.25
2023-02-01,213.55999755859375
2023-02-02,221.55999755859375
2023-02-03,215.97000122070312
2023-02-06,215.8699951171875
2023-02-07,214.72999572753906
2023-02-08,212.75999450683594
2023-02-09,208.63999938964844
2023-02-10,208.77999877929688
2023-02-13,214.13999938964844
2023-02-14,213.75999450683594
2023-02-15,215.02999877929688
2023-02-16,214.00999450683594
2023-02-17,212.75
2023-02-21,201.85000610351562
2023-02-22,202.6300048828125
2023-02-23,202.2100067138672
2023-02-24,201.5399932861328
2023-02-27,204.24000549316406
2023-02-28,205.75
2023-03-01,194.30999755859375
2023-03-02,195.10000610351562
2023-03-03,199.72999572753906
2023-03-06,201.57000732421875
2023-03-07,197.41000366210938
2023-03-08,201.13999938964844
2023-03-09,199.0500030517578
2023-03-10,196.66000366210938
2023-03-13,197.5500030517578
2023-03-14,196.8300018310547
2023-03-15,198.58999633789062
2023-03-16,199.6699981689453
2023-03-17,197.36000061035156
2023-03-20,196.7899932861328
2023-03-21,196.7899932861328
2023-03-22,191.57000732421875
2023-03-23,189.69000244140625
2023-03-24,189.4600067138672
2023-03-27,190.52999877929688
2023-03-28,190.14999389648438
2023-03-29,191.94000244140625
2023-03-30,192.64999389648438
2023-03-31,199.97000122070312
2023-04-03,203.99000549316406
2023-04-04,203.0
2023-04-05,199.42999267578125
2023-04-06,198.57000732421875
2023-04-10,199.77999877929688
2023-04-11,201.33999633789062
2023-04-12,199.77000427246094
2023-04-13,201.47000122070312
2023-04-14,202.17999267578125
2023-04-17,205.0
2023-04-18,208.10000610351562
2023-04-19,208.8300018310547
2023-04-20,209.75999450683594
2023-04-21,211.0399932861328
2023-04-24,211.0399932861328
2023-04-25,205.8800048828125
2023-04-26,200.8000030517578
2023-04-27,204.52999877929688
2023-04-28,207.8300018310547
2023-05-01,208.22000122070312
2023-05-02,205.97000122070312
2023-05-03,205.30999755859375
2023-05-04,202.8000030517578
2023-05-05,205.80999755859375
2023-05-08,204.0500030517578
2023-05-09,207.1199951171875
2023-05-10,204.32000732421875
2023-05-11,203.3000030517578
2023-05-12,203.25999450683594
2023-05-15,201.5500030517578
2023-05-16,199.22000122070312
2023-05-17,207.1999969482422
2023-05-18,209.16000366210938
2023-05-19,206.27000427246094
2023-05-22,203.14999389648438
2023-05-23,206.64999389648438
2023-05-24,203.6300048828125
2023-05-25,201.0399932861328
2023-05-26,206.52000427246094
2023-05-30,205.6999969482422
2023-05-31,201.1300048828125
2023-06-01,203.9199981689453
2023-06-02,209.80999755859375
2023-06-05,206.77999877929688
2023-06-06,207.16000366210938
2023-06-07,211.2100067138672
2023-06-08,210.4600067138672
2023-06-09,209.1199951171875
2023-06-12,213.36000061035156
2023-06-13,217.35000610351562
2023-06-14,214.86000061035156
2023-06-15,218.92999267578125
2023-06-16,217.0800018310547
2023-06-20,215.4600067138672
2023-06-21,214.25
2023-06-22,214.82000732421875
2023-06-23,215.22000122070312
2023-06-26,217.9600067138672
2023-06-27,223.55999755859375
2023-06-28,222.52000427246094
2023-06-29,222.82000732421875
2023-06-30,225.6999969482422
2023-07-03,224.58999633789062
2023-07-05,225.49000549316406
2023-07-06,221.4199981689453
2023-07-07,221.94000244140625
2023-07-10,229.1199951171875
2023-07-11,229.42999267578125
2023-07-12,232.11000061035156
2023-07-13,229.5399932861328
2023-07-14,228.74000549316406
2023-07-17,227.97000122070312
2023-07-18,229.91000366210938
2023-07-19,230.88999938964844
2023-07-20,230.99000549316406
2023-07-21,233.77999877929688
2023-07-24,234.0
2023-07-25,233.94000244140625
2023-07-26,234.07000732421875
2023-07-27,234.89999389648438
2023-07-28,235.08999633789062
2023-07-31,234.27000427246094
2023-08-01,232.35000610351562
2023-08-02,229.49000549316406
2023-08-03,226.72000122070312
2023-08-04,223.1199951171875
2023-08-07,223.3000030517578
2023-08-08,220.91000366210938
2023-08-09,219.63999938964844
2023-08-10,220.86000061035156
2023-08-11,223.69000244140625
2023-08-14,225.88999938964844
2023-08-15,223.83999633789062
2023-08-16,222.14999389648438
2023-08-17,218.14999389648438
2023-08-18,219.35000610351562
2023-08-21,217.58999633789062
2023-08-22,225.74000549316406
2023-08-23,227.19000244140625
2023-08-24,222.97000122070312
2023-08-25,223.07000732421875
2023-08-28,222.72000122070312
2023-08-29,226.41000366210938
2023-08-30,230.30999755859375
2023-08-31,230.47999572753906
2023-09-01,232.50999450683594
2023-09-05,230.42999267578125
2023-09-06,229.61000061035156
2023-09-07,233.61000061035156
2023-09-08,231.2899932861328
2023-09-11,231.91000366210938
2023-09-12,230.44000244140625
2023-09-13,228.82000732421875
2023-09-14,230.8699951171875
2023-09-15,220.02000427246094
2023-09-18,217.72000122070312
2023-09-19,217.5
2023-09-20,214.91000366210938
2023-09-21,210.61000061035156
2023-09-22,210.49000549316406
2023-09-25,212.5
2023-09-26,208.5399932861328
2023-09-27,206.9600067138672
2023-09-28,207.77999877929688
2023-09-29,207.83999633789062
2023-10-02,205.74000549316406
2023-10-03,200.16000366210938
2023-10-04,199.58999633789062
2023-10-05,199.8000030517578
2023-10-06,199.5399932861328
2023-10-09,200.74000549316406
2023-10-10,202.75
2023-10-11,203.2899932861328
2023-10-12,196.89999389648438
2023-10-13,195.75
2023-10-16,198.25
2023-10-17,198.14999389648438
2023-10-18,193.4600067138672
2023-10-19,190.4600067138672
2023-10-20,190.5
2023-10-23,188.3800048828125
2023-10-24,186.24000549316406
2023-10-25,186.08999633789062
2023-10-26,184.72999572753906
2023-10-27,183.6199951171875
2023-10-30,187.72000122070312
2023-10-31,190.57000732421875
2023-11-01,191.2899932861328
2023-11-02,194.32000732421875
2023-11-03,194.94000244140625
2023-11-06,194.22999572753906
2023-11-07,194.5800018310547
2023-11-08,194.67999267578125
2023-11-09,190.49000549316406
2023-11-10,194.60000610351562
2023-11-13,193.83999633789062
2023-11-14,202.24000549316406
2023-11-15,204.85000610351562
2023-11-16,202.27999877929688
2023-11-17,203.6999969482422
2023-11-20,204.44000244140625
2023-11-21,198.05999755859375
2023-11-22,198.47999572753906
2023-11-24,199.07000732421875
2023-11-27,199.82000732421875
2023-11-28,200.0500030517578
2023-11-29,199.9199981689453
2023-11-30,198.8300018310547
2023-12-01,203.9199981689453
2023-12-04,207.5500030517578
2023-12-05,205.9199981689453
2023-12-06,208.6999969482422
2023-12-07,208.3000030517578
2023-12-08,207.8300018310547
2023-12-11,206.33999633789062
2023-12-12,208.6999969482422
2023-12-13,215.4499969482422
2023-12-14,225.5399932861328
2023-12-15,225.58999633789062
2023-12-18,224.05999755859375
2023-12-19,225.4199981689453
2023-12-20,222.00999450683594
2023-12-21,223.5500030517578
2023-12-22,223.0
2023-12-26,222.82000732421875
2023-12-27,222.88999938964844
2023-12-28,222.89999389648438
2023-12-29,222.5500030517578
2024-01-02,218.64999389648438
2024-01-03,212.27000427246094
2024-01-04,211.22000122070312
2024-01-05,212.50999450683594
2024-01-08,217.13999938964844
2024-01-09,217.00999450683594
2024-01-10,220.2100067138672
2024-01-11,220.16000366210938
2024-01-12,218.91000366210938
2024-01-16,220.42999267578125
2024-01-17,218.0500030517578
2024-01-18,218.22999572753906
2024-01-19,220.00999450683594
2024-01-22,219.86000061035156
2024-01-23,214.47000122070312
2024-01-24,210.5500030517578
2024-01-25,212.0800018310547
2024-01-26,211.97999572753906
2024-01-29,211.83999633789062
2024-01-30,214.52000427246094
2024-01-31,212.83999633789062
2024-02-01,220.22999572753906
2024-02-02,219.49000549316406
2024-02-05,218.00999450683594
2024-02-06,218.1199951171875
2024-02-07,221.69000244140625
2024-02-08,220.38999938964844
2024-02-09,222.25999450683594
2024-02-12,229.86000061035156
2024-02-13,225.42999267578125
2024-02-14,226.92999267578125
2024-02-15,228.3300018310547
2024-02-16,226.85000610351562
2024-02-20,225.50999450683594
2024-02-21,227.7899932861328
2024-02-22,230.50999450683594
2024-02-23,232.55999755859375
2024-02-26,231.32000732421875
2024-02-27,235.38999938964844
2024-02-28,238.8000030517578
2024-02-29,240.6699981689453
2024-03-01,244.69000244140625
2024-03-04,242.10000610351562
2024-03-05,240.82000732421875
2024-03-06,241.1199951171875
2024-03-07,241.72000122070312
2024-03-08,241.9499969482422
2024-03-11,240.9600067138672
2024-03-12,243.25999450683594
2024-03-13,247.41000366210938
2024-03-14,244.6300048828125
2024-03-15,244.72999572753906
2024-03-18,243.47999572753906
2024-03-19,248.02000427246094
2024-03-20,251.9600067138672
2024-03-21,261.0
2024-03-22,258.5
2024-03-25,254.0
2024-03-26,251.4199981689453
2024-03-27,253.3300018310547
2024-03-28,254.72999572753906
2024-04-01,249.27999877929688
2024-04-02,244.4499969482422
2024-04-03,240.6999969482422
2024-04-04,238.00999450683594
2024-04-05,239.32000732421875
2024-04-08,242.58999633789062
2024-04-09,244.38999938964844
2024-04-10,237.16000366210938
2024-04-11,235.44000244140625
2024-04-12,232.0500030517578
2024-04-15,230.00999450683594
2024-04-16,228.35000610351562
2024-04-17,228.86000061035156
2024-04-18,228.7899932861328
2024-04-19,230.24000549316406
2024-04-22,231.22999572753906
2024-04-23,233.55999755859375
2024-04-24,230.2899932861328
2024-04-25,229.9600067138672
2024-04-26,229.8699951171875
2024-04-29,230.94000244140625
2024-04-30,227.99000549316406
2024-05-01,227.52000427246094
2024-05-02,229.5800018310547
2024-05-03,232.1300048828125
2024-05-06,231.6999969482422
2024-05-07,231.4600067138672
2024-05-08,232.07000732421875
2024-05-09,236.1300048828125
2024-05-10,235.02999877929688
2024-05-13,232.97999572753906
2024-05-14,231.5800018310547
2024-05-15,236.0800018310547
2024-05-16,232.25999450683594
2024-05-17,231.11000061035156
2024-05-20,229.1699981689453
2024-05-21,224.86000061035156
2024-05-22,221.1300048828125
2024-05-23,217.47999572753906
2024-05-24,215.2100067138672
2024-05-28,215.3699951171875
2024-05-29,214.27000427246094
2024-05-30,215.4600067138672
2024-05-31,221.2899932861328
2024-06-03,216.72999572753906
2024-06-04,216.52999877929688
2024-06-05,219.47000122070312
2024-06-06,218.4499969482422
2024-06-07,216.6699981689453
2024-06-10,218.10000610351562
2024-06-11,218.35000610351562
2024-06-12,225.02000427246094
2024-06-13,226.86000061035156
2024-06-14,223.35000610351562
2024-06-17,226.77000427246094
2024-06-18,227.77000427246094
2024-06-20,227.52999877929688
2024-06-21,228.58999633789062
2024-06-24,228.38999938964844
2024-06-25,217.25
2024-06-26,218.77999877929688
2024-06-27,219.8000030517578
2024-06-28,220.4600067138672
2024-07-01,213.55999755859375
2024-07-02,213.6999969482422
2024-07-03,213.3000030517578
2024-07-05,213.88999938964844
2024-07-08,217.14999389648438
2024-07-09,216.3300018310547
2024-07-10,220.74000549316406
2024-07-11,229.75
2024-07-12,234.0800018310547
2024-07-15,232.1699981689453
2024-07-16,240.97000122070312
2024-07-17,243.0399932861328
2024-07-18,239.3699951171875
2024-07-19,238.52000427246094
2024-07-22,240.27000427246094
2024-07-23,238.30999755859375
2024-07-24,231.6699981689453
2024-07-25,234.77000427246094
2024-07-26,238.8699951171875
2024-07-29,239.8000030517578
2024-07-30,241.39999389648438
2024-07-31,245.50999450683594
2024-08-01,241.36000061035156
2024-08-02,240.4199981689453
2024-08-05,237.02000427246094
2024-08-06,240.64999389648438
2024-08-07,231.58999633789062
2024-08-08,236.3300018310547
2024-08-09,235.8300018310547
2024-08-12,231.07000732421875
2024-08-13,236.19000244140625
2024-08-14,237.63999938964844
2024-08-15,240.05999755859375
2024-08-16,241.14999389648438
2024-08-19,243.2100067138672
2024-08-20,240.3300018310547
2024-08-21,242.3699951171875
2024-08-22,240.30999755859375
2024-08-23,250.07000732421875
2024-08-26,250.5
2024-08-27,248.57000732421875
2024-08-28,248.94000244140625
2024-08-29,246.77000427246094
2024-08-30,248.5
2024-09-03,245.4600067138672
2024-09-04,245.4499969482422
2024-09-05,244.11000061035156
2024-09-06,243.80999755859375
2024-09-09,244.72999572753906
2024-09-10,247.3800048828125
2024-09-11,247.3800048828125
2024-09-12,252.0500030517578
2024-09-13,255.41000366210938
2024-09-16,256.6400146484375
2024-09-17,256.7200012207031
2024-09-18,256.6300048828125
2024-09-19,261.0
2024-09-20,260.1400146484375
2024-09-23,262.2900085449219
2024-09-24,266.0400085449219
2024-09-25,264.9700012207031
2024-09-26,265.6099853515625
2024-09-27,267.1400146484375
2024-09-30,270.8500061035156
2024-10-01,272.6400146484375
2024-10-02,271.8599853515625
2024-10-03,270.2099914550781
2024-10-04,267.760009765625
2024-10-07,268.5400085449219
2024-10-08,273.2699890136719
2024-10-09,277.17999267578125
2024-10-10,273.2099914550781
2024-10-11,275.760009765625
2024-10-14,280.7300109863281
2024-10-15,281.8299865722656
2024-10-16,284.04998779296875
2024-10-17,281.30999755859375
2024-10-18,281.6400146484375
2024-10-21,276.8399963378906
2024-10-22,272.2200012207031
2024-10-23,270.1099853515625
2024-10-24,271.3599853515625
2024-10-25,267.6400146484375
2024-10-28,267.9700012207031
2024-10-29,262.9700012207031
2024-10-30,261.3900146484375
2024-10-31,261.8299865722656
2024-11-01,261.94000244140625
