Date,WAB
2022-02-28,92.81999969482422
2022-03-01,88.79000091552734
2022-03-02,93.19000244140625
2022-03-03,93.05000305175781
2022-03-04,91.55999755859375
2022-03-07,89.91000366210938
2022-03-08,92.94000244140625
2022-03-09,92.91000366210938
2022-03-10,89.0
2022-03-11,89.04000091552734
2022-03-14,89.05999755859375
2022-03-15,89.63999938964844
2022-03-16,93.63999938964844
2022-03-17,94.22000122070312
2022-03-18,96.16000366210938
2022-03-21,96.54000091552734
2022-03-22,95.69000244140625
2022-03-23,95.69999694824219
2022-03-24,96.94999694824219
2022-03-25,97.12999725341797
2022-03-28,98.2699966430664
2022-03-29,99.58000183105469
2022-03-30,99.0999984741211
2022-03-31,96.16999816894531
2022-04-01,95.44000244140625
2022-04-04,93.66000366210938
2022-04-05,90.11000061035156
2022-04-06,90.94000244140625
2022-04-07,90.61000061035156
2022-04-08,89.30999755859375
2022-04-11,89.01000213623047
2022-04-12,88.55999755859375
2022-04-13,89.55999755859375
2022-04-14,89.16999816894531
2022-04-18,88.91999816894531
2022-04-19,90.94999694824219
2022-04-20,93.86000061035156
2022-04-21,92.5199966430664
2022-04-22,89.12999725341797
2022-04-25,89.25
2022-04-26,86.51000213623047
2022-04-27,90.02999877929688
2022-04-28,93.63999938964844
2022-04-29,89.91000366210938
2022-05-02,91.93000030517578
2022-05-03,92.11000061035156
2022-05-04,94.73999786376953
2022-05-05,91.66000366210938
2022-05-06,89.80000305175781
2022-05-09,86.87000274658203
2022-05-10,86.68000030517578
2022-05-11,84.23999786376953
2022-05-12,85.95999908447266
2022-05-13,86.79000091552734
2022-05-16,86.29000091552734
2022-05-17,89.37000274658203
2022-05-18,87.19000244140625
2022-05-19,87.05000305175781
2022-05-20,86.95999908447266
2022-05-23,87.6500015258789
2022-05-24,86.36000061035156
2022-05-25,88.1500015258789
2022-05-26,90.75
2022-05-27,94.93000030517578
2022-05-31,94.45999908447266
2022-06-01,93.20999908447266
2022-06-02,94.95999908447266
2022-06-03,94.66999816894531
2022-06-06,94.52999877929688
2022-06-07,94.83000183105469
2022-06-08,94.0
2022-06-09,92.81999969482422
2022-06-10,90.25
2022-06-13,85.80999755859375
2022-06-14,86.31999969482422
2022-06-15,88.0
2022-06-16,84.0999984741211
2022-06-17,83.27999877929688
2022-06-21,84.62000274658203
2022-06-22,83.73999786376953
2022-06-23,80.76000213623047
2022-06-24,85.05000305175781
2022-06-27,85.3499984741211
2022-06-28,83.66999816894531
2022-06-29,82.62999725341797
2022-06-30,82.08000183105469
2022-07-01,83.0999984741211
2022-07-05,82.19000244140625
2022-07-06,82.33999633789062
2022-07-07,83.76000213623047
2022-07-08,83.0199966430664
2022-07-11,82.31999969482422
2022-07-12,82.12999725341797
2022-07-13,80.77999877929688
2022-07-14,80.56999969482422
2022-07-15,83.16999816894531
2022-07-18,82.56999969482422
2022-07-19,86.2300033569336
2022-07-20,86.5
2022-07-21,86.31999969482422
2022-07-22,85.91000366210938
2022-07-25,86.9000015258789
2022-07-26,87.01000213623047
2022-07-27,91.8499984741211
2022-07-28,93.77999877929688
2022-07-29,93.47000122070312
2022-08-01,93.0199966430664
2022-08-02,91.2699966430664
2022-08-03,91.5
2022-08-04,92.23999786376953
2022-08-05,95.12000274658203
2022-08-08,92.83999633789062
2022-08-09,92.41000366210938
2022-08-10,94.4000015258789
2022-08-11,94.5
2022-08-12,96.23999786376953
2022-08-15,96.08999633789062
2022-08-16,96.33999633789062
2022-08-17,94.63999938964844
2022-08-18,94.81999969482422
2022-08-19,93.55999755859375
2022-08-22,91.36000061035156
2022-08-23,91.30000305175781
2022-08-24,91.87999725341797
2022-08-25,93.44999694824219
2022-08-26,90.44000244140625
2022-08-29,90.0999984741211
2022-08-30,89.05000305175781
2022-08-31,87.6500015258789
2022-09-01,86.87999725341797
2022-09-02,86.38999938964844
2022-09-06,87.31999969482422
2022-09-07,88.9000015258789
2022-09-08,89.79000091552734
2022-09-09,91.2300033569336
2022-09-12,93.79000091552734
2022-09-13,90.04000091552734
2022-09-14,89.2699966430664
2022-09-15,87.8499984741211
2022-09-16,85.94999694824219
2022-09-19,88.76000213623047
2022-09-20,86.91999816894531
2022-09-21,86.63999938964844
2022-09-22,84.44999694824219
2022-09-23,82.7300033569336
2022-09-26,81.20999908447266
2022-09-27,80.75
2022-09-28,83.08000183105469
2022-09-29,81.72000122070312
2022-09-30,81.3499984741211
2022-10-03,84.5199966430664
2022-10-04,88.11000061035156
2022-10-05,88.06999969482422
2022-10-06,87.4000015258789
2022-10-07,86.04000091552734
2022-10-10,85.93000030517578
2022-10-11,85.81999969482422
2022-10-12,84.41000366210938
2022-10-13,85.5999984741211
2022-10-14,84.08999633789062
2022-10-17,85.80000305175781
2022-10-18,87.31999969482422
2022-10-19,87.0999984741211
2022-10-20,83.9800033569336
2022-10-21,86.56999969482422
2022-10-24,88.33000183105469
2022-10-25,89.9800033569336
2022-10-26,90.76000213623047
2022-10-27,91.27999877929688
2022-10-28,93.55999755859375
2022-10-31,93.27999877929688
2022-11-01,93.76000213623047
2022-11-02,90.44999694824219
2022-11-03,92.7699966430664
2022-11-04,95.44999694824219
2022-11-07,96.41999816894531
2022-11-08,98.04000091552734
2022-11-09,96.4800033569336
2022-11-10,100.3499984741211
2022-11-11,101.06999969482422
2022-11-14,99.68000030517578
2022-11-15,99.38999938964844
2022-11-16,99.18000030517578
2022-11-17,98.62999725341797
2022-11-18,99.16000366210938
2022-11-21,99.66999816894531
2022-11-22,100.33000183105469
2022-11-23,99.9800033569336
2022-11-25,100.87999725341797
2022-11-28,98.79000091552734
2022-11-29,98.69999694824219
2022-11-30,101.08999633789062
2022-12-01,103.04000091552734
2022-12-02,103.37999725341797
2022-12-05,101.73999786376953
2022-12-06,100.43000030517578
2022-12-07,100.91000366210938
2022-12-08,102.3499984741211
2022-12-09,100.38999938964844
2022-12-12,103.16999816894531
2022-12-13,102.95999908447266
2022-12-14,103.41000366210938
2022-12-15,100.19000244140625
2022-12-16,99.25
2022-12-19,99.45999908447266
2022-12-20,99.87000274658203
2022-12-21,101.51000213623047
2022-12-22,100.0999984741211
2022-12-23,100.48999786376953
2022-12-27,100.83999633789062
2022-12-28,99.36000061035156
2022-12-29,100.37000274658203
2022-12-30,99.80999755859375
2023-01-03,99.76000213623047
2023-01-04,101.2300033569336
2023-01-05,99.87999725341797
2023-01-06,101.54000091552734
2023-01-09,100.91000366210938
2023-01-10,101.23999786376953
2023-01-11,101.73999786376953
2023-01-12,103.58999633789062
2023-01-13,104.0999984741211
2023-01-17,103.2300033569336
2023-01-18,101.83999633789062
2023-01-19,100.08000183105469
2023-01-20,101.8499984741211
2023-01-23,103.83000183105469
2023-01-24,104.98999786376953
2023-01-25,103.70999908447266
2023-01-26,104.02999877929688
2023-01-27,103.12999725341797
2023-01-30,102.87000274658203
2023-01-31,103.80999755859375
2023-02-01,104.4800033569336
2023-02-02,105.45999908447266
2023-02-03,105.52999877929688
2023-02-06,104.81999969482422
2023-02-07,105.54000091552734
2023-02-08,103.91999816894531
2023-02-09,102.63999938964844
2023-02-10,103.30999755859375
2023-02-13,103.9800033569336
2023-02-14,103.44999694824219
2023-02-15,105.5999984741211
2023-02-16,104.37999725341797
2023-02-17,105.48999786376953
2023-02-21,103.93000030517578
2023-02-22,103.91999816894531
2023-02-23,104.23999786376953
2023-02-24,103.5
2023-02-27,104.22000122070312
2023-02-28,104.33000183105469
2023-03-01,104.88999938964844
2023-03-02,106.25
2023-03-03,107.31999969482422
2023-03-06,106.9800033569336
2023-03-07,105.76000213623047
2023-03-08,105.56999969482422
2023-03-09,102.69999694824219
2023-03-10,99.95999908447266
2023-03-13,98.81999969482422
2023-03-14,100.77999877929688
2023-03-15,96.2300033569336
2023-03-16,96.16999816894531
2023-03-17,93.26000213623047
2023-03-20,96.41999816894531
2023-03-21,97.94000244140625
2023-03-22,95.55999755859375
2023-03-23,95.48999786376953
2023-03-24,95.5
2023-03-27,97.33999633789062
2023-03-28,98.33000183105469
2023-03-29,99.36000061035156
2023-03-30,99.22000122070312
2023-03-31,101.05999755859375
2023-04-03,100.8499984741211
2023-04-04,97.61000061035156
2023-04-05,96.58000183105469
2023-04-06,96.36000061035156
2023-04-10,98.58999633789062
2023-04-11,99.4800033569336
2023-04-12,99.62000274658203
2023-04-13,99.43000030517578
2023-04-14,99.7300033569336
2023-04-17,100.06999969482422
2023-04-18,100.75
2023-04-19,100.12000274658203
2023-04-20,100.58999633789062
2023-04-21,100.44000244140625
2023-04-24,101.4800033569336
2023-04-25,100.77999877929688
2023-04-26,96.51000213623047
2023-04-27,97.73999786376953
2023-04-28,97.66999816894531
2023-05-01,98.19000244140625
2023-05-02,96.68000030517578
2023-05-03,97.7300033569336
2023-05-04,97.41999816894531
2023-05-05,99.16999816894531
2023-05-08,99.3499984741211
2023-05-09,99.0
2023-05-10,97.75
2023-05-11,98.08000183105469
2023-05-12,97.98999786376953
2023-05-15,98.33000183105469
2023-05-16,96.66000366210938
2023-05-17,97.4800033569336
2023-05-18,97.5
2023-05-19,97.41000366210938
2023-05-22,98.2699966430664
2023-05-23,96.77999877929688
2023-05-24,94.69999694824219
2023-05-25,93.87000274658203
2023-05-26,94.73999786376953
2023-05-30,94.44999694824219
2023-05-31,92.62999725341797
2023-06-01,93.05000305175781
2023-06-02,97.91999816894531
2023-06-05,97.1500015258789
2023-06-06,97.77999877929688
2023-06-07,100.12000274658203
2023-06-08,99.08000183105469
2023-06-09,99.05000305175781
2023-06-12,99.52999877929688
2023-06-13,102.12999725341797
2023-06-14,101.66000366210938
2023-06-15,102.23999786376953
2023-06-16,103.63999938964844
2023-06-20,101.87000274658203
2023-06-21,103.41999816894531
2023-06-22,102.83999633789062
2023-06-23,102.31999969482422
2023-06-26,103.55999755859375
2023-06-27,105.9000015258789
2023-06-28,105.97000122070312
2023-06-29,108.01000213623047
2023-06-30,109.66999816894531
2023-07-03,109.3499984741211
2023-07-05,108.5999984741211
2023-07-06,108.23999786376953
2023-07-07,109.63999938964844
2023-07-10,111.3499984741211
2023-07-11,111.13999938964844
2023-07-12,112.41000366210938
2023-07-13,112.31999969482422
2023-07-14,111.93000030517578
2023-07-17,112.66000366210938
2023-07-18,113.4000015258789
2023-07-19,112.56999969482422
2023-07-20,112.7699966430664
2023-07-21,112.88999938964844
2023-07-24,113.25
2023-07-25,113.58999633789062
2023-07-26,113.04000091552734
2023-07-27,117.41999816894531
2023-07-28,118.58000183105469
2023-07-31,118.44000244140625
2023-08-01,119.19000244140625
2023-08-02,117.5
2023-08-03,116.54000091552734
2023-08-04,114.69999694824219
2023-08-07,115.6500015258789
2023-08-08,114.75
2023-08-09,114.19000244140625
2023-08-10,113.87000274658203
2023-08-11,114.19000244140625
