Date,AJG
2023-01-06,192.02000427246094
2023-01-09,191.75999450683594
2023-01-10,192.67999267578125
2023-01-11,195.75999450683594
2023-01-12,194.99000549316406
2023-01-13,196.5500030517578
2023-01-17,195.64999389648438
2023-01-18,191.99000549316406
2023-01-19,190.88999938964844
2023-01-20,193.89999389648438
2023-01-23,195.8800048828125
2023-01-24,197.00999450683594
2023-01-25,197.14999389648438
2023-01-26,197.25
2023-01-27,193.80999755859375
2023-01-30,195.3000030517578
2023-01-31,195.72000122070312
2023-02-01,196.27999877929688
2023-02-02,194.67999267578125
2023-02-03,193.49000549316406
2023-02-06,194.5500030517578
2023-02-07,197.47000122070312
2023-02-08,196.14999389648438
2023-02-09,193.3300018310547
2023-02-10,195.05999755859375
2023-02-13,195.22000122070312
2023-02-14,188.25
2023-02-15,190.3300018310547
2023-02-16,188.6300048828125
2023-02-17,188.60000610351562
2023-02-21,186.5500030517578
2023-02-22,186.2899932861328
2023-02-23,185.4600067138672
2023-02-24,184.72999572753906
2023-02-27,184.89999389648438
2023-02-28,187.35000610351562
2023-03-01,187.77999877929688
2023-03-02,187.02000427246094
2023-03-03,189.02999877929688
2023-03-06,190.8800048828125
2023-03-07,189.02999877929688
2023-03-08,188.97999572753906
2023-03-09,185.4499969482422
2023-03-10,182.75999450683594
2023-03-13,179.97000122070312
2023-03-14,183.35000610351562
2023-03-15,177.08999633789062
2023-03-16,183.60000610351562
2023-03-17,180.0
2023-03-20,182.4600067138672
2023-03-21,183.8800048828125
2023-03-22,180.5399932861328
2023-03-23,184.44000244140625
2023-03-24,185.66000366210938
2023-03-27,186.1300048828125
2023-03-28,186.52000427246094
2023-03-29,189.0
2023-03-30,189.6699981689453
2023-03-31,191.30999755859375
2023-04-03,193.25999450683594
2023-04-04,193.9199981689453
2023-04-05,195.27999877929688
2023-04-06,197.3699951171875
2023-04-10,195.61000061035156
2023-04-11,196.7899932861328
2023-04-12,198.27000427246094
2023-04-13,199.6999969482422
2023-04-14,200.4499969482422
2023-04-17,203.2100067138672
2023-04-18,206.6199951171875
2023-04-19,204.14999389648438
2023-04-20,207.8800048828125
2023-04-21,207.77000427246094
2023-04-24,207.4199981689453
2023-04-25,207.19000244140625
2023-04-26,205.44000244140625
2023-04-27,209.0500030517578
2023-04-28,208.05999755859375
2023-05-01,210.52000427246094
2023-05-02,210.10000610351562
2023-05-03,209.1300048828125
2023-05-04,210.8300018310547
2023-05-05,213.82000732421875
2023-05-08,215.32000732421875
2023-05-09,216.0800018310547
2023-05-10,217.32000732421875
2023-05-11,216.80999755859375
2023-05-12,218.6199951171875
2023-05-15,217.8300018310547
2023-05-16,217.00999450683594
2023-05-17,215.02999877929688
2023-05-18,214.5
2023-05-19,216.07000732421875
2023-05-22,214.58999633789062
2023-05-23,206.61000061035156
2023-05-24,205.0800018310547
2023-05-25,204.32000732421875
2023-05-26,203.80999755859375
2023-05-30,203.52000427246094
2023-05-31,200.3300018310547
2023-06-01,202.1300048828125
2023-06-02,205.67999267578125
2023-06-05,206.27000427246094
2023-06-06,205.33999633789062
2023-06-07,204.14999389648438
2023-06-08,204.83999633789062
2023-06-09,206.8699951171875
2023-06-12,208.24000549316406
2023-06-13,208.75999450683594
2023-06-14,209.7899932861328
2023-06-15,213.6300048828125
2023-06-16,213.77999877929688
2023-06-20,211.63999938964844
2023-06-21,212.97000122070312
2023-06-22,212.82000732421875
2023-06-23,212.4600067138672
2023-06-26,210.6300048828125
2023-06-27,212.14999389648438
2023-06-28,210.88999938964844
2023-06-29,214.6699981689453
2023-06-30,219.57000732421875
2023-07-03,216.17999267578125
2023-07-05,215.9499969482422
2023-07-06,216.32000732421875
2023-07-07,214.0500030517578
2023-07-10,215.58999633789062
2023-07-11,216.35000610351562
2023-07-12,214.88999938964844
2023-07-13,213.8300018310547
2023-07-14,213.8800048828125
2023-07-17,217.1999969482422
2023-07-18,215.07000732421875
2023-07-19,212.72000122070312
2023-07-20,218.22999572753906
2023-07-21,218.61000061035156
2023-07-24,219.63999938964844
2023-07-25,220.32000732421875
2023-07-26,219.75
2023-07-27,217.14999389648438
2023-07-28,216.22000122070312
2023-07-31,214.8000030517578
2023-08-01,219.24000549316406
2023-08-02,221.5500030517578
2023-08-03,222.1999969482422
2023-08-04,220.80999755859375
2023-08-07,224.05999755859375
2023-08-08,220.52999877929688
2023-08-09,223.69000244140625
2023-08-10,222.64999389648438
2023-08-11,224.3699951171875
2023-08-14,225.5800018310547
2023-08-15,223.86000061035156
2023-08-16,225.0500030517578
2023-08-17,220.47999572753906
2023-08-18,220.5500030517578
2023-08-21,221.44000244140625
2023-08-22,222.1199951171875
2023-08-23,225.3300018310547
2023-08-24,224.86000061035156
2023-08-25,227.60000610351562
2023-08-28,228.8800048828125
2023-08-29,230.7899932861328
2023-08-30,230.8300018310547
2023-08-31,230.47999572753906
2023-09-01,231.07000732421875
2023-09-05,226.8000030517578
2023-09-06,227.74000549316406
2023-09-07,230.63999938964844
2023-09-08,228.19000244140625
2023-09-11,228.5500030517578
2023-09-12,230.2899932861328
2023-09-13,229.0
2023-09-14,231.4499969482422
2023-09-15,230.13999938964844
2023-09-18,233.11000061035156
2023-09-19,235.77999877929688
2023-09-20,235.19000244140625
2023-09-21,232.94000244140625
2023-09-22,233.0800018310547
2023-09-25,233.25
2023-09-26,230.92999267578125
2023-09-27,230.3300018310547
2023-09-28,230.77000427246094
2023-09-29,227.92999267578125
2023-10-02,224.91000366210938
2023-10-03,225.22000122070312
2023-10-04,229.25999450683594
2023-10-05,229.55999755859375
2023-10-06,232.00999450683594
2023-10-09,233.11000061035156
2023-10-10,233.49000549316406
2023-10-11,234.89999389648438
2023-10-12,233.44000244140625
2023-10-13,233.8800048828125
2023-10-16,236.58999633789062
2023-10-17,236.02999877929688
2023-10-18,234.33999633789062
2023-10-19,231.02999877929688
2023-10-20,227.57000732421875
2023-10-23,227.6999969482422
2023-10-24,231.2100067138672
2023-10-25,231.10000610351562
2023-10-26,229.88999938964844
2023-10-27,228.24000549316406
2023-10-30,233.72999572753906
2023-10-31,235.49000549316406
2023-11-01,237.30999755859375
2023-11-02,242.1999969482422
2023-11-03,242.3300018310547
2023-11-06,242.97000122070312
2023-11-07,244.0
2023-11-08,245.57000732421875
2023-11-09,246.77000427246094
2023-11-10,248.27000427246094
2023-11-13,247.75
2023-11-14,244.13999938964844
2023-11-15,240.7100067138672
2023-11-16,245.50999450683594
2023-11-17,245.4499969482422
2023-11-20,246.55999755859375
2023-11-21,248.89999389648438
2023-11-22,250.99000549316406
2023-11-24,252.9199981689453
2023-11-27,252.3000030517578
2023-11-28,246.74000549316406
2023-11-29,245.02000427246094
2023-11-30,249.0
2023-12-01,248.0
2023-12-04,247.5500030517578
2023-12-05,244.7899932861328
2023-12-06,242.5
2023-12-07,241.0500030517578
2023-12-08,240.9600067138672
2023-12-11,245.0
2023-12-12,247.58999633789062
2023-12-13,245.2100067138672
2023-12-14,227.0399932861328
2023-12-15,222.80999755859375
2023-12-18,227.55999755859375
2023-12-19,224.58999633789062
2023-12-20,220.11000061035156
2023-12-21,222.86000061035156
2023-12-22,222.8800048828125
2023-12-26,222.36000061035156
2023-12-27,223.00999450683594
2023-12-28,223.4600067138672
2023-12-29,224.8800048828125
2024-01-02,225.0
2024-01-03,225.02000427246094
2024-01-04,225.89999389648438
2024-01-05,225.27999877929688
2024-01-08,228.83999633789062
2024-01-09,226.13999938964844
2024-01-10,230.14999389648438
2024-01-11,232.0
2024-01-12,234.8000030517578
2024-01-16,233.47000122070312
2024-01-17,233.99000549316406
2024-01-18,236.9499969482422
2024-01-19,238.7899932861328
2024-01-22,237.52000427246094
2024-01-23,239.67999267578125
2024-01-24,239.07000732421875
2024-01-25,237.75
2024-01-26,233.02999877929688
2024-01-29,228.77999877929688
2024-01-30,230.57000732421875
2024-01-31,232.16000366210938
2024-02-01,232.1199951171875
2024-02-02,232.74000549316406
2024-02-05,236.25999450683594
2024-02-06,234.0500030517578
2024-02-07,236.1999969482422
2024-02-08,237.02999877929688
2024-02-09,238.83999633789062
2024-02-12,235.6199951171875
2024-02-13,236.32000732421875
2024-02-14,238.67999267578125
2024-02-15,240.5500030517578
2024-02-16,239.22000122070312
2024-02-20,241.74000549316406
2024-02-21,240.10000610351562
2024-02-22,244.6699981689453
2024-02-23,245.0
2024-02-26,244.0399932861328
2024-02-27,243.5500030517578
2024-02-28,245.47000122070312
2024-02-29,243.92999267578125
2024-03-01,243.5399932861328
2024-03-04,242.52000427246094
2024-03-05,245.35000610351562
2024-03-06,248.6199951171875
2024-03-07,249.91000366210938
2024-03-08,251.69000244140625
2024-03-11,252.7100067138672
2024-03-12,254.82000732421875
2024-03-13,255.3800048828125
2024-03-14,254.91000366210938
2024-03-15,253.1699981689453
2024-03-18,253.69000244140625
2024-03-19,253.86000061035156
2024-03-20,255.8699951171875
2024-03-21,250.3000030517578
2024-03-22,246.52999877929688
2024-03-25,245.5800018310547
2024-03-26,246.22999572753906
2024-03-27,247.7899932861328
2024-03-28,250.0399932861328
2024-04-01,247.17999267578125
2024-04-02,245.36000061035156
2024-04-03,245.3699951171875
2024-04-04,240.3000030517578
2024-04-05,243.99000549316406
2024-04-08,244.16000366210938
2024-04-09,244.1300048828125
2024-04-10,240.02000427246094
2024-04-11,238.1699981689453
2024-04-12,234.5800018310547
2024-04-15,232.08999633789062
2024-04-16,231.42999267578125
2024-04-17,230.52000427246094
2024-04-18,233.99000549316406
2024-04-19,236.57000732421875
2024-04-22,237.52000427246094
2024-04-23,237.8699951171875
2024-04-24,236.80999755859375
2024-04-25,236.9499969482422
2024-04-26,234.11000061035156
2024-04-29,233.5500030517578
2024-04-30,234.69000244140625
2024-05-01,238.8000030517578
2024-05-02,238.5399932861328
2024-05-03,238.72000122070312
2024-05-06,243.00999450683594
2024-05-07,245.02000427246094
2024-05-08,245.00999450683594
2024-05-09,247.55999755859375
2024-05-10,250.82000732421875
2024-05-13,249.5
2024-05-14,250.72000122070312
2024-05-15,251.77999877929688
2024-05-16,255.52000427246094
2024-05-17,257.6700134277344
2024-05-20,256.3900146484375
2024-05-21,257.8399963378906
2024-05-22,257.6499938964844
2024-05-23,250.9600067138672
2024-05-24,252.05999755859375
2024-05-28,248.3300018310547
2024-05-29,245.32000732421875
2024-05-30,249.08999633789062
2024-05-31,253.3300018310547
2024-06-03,253.02999877929688
2024-06-04,255.22000122070312
2024-06-05,253.08999633789062
2024-06-06,251.63999938964844
2024-06-07,253.52999877929688
2024-06-10,255.1699981689453
2024-06-11,256.1199951171875
2024-06-12,258.8800048828125
2024-06-13,260.7799987792969
2024-06-14,258.239990234375
2024-06-17,261.1600036621094
2024-06-18,261.8699951171875
2024-06-20,264.6600036621094
2024-06-21,264.6000061035156
2024-06-24,265.19000244140625
2024-06-25,259.8999938964844
2024-06-26,253.5
2024-06-27,260.1300048828125
2024-06-28,259.30999755859375
2024-07-01,259.2200012207031
2024-07-02,262.0
2024-07-03,262.6300048828125
2024-07-05,264.6700134277344
2024-07-08,264.5400085449219
2024-07-09,263.92999267578125
2024-07-10,267.79998779296875
2024-07-11,270.1199951171875
2024-07-12,271.04998779296875
2024-07-15,270.4599914550781
2024-07-16,267.6199951171875
2024-07-17,271.8500061035156
2024-07-18,270.5299987792969
2024-07-19,270.2699890136719
2024-07-22,271.760009765625
2024-07-23,273.2200012207031
2024-07-24,274.32000732421875
2024-07-25,273.9700012207031
2024-07-26,283.5799865722656
2024-07-29,279.3699951171875
2024-07-30,285.0
2024-07-31,283.489990234375
2024-08-01,287.1199951171875
2024-08-02,287.1400146484375
2024-08-05,278.32000732421875
2024-08-06,281.25
2024-08-07,281.6400146484375
2024-08-08,282.8399963378906
2024-08-09,282.75
2024-08-12,281.6000061035156
2024-08-13,281.2099914550781
2024-08-14,284.70001220703125
2024-08-15,284.3999938964844
2024-08-16,285.0799865722656
2024-08-19,286.54998779296875
2024-08-20,288.25
2024-08-21,289.510009765625
2024-08-22,291.82000732421875
2024-08-23,287.8299865722656
2024-08-26,286.7799987792969
2024-08-27,290.05999755859375
2024-08-28,290.8699951171875
2024-08-29,291.4700012207031
2024-08-30,292.57000732421875
2024-09-03,294.489990234375
2024-09-04,297.75
2024-09-05,295.54998779296875
2024-09-06,294.19000244140625
2024-09-09,298.94000244140625
2024-09-10,298.82000732421875
2024-09-11,294.6499938964844
2024-09-12,296.6000061035156
2024-09-13,297.3900146484375
2024-09-16,299.54998779296875
2024-09-17,295.94000244140625
2024-09-18,291.17999267578125
2024-09-19,282.20001220703125
2024-09-20,276.05999755859375
2024-09-23,282.0299987792969
2024-09-24,279.3299865722656
2024-09-25,280.75
2024-09-26,277.989990234375
2024-09-27,279.45001220703125
2024-09-30,281.3699951171875
2024-10-01,286.29998779296875
2024-10-02,285.9100036621094
2024-10-03,286.05999755859375
2024-10-04,289.6199951171875
2024-10-07,286.8999938964844
2024-10-08,293.1600036621094
2024-10-09,294.94000244140625
2024-10-10,285.70001220703125
2024-10-11,287.9100036621094
2024-10-14,289.7099914550781
2024-10-15,287.57000732421875
2024-10-16,289.5199890136719
2024-10-17,290.760009765625
2024-10-18,289.25
2024-10-21,289.6199951171875
2024-10-22,287.2200012207031
2024-10-23,288.92999267578125
2024-10-24,287.54998779296875
2024-10-25,282.9700012207031
2024-10-28,285.989990234375
2024-10-29,285.1199951171875
2024-10-30,284.4800109863281
2024-10-31,281.20001220703125
2024-11-01,280.3999938964844
2024-11-04,281.6499938964844
2024-11-05,283.1400146484375
2024-11-06,290.67999267578125
2024-11-07,290.55999755859375
2024-11-08,294.7699890136719
2024-11-11,292.7200012207031
2024-11-12,295.2699890136719
2024-11-13,298.32000732421875
2024-11-14,294.7099914550781
2024-11-15,294.5799865722656
2024-11-18,293.5899963378906
2024-11-19,292.489990234375
2024-11-20,295.8800048828125
2024-11-21,302.44000244140625
