Date,GDDY
2022-02-28,83.41000366210938
2022-03-01,82.5199966430664
2022-03-02,83.02999877929688
2022-03-03,83.12999725341797
2022-03-04,80.5
2022-03-07,76.75
2022-03-08,77.08999633789062
2022-03-09,79.7300033569336
2022-03-10,78.44999694824219
2022-03-11,78.20999908447266
2022-03-14,78.30999755859375
2022-03-15,76.55999755859375
2022-03-16,77.29000091552734
2022-03-17,77.41999816894531
2022-03-18,81.9000015258789
2022-03-21,81.5199966430664
2022-03-22,82.7699966430664
2022-03-23,82.12999725341797
2022-03-24,83.48999786376953
2022-03-25,84.51000213623047
2022-03-28,84.45999908447266
2022-03-29,85.25
2022-03-30,84.79000091552734
2022-03-31,83.69999694824219
2022-04-01,84.69999694824219
2022-04-04,87.31999969482422
2022-04-05,85.72000122070312
2022-04-06,83.55999755859375
2022-04-07,82.91000366210938
2022-04-08,82.37999725341797
2022-04-11,81.9000015258789
2022-04-12,82.48999786376953
2022-04-13,86.47000122070312
2022-04-14,86.44000244140625
2022-04-18,85.81999969482422
2022-04-19,86.80000305175781
2022-04-20,86.79000091552734
2022-04-21,85.51000213623047
2022-04-22,83.66999816894531
2022-04-25,87.41000366210938
2022-04-26,85.41999816894531
2022-04-27,85.18000030517578
2022-04-28,87.33000183105469
2022-04-29,80.80999755859375
2022-05-02,81.69999694824219
2022-05-03,81.73999786376953
2022-05-04,82.12000274658203
2022-05-05,78.30000305175781
2022-05-06,76.9800033569336
2022-05-09,69.88999938964844
2022-05-10,70.73999786376953
2022-05-11,69.5
2022-05-12,69.0999984741211
2022-05-13,71.9800033569336
2022-05-16,71.5999984741211
2022-05-17,73.16999816894531
2022-05-18,70.02999877929688
2022-05-19,70.80000305175781
2022-05-20,71.2300033569336
2022-05-23,72.2300033569336
2022-05-24,68.98999786376953
2022-05-25,70.75
2022-05-26,73.5999984741211
2022-05-27,75.19999694824219
2022-05-31,75.05000305175781
2022-06-01,72.83000183105469
2022-06-02,74.18000030517578
2022-06-03,72.7300033569336
2022-06-06,72.68000030517578
2022-06-07,74.08999633789062
2022-06-08,73.9000015258789
2022-06-09,72.56999969482422
2022-06-10,70.76000213623047
2022-06-13,67.91000366210938
2022-06-14,66.36000061035156
2022-06-15,68.38999938964844
2022-06-16,65.30999755859375
2022-06-17,65.97000122070312
2022-06-21,66.55000305175781
2022-06-22,66.19000244140625
2022-06-23,67.76000213623047
2022-06-24,70.97000122070312
2022-06-27,71.12000274658203
2022-06-28,69.11000061035156
2022-06-29,70.2699966430664
2022-06-30,69.55999755859375
2022-07-01,70.87000274658203
2022-07-05,71.33000183105469
2022-07-06,72.08999633789062
2022-07-07,73.38999938964844
2022-07-08,73.0
2022-07-11,71.95999908447266
2022-07-12,70.19999694824219
2022-07-13,71.30999755859375
2022-07-14,68.68000030517578
2022-07-15,70.80999755859375
2022-07-18,70.52999877929688
2022-07-19,73.33000183105469
2022-07-20,74.63999938964844
2022-07-21,75.19000244140625
2022-07-22,74.0199966430664
2022-07-25,72.98999786376953
2022-07-26,70.0
2022-07-27,72.58999633789062
2022-07-28,72.58999633789062
2022-07-29,74.18000030517578
2022-08-01,73.69999694824219
2022-08-02,74.16000366210938
2022-08-03,75.56999969482422
2022-08-04,77.48999786376953
2022-08-05,78.93000030517578
2022-08-08,79.33000183105469
2022-08-09,79.2300033569336
2022-08-10,81.16999816894531
2022-08-11,79.91000366210938
2022-08-12,81.30999755859375
2022-08-15,82.0199966430664
2022-08-16,83.37999725341797
2022-08-17,82.66000366210938
2022-08-18,82.72000122070312
2022-08-19,81.08000183105469
2022-08-22,79.62999725341797
2022-08-23,79.38999938964844
2022-08-24,79.91000366210938
2022-08-25,80.66000366210938
2022-08-26,77.7300033569336
2022-08-29,76.51000213623047
2022-08-30,75.66999816894531
2022-08-31,75.81999969482422
2022-09-01,75.9000015258789
2022-09-02,75.06999969482422
2022-09-06,74.18000030517578
2022-09-07,74.86000061035156
2022-09-08,76.2300033569336
2022-09-09,78.05000305175781
2022-09-12,78.38999938964844
2022-09-13,75.05000305175781
2022-09-14,76.08000183105469
2022-09-15,76.16000366210938
2022-09-16,74.95999908447266
2022-09-19,75.94000244140625
2022-09-20,75.43000030517578
2022-09-21,73.31999969482422
2022-09-22,71.31999969482422
2022-09-23,70.5
2022-09-26,69.62999725341797
2022-09-27,70.69999694824219
2022-09-28,72.01000213623047
2022-09-29,72.08999633789062
2022-09-30,70.87999725341797
2022-10-03,72.30999755859375
2022-10-04,75.86000061035156
2022-10-05,77.2300033569336
2022-10-06,77.2699966430664
2022-10-07,75.91000366210938
2022-10-10,74.68000030517578
2022-10-11,73.51000213623047
2022-10-12,73.75
2022-10-13,73.48999786376953
2022-10-14,71.7699966430664
2022-10-17,74.61000061035156
2022-10-18,75.98999786376953
2022-10-19,75.18000030517578
2022-10-20,75.87000274658203
2022-10-21,76.76000213623047
2022-10-24,77.18000030517578
2022-10-25,79.6500015258789
2022-10-26,79.22000122070312
2022-10-27,79.87999725341797
2022-10-28,81.12999725341797
2022-10-31,80.4000015258789
2022-11-01,79.25
2022-11-02,73.66999816894531
2022-11-03,72.6500015258789
2022-11-04,67.52999877929688
2022-11-07,68.69000244140625
2022-11-08,70.16999816894531
2022-11-09,68.80999755859375
2022-11-10,71.76000213623047
2022-11-11,73.98999786376953
2022-11-14,73.88999938964844
2022-11-15,74.94999694824219
2022-11-16,73.94999694824219
2022-11-17,73.12999725341797
2022-11-18,74.02999877929688
2022-11-21,73.05000305175781
2022-11-22,74.16999816894531
2022-11-23,75.3499984741211
2022-11-25,75.91999816894531
2022-11-28,75.33999633789062
2022-11-29,75.06999969482422
2022-11-30,79.12999725341797
2022-12-01,79.7300033569336
2022-12-02,78.7699966430664
2022-12-05,75.79000091552734
2022-12-06,73.87999725341797
2022-12-07,74.37999725341797
2022-12-08,75.48999786376953
2022-12-09,74.72000122070312
2022-12-12,76.41999816894531
2022-12-13,77.2300033569336
2022-12-14,76.6500015258789
2022-12-15,73.83999633789062
