Date,VTR
2022-02-28,54.0
2022-03-01,53.439998626708984
2022-03-02,56.119998931884766
2022-03-03,56.45000076293945
2022-03-04,55.959999084472656
2022-03-07,55.91999816894531
2022-03-08,57.86000061035156
2022-03-09,57.810001373291016
2022-03-10,58.86000061035156
2022-03-11,58.5
2022-03-14,57.810001373291016
2022-03-15,58.220001220703125
2022-03-16,58.540000915527344
2022-03-17,59.25
2022-03-18,59.459999084472656
2022-03-21,59.41999816894531
2022-03-22,60.22999954223633
2022-03-23,60.13999938964844
2022-03-24,61.349998474121094
2022-03-25,62.79999923706055
2022-03-28,62.470001220703125
2022-03-29,63.63999938964844
2022-03-30,62.83000183105469
2022-03-31,61.7599983215332
2022-04-01,62.84000015258789
2022-04-04,62.86000061035156
2022-04-05,61.599998474121094
2022-04-06,62.099998474121094
2022-04-07,61.349998474121094
2022-04-08,61.040000915527344
2022-04-11,60.81999969482422
2022-04-12,60.9900016784668
2022-04-13,61.209999084472656
2022-04-14,60.66999816894531
2022-04-18,60.349998474121094
2022-04-19,60.560001373291016
2022-04-20,60.75
2022-04-21,60.02000045776367
2022-04-22,58.4900016784668
2022-04-25,58.220001220703125
2022-04-26,57.900001525878906
2022-04-27,57.25
2022-04-28,57.650001525878906
2022-04-29,55.54999923706055
2022-05-02,55.68000030517578
2022-05-03,57.869998931884766
2022-05-04,57.75
2022-05-05,57.0
2022-05-06,56.970001220703125
2022-05-09,55.630001068115234
2022-05-10,52.599998474121094
2022-05-11,52.959999084472656
2022-05-12,53.59000015258789
2022-05-13,55.0099983215332
2022-05-16,55.56999969482422
2022-05-17,56.66999816894531
2022-05-18,56.310001373291016
2022-05-19,56.09000015258789
2022-05-20,56.52000045776367
2022-05-23,55.95000076293945
2022-05-24,56.209999084472656
2022-05-25,57.47999954223633
2022-05-26,56.380001068115234
2022-05-27,57.400001525878906
2022-05-31,56.7400016784668
2022-06-01,56.529998779296875
2022-06-02,56.56999969482422
2022-06-03,56.16999816894531
2022-06-06,55.470001220703125
2022-06-07,56.709999084472656
2022-06-08,54.709999084472656
2022-06-09,53.31999969482422
2022-06-10,52.630001068115234
2022-06-13,49.150001525878906
2022-06-14,48.43000030517578
2022-06-15,50.2400016784668
2022-06-16,48.869998931884766
2022-06-17,48.97999954223633
2022-06-21,48.54999923706055
2022-06-22,49.75
2022-06-23,49.939998626708984
2022-06-24,51.22999954223633
2022-06-27,51.56999969482422
2022-06-28,51.11000061035156
2022-06-29,51.560001373291016
2022-06-30,51.43000030517578
2022-07-01,52.7400016784668
2022-07-05,51.790000915527344
2022-07-06,51.04999923706055
2022-07-07,50.7599983215332
2022-07-08,50.77000045776367
2022-07-11,50.79999923706055
2022-07-12,51.36000061035156
2022-07-13,50.25
2022-07-14,49.88999938964844
2022-07-15,50.7400016784668
2022-07-18,50.349998474121094
2022-07-19,51.4900016784668
2022-07-20,51.5099983215332
2022-07-21,51.290000915527344
2022-07-22,51.779998779296875
2022-07-25,52.43000030517578
2022-07-26,52.650001525878906
2022-07-27,52.33000183105469
2022-07-28,53.31999969482422
2022-07-29,53.779998779296875
2022-08-01,53.290000915527344
2022-08-02,52.15999984741211
2022-08-03,51.560001373291016
2022-08-04,50.869998931884766
2022-08-05,48.95000076293945
2022-08-08,49.66999816894531
2022-08-09,50.560001373291016
2022-08-10,51.5
2022-08-11,51.54999923706055
2022-08-12,52.459999084472656
2022-08-15,50.900001525878906
2022-08-16,50.61000061035156
2022-08-17,50.5099983215332
2022-08-18,49.02000045776367
2022-08-19,48.90999984741211
2022-08-22,49.18000030517578
2022-08-23,48.15999984741211
2022-08-24,48.2400016784668
2022-08-25,49.029998779296875
2022-08-26,48.29999923706055
2022-08-29,48.400001525878906
2022-08-30,47.54999923706055
2022-08-31,47.86000061035156
2022-09-01,48.20000076293945
2022-09-02,47.349998474121094
2022-09-06,48.060001373291016
2022-09-07,48.959999084472656
2022-09-08,48.5099983215332
2022-09-09,49.599998474121094
2022-09-12,50.4900016784668
2022-09-13,49.02000045776367
2022-09-14,48.41999816894531
2022-09-15,47.34000015258789
2022-09-16,48.0
2022-09-19,47.4900016784668
2022-09-20,46.40999984741211
2022-09-21,45.52000045776367
2022-09-22,44.54999923706055
2022-09-23,43.43000030517578
2022-09-26,41.5099983215332
2022-09-27,40.40999984741211
2022-09-28,41.25
2022-09-29,39.650001525878906
2022-09-30,40.16999816894531
2022-10-03,40.61000061035156
2022-10-04,40.849998474121094
2022-10-05,39.86000061035156
2022-10-06,38.33000183105469
2022-10-07,37.720001220703125
2022-10-10,36.619998931884766
2022-10-11,36.9900016784668
2022-10-12,36.540000915527344
2022-10-13,37.29999923706055
2022-10-14,36.040000915527344
2022-10-17,37.52000045776367
2022-10-18,38.11000061035156
2022-10-19,37.119998931884766
2022-10-20,37.439998626708984
2022-10-21,37.130001068115234
2022-10-24,37.13999938964844
