Date,ROL
2022-02-28,32.630001068115234
2022-03-01,33.15999984741211
2022-03-02,34.08000183105469
2022-03-03,33.47999954223633
2022-03-04,34.0099983215332
2022-03-07,33.959999084472656
2022-03-08,32.56999969482422
2022-03-09,32.720001220703125
2022-03-10,32.599998474121094
2022-03-11,32.20000076293945
2022-03-14,33.36000061035156
2022-03-15,33.43000030517578
2022-03-16,33.7599983215332
2022-03-17,34.25
2022-03-18,34.20000076293945
2022-03-21,33.83000183105469
2022-03-22,33.709999084472656
2022-03-23,33.41999816894531
2022-03-24,33.540000915527344
2022-03-25,33.810001373291016
2022-03-28,34.41999816894531
2022-03-29,35.150001525878906
2022-03-30,35.439998626708984
2022-03-31,35.04999923706055
2022-04-01,34.810001373291016
2022-04-04,35.09000015258789
2022-04-05,34.849998474121094
2022-04-06,34.9900016784668
2022-04-07,35.540000915527344
2022-04-08,35.38999938964844
2022-04-11,35.560001373291016
2022-04-12,35.43000030517578
2022-04-13,35.47999954223633
2022-04-14,34.900001525878906
2022-04-18,34.290000915527344
2022-04-19,34.59000015258789
2022-04-20,34.59000015258789
2022-04-21,34.5099983215332
2022-04-22,33.58000183105469
2022-04-25,33.400001525878906
2022-04-26,32.720001220703125
2022-04-27,33.5099983215332
2022-04-28,34.43000030517578
2022-04-29,33.540000915527344
2022-05-02,33.20000076293945
2022-05-03,32.709999084472656
2022-05-04,34.06999969482422
2022-05-05,33.41999816894531
2022-05-06,34.029998779296875
2022-05-09,33.61000061035156
2022-05-10,32.880001068115234
2022-05-11,33.20000076293945
2022-05-12,33.22999954223633
2022-05-13,34.04999923706055
2022-05-16,34.810001373291016
2022-05-17,35.38999938964844
2022-05-18,34.400001525878906
2022-05-19,34.33000183105469
2022-05-20,35.279998779296875
2022-05-23,35.209999084472656
2022-05-24,35.20000076293945
2022-05-25,35.31999969482422
2022-05-26,36.25
2022-05-27,36.61000061035156
2022-05-31,35.459999084472656
2022-06-01,34.9900016784668
2022-06-02,34.790000915527344
2022-06-03,34.91999816894531
2022-06-06,35.040000915527344
2022-06-07,35.5
2022-06-08,34.84000015258789
2022-06-09,34.15999984741211
2022-06-10,33.939998626708984
2022-06-13,32.97999954223633
2022-06-14,32.779998779296875
2022-06-15,32.77000045776367
2022-06-16,32.02000045776367
2022-06-17,31.780000686645508
2022-06-21,32.45000076293945
2022-06-22,33.04999923706055
2022-06-23,34.150001525878906
2022-06-24,35.11000061035156
2022-06-27,35.279998779296875
2022-06-28,34.5099983215332
2022-06-29,34.970001220703125
2022-06-30,34.91999816894531
2022-07-01,35.0
2022-07-05,34.97999954223633
2022-07-06,35.88999938964844
2022-07-07,36.59000015258789
2022-07-08,36.709999084472656
2022-07-11,36.95000076293945
2022-07-12,35.900001525878906
2022-07-13,35.33000183105469
2022-07-14,35.15999984741211
2022-07-15,35.599998474121094
2022-07-18,35.18000030517578
2022-07-19,36.439998626708984
2022-07-20,36.439998626708984
2022-07-21,36.560001373291016
2022-07-22,36.470001220703125
2022-07-25,36.4900016784668
2022-07-26,36.220001220703125
2022-07-27,35.36000061035156
2022-07-28,38.56999969482422
2022-07-29,38.56999969482422
2022-08-01,39.099998474121094
2022-08-02,38.529998779296875
2022-08-03,38.2599983215332
2022-08-04,37.7400016784668
2022-08-05,37.599998474121094
2022-08-08,37.779998779296875
2022-08-09,37.040000915527344
2022-08-10,37.33000183105469
2022-08-11,36.650001525878906
2022-08-12,36.970001220703125
2022-08-15,36.900001525878906
2022-08-16,37.4900016784668
2022-08-17,37.040000915527344
2022-08-18,37.189998626708984
2022-08-19,36.540000915527344
2022-08-22,36.400001525878906
2022-08-23,35.810001373291016
2022-08-24,35.59000015258789
2022-08-25,35.66999816894531
2022-08-26,34.47999954223633
2022-08-29,34.040000915527344
2022-08-30,33.849998474121094
2022-08-31,33.7599983215332
2022-09-01,34.15999984741211
2022-09-02,33.7400016784668
2022-09-06,35.779998779296875
2022-09-07,35.959999084472656
2022-09-08,36.22999954223633
2022-09-09,36.119998931884766
2022-09-12,36.2599983215332
2022-09-13,35.93000030517578
2022-09-14,36.33000183105469
2022-09-15,35.79999923706055
2022-09-16,35.56999969482422
2022-09-19,36.22999954223633
2022-09-20,35.7599983215332
2022-09-21,35.5
2022-09-22,34.900001525878906
2022-09-23,34.779998779296875
2022-09-26,34.630001068115234
2022-09-27,34.34000015258789
2022-09-28,34.900001525878906
2022-09-29,35.13999938964844
2022-09-30,34.68000030517578
2022-10-03,35.380001068115234
2022-10-04,37.099998474121094
2022-10-05,36.68000030517578
2022-10-06,37.130001068115234
2022-10-07,36.15999984741211
2022-10-10,36.45000076293945
2022-10-11,36.36000061035156
2022-10-12,36.20000076293945
2022-10-13,36.060001373291016
2022-10-14,35.02000045776367
2022-10-17,36.13999938964844
2022-10-18,36.66999816894531
2022-10-19,36.880001068115234
2022-10-20,35.9900016784668
2022-10-21,36.43000030517578
2022-10-24,36.279998779296875
2022-10-25,35.939998626708984
2022-10-26,39.54999923706055
2022-10-27,41.02000045776367
2022-10-28,41.869998931884766
2022-10-31,42.08000183105469
2022-11-01,42.20000076293945
2022-11-02,41.869998931884766
2022-11-03,42.290000915527344
2022-11-04,41.90999984741211
2022-11-07,41.75
2022-11-08,42.0
2022-11-09,41.54999923706055
2022-11-10,42.02000045776367
2022-11-11,41.59000015258789
2022-11-14,41.880001068115234
2022-11-15,41.470001220703125
2022-11-16,42.029998779296875
2022-11-17,41.84000015258789
2022-11-18,42.459999084472656
2022-11-21,42.119998931884766
2022-11-22,39.540000915527344
2022-11-23,39.720001220703125
2022-11-25,39.9900016784668
2022-11-28,39.779998779296875
2022-11-29,39.83000183105469
2022-11-30,40.439998626708984
2022-12-01,40.38999938964844
2022-12-02,40.47999954223633
2022-12-05,39.599998474121094
2022-12-06,39.209999084472656
2022-12-07,39.47999954223633
2022-12-08,39.2400016784668
2022-12-09,38.5099983215332
2022-12-12,38.34000015258789
2022-12-13,38.29999923706055
2022-12-14,38.130001068115234
2022-12-15,37.189998626708984
2022-12-16,36.7599983215332
2022-12-19,36.939998626708984
2022-12-20,37.119998931884766
2022-12-21,37.38999938964844
2022-12-22,36.970001220703125
2022-12-23,37.119998931884766
2022-12-27,37.02000045776367
2022-12-28,36.540000915527344
2022-12-29,36.65999984741211
2022-12-30,36.540000915527344
2023-01-03,36.54999923706055
2023-01-04,36.939998626708984
2023-01-05,36.310001373291016
2023-01-06,36.529998779296875
2023-01-09,36.529998779296875
2023-01-10,36.5
2023-01-11,37.720001220703125
2023-01-12,37.54999923706055
2023-01-13,37.779998779296875
2023-01-17,37.22999954223633
2023-01-18,36.68000030517578
2023-01-19,35.83000183105469
2023-01-20,36.11000061035156
2023-01-23,36.150001525878906
2023-01-24,36.31999969482422
2023-01-25,36.34000015258789
2023-01-26,36.13999938964844
2023-01-27,36.02000045776367
2023-01-30,35.68000030517578
2023-01-31,36.400001525878906
2023-02-01,36.34000015258789
2023-02-02,36.11000061035156
2023-02-03,35.68000030517578
2023-02-06,35.65999984741211
2023-02-07,35.72999954223633
2023-02-08,35.540000915527344
2023-02-09,35.40999984741211
2023-02-10,35.939998626708984
2023-02-13,35.95000076293945
2023-02-14,35.63999938964844
2023-02-15,35.90999984741211
2023-02-16,36.18000030517578
2023-02-17,36.29999923706055
2023-02-21,35.380001068115234
2023-02-22,35.41999816894531
2023-02-23,35.290000915527344
2023-02-24,35.119998931884766
2023-02-27,35.099998474121094
2023-02-28,35.20000076293945
2023-03-01,34.54999923706055
2023-03-02,34.959999084472656
2023-03-03,35.31999969482422
2023-03-06,35.31999969482422
2023-03-07,35.11000061035156
2023-03-08,35.029998779296875
2023-03-09,34.810001373291016
2023-03-10,34.66999816894531
2023-03-13,35.040000915527344
2023-03-14,35.84000015258789
2023-03-15,36.150001525878906
2023-03-16,36.4900016784668
2023-03-17,36.06999969482422
2023-03-20,36.560001373291016
2023-03-21,36.77000045776367
2023-03-22,36.380001068115234
2023-03-23,36.16999816894531
2023-03-24,36.619998931884766
2023-03-27,36.7400016784668
2023-03-28,36.849998474121094
2023-03-29,37.0099983215332
2023-03-30,37.20000076293945
2023-03-31,37.529998779296875
2023-04-03,37.45000076293945
2023-04-04,37.52000045776367
2023-04-05,38.560001373291016
2023-04-06,38.779998779296875
2023-04-10,38.54999923706055
2023-04-11,38.70000076293945
2023-04-12,39.16999816894531
2023-04-13,39.29999923706055
2023-04-14,38.79999923706055
2023-04-17,38.970001220703125
2023-04-18,39.20000076293945
2023-04-19,39.150001525878906
2023-04-20,39.900001525878906
2023-04-21,39.630001068115234
2023-04-24,39.90999984741211
2023-04-25,39.720001220703125
2023-04-26,39.31999969482422
2023-04-27,41.599998474121094
