Date,JCI
2022-02-28,64.95999908447266
2022-03-01,62.58000183105469
2022-03-02,64.52999877929688
2022-03-03,64.63999938964844
2022-03-04,62.91999816894531
2022-03-07,60.310001373291016
2022-03-08,60.16999816894531
2022-03-09,62.810001373291016
2022-03-10,61.459999084472656
2022-03-11,60.47999954223633
2022-03-14,60.56999969482422
2022-03-15,61.4900016784668
2022-03-16,64.62000274658203
2022-03-17,64.87000274658203
2022-03-18,65.61000061035156
2022-03-21,65.88999938964844
2022-03-22,65.63999938964844
2022-03-23,64.76000213623047
2022-03-24,65.58000183105469
2022-03-25,66.23999786376953
2022-03-28,65.98999786376953
2022-03-29,67.12000274658203
2022-03-30,67.0
2022-03-31,65.56999969482422
2022-04-01,66.48999786376953
2022-04-04,66.63999938964844
2022-04-05,66.19999694824219
2022-04-06,65.86000061035156
2022-04-07,65.51000213623047
2022-04-08,64.5
2022-04-11,63.34000015258789
2022-04-12,62.150001525878906
2022-04-13,62.66999816894531
2022-04-14,61.529998779296875
2022-04-18,61.86000061035156
2022-04-19,63.529998779296875
2022-04-20,65.0999984741211
2022-04-21,65.13999938964844
2022-04-22,62.93000030517578
2022-04-25,62.709999084472656
2022-04-26,60.380001068115234
2022-04-27,60.84000015258789
2022-04-28,61.5
2022-04-29,59.869998931884766
2022-05-02,61.54999923706055
2022-05-03,61.90999984741211
2022-05-04,56.52000045776367
2022-05-05,54.18000030517578
2022-05-06,53.2599983215332
2022-05-09,51.77000045776367
2022-05-10,51.20000076293945
2022-05-11,51.029998779296875
2022-05-12,51.0099983215332
2022-05-13,52.209999084472656
2022-05-16,51.810001373291016
2022-05-17,52.369998931884766
2022-05-18,51.41999816894531
2022-05-19,51.88999938964844
2022-05-20,51.11000061035156
2022-05-23,51.72999954223633
2022-05-24,50.95000076293945
2022-05-25,51.77000045776367
2022-05-26,53.599998474121094
2022-05-27,54.709999084472656
2022-05-31,54.5099983215332
2022-06-01,54.0
2022-06-02,55.56999969482422
2022-06-03,54.40999984741211
2022-06-06,55.0
2022-06-07,55.45000076293945
2022-06-08,54.849998474121094
2022-06-09,53.720001220703125
2022-06-10,51.91999816894531
2022-06-13,50.22999954223633
2022-06-14,49.599998474121094
2022-06-15,49.86000061035156
2022-06-16,47.369998931884766
2022-06-17,47.22999954223633
2022-06-21,47.400001525878906
2022-06-22,47.439998626708984
2022-06-23,47.40999984741211
2022-06-24,48.95000076293945
2022-06-27,48.650001525878906
2022-06-28,48.439998626708984
2022-06-29,48.68000030517578
2022-06-30,47.880001068115234
2022-07-01,48.47999954223633
2022-07-05,48.13999938964844
2022-07-06,47.81999969482422
2022-07-07,47.43000030517578
2022-07-08,47.27000045776367
2022-07-11,47.09000015258789
2022-07-12,47.040000915527344
2022-07-13,47.279998779296875
2022-07-14,46.29999923706055
2022-07-15,46.90999984741211
2022-07-18,46.689998626708984
2022-07-19,48.65999984741211
2022-07-20,49.16999816894531
2022-07-21,50.7599983215332
2022-07-22,50.779998779296875
2022-07-25,50.619998931884766
2022-07-26,50.380001068115234
2022-07-27,51.709999084472656
2022-07-28,52.79999923706055
2022-07-29,53.90999984741211
2022-08-01,54.119998931884766
2022-08-02,53.7599983215332
2022-08-03,54.279998779296875
2022-08-04,54.630001068115234
2022-08-05,55.099998474121094
2022-08-08,55.04999923706055
2022-08-09,54.11000061035156
2022-08-10,55.45000076293945
2022-08-11,56.36000061035156
2022-08-12,58.04999923706055
2022-08-15,58.790000915527344
2022-08-16,59.0
2022-08-17,58.529998779296875
2022-08-18,58.93000030517578
2022-08-19,57.2599983215332
2022-08-22,55.400001525878906
2022-08-23,55.220001220703125
2022-08-24,55.470001220703125
2022-08-25,57.02000045776367
2022-08-26,54.61000061035156
2022-08-29,54.43000030517578
2022-08-30,54.4900016784668
2022-08-31,54.13999938964844
2022-09-01,55.650001525878906
2022-09-02,54.88999938964844
2022-09-06,54.9900016784668
2022-09-07,56.959999084472656
2022-09-08,57.459999084472656
2022-09-09,58.150001525878906
2022-09-12,58.86000061035156
2022-09-13,56.439998626708984
2022-09-14,56.290000915527344
2022-09-15,55.88999938964844
2022-09-16,53.61000061035156
2022-09-19,54.310001373291016
2022-09-20,53.09000015258789
2022-09-21,52.54999923706055
2022-09-22,51.2400016784668
2022-09-23,50.66999816894531
2022-09-26,49.68000030517578
2022-09-27,49.290000915527344
2022-09-28,51.279998779296875
2022-09-29,49.470001220703125
2022-09-30,49.220001220703125
2022-10-03,51.5099983215332
2022-10-04,53.54999923706055
2022-10-05,53.34000015258789
2022-10-06,52.45000076293945
2022-10-07,50.439998626708984
2022-10-10,50.66999816894531
2022-10-11,51.04999923706055
2022-10-12,51.029998779296875
2022-10-13,52.439998626708984
2022-10-14,50.84000015258789
2022-10-17,52.45000076293945
2022-10-18,53.220001220703125
2022-10-19,52.40999984741211
2022-10-20,51.290000915527344
2022-10-21,53.040000915527344
2022-10-24,54.95000076293945
2022-10-25,57.18000030517578
2022-10-26,56.91999816894531
2022-10-27,57.68000030517578
2022-10-28,58.70000076293945
2022-10-31,57.84000015258789
2022-11-01,58.0
2022-11-02,57.11000061035156
2022-11-03,60.38999938964844
2022-11-04,63.810001373291016
2022-11-07,64.12999725341797
2022-11-08,64.87999725341797
2022-11-09,63.849998474121094
2022-11-10,66.66000366210938
2022-11-11,66.38999938964844
2022-11-14,65.58000183105469
2022-11-15,66.4000015258789
2022-11-16,65.81999969482422
2022-11-17,65.7699966430664
2022-11-18,66.9800033569336
2022-11-21,66.6500015258789
2022-11-22,67.58000183105469
2022-11-23,66.94999694824219
2022-11-25,66.8499984741211
2022-11-28,65.83999633789062
2022-11-29,65.4000015258789
2022-11-30,66.44000244140625
2022-12-01,66.9000015258789
2022-12-02,68.12000274658203
2022-12-05,67.20999908447266
2022-12-06,66.0999984741211
2022-12-07,66.38999938964844
2022-12-08,66.7699966430664
2022-12-09,65.7699966430664
2022-12-12,65.63999938964844
2022-12-13,66.58000183105469
2022-12-14,66.55000305175781
2022-12-15,64.81999969482422
2022-12-16,63.349998474121094
2022-12-19,63.459999084472656
2022-12-20,63.25
2022-12-21,64.62000274658203
2022-12-22,64.12999725341797
2022-12-23,64.0999984741211
2022-12-27,64.30000305175781
2022-12-28,63.220001220703125
2022-12-29,64.45999908447266
2022-12-30,64.0
2023-01-03,64.73999786376953
2023-01-04,65.80000305175781
2023-01-05,65.02999877929688
2023-01-06,67.1500015258789
2023-01-09,66.77999877929688
2023-01-10,67.30999755859375
2023-01-11,67.58999633789062
2023-01-12,68.37999725341797
2023-01-13,68.83000183105469
2023-01-17,67.7699966430664
2023-01-18,66.16000366210938
2023-01-19,64.83000183105469
2023-01-20,66.05000305175781
2023-01-23,66.7300033569336
2023-01-24,68.05999755859375
2023-01-25,68.0999984741211
2023-01-26,68.81999969482422
2023-01-27,68.8499984741211
2023-01-30,68.26000213623047
2023-01-31,69.56999969482422
2023-02-01,66.36000061035156
2023-02-02,64.56999969482422
2023-02-03,65.72000122070312
2023-02-06,65.81999969482422
2023-02-07,64.5199966430664
2023-02-08,65.05999755859375
2023-02-09,64.69000244140625
2023-02-10,64.58999633789062
2023-02-13,65.69999694824219
2023-02-14,65.19000244140625
2023-02-15,65.19999694824219
2023-02-16,64.44999694824219
2023-02-17,64.70999908447266
2023-02-21,62.689998626708984
2023-02-22,62.4900016784668
2023-02-23,63.119998931884766
2023-02-24,62.54999923706055
2023-02-27,62.7400016784668
2023-02-28,62.720001220703125
2023-03-01,63.189998626708984
2023-03-02,63.689998626708984
2023-03-03,65.20999908447266
2023-03-06,65.55000305175781
2023-03-07,65.11000061035156
2023-03-08,65.0199966430664
2023-03-09,63.29999923706055
2023-03-10,61.459999084472656
2023-03-13,60.529998779296875
2023-03-14,62.56999969482422
2023-03-15,58.9900016784668
2023-03-16,59.45000076293945
2023-03-17,57.29999923706055
2023-03-20,58.540000915527344
2023-03-21,59.66999816894531
2023-03-22,58.880001068115234
2023-03-23,58.709999084472656
2023-03-24,58.22999954223633
2023-03-27,58.560001373291016
2023-03-28,58.90999984741211
2023-03-29,59.560001373291016
2023-03-30,59.439998626708984
2023-03-31,60.220001220703125
2023-04-03,60.400001525878906
2023-04-04,57.279998779296875
2023-04-05,55.70000076293945
2023-04-06,55.97999954223633
2023-04-10,56.36000061035156
2023-04-11,56.66999816894531
2023-04-12,57.369998931884766
2023-04-13,57.5
2023-04-14,57.4900016784668
2023-04-17,58.22999954223633
2023-04-18,58.189998626708984
2023-04-19,58.869998931884766
2023-04-20,58.59000015258789
2023-04-21,58.61000061035156
2023-04-24,58.41999816894531
2023-04-25,58.29999923706055
2023-04-26,57.290000915527344
2023-04-27,59.369998931884766
2023-04-28,59.84000015258789
2023-05-01,59.61000061035156
2023-05-02,59.88999938964844
2023-05-03,58.97999954223633
2023-05-04,58.5099983215332
2023-05-05,62.09000015258789
2023-05-08,63.09000015258789
2023-05-09,62.97999954223633
2023-05-10,62.29999923706055
2023-05-11,62.060001373291016
2023-05-12,62.029998779296875
2023-05-15,62.41999816894531
2023-05-16,60.79999923706055
2023-05-17,61.970001220703125
2023-05-18,63.189998626708984
2023-05-19,63.220001220703125
2023-05-22,63.0
2023-05-23,61.970001220703125
2023-05-24,60.75
2023-05-25,61.040000915527344
2023-05-26,61.880001068115234
2023-05-30,61.68000030517578
2023-05-31,59.70000076293945
2023-06-01,59.959999084472656
2023-06-02,62.38999938964844
2023-06-05,61.790000915527344
2023-06-06,62.54999923706055
2023-06-07,63.83000183105469
2023-06-08,63.54999923706055
2023-06-09,63.5099983215332
2023-06-12,63.54999923706055
2023-06-13,64.7300033569336
2023-06-14,64.5
2023-06-15,65.6500015258789
2023-06-16,65.47000122070312
2023-06-20,65.69999694824219
2023-06-21,66.4800033569336
2023-06-22,65.33999633789062
2023-06-23,64.98999786376953
2023-06-26,66.0
2023-06-27,66.94999694824219
2023-06-28,66.80000305175781
2023-06-29,67.31999969482422
2023-06-30,68.13999938964844
2023-07-03,67.66999816894531
2023-07-05,67.1500015258789
2023-07-06,66.86000061035156
2023-07-07,66.9000015258789
2023-07-10,68.04000091552734
2023-07-11,68.33999633789062
2023-07-12,68.80000305175781
2023-07-13,68.79000091552734
2023-07-14,68.70999908447266
2023-07-17,69.37000274658203
2023-07-18,69.44999694824219
2023-07-19,69.47000122070312
2023-07-20,68.7699966430664
2023-07-21,68.97000122070312
2023-07-24,68.9000015258789
2023-07-25,68.83000183105469
2023-07-26,68.75
2023-07-27,69.31999969482422
2023-07-28,69.19000244140625
2023-07-31,69.55000305175781
2023-08-01,70.02999877929688
2023-08-02,63.54999923706055
2023-08-03,62.040000915527344
2023-08-04,62.7599983215332
2023-08-07,62.56999969482422
2023-08-08,61.380001068115234
2023-08-09,60.59000015258789
2023-08-10,59.65999984741211
2023-08-11,59.38999938964844
2023-08-14,59.41999816894531
2023-08-15,59.130001068115234
2023-08-16,59.279998779296875
2023-08-17,59.15999984741211
2023-08-18,59.290000915527344
2023-08-21,58.849998474121094
2023-08-22,58.650001525878906
2023-08-23,59.290000915527344
2023-08-24,58.369998931884766
2023-08-25,58.529998779296875
2023-08-28,58.630001068115234
2023-08-29,58.959999084472656
2023-08-30,59.029998779296875
2023-08-31,59.060001373291016
2023-09-01,59.779998779296875
2023-09-05,58.349998474121094
2023-09-06,57.58000183105469
2023-09-07,57.0
2023-09-08,57.349998474121094
2023-09-11,57.16999816894531
2023-09-12,57.33000183105469
2023-09-13,57.18000030517578
2023-09-14,57.119998931884766
2023-09-15,57.130001068115234
2023-09-18,57.560001373291016
2023-09-19,57.2599983215332
2023-09-20,56.5099983215332
2023-09-21,55.220001220703125
2023-09-22,55.150001525878906
2023-09-25,55.09000015258789
2023-09-26,54.18000030517578
2023-09-27,54.540000915527344
2023-09-28,53.189998626708984
2023-09-29,53.209999084472656
2023-10-02,52.380001068115234
2023-10-03,51.970001220703125
2023-10-04,52.15999984741211
2023-10-05,51.33000183105469
2023-10-06,52.349998474121094
2023-10-09,52.619998931884766
2023-10-10,52.630001068115234
2023-10-11,53.40999984741211
2023-10-12,52.36000061035156
2023-10-13,51.63999938964844
2023-10-16,52.63999938964844
2023-10-17,52.810001373291016
2023-10-18,50.540000915527344
2023-10-19,49.20000076293945
2023-10-20,48.709999084472656
2023-10-23,48.400001525878906
2023-10-24,48.720001220703125
2023-10-25,48.099998474121094
2023-10-26,48.88999938964844
2023-10-27,48.209999084472656
2023-10-30,48.619998931884766
2023-10-31,49.02000045776367
2023-11-01,49.779998779296875
2023-11-02,50.86000061035156
2023-11-03,51.47999954223633
2023-11-06,51.15999984741211
2023-11-07,50.91999816894531
2023-11-08,50.619998931884766
2023-11-09,50.25
