Date,OKE
2022-02-28,65.30000305175781
2022-03-01,63.81999969482422
2022-03-02,67.08999633789062
2022-03-03,67.70999908447266
2022-03-04,68.41999816894531
2022-03-07,68.51000213623047
2022-03-08,66.73999786376953
2022-03-09,66.61000061035156
2022-03-10,67.51000213623047
2022-03-11,66.05999755859375
2022-03-14,64.5199966430664
2022-03-15,64.26000213623047
2022-03-16,64.66000366210938
2022-03-17,66.86000061035156
2022-03-18,67.0
2022-03-21,68.5199966430664
2022-03-22,68.30000305175781
2022-03-23,68.97000122070312
2022-03-24,70.43000030517578
2022-03-25,72.2699966430664
2022-03-28,71.04000091552734
2022-03-29,71.23999786376953
2022-03-30,71.70999908447266
2022-03-31,70.62999725341797
2022-04-01,71.43000030517578
2022-04-04,71.16999816894531
2022-04-05,69.83999633789062
2022-04-06,70.80000305175781
2022-04-07,70.88999938964844
2022-04-08,71.61000061035156
2022-04-11,70.26000213623047
2022-04-12,70.80999755859375
2022-04-13,71.30000305175781
2022-04-14,71.30000305175781
2022-04-18,72.5
2022-04-19,72.16999816894531
2022-04-20,73.62000274658203
2022-04-21,71.47000122070312
2022-04-22,69.27999877929688
2022-04-25,66.30000305175781
2022-04-26,65.2699966430664
2022-04-27,65.5
2022-04-28,66.91999816894531
2022-04-29,63.33000183105469
2022-05-02,63.869998931884766
2022-05-03,65.12000274658203
2022-05-04,67.3499984741211
2022-05-05,64.05000305175781
2022-05-06,65.5999984741211
2022-05-09,61.709999084472656
2022-05-10,62.47999954223633
2022-05-11,61.779998779296875
2022-05-12,62.790000915527344
2022-05-13,64.6500015258789
2022-05-16,65.19000244140625
2022-05-17,66.56999969482422
2022-05-18,64.79000091552734
2022-05-19,63.290000915527344
2022-05-20,63.540000915527344
2022-05-23,63.560001373291016
2022-05-24,63.72999954223633
2022-05-25,65.13999938964844
2022-05-26,65.81999969482422
2022-05-27,67.05000305175781
2022-05-31,65.8499984741211
2022-06-01,66.8499984741211
2022-06-02,67.41000366210938
2022-06-03,67.2699966430664
2022-06-06,67.13999938964844
2022-06-07,69.13999938964844
2022-06-08,68.48999786376953
2022-06-09,66.19000244140625
2022-06-10,64.73999786376953
2022-06-13,61.099998474121094
2022-06-14,60.38999938964844
2022-06-15,59.689998626708984
2022-06-16,55.72999954223633
2022-06-17,53.38999938964844
2022-06-21,55.540000915527344
2022-06-22,53.81999969482422
2022-06-23,53.310001373291016
2022-06-24,54.56999969482422
2022-06-27,56.66999816894531
2022-06-28,56.97999954223633
2022-06-29,56.130001068115234
2022-06-30,55.5
2022-07-01,56.75
2022-07-05,55.099998474121094
2022-07-06,54.22999954223633
2022-07-07,56.5099983215332
2022-07-08,56.81999969482422
2022-07-11,55.779998779296875
2022-07-12,55.0
2022-07-13,55.029998779296875
2022-07-14,54.849998474121094
2022-07-15,55.70000076293945
2022-07-18,56.959999084472656
2022-07-19,58.36000061035156
2022-07-20,58.43000030517578
2022-07-21,58.400001525878906
2022-07-22,57.9900016784668
2022-07-25,59.13999938964844
2022-07-26,60.040000915527344
2022-07-27,60.290000915527344
2022-07-28,60.369998931884766
2022-07-29,59.7400016784668
2022-08-01,59.119998931884766
2022-08-02,58.810001373291016
2022-08-03,58.97999954223633
2022-08-04,57.619998931884766
2022-08-05,58.54999923706055
2022-08-08,59.209999084472656
2022-08-09,61.380001068115234
2022-08-10,62.2599983215332
2022-08-11,64.95999908447266
2022-08-12,64.3499984741211
