Date,PM
2022-09-02,94.52999877929688
2022-09-06,94.0999984741211
2022-09-07,94.61000061035156
2022-09-08,95.62000274658203
2022-09-09,97.05999755859375
2022-09-12,97.66000366210938
2022-09-13,94.0199966430664
2022-09-14,93.69999694824219
2022-09-15,94.04000091552734
2022-09-16,95.55999755859375
2022-09-19,95.91999816894531
2022-09-20,96.01000213623047
2022-09-21,96.41999816894531
2022-09-22,95.79000091552734
2022-09-23,91.79000091552734
2022-09-26,90.16999816894531
2022-09-27,87.0199966430664
2022-09-28,87.3499984741211
2022-09-29,86.08999633789062
2022-09-30,83.01000213623047
2022-10-03,85.02999877929688
2022-10-04,87.0
2022-10-05,86.97000122070312
2022-10-06,85.47000122070312
2022-10-07,84.6500015258789
2022-10-10,84.0
2022-10-11,85.62000274658203
2022-10-12,85.66999816894531
2022-10-13,87.2300033569336
2022-10-14,85.26000213623047
2022-10-17,85.56999969482422
2022-10-18,86.30999755859375
2022-10-19,86.47000122070312
2022-10-20,85.02999877929688
2022-10-21,86.51000213623047
2022-10-24,87.19000244140625
2022-10-25,88.5
2022-10-26,89.58000183105469
2022-10-27,89.54000091552734
2022-10-28,92.52999877929688
2022-10-31,91.8499984741211
2022-11-01,91.72000122070312
2022-11-02,89.37999725341797
2022-11-03,88.33999633789062
2022-11-04,89.9800033569336
2022-11-07,90.9000015258789
2022-11-08,92.5
2022-11-09,90.97000122070312
2022-11-10,93.25
2022-11-11,94.47000122070312
2022-11-14,93.93000030517578
2022-11-15,94.66999816894531
2022-11-16,94.70999908447266
2022-11-17,95.16000366210938
2022-11-18,96.27999877929688
2022-11-21,96.9000015258789
2022-11-22,97.16000366210938
2022-11-23,98.11000061035156
2022-11-25,98.25
2022-11-28,97.62999725341797
2022-11-29,97.79000091552734
2022-11-30,99.66999816894531
2022-12-01,102.45999908447266
2022-12-02,104.30000305175781
2022-12-05,103.4800033569336
2022-12-06,101.62999725341797
2022-12-07,101.87999725341797
2022-12-08,102.05999755859375
2022-12-09,102.08999633789062
2022-12-12,102.5999984741211
2022-12-13,102.31999969482422
2022-12-14,102.45999908447266
2022-12-15,101.2699966430664
2022-12-16,100.27999877929688
2022-12-19,100.61000061035156
2022-12-20,100.91999816894531
2022-12-21,100.5199966430664
2022-12-22,100.86000061035156
2022-12-23,101.69000244140625
2022-12-27,102.68000030517578
2022-12-28,100.94000244140625
2022-12-29,101.19000244140625
2022-12-30,101.20999908447266
2023-01-03,101.30000305175781
2023-01-04,101.2300033569336
2023-01-05,100.81999969482422
2023-01-06,103.48999786376953
2023-01-09,102.30000305175781
2023-01-10,102.19000244140625
2023-01-11,102.05999755859375
2023-01-12,101.44000244140625
2023-01-13,101.69999694824219
2023-01-17,101.2300033569336
2023-01-18,99.26000213623047
2023-01-19,101.19000244140625
2023-01-20,101.81999969482422
2023-01-23,101.1500015258789
2023-01-24,101.30000305175781
2023-01-25,103.41999816894531
2023-01-26,104.31999969482422
2023-01-27,103.76000213623047
2023-01-30,103.83000183105469
2023-01-31,104.23999786376953
2023-02-01,105.38999938964844
2023-02-02,103.51000213623047
2023-02-03,102.58999633789062
2023-02-06,101.80999755859375
2023-02-07,102.19999694824219
2023-02-08,101.29000091552734
2023-02-09,102.0199966430664
2023-02-10,102.36000061035156
2023-02-13,103.70999908447266
2023-02-14,101.70999908447266
2023-02-15,101.11000061035156
2023-02-16,100.30000305175781
2023-02-17,101.81999969482422
2023-02-21,99.9800033569336
2023-02-22,99.58999633789062
2023-02-23,99.83000183105469
2023-02-24,98.58000183105469
2023-02-27,98.16999816894531
2023-02-28,97.30000305175781
2023-03-01,97.51000213623047
2023-03-02,98.36000061035156
2023-03-03,99.19999694824219
2023-03-06,100.0999984741211
2023-03-07,99.25
2023-03-08,99.75
2023-03-09,98.95999908447266
2023-03-10,98.3499984741211
2023-03-13,97.37000274658203
2023-03-14,97.3499984741211
2023-03-15,96.18000030517578
2023-03-16,95.38999938964844
2023-03-17,94.79000091552734
2023-03-20,96.30000305175781
2023-03-21,95.69999694824219
2023-03-22,92.37000274658203
2023-03-23,90.2699966430664
2023-03-24,90.75
2023-03-27,92.5999984741211
2023-03-28,94.2300033569336
2023-03-29,94.72000122070312
2023-03-30,96.62000274658203
2023-03-31,97.25
2023-04-03,97.9000015258789
2023-04-04,97.54000091552734
2023-04-05,98.73999786376953
2023-04-06,99.02999877929688
2023-04-10,98.56999969482422
2023-04-11,98.63999938964844
2023-04-12,98.79000091552734
2023-04-13,99.75
2023-04-14,99.4800033569336
2023-04-17,99.94000244140625
2023-04-18,101.33000183105469
2023-04-19,101.51000213623047
2023-04-20,96.70999908447266
2023-04-21,97.7699966430664
2023-04-24,98.3499984741211
2023-04-25,98.69000244140625
2023-04-26,98.19999694824219
2023-04-27,98.81999969482422
2023-04-28,99.97000122070312
2023-05-01,99.3499984741211
2023-05-02,96.91000366210938
2023-05-03,95.86000061035156
2023-05-04,94.37999725341797
2023-05-05,95.55999755859375
2023-05-08,95.55999755859375
2023-05-09,95.6500015258789
2023-05-10,95.0999984741211
2023-05-11,95.04000091552734
2023-05-12,95.12000274658203
2023-05-15,95.0
2023-05-16,93.86000061035156
2023-05-17,93.48999786376953
2023-05-18,92.5999984741211
2023-05-19,93.19000244140625
2023-05-22,93.06999969482422
2023-05-23,92.94000244140625
2023-05-24,92.3499984741211
2023-05-25,90.76000213623047
2023-05-26,90.83999633789062
2023-05-30,90.20999908447266
2023-05-31,90.01000213623047
2023-06-01,90.16000366210938
2023-06-02,91.77999877929688
2023-06-05,90.05000305175781
2023-06-06,91.62000274658203
2023-06-07,92.25
2023-06-08,92.16999816894531
2023-06-09,92.58999633789062
2023-06-12,92.6500015258789
2023-06-13,93.30000305175781
2023-06-14,93.05999755859375
2023-06-15,94.7300033569336
2023-06-16,94.88999938964844
2023-06-20,94.81999969482422
2023-06-21,96.3499984741211
2023-06-22,95.69000244140625
2023-06-23,96.30000305175781
2023-06-26,96.7699966430664
2023-06-27,96.55999755859375
2023-06-28,96.19999694824219
2023-06-29,97.69000244140625
2023-06-30,97.62000274658203
2023-07-03,98.4800033569336
2023-07-05,97.44999694824219
2023-07-06,97.5
2023-07-07,97.69999694824219
2023-07-10,97.75
2023-07-11,98.5999984741211
2023-07-12,99.0
2023-07-13,100.48999786376953
2023-07-14,99.5
2023-07-17,98.94999694824219
2023-07-18,98.3499984741211
2023-07-19,98.7699966430664
2023-07-20,98.18000030517578
2023-07-21,97.5199966430664
2023-07-24,97.62000274658203
2023-07-25,97.19000244140625
2023-07-26,98.2300033569336
2023-07-27,98.58000183105469
2023-07-28,99.86000061035156
2023-07-31,99.72000122070312
2023-08-01,98.25
2023-08-02,97.94000244140625
2023-08-03,97.41999816894531
2023-08-04,96.20999908447266
2023-08-07,97.20999908447266
2023-08-08,97.1500015258789
2023-08-09,97.12000274658203
2023-08-10,96.83999633789062
2023-08-11,96.16000366210938
2023-08-14,95.8499984741211
2023-08-15,94.62999725341797
2023-08-16,93.98999786376953
2023-08-17,93.4000015258789
2023-08-18,94.36000061035156
2023-08-21,94.33000183105469
2023-08-22,94.02999877929688
2023-08-23,94.31999969482422
2023-08-24,94.08000183105469
2023-08-25,95.06999969482422
2023-08-28,95.87999725341797
2023-08-29,96.25
2023-08-30,96.76000213623047
2023-08-31,96.05999755859375
2023-09-01,95.68000030517578
2023-09-05,94.51000213623047
2023-09-06,93.55000305175781
2023-09-07,93.27999877929688
2023-09-08,93.66999816894531
2023-09-11,94.52999877929688
2023-09-12,94.44999694824219
2023-09-13,95.25
2023-09-14,96.30999755859375
2023-09-15,95.79000091552734
2023-09-18,96.95999908447266
2023-09-19,97.31999969482422
2023-09-20,97.70999908447266
2023-09-21,95.91999816894531
2023-09-22,94.93000030517578
2023-09-25,93.72000122070312
2023-09-26,91.06999969482422
2023-09-27,90.31999969482422
2023-09-28,93.05000305175781
2023-09-29,92.58000183105469
2023-10-02,91.41000366210938
2023-10-03,90.2699966430664
2023-10-04,91.33000183105469
2023-10-05,91.9800033569336
2023-10-06,92.16999816894531
2023-10-09,92.30999755859375
2023-10-10,94.05000305175781
2023-10-11,93.1500015258789
2023-10-12,91.87000274658203
2023-10-13,92.26000213623047
2023-10-16,93.12000274658203
2023-10-17,93.38999938964844
2023-10-18,93.20999908447266
2023-10-19,90.7300033569336
2023-10-20,92.55999755859375
2023-10-23,90.91999816894531
2023-10-24,90.83000183105469
2023-10-25,90.02999877929688
2023-10-26,89.70999908447266
2023-10-27,87.47000122070312
2023-10-30,89.38999938964844
2023-10-31,89.16000366210938
2023-11-01,89.01000213623047
2023-11-02,90.94000244140625
2023-11-03,91.5199966430664
2023-11-06,90.97000122070312
2023-11-07,91.27999877929688
2023-11-08,90.19999694824219
2023-11-09,89.80000305175781
2023-11-10,89.69999694824219
2023-11-13,90.0
2023-11-14,90.4000015258789
2023-11-15,91.7300033569336
2023-11-16,91.27999877929688
2023-11-17,91.94999694824219
2023-11-20,92.37999725341797
2023-11-21,92.80000305175781
2023-11-22,93.81999969482422
2023-11-24,94.33999633789062
2023-11-27,94.05000305175781
2023-11-28,94.1500015258789
2023-11-29,93.6500015258789
2023-11-30,93.36000061035156
2023-12-01,94.05000305175781
2023-12-04,92.93000030517578
2023-12-05,92.54000091552734
2023-12-06,91.0999984741211
2023-12-07,91.12000274658203
2023-12-08,91.30999755859375
2023-12-11,92.98999786376953
2023-12-12,92.87999725341797
2023-12-13,94.4000015258789
2023-12-14,94.66999816894531
2023-12-15,94.45999908447266
2023-12-18,94.87999725341797
2023-12-19,95.2699966430664
2023-12-20,91.98999786376953
2023-12-21,92.83000183105469
2023-12-22,92.94000244140625
2023-12-26,93.25
2023-12-27,93.77999877929688
2023-12-28,94.08000183105469
2023-12-29,94.08000183105469
2024-01-02,95.55999755859375
2024-01-03,95.41999816894531
2024-01-04,95.66000366210938
2024-01-05,95.30000305175781
2024-01-08,96.29000091552734
2024-01-09,95.58999633789062
2024-01-10,94.47000122070312
2024-01-11,95.1500015258789
2024-01-12,95.2699966430664
2024-01-16,94.51000213623047
2024-01-17,93.70999908447266
2024-01-18,93.19000244140625
2024-01-19,92.31999969482422
2024-01-22,92.43000030517578
2024-01-23,91.80000305175781
2024-01-24,90.87999725341797
2024-01-25,91.20999908447266
2024-01-26,90.8499984741211
2024-01-29,91.69999694824219
2024-01-30,91.76000213623047
2024-01-31,90.8499984741211
2024-02-01,93.29000091552734
2024-02-02,92.98999786376953
2024-02-05,91.62999725341797
2024-02-06,91.66000366210938
2024-02-07,91.44000244140625
2024-02-08,89.01000213623047
2024-02-09,89.12000274658203
2024-02-12,90.0
2024-02-13,89.19000244140625
2024-02-14,89.22000122070312
2024-02-15,88.9800033569336
2024-02-16,89.6500015258789
2024-02-20,89.63999938964844
2024-02-21,90.56999969482422
2024-02-22,91.19000244140625
2024-02-23,91.55999755859375
2024-02-26,90.41999816894531
2024-02-27,90.18000030517578
2024-02-28,90.41999816894531
2024-02-29,89.95999908447266
2024-03-01,89.83000183105469
2024-03-04,90.30999755859375
2024-03-05,90.56999969482422
2024-03-06,91.08999633789062
2024-03-07,91.51000213623047
2024-03-08,92.68000030517578
2024-03-11,94.41000366210938
2024-03-12,94.66999816894531
2024-03-13,95.31999969482422
2024-03-14,93.94999694824219
2024-03-15,94.2699966430664
2024-03-18,95.33000183105469
2024-03-19,94.9800033569336
2024-03-20,93.63999938964844
2024-03-21,92.19999694824219
2024-03-22,90.87999725341797
2024-03-25,91.1500015258789
2024-03-26,90.37999725341797
2024-03-27,92.2300033569336
2024-03-28,91.62000274658203
2024-04-01,91.44000244140625
2024-04-02,91.81999969482422
2024-04-03,91.0
2024-04-04,90.0999984741211
2024-04-05,89.4800033569336
2024-04-08,90.31999969482422
2024-04-09,91.06999969482422
2024-04-10,89.72000122070312
2024-04-11,89.43000030517578
2024-04-12,88.8499984741211
2024-04-15,88.5999984741211
2024-04-16,89.5
2024-04-17,90.58000183105469
2024-04-18,91.19999694824219
2024-04-19,93.7699966430664
2024-04-22,94.05999755859375
2024-04-23,97.66000366210938
2024-04-24,99.0199966430664
2024-04-25,96.08999633789062
2024-04-26,95.0199966430664
2024-04-29,95.5999984741211
2024-04-30,94.94000244140625
2024-05-01,96.05000305175781
2024-05-02,97.30999755859375
2024-05-03,97.4000015258789
2024-05-06,97.44999694824219
2024-05-07,97.52999877929688
2024-05-08,98.25
2024-05-09,99.45999908447266
2024-05-10,99.66000366210938
2024-05-13,99.29000091552734
2024-05-14,99.83999633789062
2024-05-15,100.56999969482422
2024-05-16,100.66000366210938
2024-05-17,99.83000183105469
2024-05-20,99.58999633789062
2024-05-21,100.2300033569336
2024-05-22,101.06999969482422
2024-05-23,99.6500015258789
2024-05-24,99.93000030517578
2024-05-28,100.05000305175781
2024-05-29,99.5999984741211
2024-05-30,99.41000366210938
2024-05-31,101.37999725341797
2024-06-03,102.95999908447266
2024-06-04,103.79000091552734
2024-06-05,104.06999969482422
2024-06-06,104.23999786376953
2024-06-07,103.61000061035156
2024-06-10,103.68000030517578
2024-06-11,103.81999969482422
2024-06-12,102.6500015258789
2024-06-13,101.9800033569336
2024-06-14,102.19999694824219
2024-06-17,102.05000305175781
2024-06-18,101.23999786376953
2024-06-20,101.19999694824219
2024-06-21,99.91999816894531
2024-06-24,101.87000274658203
2024-06-25,102.04000091552734
2024-06-26,101.95999908447266
2024-06-27,101.56999969482422
2024-06-28,101.33000183105469
2024-07-01,101.25
2024-07-02,101.63999938964844
2024-07-03,101.41999816894531
2024-07-05,102.12000274658203
2024-07-08,102.58999633789062
2024-07-09,101.66999816894531
2024-07-10,102.76000213623047
2024-07-11,105.0
2024-07-12,105.94999694824219
2024-07-15,105.06999969482422
2024-07-16,106.0999984741211
2024-07-17,108.30999755859375
2024-07-18,107.45999908447266
2024-07-19,107.12000274658203
2024-07-22,107.22000122070312
2024-07-23,109.55999755859375
2024-07-24,111.44000244140625
2024-07-25,113.19999694824219
2024-07-26,113.36000061035156
2024-07-29,114.4000015258789
2024-07-30,114.69999694824219
2024-07-31,115.16000366210938
2024-08-01,117.45999908447266
2024-08-02,117.81999969482422
2024-08-05,113.55999755859375
2024-08-06,114.19999694824219
2024-08-07,115.73999786376953
2024-08-08,116.29000091552734
2024-08-09,116.01000213623047
2024-08-12,116.08999633789062
2024-08-13,117.91000366210938
2024-08-14,117.19999694824219
2024-08-15,117.88999938964844
2024-08-16,118.05999755859375
2024-08-19,118.44999694824219
2024-08-20,118.9800033569336
2024-08-21,120.0
2024-08-22,120.0999984741211
2024-08-23,120.1500015258789
2024-08-26,121.25
2024-08-27,122.41000366210938
2024-08-28,122.56999969482422
2024-08-29,122.55000305175781
2024-08-30,123.29000091552734
2024-09-03,125.70999908447266
2024-09-04,126.61000061035156
2024-09-05,125.18000030517578
2024-09-06,125.80999755859375
2024-09-09,127.44999694824219
2024-09-10,126.75
2024-09-11,125.26000213623047
2024-09-12,124.6500015258789
2024-09-13,125.62000274658203
2024-09-16,125.97000122070312
2024-09-17,123.2300033569336
2024-09-18,120.95999908447266
2024-09-19,119.73999786376953
2024-09-20,120.79000091552734
2024-09-23,121.08999633789062
2024-09-24,121.20999908447266
2024-09-25,121.69000244140625
2024-09-26,120.8499984741211
2024-09-27,120.62000274658203
2024-09-30,121.4000015258789
2024-10-01,120.58999633789062
2024-10-02,119.5999984741211
2024-10-03,118.37999725341797
2024-10-04,119.0999984741211
2024-10-07,118.91000366210938
2024-10-08,118.80000305175781
2024-10-09,120.18000030517578
2024-10-10,119.38999938964844
2024-10-11,120.0999984741211
2024-10-14,120.08000183105469
2024-10-15,120.41999816894531
2024-10-16,120.88999938964844
2024-10-17,120.13999938964844
2024-10-18,120.20999908447266
2024-10-21,118.95999908447266
2024-10-22,131.41000366210938
2024-10-23,131.41000366210938
2024-10-24,132.8000030517578
2024-10-25,129.86000061035156
2024-10-28,130.5
2024-10-29,131.57000732421875
2024-10-30,132.11000061035156
2024-10-31,132.6999969482422
2024-11-01,130.64999389648438
2024-11-04,130.3300018310547
2024-11-05,132.19000244140625
2024-11-06,125.30999755859375
2024-11-07,123.77999877929688
2024-11-08,126.23999786376953
2024-11-11,124.94999694824219
2024-11-12,124.22000122070312
2024-11-13,125.23999786376953
2024-11-14,128.1999969482422
2024-11-15,128.58999633789062
2024-11-18,131.72000122070312
2024-11-19,129.5399932861328
2024-11-20,130.38999938964844
2024-11-21,131.2100067138672
