Date,NEE
2022-02-28,78.2699966430664
2022-03-01,77.44000244140625
2022-03-02,77.55000305175781
2022-03-03,78.79000091552734
2022-03-04,80.20999908447266
2022-03-07,84.18000030517578
2022-03-08,81.94999694824219
2022-03-09,80.31999969482422
2022-03-10,80.16000366210938
2022-03-11,79.30000305175781
2022-03-14,79.27999877929688
2022-03-15,81.9800033569336
2022-03-16,82.51000213623047
2022-03-17,82.69000244140625
2022-03-18,82.37000274658203
2022-03-21,81.80000305175781
2022-03-22,82.8499984741211
2022-03-23,82.56999969482422
2022-03-24,83.69999694824219
2022-03-25,83.94000244140625
2022-03-28,84.43000030517578
2022-03-29,84.62000274658203
2022-03-30,85.5
2022-03-31,84.70999908447266
2022-04-01,85.70999908447266
2022-04-04,85.62000274658203
2022-04-05,86.33000183105469
2022-04-06,86.48999786376953
2022-04-07,87.08000183105469
2022-04-08,86.08999633789062
2022-04-11,84.58000183105469
2022-04-12,83.88999938964844
2022-04-13,83.55000305175781
2022-04-14,82.80999755859375
2022-04-18,81.70999908447266
2022-04-19,81.83000183105469
2022-04-20,81.51000213623047
2022-04-21,76.18000030517578
2022-04-22,73.94999694824219
2022-04-25,74.04000091552734
2022-04-26,73.56999969482422
2022-04-27,73.2699966430664
2022-04-28,73.48999786376953
2022-04-29,71.0199966430664
2022-05-02,69.87000274658203
2022-05-03,70.76000213623047
2022-05-04,73.05999755859375
2022-05-05,71.83999633789062
2022-05-06,72.47000122070312
2022-05-09,70.70999908447266
2022-05-10,69.98999786376953
2022-05-11,70.19999694824219
2022-05-12,68.51000213623047
2022-05-13,69.80000305175781
2022-05-16,70.12000274658203
2022-05-17,72.0199966430664
2022-05-18,71.0
2022-05-19,70.45999908447266
2022-05-20,71.22000122070312
2022-05-23,72.55000305175781
2022-05-24,74.66999816894531
2022-05-25,74.79000091552734
2022-05-26,75.04000091552734
2022-05-27,77.43000030517578
2022-05-31,75.69000244140625
2022-06-01,76.16999816894531
2022-06-02,78.5199966430664
2022-06-03,78.69000244140625
2022-06-06,80.19000244140625
2022-06-07,79.77999877929688
2022-06-08,78.48999786376953
2022-06-09,77.33999633789062
2022-06-10,75.91000366210938
2022-06-13,72.41000366210938
2022-06-14,71.4800033569336
2022-06-15,74.19000244140625
2022-06-16,70.87000274658203
2022-06-17,70.80999755859375
2022-06-21,72.7300033569336
2022-06-22,74.69000244140625
2022-06-23,77.19999694824219
2022-06-24,78.0199966430664
2022-06-27,77.88999938964844
2022-06-28,76.44000244140625
2022-06-29,76.0
2022-06-30,77.45999908447266
2022-07-01,80.55999755859375
2022-07-05,79.11000061035156
2022-07-06,79.56999969482422
2022-07-07,80.37999725341797
2022-07-08,80.25
2022-07-11,80.68000030517578
2022-07-12,79.94999694824219
2022-07-13,80.26000213623047
2022-07-14,80.12999725341797
2022-07-15,78.70999908447266
2022-07-18,77.51000213623047
2022-07-19,78.93000030517578
2022-07-20,78.31999969482422
2022-07-21,78.87000274658203
2022-07-22,80.25
2022-07-25,80.9800033569336
2022-07-26,79.91000366210938
2022-07-27,80.37999725341797
2022-07-28,84.54000091552734
2022-07-29,84.48999786376953
2022-08-01,85.30999755859375
2022-08-02,85.66999816894531
2022-08-03,86.45999908447266
2022-08-04,87.9800033569336
2022-08-05,87.9800033569336
2022-08-08,87.5199966430664
2022-08-09,88.91999816894531
2022-08-10,89.77999877929688
2022-08-11,89.43000030517578
2022-08-12,90.47000122070312
2022-08-15,91.0
2022-08-16,90.52999877929688
2022-08-17,90.19999694824219
2022-08-18,90.23999786376953
2022-08-19,89.70999908447266
2022-08-22,88.54000091552734
2022-08-23,87.9800033569336
2022-08-24,88.70999908447266
2022-08-25,89.38999938964844
2022-08-26,88.05999755859375
2022-08-29,87.0199966430664
2022-08-30,85.69999694824219
2022-08-31,85.05999755859375
2022-09-01,86.26000213623047
2022-09-02,85.11000061035156
2022-09-06,87.37000274658203
2022-09-07,90.23999786376953
2022-09-08,90.2699966430664
2022-09-09,89.9000015258789
2022-09-12,90.80999755859375
2022-09-13,88.86000061035156
2022-09-14,88.87999725341797
2022-09-15,86.01000213623047
2022-09-16,84.79000091552734
2022-09-19,86.83999633789062
2022-09-20,85.69000244140625
2022-09-21,83.97000122070312
2022-09-22,83.54000091552734
2022-09-23,82.5199966430664
2022-09-26,81.1500015258789
2022-09-27,81.08000183105469
2022-09-28,82.37000274658203
2022-09-29,79.97000122070312
2022-09-30,78.41000366210938
2022-10-03,81.19000244140625
2022-10-04,82.81999969482422
2022-10-05,81.7699966430664
2022-10-06,78.91000366210938
2022-10-07,76.7300033569336
2022-10-10,76.73999786376953
2022-10-11,76.02999877929688
2022-10-12,72.75
2022-10-13,73.08999633789062
2022-10-14,71.7699966430664
2022-10-17,73.6500015258789
2022-10-18,75.05999755859375
2022-10-19,73.63999938964844
2022-10-20,70.63999938964844
2022-10-21,71.6500015258789
2022-10-24,73.27999877929688
2022-10-25,75.86000061035156
2022-10-26,75.5999984741211
2022-10-27,75.47000122070312
2022-10-28,79.02999877929688
2022-10-31,77.5
2022-11-01,77.70999908447266
2022-11-02,77.27999877929688
2022-11-03,78.18000030517578
2022-11-04,78.80000305175781
2022-11-07,77.29000091552734
2022-11-08,78.2699966430664
2022-11-09,78.19999694824219
2022-11-10,83.19999694824219
2022-11-11,83.30999755859375
2022-11-14,81.66000366210938
2022-11-15,82.91000366210938
2022-11-16,84.31999969482422
2022-11-17,82.3499984741211
2022-11-18,83.19999694824219
2022-11-21,83.5999984741211
2022-11-22,84.11000061035156
