Date,EXC
2022-02-28,42.560001373291016
2022-03-01,42.22999954223633
2022-03-02,42.7599983215332
2022-03-03,43.130001068115234
2022-03-04,44.279998779296875
2022-03-07,43.83000183105469
2022-03-08,43.4900016784668
2022-03-09,43.54999923706055
2022-03-10,43.599998474121094
2022-03-11,43.630001068115234
2022-03-14,43.58000183105469
2022-03-15,43.7599983215332
2022-03-16,43.439998626708984
2022-03-17,43.45000076293945
2022-03-18,43.25
2022-03-21,43.65999984741211
2022-03-22,43.630001068115234
2022-03-23,43.70000076293945
2022-03-24,44.470001220703125
2022-03-25,45.5099983215332
2022-03-28,46.02000045776367
2022-03-29,46.9900016784668
2022-03-30,47.22999954223633
2022-03-31,47.630001068115234
2022-04-01,47.65999984741211
2022-04-04,47.34000015258789
2022-04-05,47.79999923706055
2022-04-06,49.709999084472656
2022-04-07,50.02000045776367
2022-04-08,50.130001068115234
2022-04-11,48.2400016784668
2022-04-12,48.04999923706055
2022-04-13,48.63999938964844
2022-04-14,49.029998779296875
2022-04-18,49.22999954223633
2022-04-19,49.5
2022-04-20,50.25
2022-04-21,49.7400016784668
2022-04-22,48.650001525878906
2022-04-25,48.77000045776367
2022-04-26,48.41999816894531
2022-04-27,47.790000915527344
2022-04-28,48.34000015258789
2022-04-29,46.779998779296875
2022-05-02,46.650001525878906
2022-05-03,46.689998626708984
2022-05-04,47.91999816894531
2022-05-05,46.900001525878906
2022-05-06,47.060001373291016
2022-05-09,46.72999954223633
2022-05-10,46.7599983215332
2022-05-11,47.619998931884766
2022-05-12,45.849998474121094
2022-05-13,46.72999954223633
2022-05-16,46.869998931884766
2022-05-17,47.540000915527344
2022-05-18,47.130001068115234
2022-05-19,47.349998474121094
2022-05-20,47.150001525878906
2022-05-23,47.88999938964844
2022-05-24,48.83000183105469
2022-05-25,49.02000045776367
2022-05-26,49.15999984741211
2022-05-27,49.849998474121094
2022-05-31,49.150001525878906
2022-06-01,49.189998626708984
2022-06-02,48.9900016784668
2022-06-03,48.72999954223633
2022-06-06,48.54999923706055
2022-06-07,49.04999923706055
2022-06-08,48.16999816894531
2022-06-09,46.65999984741211
2022-06-10,46.0099983215332
2022-06-13,43.68000030517578
2022-06-14,42.310001373291016
2022-06-15,42.2599983215332
2022-06-16,41.220001220703125
2022-06-17,40.90999984741211
2022-06-21,41.599998474121094
2022-06-22,41.689998626708984
2022-06-23,42.22999954223633
2022-06-24,43.290000915527344
2022-06-27,43.88999938964844
2022-06-28,43.880001068115234
2022-06-29,44.34000015258789
2022-06-30,45.31999969482422
2022-07-01,46.06999969482422
2022-07-05,43.619998931884766
2022-07-06,44.2599983215332
2022-07-07,44.38999938964844
2022-07-08,44.290000915527344
2022-07-11,44.43000030517578
2022-07-12,44.22999954223633
2022-07-13,43.599998474121094
2022-07-14,44.150001525878906
2022-07-15,44.22999954223633
2022-07-18,43.7599983215332
2022-07-19,43.70000076293945
2022-07-20,43.099998474121094
2022-07-21,43.2599983215332
2022-07-22,44.02000045776367
2022-07-25,44.41999816894531
2022-07-26,44.70000076293945
2022-07-27,44.459999084472656
2022-07-28,46.27000045776367
2022-07-29,46.4900016784668
2022-08-01,46.11000061035156
2022-08-02,45.83000183105469
2022-08-03,44.310001373291016
2022-08-04,45.060001373291016
2022-08-05,44.77000045776367
2022-08-08,44.97999954223633
2022-08-09,45.400001525878906
2022-08-10,45.529998779296875
2022-08-11,45.70000076293945
2022-08-12,46.16999816894531
2022-08-15,46.70000076293945
2022-08-16,46.689998626708984
2022-08-17,46.25
2022-08-18,46.310001373291016
2022-08-19,46.13999938964844
2022-08-22,45.349998474121094
2022-08-23,45.06999969482422
2022-08-24,45.4900016784668
2022-08-25,45.81999969482422
2022-08-26,44.709999084472656
2022-08-29,45.0
2022-08-30,44.060001373291016
2022-08-31,43.90999984741211
2022-09-01,44.45000076293945
2022-09-02,44.08000183105469
2022-09-06,43.88999938964844
2022-09-07,45.11000061035156
2022-09-08,45.369998931884766
2022-09-09,45.84000015258789
2022-09-12,46.11000061035156
2022-09-13,44.02000045776367
2022-09-14,44.349998474121094
2022-09-15,43.2400016784668
2022-09-16,43.209999084472656
2022-09-19,43.38999938964844
2022-09-20,42.779998779296875
2022-09-21,42.099998474121094
2022-09-22,41.68000030517578
2022-09-23,41.66999816894531
2022-09-26,40.58000183105469
2022-09-27,40.150001525878906
2022-09-28,39.68000030517578
2022-09-29,37.75
2022-09-30,37.459999084472656
