Date,KDP
2022-02-28,38.66999816894531
2022-03-01,38.15999984741211
2022-03-02,38.61000061035156
2022-03-03,38.61000061035156
2022-03-04,38.880001068115234
2022-03-07,38.13999938964844
2022-03-08,37.209999084472656
2022-03-09,37.630001068115234
2022-03-10,37.20000076293945
2022-03-11,36.810001373291016
2022-03-14,37.040000915527344
2022-03-15,37.34000015258789
2022-03-16,37.459999084472656
2022-03-17,37.79999923706055
2022-03-18,37.810001373291016
2022-03-21,37.779998779296875
2022-03-22,37.83000183105469
2022-03-23,36.869998931884766
2022-03-24,37.2599983215332
2022-03-25,37.58000183105469
2022-03-28,38.0
2022-03-29,38.290000915527344
2022-03-30,38.150001525878906
2022-03-31,37.900001525878906
2022-04-01,38.2400016784668
2022-04-04,38.36000061035156
2022-04-05,36.95000076293945
2022-04-06,37.83000183105469
2022-04-07,37.61000061035156
2022-04-08,37.650001525878906
2022-04-11,37.59000015258789
2022-04-12,37.630001068115234
2022-04-13,37.65999984741211
2022-04-14,37.2400016784668
2022-04-18,36.779998779296875
2022-04-19,37.560001373291016
2022-04-20,38.0099983215332
2022-04-21,37.5099983215332
2022-04-22,37.0
2022-04-25,37.29999923706055
2022-04-26,37.04999923706055
2022-04-27,37.86000061035156
2022-04-28,37.9900016784668
2022-04-29,37.400001525878906
2022-05-02,36.529998779296875
2022-05-03,37.189998626708984
2022-05-04,37.220001220703125
2022-05-05,37.060001373291016
2022-05-06,36.959999084472656
2022-05-09,37.13999938964844
2022-05-10,37.0
2022-05-11,37.41999816894531
2022-05-12,36.86000061035156
2022-05-13,37.209999084472656
2022-05-16,36.97999954223633
2022-05-17,35.970001220703125
2022-05-18,34.52000045776367
2022-05-19,34.33000183105469
2022-05-20,34.58000183105469
2022-05-23,34.959999084472656
2022-05-24,35.290000915527344
2022-05-25,35.34000015258789
2022-05-26,35.529998779296875
2022-05-27,35.18000030517578
2022-05-31,34.7400016784668
2022-06-01,34.63999938964844
2022-06-02,35.31999969482422
2022-06-03,34.93000030517578
2022-06-06,36.70000076293945
2022-06-07,36.40999984741211
2022-06-08,36.029998779296875
2022-06-09,35.709999084472656
2022-06-10,35.4900016784668
2022-06-13,34.70000076293945
2022-06-14,34.400001525878906
2022-06-15,34.849998474121094
2022-06-16,34.439998626708984
2022-06-17,34.349998474121094
2022-06-21,34.939998626708984
2022-06-22,34.880001068115234
2022-06-23,35.209999084472656
2022-06-24,35.7599983215332
2022-06-27,35.88999938964844
2022-06-28,35.5099983215332
2022-06-29,35.68000030517578
2022-06-30,35.38999938964844
2022-07-01,36.06999969482422
2022-07-05,36.2599983215332
2022-07-06,35.95000076293945
2022-07-07,36.150001525878906
2022-07-08,36.20000076293945
2022-07-11,36.13999938964844
2022-07-12,36.29999923706055
2022-07-13,36.43000030517578
2022-07-14,36.38999938964844
2022-07-15,36.630001068115234
2022-07-18,36.15999984741211
2022-07-19,36.47999954223633
2022-07-20,36.310001373291016
2022-07-21,36.279998779296875
2022-07-22,36.43000030517578
2022-07-25,36.7599983215332
2022-07-26,37.06999969482422
2022-07-27,37.11000061035156
2022-07-28,38.5
2022-07-29,38.7400016784668
2022-08-01,38.90999984741211
2022-08-02,38.560001373291016
2022-08-03,39.099998474121094
2022-08-04,38.68000030517578
2022-08-05,38.720001220703125
2022-08-08,38.779998779296875
2022-08-09,39.11000061035156
2022-08-10,39.70000076293945
2022-08-11,39.02000045776367
2022-08-12,39.29999923706055
2022-08-15,39.95000076293945
2022-08-16,40.08000183105469
2022-08-17,40.04999923706055
2022-08-18,40.029998779296875
2022-08-19,39.959999084472656
2022-08-22,39.47999954223633
2022-08-23,39.4900016784668
2022-08-24,39.61000061035156
2022-08-25,39.689998626708984
2022-08-26,38.619998931884766
2022-08-29,38.79999923706055
2022-08-30,38.41999816894531
2022-08-31,38.119998931884766
2022-09-01,38.33000183105469
2022-09-02,37.83000183105469
2022-09-06,37.56999969482422
2022-09-07,38.34000015258789
2022-09-08,38.459999084472656
2022-09-09,38.689998626708984
2022-09-12,39.0099983215332
2022-09-13,37.689998626708984
2022-09-14,37.7400016784668
2022-09-15,37.22999954223633
2022-09-16,37.16999816894531
2022-09-19,37.77000045776367
2022-09-20,37.43000030517578
2022-09-21,37.15999984741211
2022-09-22,37.11000061035156
2022-09-23,37.08000183105469
2022-09-26,37.279998779296875
2022-09-27,35.970001220703125
2022-09-28,36.56999969482422
2022-09-29,36.119998931884766
2022-09-30,35.81999969482422
2022-10-03,36.869998931884766
2022-10-04,37.2599983215332
2022-10-05,37.439998626708984
2022-10-06,37.13999938964844
2022-10-07,36.5
2022-10-10,36.970001220703125
2022-10-11,37.54999923706055
2022-10-12,37.709999084472656
2022-10-13,38.13999938964844
2022-10-14,37.33000183105469
2022-10-17,37.7599983215332
2022-10-18,38.369998931884766
2022-10-19,37.779998779296875
2022-10-20,37.279998779296875
2022-10-21,37.619998931884766
2022-10-24,38.439998626708984
2022-10-25,38.54999923706055
2022-10-26,38.7599983215332
2022-10-27,38.11000061035156
2022-10-28,39.54999923706055
2022-10-31,38.84000015258789
2022-11-01,37.84000015258789
2022-11-02,36.97999954223633
2022-11-03,36.290000915527344
2022-11-04,36.97999954223633
2022-11-07,37.459999084472656
2022-11-08,37.939998626708984
2022-11-09,37.56999969482422
2022-11-10,37.939998626708984
2022-11-11,37.34000015258789
2022-11-14,36.540000915527344
2022-11-15,36.59000015258789
2022-11-16,36.689998626708984
2022-11-17,36.84000015258789
2022-11-18,37.41999816894531
2022-11-21,38.0
2022-11-22,38.33000183105469
2022-11-23,38.31999969482422
2022-11-25,38.25
2022-11-28,38.20000076293945
2022-11-29,38.099998474121094
2022-11-30,38.66999816894531
2022-12-01,38.709999084472656
2022-12-02,38.7400016784668
2022-12-05,37.959999084472656
2022-12-06,37.66999816894531
2022-12-07,37.939998626708984
2022-12-08,38.310001373291016
2022-12-09,37.93000030517578
2022-12-12,38.09000015258789
2022-12-13,37.63999938964844
2022-12-14,37.34000015258789
2022-12-15,36.630001068115234
2022-12-16,36.06999969482422
2022-12-19,36.31999969482422
2022-12-20,36.2599983215332
2022-12-21,36.529998779296875
2022-12-22,36.290000915527344
2022-12-23,36.369998931884766
2022-12-27,36.099998474121094
2022-12-28,35.77000045776367
2022-12-29,35.83000183105469
2022-12-30,35.65999984741211
2023-01-03,35.54999923706055
2023-01-04,35.84000015258789
2023-01-05,35.290000915527344
2023-01-06,36.2599983215332
2023-01-09,36.029998779296875
2023-01-10,35.689998626708984
2023-01-11,35.77000045776367
2023-01-12,35.56999969482422
2023-01-13,35.689998626708984
2023-01-17,35.72999954223633
2023-01-18,34.93000030517578
2023-01-19,34.36000061035156
2023-01-20,34.709999084472656
2023-01-23,34.689998626708984
2023-01-24,34.97999954223633
2023-01-25,34.959999084472656
2023-01-26,34.93000030517578
2023-01-27,34.70000076293945
2023-01-30,34.720001220703125
2023-01-31,35.279998779296875
2023-02-01,35.34000015258789
2023-02-02,35.209999084472656
2023-02-03,35.150001525878906
2023-02-06,35.220001220703125
2023-02-07,35.20000076293945
2023-02-08,34.869998931884766
2023-02-09,34.869998931884766
2023-02-10,35.279998779296875
2023-02-13,35.65999984741211
2023-02-14,35.38999938964844
2023-02-15,35.70000076293945
2023-02-16,35.900001525878906
2023-02-17,35.66999816894531
2023-02-21,35.54999923706055
2023-02-22,35.779998779296875
2023-02-23,36.11000061035156
2023-02-24,35.790000915527344
2023-02-27,35.369998931884766
2023-02-28,34.54999923706055
2023-03-01,34.189998626708984
2023-03-02,34.58000183105469
2023-03-03,34.54999923706055
2023-03-06,34.81999969482422
2023-03-07,34.83000183105469
2023-03-08,34.779998779296875
2023-03-09,34.560001373291016
2023-03-10,34.31999969482422
2023-03-13,34.25
2023-03-14,34.630001068115234
2023-03-15,34.91999816894531
2023-03-16,35.099998474121094
2023-03-17,34.86000061035156
2023-03-20,35.220001220703125
2023-03-21,35.150001525878906
2023-03-22,34.66999816894531
2023-03-23,34.11000061035156
2023-03-24,34.869998931884766
2023-03-27,35.099998474121094
2023-03-28,35.13999938964844
2023-03-29,35.290000915527344
2023-03-30,35.130001068115234
2023-03-31,35.279998779296875
2023-04-03,35.38999938964844
2023-04-04,35.36000061035156
2023-04-05,35.400001525878906
2023-04-06,35.63999938964844
2023-04-10,35.22999954223633
2023-04-11,35.25
2023-04-12,35.209999084472656
2023-04-13,35.2400016784668
2023-04-14,35.099998474121094
2023-04-17,35.38999938964844
2023-04-18,35.38999938964844
2023-04-19,35.349998474121094
2023-04-20,35.529998779296875
2023-04-21,35.310001373291016
2023-04-24,35.36000061035156
2023-04-25,35.88999938964844
2023-04-26,35.5
2023-04-27,33.540000915527344
2023-04-28,32.70000076293945
2023-05-01,32.56999969482422
2023-05-02,32.540000915527344
2023-05-03,32.790000915527344
2023-05-04,32.4900016784668
2023-05-05,33.22999954223633
2023-05-08,32.849998474121094
