Date,HLT
2022-10-19,128.6999969482422
2022-10-20,126.55000305175781
2022-10-21,131.22999572753906
2022-10-24,130.6300048828125
2022-10-25,130.63999938964844
2022-10-26,129.99000549316406
2022-10-27,133.39999389648438
2022-10-28,134.63999938964844
2022-10-31,135.25999450683594
2022-11-01,133.74000549316406
2022-11-02,129.72999572753906
2022-11-03,128.5
2022-11-04,130.00999450683594
2022-11-07,128.8699951171875
2022-11-08,130.8300018310547
2022-11-09,129.88999938964844
2022-11-10,136.6199951171875
2022-11-11,140.6300048828125
2022-11-14,138.75999450683594
2022-11-15,138.5399932861328
2022-11-16,138.3800048828125
2022-11-17,137.9600067138672
2022-11-18,139.50999450683594
2022-11-21,137.91000366210938
2022-11-22,139.99000549316406
2022-11-23,138.5399932861328
2022-11-25,138.25
2022-11-28,137.0
2022-11-29,138.75
2022-11-30,142.6199951171875
2022-12-01,142.3000030517578
2022-12-02,141.4199981689453
2022-12-05,139.13999938964844
2022-12-06,137.57000732421875
2022-12-07,134.32000732421875
2022-12-08,137.16000366210938
2022-12-09,137.42999267578125
2022-12-12,138.75
2022-12-13,138.11000061035156
2022-12-14,136.0500030517578
2022-12-15,133.25
2022-12-16,130.99000549316406
2022-12-19,129.89999389648438
2022-12-20,129.49000549316406
2022-12-21,127.25
2022-12-22,125.94000244140625
2022-12-23,126.43000030517578
2022-12-27,125.73999786376953
2022-12-28,124.0199966430664
2022-12-29,126.04000091552734
2022-12-30,126.36000061035156
2023-01-03,125.02999877929688
2023-01-04,127.83999633789062
2023-01-05,126.83999633789062
2023-01-06,130.25
2023-01-09,129.0800018310547
2023-01-10,129.4600067138672
2023-01-11,134.44000244140625
2023-01-12,135.0
2023-01-13,136.8800048828125
2023-01-17,136.19000244140625
2023-01-18,134.52999877929688
2023-01-19,135.05999755859375
2023-01-20,138.72000122070312
2023-01-23,140.0
2023-01-24,140.24000549316406
2023-01-25,142.27000427246094
2023-01-26,144.05999755859375
2023-01-27,144.7100067138672
2023-01-30,142.9199981689453
2023-01-31,145.08999633789062
2023-02-01,147.3800048828125
2023-02-02,147.08999633789062
2023-02-03,146.82000732421875
2023-02-06,146.22999572753906
2023-02-07,148.19000244140625
2023-02-08,147.27999877929688
2023-02-09,150.8000030517578
2023-02-10,147.1699981689453
2023-02-13,149.0
2023-02-14,151.3699951171875
2023-02-15,152.75999450683594
2023-02-16,148.27999877929688
2023-02-17,146.33999633789062
2023-02-21,144.0800018310547
2023-02-22,143.91000366210938
2023-02-23,145.38999938964844
2023-02-24,144.7899932861328
2023-02-27,145.08999633789062
2023-02-28,144.50999450683594
2023-03-01,145.5
2023-03-02,146.19000244140625
2023-03-03,147.5800018310547
2023-03-06,148.63999938964844
2023-03-07,146.99000549316406
2023-03-08,147.44000244140625
2023-03-09,142.41000366210938
2023-03-10,140.5500030517578
2023-03-13,137.5399932861328
2023-03-14,139.07000732421875
2023-03-15,135.8300018310547
2023-03-16,138.3300018310547
2023-03-17,136.5399932861328
2023-03-20,138.02999877929688
2023-03-21,140.86000061035156
2023-03-22,137.63999938964844
2023-03-23,135.6699981689453
2023-03-24,131.8300018310547
2023-03-27,132.3000030517578
2023-03-28,132.50999450683594
2023-03-29,135.91000366210938
2023-03-30,137.4600067138672
2023-03-31,140.8699951171875
2023-04-03,139.57000732421875
2023-04-04,139.0
2023-04-05,139.49000549316406
2023-04-06,140.6300048828125
2023-04-10,141.0
2023-04-11,141.75
2023-04-12,138.36000061035156
2023-04-13,142.41000366210938
2023-04-14,144.30999755859375
2023-04-17,145.14999389648438
2023-04-18,147.02000427246094
2023-04-19,146.99000549316406
2023-04-20,147.00999450683594
2023-04-21,148.02000427246094
2023-04-24,148.4499969482422
2023-04-25,146.3300018310547
2023-04-26,141.33999633789062
2023-04-27,141.74000549316406
2023-04-28,144.02000427246094
2023-05-01,144.4499969482422
2023-05-02,145.9600067138672
2023-05-03,145.72999572753906
2023-05-04,142.6199951171875
2023-05-05,144.61000061035156
2023-05-08,145.5500030517578
2023-05-09,145.72000122070312
2023-05-10,142.41000366210938
2023-05-11,141.6999969482422
2023-05-12,141.5800018310547
2023-05-15,143.25999450683594
2023-05-16,142.47000122070312
2023-05-17,144.1999969482422
2023-05-18,146.25
2023-05-19,144.17999267578125
2023-05-22,143.5500030517578
2023-05-23,137.7100067138672
2023-05-24,136.85000610351562
2023-05-25,139.92999267578125
2023-05-26,138.08999633789062
2023-05-30,136.0800018310547
2023-05-31,136.1199951171875
2023-06-01,137.6699981689453
2023-06-02,142.8000030517578
2023-06-05,142.57000732421875
2023-06-06,144.60000610351562
2023-06-07,142.6300048828125
2023-06-08,142.8800048828125
2023-06-09,141.52999877929688
2023-06-12,142.6699981689453
2023-06-13,143.2899932861328
2023-06-14,143.5500030517578
2023-06-15,140.6699981689453
2023-06-16,140.80999755859375
2023-06-20,139.6300048828125
2023-06-21,141.14999389648438
2023-06-22,141.07000732421875
2023-06-23,137.11000061035156
2023-06-26,138.33999633789062
2023-06-27,141.35000610351562
2023-06-28,141.9199981689453
2023-06-29,143.9199981689453
2023-06-30,145.5500030517578
2023-07-03,145.47999572753906
2023-07-05,145.0
2023-07-06,145.6999969482422
2023-07-07,148.32000732421875
2023-07-10,152.13999938964844
2023-07-11,152.16000366210938
2023-07-12,151.02999877929688
2023-07-13,151.88999938964844
2023-07-14,147.77999877929688
2023-07-17,149.0
2023-07-18,149.97000122070312
2023-07-19,148.9199981689453
2023-07-20,149.2899932861328
2023-07-21,151.83999633789062
2023-07-24,150.4600067138672
2023-07-25,151.1300048828125
2023-07-26,150.25999450683594
2023-07-27,152.63999938964844
2023-07-28,154.1699981689453
2023-07-31,155.49000549316406
2023-08-01,154.57000732421875
2023-08-02,153.24000549316406
2023-08-03,150.66000366210938
2023-08-04,151.35000610351562
2023-08-07,153.47999572753906
2023-08-08,153.72999572753906
2023-08-09,154.19000244140625
2023-08-10,155.3800048828125
2023-08-11,154.83999633789062
2023-08-14,155.32000732421875
2023-08-15,153.66000366210938
2023-08-16,153.6999969482422
2023-08-17,149.7899932861328
2023-08-18,150.8000030517578
2023-08-21,149.0
2023-08-22,149.99000549316406
2023-08-23,149.8699951171875
2023-08-24,147.11000061035156
2023-08-25,147.02000427246094
2023-08-28,148.72000122070312
2023-08-29,149.8300018310547
2023-08-30,150.4199981689453
2023-08-31,148.64999389648438
2023-09-01,151.0
2023-09-05,148.5800018310547
2023-09-06,149.1999969482422
2023-09-07,148.36000061035156
2023-09-08,154.1199951171875
2023-09-11,154.74000549316406
2023-09-12,155.74000549316406
2023-09-13,153.38999938964844
2023-09-14,156.14999389648438
2023-09-15,154.41000366210938
2023-09-18,153.36000061035156
2023-09-19,152.14999389648438
2023-09-20,152.74000549316406
2023-09-21,147.7100067138672
2023-09-22,147.58999633789062
2023-09-25,147.80999755859375
2023-09-26,147.33999633789062
2023-09-27,149.36000061035156
2023-09-28,153.6699981689453
2023-09-29,150.17999267578125
2023-10-02,149.22000122070312
2023-10-03,146.77000427246094
2023-10-04,151.0
2023-10-05,149.8300018310547
2023-10-06,151.38999938964844
2023-10-09,149.67999267578125
2023-10-10,153.07000732421875
2023-10-11,153.69000244140625
2023-10-12,153.0
2023-10-13,149.97999572753906
2023-10-16,153.8000030517578
2023-10-17,154.8300018310547
2023-10-18,152.27999877929688
2023-10-19,150.30999755859375
2023-10-20,147.57000732421875
2023-10-23,147.86000061035156
2023-10-24,149.64999389648438
2023-10-25,150.75
2023-10-26,148.47000122070312
2023-10-27,149.1699981689453
2023-10-30,151.27999877929688
2023-10-31,151.52999877929688
2023-11-01,151.1300048828125
2023-11-02,152.6199951171875
2023-11-03,156.80999755859375
2023-11-06,156.32000732421875
2023-11-07,158.0500030517578
2023-11-08,156.91000366210938
2023-11-09,158.25999450683594
2023-11-10,161.8000030517578
2023-11-13,162.6699981689453
2023-11-14,167.02999877929688
2023-11-15,165.57000732421875
2023-11-16,167.1699981689453
2023-11-17,168.2899932861328
2023-11-20,169.1699981689453
2023-11-21,169.86000061035156
2023-11-22,171.0500030517578
2023-11-24,169.82000732421875
2023-11-27,168.77000427246094
2023-11-28,167.3699951171875
2023-11-29,166.66000366210938
2023-11-30,167.52000427246094
2023-12-01,170.83999633789062
2023-12-04,171.57000732421875
2023-12-05,167.42999267578125
2023-12-06,168.05999755859375
2023-12-07,170.42999267578125
2023-12-08,171.3300018310547
2023-12-11,177.00999450683594
2023-12-12,178.5800018310547
2023-12-13,178.08999633789062
2023-12-14,176.75999450683594
2023-12-15,177.22999572753906
2023-12-18,178.49000549316406
2023-12-19,179.74000549316406
2023-12-20,177.6699981689453
2023-12-21,181.52000427246094
2023-12-22,181.50999450683594
2023-12-26,181.2100067138672
2023-12-27,181.52000427246094
2023-12-28,181.74000549316406
2023-12-29,182.08999633789062
2024-01-02,180.07000732421875
2024-01-03,178.9199981689453
2024-01-04,178.75
2024-01-05,180.5
2024-01-08,182.1999969482422
2024-01-09,181.64999389648438
2024-01-10,182.52000427246094
2024-01-11,182.14999389648438
2024-01-12,182.16000366210938
2024-01-16,182.38999938964844
2024-01-17,183.52000427246094
2024-01-18,185.7100067138672
2024-01-19,187.3800048828125
2024-01-22,188.4499969482422
2024-01-23,187.3800048828125
2024-01-24,187.57000732421875
2024-01-25,191.77000427246094
2024-01-26,192.6300048828125
2024-01-29,193.1699981689453
2024-01-30,194.17999267578125
2024-01-31,190.9600067138672
2024-02-01,193.72000122070312
2024-02-02,195.00999450683594
2024-02-05,193.6699981689453
2024-02-06,194.6199951171875
2024-02-07,196.02999877929688
2024-02-08,194.5500030517578
2024-02-09,192.16000366210938
2024-02-12,193.57000732421875
2024-02-13,190.11000061035156
2024-02-14,192.6999969482422
2024-02-15,196.16000366210938
2024-02-16,197.57000732421875
2024-02-20,197.08999633789062
2024-02-21,199.0399932861328
2024-02-22,202.4499969482422
2024-02-23,204.5399932861328
2024-02-26,203.00999450683594
2024-02-27,203.58999633789062
2024-02-28,203.9600067138672
2024-02-29,204.32000732421875
2024-03-01,204.8800048828125
2024-03-04,202.41000366210938
2024-03-05,203.80999755859375
2024-03-06,203.61000061035156
2024-03-07,204.94000244140625
2024-03-08,205.7100067138672
2024-03-11,204.19000244140625
2024-03-12,207.02999877929688
2024-03-13,208.52999877929688
2024-03-14,206.9199981689453
2024-03-15,204.66000366210938
2024-03-18,206.5
2024-03-19,208.1199951171875
2024-03-20,210.50999450683594
2024-03-21,210.5500030517578
2024-03-22,211.3000030517578
2024-03-25,210.1199951171875
2024-03-26,213.0399932861328
2024-03-27,214.33999633789062
2024-03-28,213.30999755859375
2024-04-01,212.6999969482422
2024-04-02,210.3699951171875
2024-04-03,212.1699981689453
2024-04-04,208.7899932861328
2024-04-05,211.69000244140625
2024-04-08,211.5800018310547
2024-04-09,209.91000366210938
2024-04-10,209.58999633789062
2024-04-11,210.75999450683594
2024-04-12,205.10000610351562
2024-04-15,204.42999267578125
2024-04-16,202.5
2024-04-17,200.47999572753906
2024-04-18,198.82000732421875
2024-04-19,194.47000122070312
2024-04-22,195.13999938964844
2024-04-23,197.0399932861328
2024-04-24,204.6999969482422
2024-04-25,203.92999267578125
2024-04-26,202.1199951171875
2024-04-29,202.16000366210938
2024-04-30,197.27999877929688
2024-05-01,197.74000549316406
2024-05-02,197.52999877929688
2024-05-03,197.5399932861328
2024-05-06,200.10000610351562
2024-05-07,199.7100067138672
2024-05-08,200.38999938964844
2024-05-09,203.47999572753906
2024-05-10,208.0800018310547
2024-05-13,206.08999633789062
2024-05-14,205.3000030517578
2024-05-15,204.57000732421875
2024-05-16,205.7899932861328
2024-05-17,204.19000244140625
2024-05-20,205.57000732421875
2024-05-21,205.8000030517578
2024-05-22,204.42999267578125
2024-05-23,200.02999877929688
2024-05-24,203.24000549316406
2024-05-28,200.0
2024-05-29,196.47999572753906
2024-05-30,196.52999877929688
2024-05-31,200.60000610351562
2024-06-03,198.16000366210938
2024-06-04,200.44000244140625
2024-06-05,202.5800018310547
2024-06-06,201.1699981689453
2024-06-07,202.17999267578125
2024-06-10,204.82000732421875
2024-06-11,205.8800048828125
2024-06-12,210.7100067138672
2024-06-13,211.63999938964844
2024-06-14,210.32000732421875
2024-06-17,214.6199951171875
2024-06-18,216.0
2024-06-20,217.80999755859375
2024-06-21,215.8800048828125
2024-06-24,217.0399932861328
2024-06-25,215.0800018310547
2024-06-26,213.0500030517578
2024-06-27,215.07000732421875
2024-06-28,218.1999969482422
2024-07-01,214.22999572753906
2024-07-02,215.60000610351562
2024-07-03,216.1199951171875
2024-07-05,214.41000366210938
2024-07-08,214.57000732421875
2024-07-09,215.25
2024-07-10,219.85000610351562
2024-07-11,216.86000061035156
2024-07-12,220.72000122070312
2024-07-15,222.99000549316406
2024-07-16,228.19000244140625
2024-07-17,219.7899932861328
2024-07-18,219.0
2024-07-19,219.19000244140625
2024-07-22,220.14999389648438
2024-07-23,220.66000366210938
2024-07-24,214.60000610351562
2024-07-25,213.17999267578125
2024-07-26,215.61000061035156
2024-07-29,217.82000732421875
2024-07-30,218.75999450683594
2024-07-31,214.6699981689453
2024-08-01,208.7100067138672
2024-08-02,204.9600067138672
2024-08-05,201.82000732421875
2024-08-06,207.1199951171875
2024-08-07,203.52000427246094
2024-08-08,205.0399932861328
2024-08-09,206.32000732421875
2024-08-12,205.58999633789062
2024-08-13,205.16000366210938
2024-08-14,207.7899932861328
2024-08-15,210.58999633789062
2024-08-16,212.4600067138672
2024-08-19,214.5500030517578
2024-08-20,212.41000366210938
2024-08-21,216.42999267578125
2024-08-22,215.8300018310547
2024-08-23,217.08999633789062
2024-08-26,215.2899932861328
2024-08-27,218.33999633789062
2024-08-28,217.0800018310547
2024-08-29,217.66000366210938
2024-08-30,219.63999938964844
2024-09-03,215.64999389648438
2024-09-04,214.25
2024-09-05,216.0
2024-09-06,213.10000610351562
2024-09-09,214.94000244140625
2024-09-10,210.64999389648438
2024-09-11,211.5800018310547
2024-09-12,216.1300048828125
2024-09-13,216.82000732421875
2024-09-16,218.10000610351562
2024-09-17,220.3800048828125
2024-09-18,220.97999572753906
2024-09-19,225.5399932861328
2024-09-20,224.63999938964844
2024-09-23,224.66000366210938
2024-09-24,228.47000122070312
2024-09-25,227.38999938964844
2024-09-26,232.91000366210938
2024-09-27,234.36000061035156
2024-09-30,230.5
2024-10-01,229.8300018310547
2024-10-02,231.4600067138672
2024-10-03,230.8800048828125
2024-10-04,233.72000122070312
2024-10-07,232.5
2024-10-08,234.19000244140625
2024-10-09,236.97999572753906
2024-10-10,235.9499969482422
2024-10-11,238.1300048828125
2024-10-14,237.75999450683594
2024-10-15,236.1199951171875
2024-10-16,237.49000549316406
2024-10-17,238.47000122070312
2024-10-18,238.80999755859375
2024-10-21,236.9499969482422
2024-10-22,238.1300048828125
2024-10-23,233.5
2024-10-24,235.2100067138672
2024-10-25,236.11000061035156
2024-10-28,237.1699981689453
2024-10-29,239.14999389648438
2024-10-30,238.41000366210938
2024-10-31,234.85000610351562
2024-11-01,236.47000122070312
2024-11-04,233.39999389648438
2024-11-05,235.64999389648438
2024-11-06,246.42999267578125
2024-11-07,246.22999572753906
2024-11-08,247.64999389648438
2024-11-11,250.36000061035156
2024-11-12,250.60000610351562
2024-11-13,252.64999389648438
2024-11-14,250.0399932861328
2024-11-15,248.41000366210938
2024-11-18,249.0399932861328
2024-11-19,249.75999450683594
2024-11-20,250.13999938964844
2024-11-21,251.8300018310547
