Date,CAG
2022-02-28,34.970001220703125
2022-03-01,34.4900016784668
2022-03-02,34.599998474121094
2022-03-03,34.619998931884766
2022-03-04,34.400001525878906
2022-03-07,33.70000076293945
2022-03-08,30.93000030517578
2022-03-09,31.18000030517578
2022-03-10,30.670000076293945
2022-03-11,30.100000381469727
2022-03-14,31.56999969482422
2022-03-15,31.829999923706055
2022-03-16,31.700000762939453
2022-03-17,32.060001373291016
2022-03-18,31.739999771118164
2022-03-21,31.959999084472656
2022-03-22,32.310001373291016
2022-03-23,32.13999938964844
2022-03-24,32.279998779296875
2022-03-25,32.88999938964844
2022-03-28,32.83000183105469
2022-03-29,33.400001525878906
2022-03-30,33.400001525878906
2022-03-31,33.56999969482422
2022-04-01,34.08000183105469
2022-04-04,34.119998931884766
2022-04-05,34.099998474121094
2022-04-06,34.34000015258789
2022-04-07,34.43000030517578
2022-04-08,34.5
2022-04-11,35.0
2022-04-12,35.09000015258789
2022-04-13,35.65999984741211
2022-04-14,35.619998931884766
2022-04-18,35.38999938964844
2022-04-19,36.22999954223633
2022-04-20,36.540000915527344
2022-04-21,36.560001373291016
2022-04-22,36.119998931884766
2022-04-25,36.11000061035156
2022-04-26,35.40999984741211
2022-04-27,35.630001068115234
2022-04-28,35.91999816894531
2022-04-29,34.93000030517578
2022-05-02,34.220001220703125
2022-05-03,34.849998474121094
2022-05-04,35.689998626708984
2022-05-05,35.41999816894531
2022-05-06,35.59000015258789
2022-05-09,36.290000915527344
2022-05-10,35.709999084472656
2022-05-11,35.689998626708984
2022-05-12,35.66999816894531
2022-05-13,35.88999938964844
2022-05-16,35.63999938964844
2022-05-17,35.310001373291016
2022-05-18,32.33000183105469
2022-05-19,31.739999771118164
2022-05-20,31.719999313354492
2022-05-23,32.34000015258789
2022-05-24,32.880001068115234
2022-05-25,32.77000045776367
2022-05-26,32.97999954223633
2022-05-27,33.150001525878906
2022-05-31,32.88999938964844
2022-06-01,32.52000045776367
2022-06-02,32.31999969482422
2022-06-03,32.0
2022-06-06,32.209999084472656
2022-06-07,32.599998474121094
2022-06-08,32.65999984741211
2022-06-09,32.25
2022-06-10,32.56999969482422
2022-06-13,32.0
2022-06-14,31.799999237060547
2022-06-15,31.979999542236328
2022-06-16,31.75
2022-06-17,31.3700008392334
2022-06-21,32.34000015258789
2022-06-22,32.459999084472656
2022-06-23,33.310001373291016
2022-06-24,34.099998474121094
2022-06-27,34.04999923706055
2022-06-28,33.939998626708984
2022-06-29,34.33000183105469
2022-06-30,34.2400016784668
2022-07-01,34.560001373291016
2022-07-05,34.369998931884766
2022-07-06,34.790000915527344
2022-07-07,35.20000076293945
2022-07-08,35.310001373291016
2022-07-11,35.560001373291016
2022-07-12,35.599998474121094
2022-07-13,35.7400016784668
2022-07-14,33.150001525878906
2022-07-15,33.72999954223633
2022-07-18,33.40999984741211
2022-07-19,33.45000076293945
2022-07-20,33.130001068115234
2022-07-21,33.18000030517578
2022-07-22,33.630001068115234
2022-07-25,33.869998931884766
2022-07-26,33.81999969482422
2022-07-27,33.380001068115234
2022-07-28,33.9900016784668
2022-07-29,34.209999084472656
2022-08-01,34.83000183105469
2022-08-02,34.119998931884766
2022-08-03,34.29999923706055
2022-08-04,33.97999954223633
2022-08-05,34.43000030517578
2022-08-08,34.27000045776367
2022-08-09,34.310001373291016
2022-08-10,34.40999984741211
2022-08-11,34.439998626708984
2022-08-12,34.38999938964844
2022-08-15,34.900001525878906
2022-08-16,35.2400016784668
2022-08-17,35.22999954223633
2022-08-18,35.290000915527344
2022-08-19,35.400001525878906
2022-08-22,35.150001525878906
2022-08-23,35.189998626708984
2022-08-24,35.54999923706055
2022-08-25,35.58000183105469
2022-08-26,34.90999984741211
2022-08-29,35.040000915527344
2022-08-30,34.75
2022-08-31,34.380001068115234
2022-09-01,34.29999923706055
2022-09-02,34.220001220703125
2022-09-06,33.84000015258789
2022-09-07,34.70000076293945
2022-09-08,34.31999969482422
2022-09-09,34.369998931884766
2022-09-12,34.65999984741211
2022-09-13,33.650001525878906
2022-09-14,33.349998474121094
2022-09-15,33.619998931884766
2022-09-16,33.83000183105469
2022-09-19,34.2400016784668
2022-09-20,33.97999954223633
2022-09-21,34.31999969482422
2022-09-22,34.7599983215332
2022-09-23,34.349998474121094
2022-09-26,34.0
2022-09-27,33.119998931884766
2022-09-28,33.470001220703125
2022-09-29,33.2599983215332
2022-09-30,32.630001068115234
2022-10-03,32.90999984741211
2022-10-04,33.90999984741211
2022-10-05,33.79999923706055
2022-10-06,32.560001373291016
2022-10-07,32.849998474121094
2022-10-10,33.56999969482422
2022-10-11,33.88999938964844
2022-10-12,33.58000183105469
2022-10-13,34.380001068115234
2022-10-14,34.290000915527344
2022-10-17,34.25
2022-10-18,34.93000030517578
2022-10-19,34.93000030517578
2022-10-20,34.36000061035156
2022-10-21,34.689998626708984
2022-10-24,35.0
2022-10-25,35.040000915527344
2022-10-26,35.2400016784668
2022-10-27,35.779998779296875
2022-10-28,36.63999938964844
2022-10-31,36.70000076293945
2022-11-01,36.34000015258789
2022-11-02,35.90999984741211
2022-11-03,35.77000045776367
2022-11-04,35.97999954223633
2022-11-07,36.099998474121094
2022-11-08,35.689998626708984
2022-11-09,35.529998779296875
2022-11-10,35.189998626708984
2022-11-11,34.560001373291016
2022-11-14,33.959999084472656
2022-11-15,34.380001068115234
2022-11-16,35.040000915527344
2022-11-17,34.939998626708984
2022-11-18,35.95000076293945
2022-11-21,36.400001525878906
2022-11-22,36.58000183105469
2022-11-23,36.869998931884766
2022-11-25,37.119998931884766
2022-11-28,37.040000915527344
2022-11-29,36.959999084472656
2022-11-30,37.97999954223633
2022-12-01,37.83000183105469
2022-12-02,38.119998931884766
2022-12-05,38.25
2022-12-06,37.560001373291016
2022-12-07,38.22999954223633
2022-12-08,38.4900016784668
2022-12-09,38.02000045776367
2022-12-12,38.470001220703125
2022-12-13,38.22999954223633
2022-12-14,38.47999954223633
2022-12-15,38.310001373291016
2022-12-16,38.0099983215332
2022-12-19,38.130001068115234
2022-12-20,38.4900016784668
2022-12-21,38.779998779296875
2022-12-22,38.7599983215332
2022-12-23,38.84000015258789
2022-12-27,39.02000045776367
2022-12-28,38.650001525878906
2022-12-29,38.77000045776367
2022-12-30,38.70000076293945
2023-01-03,38.83000183105469
2023-01-04,38.650001525878906
2023-01-05,39.970001220703125
2023-01-06,40.959999084472656
2023-01-09,40.41999816894531
2023-01-10,40.439998626708984
2023-01-11,40.52000045776367
2023-01-12,40.130001068115234
2023-01-13,39.90999984741211
2023-01-17,40.029998779296875
2023-01-18,38.45000076293945
2023-01-19,38.27000045776367
2023-01-20,37.97999954223633
2023-01-23,37.43000030517578
2023-01-24,37.2599983215332
2023-01-25,37.13999938964844
2023-01-26,36.84000015258789
2023-01-27,36.459999084472656
2023-01-30,36.970001220703125
2023-01-31,37.189998626708984
2023-02-01,36.90999984741211
2023-02-02,36.2599983215332
2023-02-03,36.45000076293945
2023-02-06,36.90999984741211
2023-02-07,36.2599983215332
2023-02-08,36.290000915527344
2023-02-09,35.959999084472656
2023-02-10,36.369998931884766
2023-02-13,36.779998779296875
2023-02-14,36.060001373291016
2023-02-15,35.880001068115234
2023-02-16,35.81999969482422
2023-02-17,36.40999984741211
2023-02-21,36.36000061035156
2023-02-22,36.25
2023-02-23,36.38999938964844
2023-02-24,36.529998779296875
2023-02-27,36.7599983215332
2023-02-28,36.40999984741211
2023-03-01,35.7400016784668
2023-03-02,35.849998474121094
2023-03-03,35.84000015258789
2023-03-06,35.90999984741211
2023-03-07,35.83000183105469
2023-03-08,35.900001525878906
2023-03-09,35.08000183105469
2023-03-10,35.0099983215332
2023-03-13,35.099998474121094
2023-03-14,35.47999954223633
2023-03-15,35.66999816894531
2023-03-16,35.880001068115234
2023-03-17,35.52000045776367
2023-03-20,36.150001525878906
2023-03-21,36.41999816894531
2023-03-22,36.31999969482422
2023-03-23,36.56999969482422
2023-03-24,37.209999084472656
2023-03-27,37.189998626708984
2023-03-28,37.279998779296875
2023-03-29,37.560001373291016
2023-03-30,37.38999938964844
2023-03-31,37.560001373291016
2023-04-03,37.439998626708984
2023-04-04,37.58000183105469
2023-04-05,38.27000045776367
2023-04-06,38.380001068115234
2023-04-10,37.56999969482422
2023-04-11,37.90999984741211
2023-04-12,37.619998931884766
2023-04-13,37.540000915527344
2023-04-14,36.970001220703125
2023-04-17,37.27000045776367
2023-04-18,37.20000076293945
2023-04-19,37.349998474121094
2023-04-20,37.400001525878906
2023-04-21,37.45000076293945
2023-04-24,37.720001220703125
2023-04-25,38.13999938964844
2023-04-26,37.81999969482422
2023-04-27,37.900001525878906
2023-04-28,37.959999084472656
2023-05-01,38.220001220703125
2023-05-02,38.45000076293945
2023-05-03,38.09000015258789
2023-05-04,37.619998931884766
2023-05-05,37.81999969482422
2023-05-08,37.7400016784668
2023-05-09,37.810001373291016
2023-05-10,36.75
2023-05-11,36.5
2023-05-12,36.75
2023-05-15,36.540000915527344
2023-05-16,36.439998626708984
2023-05-17,36.689998626708984
2023-05-18,35.79999923706055
2023-05-19,35.84000015258789
2023-05-22,35.38999938964844
2023-05-23,35.220001220703125
2023-05-24,35.060001373291016
2023-05-25,34.72999954223633
2023-05-26,34.84000015258789
2023-05-30,34.290000915527344
2023-05-31,34.869998931884766
2023-06-01,34.41999816894531
2023-06-02,35.130001068115234
2023-06-05,35.02000045776367
2023-06-06,34.31999969482422
2023-06-07,34.099998474121094
2023-06-08,34.459999084472656
2023-06-09,34.380001068115234
2023-06-12,34.31999969482422
2023-06-13,34.4900016784668
2023-06-14,34.95000076293945
2023-06-15,34.790000915527344
2023-06-16,34.63999938964844
2023-06-20,34.2400016784668
2023-06-21,34.38999938964844
2023-06-22,34.38999938964844
2023-06-23,34.09000015258789
2023-06-26,34.279998779296875
2023-06-27,34.2400016784668
2023-06-28,33.04999923706055
2023-06-29,33.310001373291016
