Date,KEY
2022-02-28,25.06999969482422
2022-03-01,22.989999771118164
2022-03-02,24.170000076293945
2022-03-03,24.15999984741211
2022-03-04,23.219999313354492
2022-03-07,22.1200008392334
2022-03-08,22.399999618530273
2022-03-09,23.31999969482422
2022-03-10,22.959999084472656
2022-03-11,22.920000076293945
2022-03-14,23.809999465942383
2022-03-15,23.84000015258789
2022-03-16,24.360000610351562
2022-03-17,24.1299991607666
2022-03-18,23.93000030517578
2022-03-21,23.889999389648438
2022-03-22,24.329999923706055
2022-03-23,23.520000457763672
2022-03-24,23.600000381469727
2022-03-25,23.889999389648438
2022-03-28,23.43000030517578
2022-03-29,23.6299991607666
2022-03-30,23.010000228881836
2022-03-31,22.3799991607666
2022-04-01,21.65999984741211
2022-04-04,21.579999923706055
2022-04-05,21.350000381469727
2022-04-06,20.920000076293945
2022-04-07,20.729999542236328
2022-04-08,20.770000457763672
2022-04-11,20.860000610351562
2022-04-12,20.5
2022-04-13,20.579999923706055
2022-04-14,20.479999542236328
2022-04-18,20.770000457763672
2022-04-19,21.43000030517578
2022-04-20,21.75
2022-04-21,21.079999923706055
2022-04-22,20.709999084472656
2022-04-25,20.6299991607666
2022-04-26,19.90999984741211
2022-04-27,19.860000610351562
2022-04-28,20.030000686645508
2022-04-29,19.309999465942383
2022-05-02,19.469999313354492
2022-05-03,19.709999084472656
2022-05-04,20.280000686645508
2022-05-05,19.780000686645508
2022-05-06,19.540000915527344
2022-05-09,19.18000030517578
2022-05-10,18.920000076293945
2022-05-11,18.579999923706055
2022-05-12,18.530000686645508
2022-05-13,18.6200008392334
2022-05-16,18.530000686645508
2022-05-17,19.219999313354492
2022-05-18,18.510000228881836
2022-05-19,18.360000610351562
2022-05-20,18.31999969482422
2022-05-23,18.950000762939453
2022-05-24,19.049999237060547
2022-05-25,19.520000457763672
2022-05-26,19.920000076293945
2022-05-27,19.81999969482422
2022-05-31,19.959999084472656
2022-06-01,19.5
2022-06-02,19.920000076293945
2022-06-03,19.639999389648438
2022-06-06,19.65999984741211
2022-06-07,19.719999313354492
2022-06-08,19.31999969482422
2022-06-09,18.649999618530273
2022-06-10,17.770000457763672
2022-06-13,17.389999389648438
2022-06-14,17.540000915527344
2022-06-15,17.739999771118164
2022-06-16,17.079999923706055
2022-06-17,17.260000228881836
