Date,FMC
2023-01-05,121.69999694824219
2023-01-06,125.45999908447266
2023-01-09,128.97000122070312
2023-01-10,128.6999969482422
2023-01-11,131.52000427246094
2023-01-12,129.3800048828125
2023-01-13,129.97000122070312
2023-01-17,128.6300048828125
2023-01-18,126.62000274658203
2023-01-19,126.56999969482422
2023-01-20,128.1999969482422
2023-01-23,127.4800033569336
2023-01-24,129.22000122070312
2023-01-25,128.8800048828125
2023-01-26,130.89999389648438
2023-01-27,132.22000122070312
2023-01-30,130.2899932861328
2023-01-31,133.1300048828125
2023-02-01,132.42999267578125
2023-02-02,128.72000122070312
2023-02-03,127.38999938964844
2023-02-06,126.12999725341797
2023-02-07,126.12999725341797
2023-02-08,128.47000122070312
2023-02-09,129.10000610351562
2023-02-10,131.1999969482422
2023-02-13,128.94000244140625
2023-02-14,128.63999938964844
2023-02-15,129.0399932861328
2023-02-16,129.0
2023-02-17,128.1999969482422
2023-02-21,126.13999938964844
2023-02-22,128.72999572753906
2023-02-23,129.0800018310547
2023-02-24,128.8699951171875
2023-02-27,129.22000122070312
2023-02-28,129.14999389648438
2023-03-01,128.1199951171875
2023-03-02,128.86000061035156
2023-03-03,128.39999389648438
2023-03-06,125.9800033569336
2023-03-07,126.12999725341797
2023-03-08,127.47000122070312
2023-03-09,123.26000213623047
2023-03-10,120.55999755859375
2023-03-13,119.44000244140625
2023-03-14,120.26000213623047
2023-03-15,116.05000305175781
2023-03-16,116.76000213623047
2023-03-17,116.06999969482422
2023-03-20,118.86000061035156
2023-03-21,121.52999877929688
2023-03-22,118.05999755859375
2023-03-23,116.95999908447266
2023-03-24,117.69000244140625
2023-03-27,118.30999755859375
2023-03-28,119.25
2023-03-29,120.97000122070312
2023-03-30,121.08999633789062
2023-03-31,122.12999725341797
2023-04-03,122.70999908447266
2023-04-04,121.58999633789062
2023-04-05,121.87999725341797
2023-04-06,116.91999816894531
2023-04-10,119.06999969482422
2023-04-11,120.7699966430664
2023-04-12,122.5
2023-04-13,123.8499984741211
2023-04-14,122.69000244140625
2023-04-17,124.30999755859375
2023-04-18,124.69000244140625
2023-04-19,123.75
2023-04-20,123.11000061035156
2023-04-21,123.22000122070312
2023-04-24,123.79000091552734
2023-04-25,122.02999877929688
2023-04-26,119.81999969482422
2023-04-27,121.77999877929688
2023-04-28,123.58000183105469
2023-05-01,123.76000213623047
2023-05-02,116.41999816894531
2023-05-03,113.98999786376953
2023-05-04,111.88999938964844
2023-05-05,113.48999786376953
2023-05-08,111.95999908447266
2023-05-09,110.5
2023-05-10,110.58000183105469
2023-05-11,109.5
2023-05-12,109.58000183105469
2023-05-15,110.16000366210938
2023-05-16,108.30000305175781
2023-05-17,108.0199966430664
2023-05-18,108.47000122070312
2023-05-19,108.91000366210938
2023-05-22,107.83000183105469
2023-05-23,106.63999938964844
2023-05-24,104.91000366210938
2023-05-25,103.87000274658203
2023-05-26,103.58999633789062
2023-05-30,104.20999908447266
2023-05-31,104.08000183105469
2023-06-01,104.29000091552734
2023-06-02,107.06999969482422
2023-06-05,107.44000244140625
2023-06-06,110.20999908447266
2023-06-07,111.44999694824219
2023-06-08,109.95999908447266
2023-06-09,105.62999725341797
2023-06-12,105.0999984741211
2023-06-13,105.80999755859375
2023-06-14,104.54000091552734
2023-06-15,105.9000015258789
2023-06-16,106.7699966430664
2023-06-20,105.27999877929688
2023-06-21,108.86000061035156
2023-06-22,107.91000366210938
2023-06-23,105.7300033569336
2023-06-26,106.58999633789062
2023-06-27,105.0999984741211
2023-06-28,103.94000244140625
2023-06-29,104.52999877929688
2023-06-30,104.33999633789062
2023-07-03,106.08999633789062
2023-07-05,102.54000091552734
2023-07-06,103.36000061035156
2023-07-07,104.25
2023-07-10,92.62999725341797
2023-07-11,93.83000183105469
2023-07-12,95.47000122070312
2023-07-13,96.18000030517578
2023-07-14,95.2300033569336
2023-07-17,95.41000366210938
2023-07-18,95.56999969482422
2023-07-19,95.62999725341797
2023-07-20,95.63999938964844
2023-07-21,95.16000366210938
2023-07-24,95.41000366210938
2023-07-25,95.76000213623047
2023-07-26,95.29000091552734
2023-07-27,95.20999908447266
2023-07-28,96.33999633789062
2023-07-31,96.2300033569336
2023-08-01,94.02999877929688
2023-08-02,92.81999969482422
2023-08-03,90.98999786376953
2023-08-04,91.48999786376953
2023-08-07,91.05000305175781
2023-08-08,88.62000274658203
2023-08-09,86.94999694824219
2023-08-10,87.75
2023-08-11,89.05999755859375
2023-08-14,89.80000305175781
2023-08-15,87.4800033569336
2023-08-16,87.1500015258789
2023-08-17,88.81999969482422
2023-08-18,89.0
2023-08-21,88.1500015258789
2023-08-22,88.5199966430664
2023-08-23,88.18000030517578
2023-08-24,88.25
2023-08-25,87.94999694824219
2023-08-28,88.61000061035156
2023-08-29,88.69000244140625
2023-08-30,88.4000015258789
2023-08-31,86.2300033569336
2023-09-01,86.08999633789062
2023-09-05,82.62000274658203
2023-09-06,82.19000244140625
2023-09-07,76.0999984741211
2023-09-08,75.45999908447266
2023-09-11,73.87000274658203
2023-09-12,75.05000305175781
2023-09-13,75.30999755859375
2023-09-14,75.61000061035156
2023-09-15,75.6500015258789
2023-09-18,73.73999786376953
2023-09-19,72.5
2023-09-20,70.9800033569336
2023-09-21,69.79000091552734
2023-09-22,68.38999938964844
2023-09-25,67.93000030517578
2023-09-26,67.04000091552734
2023-09-27,66.01000213623047
2023-09-28,65.91000366210938
2023-09-29,66.97000122070312
2023-10-02,65.25
2023-10-03,65.1500015258789
2023-10-04,64.8499984741211
2023-10-05,63.5099983215332
2023-10-06,62.790000915527344
2023-10-09,63.349998474121094
2023-10-10,64.62000274658203
2023-10-11,62.7599983215332
2023-10-12,61.869998931884766
2023-10-13,62.40999984741211
2023-10-16,64.22000122070312
2023-10-17,67.23999786376953
2023-10-18,66.16000366210938
2023-10-19,66.58999633789062
2023-10-20,66.94999694824219
2023-10-23,58.119998931884766
2023-10-24,56.11000061035156
2023-10-25,55.77000045776367
2023-10-26,57.34000015258789
2023-10-27,56.880001068115234
2023-10-30,57.959999084472656
2023-10-31,53.20000076293945
2023-11-01,50.0099983215332
2023-11-02,54.689998626708984
2023-11-03,55.38999938964844
2023-11-06,55.38999938964844
2023-11-07,53.369998931884766
2023-11-08,52.41999816894531
2023-11-09,50.11000061035156
2023-11-10,51.2400016784668
2023-11-13,51.22999954223633
2023-11-14,52.7400016784668
2023-11-15,54.70000076293945
2023-11-16,53.43000030517578
2023-11-17,53.650001525878906
2023-11-20,53.709999084472656
2023-11-21,53.20000076293945
2023-11-22,53.119998931884766
2023-11-24,53.09000015258789
2023-11-27,52.0
2023-11-28,52.369998931884766
2023-11-29,52.68000030517578
2023-11-30,53.65999984741211
2023-12-01,55.75
2023-12-04,55.41999816894531
2023-12-05,53.779998779296875
2023-12-06,55.209999084472656
2023-12-07,55.369998931884766
2023-12-08,55.880001068115234
2023-12-11,55.79999923706055
2023-12-12,54.650001525878906
2023-12-13,57.7599983215332
2023-12-14,60.22999954223633
2023-12-15,59.5099983215332
2023-12-18,58.88999938964844
2023-12-19,60.97999954223633
2023-12-20,59.72999954223633
2023-12-21,62.099998474121094
2023-12-22,62.7400016784668
2023-12-26,63.7400016784668
2023-12-27,63.630001068115234
2023-12-28,63.310001373291016
2023-12-29,63.04999923706055
2024-01-02,64.83999633789062
2024-01-03,61.189998626708984
2024-01-04,60.27000045776367
2024-01-05,60.779998779296875
2024-01-08,61.58000183105469
2024-01-09,60.59000015258789
2024-01-10,59.5099983215332
2024-01-11,58.93000030517578
2024-01-12,58.209999084472656
2024-01-16,57.040000915527344
2024-01-17,55.470001220703125
2024-01-18,55.040000915527344
2024-01-19,55.650001525878906
2024-01-22,56.400001525878906
2024-01-23,57.81999969482422
2024-01-24,57.0099983215332
2024-01-25,57.470001220703125
2024-01-26,58.349998474121094
2024-01-29,57.79999923706055
2024-01-30,57.4900016784668
2024-01-31,56.20000076293945
2024-02-01,62.13999938964844
2024-02-02,61.43000030517578
2024-02-05,60.41999816894531
2024-02-06,53.45000076293945
2024-02-07,54.650001525878906
2024-02-08,52.040000915527344
2024-02-09,51.75
2024-02-12,53.61000061035156
2024-02-13,51.4900016784668
2024-02-14,51.130001068115234
2024-02-15,51.7400016784668
2024-02-16,52.34000015258789
2024-02-20,50.9900016784668
2024-02-21,51.11000061035156
2024-02-22,51.650001525878906
2024-02-23,52.380001068115234
2024-02-26,52.540000915527344
2024-02-27,52.779998779296875
2024-02-28,51.290000915527344
2024-02-29,56.38999938964844
2024-03-01,57.310001373291016
2024-03-04,58.79999923706055
2024-03-05,59.709999084472656
2024-03-06,61.52000045776367
2024-03-07,63.400001525878906
2024-03-08,62.689998626708984
2024-03-11,64.16000366210938
2024-03-12,63.849998474121094
2024-03-13,65.70999908447266
2024-03-14,64.06999969482422
2024-03-15,65.05000305175781
2024-03-18,66.05999755859375
2024-03-19,61.66999816894531
2024-03-20,64.11000061035156
2024-03-21,64.91000366210938
2024-03-22,62.36000061035156
2024-03-25,62.81999969482422
2024-03-26,62.439998626708984
2024-03-27,62.70000076293945
2024-03-28,63.70000076293945
2024-04-01,62.7599983215332
2024-04-02,60.34000015258789
2024-04-03,60.029998779296875
2024-04-04,59.209999084472656
2024-04-05,58.7400016784668
2024-04-08,60.13999938964844
2024-04-09,63.7599983215332
2024-04-10,62.220001220703125
2024-04-11,61.540000915527344
2024-04-12,56.75
2024-04-15,56.7400016784668
2024-04-16,55.43000030517578
2024-04-17,56.060001373291016
2024-04-18,56.939998626708984
2024-04-19,57.81999969482422
2024-04-22,58.25
2024-04-23,58.650001525878906
2024-04-24,58.400001525878906
2024-04-25,57.79999923706055
2024-04-26,58.459999084472656
2024-04-29,60.209999084472656
2024-04-30,59.0099983215332
2024-05-01,57.77000045776367
2024-05-02,60.529998779296875
2024-05-03,61.849998474121094
2024-05-06,60.97999954223633
2024-05-07,66.75
2024-05-08,64.83999633789062
2024-05-09,67.0199966430664
2024-05-10,67.52999877929688
2024-05-13,66.70999908447266
2024-05-14,66.2699966430664
2024-05-15,63.91999816894531
2024-05-16,64.1500015258789
2024-05-17,63.97999954223633
2024-05-20,63.869998931884766
2024-05-21,64.02999877929688
2024-05-22,63.619998931884766
2024-05-23,60.04999923706055
2024-05-24,61.7599983215332
2024-05-28,62.88999938964844
2024-05-29,60.5
2024-05-30,61.15999984741211
2024-05-31,60.95000076293945
2024-06-03,58.93000030517578
2024-06-04,56.650001525878906
2024-06-05,57.83000183105469
2024-06-06,58.68000030517578
2024-06-07,56.65999984741211
2024-06-10,54.9900016784668
2024-06-11,57.189998626708984
2024-06-12,57.31999969482422
2024-06-13,55.41999816894531
2024-06-14,54.790000915527344
2024-06-17,55.95000076293945
2024-06-18,55.540000915527344
2024-06-20,54.380001068115234
2024-06-21,56.38999938964844
2024-06-24,57.13999938964844
2024-06-25,56.52000045776367
2024-06-26,56.77000045776367
2024-06-27,57.08000183105469
2024-06-28,57.54999923706055
2024-07-01,56.61000061035156
2024-07-02,55.619998931884766
2024-07-03,55.65999984741211
2024-07-05,55.119998931884766
2024-07-08,56.22999954223633
2024-07-09,54.540000915527344
2024-07-10,54.849998474121094
2024-07-11,56.70000076293945
2024-07-12,57.40999984741211
2024-07-15,58.060001373291016
2024-07-16,59.2400016784668
2024-07-17,61.95000076293945
2024-07-18,59.95000076293945
2024-07-19,57.81999969482422
2024-07-22,57.90999984741211
2024-07-23,57.47999954223633
2024-07-24,56.95000076293945
2024-07-25,58.939998626708984
2024-07-26,59.599998474121094
2024-07-29,59.29999923706055
2024-07-30,58.470001220703125
2024-07-31,58.36000061035156
2024-08-01,64.33999633789062
2024-08-02,62.189998626708984
2024-08-05,61.65999984741211
2024-08-06,61.209999084472656
2024-08-07,61.25
2024-08-08,61.439998626708984
2024-08-09,61.150001525878906
2024-08-12,59.650001525878906
2024-08-13,61.290000915527344
2024-08-14,61.41999816894531
2024-08-15,62.380001068115234
2024-08-16,63.20000076293945
2024-08-19,65.19999694824219
2024-08-20,63.310001373291016
2024-08-21,63.970001220703125
2024-08-22,63.90999984741211
2024-08-23,65.37999725341797
2024-08-26,65.19000244140625
2024-08-27,65.08000183105469
2024-08-28,65.11000061035156
2024-08-29,65.4000015258789
2024-08-30,64.58000183105469
2024-09-03,62.63999938964844
2024-09-04,63.06999969482422
2024-09-05,62.65999984741211
2024-09-06,60.279998779296875
2024-09-09,61.06999969482422
2024-09-10,61.15999984741211
2024-09-11,61.540000915527344
2024-09-12,62.0
2024-09-13,63.5099983215332
2024-09-16,63.36000061035156
2024-09-17,63.34000015258789
2024-09-18,63.5
2024-09-19,64.23999786376953
2024-09-20,62.040000915527344
2024-09-23,63.560001373291016
2024-09-24,64.6500015258789
2024-09-25,63.970001220703125
2024-09-26,65.97000122070312
2024-09-27,66.08000183105469
2024-09-30,65.94000244140625
2024-10-01,65.66999816894531
2024-10-02,65.43000030517578
2024-10-03,64.01000213623047
2024-10-04,63.97999954223633
2024-10-07,63.08000183105469
2024-10-08,61.97999954223633
2024-10-09,61.459999084472656
2024-10-10,60.380001068115234
2024-10-11,60.65999984741211
2024-10-14,62.72999954223633
2024-10-15,61.7599983215332
2024-10-16,62.72999954223633
2024-10-17,62.52000045776367
2024-10-18,62.689998626708984
2024-10-21,62.33000183105469
2024-10-22,62.380001068115234
2024-10-23,62.11000061035156
2024-10-24,61.5
2024-10-25,62.0
2024-10-28,61.540000915527344
2024-10-29,60.18000030517578
2024-10-30,66.62000274658203
2024-10-31,64.98999786376953
2024-11-01,63.150001525878906
2024-11-04,63.45000076293945
2024-11-05,63.619998931884766
2024-11-06,60.93000030517578
2024-11-07,60.84000015258789
2024-11-08,59.70000076293945
2024-11-11,59.09000015258789
2024-11-12,55.939998626708984
2024-11-13,55.72999954223633
2024-11-14,55.47999954223633
2024-11-15,54.38999938964844
2024-11-18,55.22999954223633
2024-11-19,55.61000061035156
2024-11-20,57.20000076293945
2024-11-21,58.33000183105469
