Date,EL
2022-07-14,243.97999572753906
2022-07-15,245.5399932861328
2022-07-18,245.77000427246094
2022-07-19,255.39999389648438
2022-07-20,257.79998779296875
2022-07-21,262.57000732421875
2022-07-22,260.1000061035156
2022-07-25,258.69000244140625
2022-07-26,251.82000732421875
2022-07-27,263.4200134277344
2022-07-28,271.2900085449219
2022-07-29,273.1000061035156
2022-08-01,273.510009765625
2022-08-02,268.3900146484375
2022-08-03,269.55999755859375
2022-08-04,273.30999755859375
2022-08-05,270.739990234375
2022-08-08,270.1600036621094
2022-08-09,265.6300048828125
2022-08-10,272.5
2022-08-11,270.3599853515625
2022-08-12,275.3800048828125
2022-08-15,276.3699951171875
2022-08-16,276.1099853515625
2022-08-17,276.5199890136719
2022-08-18,281.6199951171875
2022-08-19,273.2799987792969
2022-08-22,265.2699890136719
2022-08-23,265.55999755859375
2022-08-24,265.42999267578125
2022-08-25,277.32000732421875
2022-08-26,261.8800048828125
2022-08-29,259.8399963378906
2022-08-30,257.1099853515625
2022-08-31,254.3800048828125
2022-09-01,251.17999267578125
2022-09-02,248.32000732421875
2022-09-06,246.14999389648438
2022-09-07,247.99000549316406
2022-09-08,247.94000244140625
2022-09-09,252.89999389648438
2022-09-12,255.4199981689453
2022-09-13,245.25999450683594
2022-09-14,246.13999938964844
2022-09-15,244.77999877929688
2022-09-16,239.3800048828125
2022-09-19,241.66000366210938
2022-09-20,239.5
2022-09-21,237.86000061035156
2022-09-22,234.91000366210938
2022-09-23,229.02000427246094
2022-09-26,232.4600067138672
2022-09-27,226.0800018310547
2022-09-28,228.13999938964844
2022-09-29,219.35000610351562
2022-09-30,215.89999389648438
2022-10-03,219.08999633789062
2022-10-04,227.25999450683594
2022-10-05,226.24000549316406
2022-10-06,229.10000610351562
2022-10-07,219.77000427246094
2022-10-10,216.89999389648438
2022-10-11,214.0500030517578
2022-10-12,215.10000610351562
2022-10-13,213.25999450683594
2022-10-14,209.30999755859375
2022-10-17,212.97999572753906
2022-10-18,215.24000549316406
2022-10-19,207.2899932861328
2022-10-20,200.9499969482422
2022-10-21,201.8000030517578
2022-10-24,196.7899932861328
2022-10-25,205.1199951171875
2022-10-26,206.0
2022-10-27,204.42999267578125
2022-10-28,206.44000244140625
2022-10-31,200.49000549316406
2022-11-01,206.75999450683594
2022-11-02,189.9600067138672
2022-11-03,193.77999877929688
2022-11-04,210.52999877929688
2022-11-07,206.00999450683594
2022-11-08,207.88999938964844
2022-11-09,204.80999755859375
2022-11-10,218.88999938964844
2022-11-11,228.22000122070312
2022-11-14,220.6699981689453
2022-11-15,226.97999572753906
2022-11-16,222.91000366210938
2022-11-17,228.16000366210938
2022-11-18,233.4600067138672
2022-11-21,218.9199981689453
2022-11-22,222.2899932861328
2022-11-23,222.7100067138672
2022-11-25,220.00999450683594
2022-11-28,217.3000030517578
2022-11-29,214.94000244140625
2022-11-30,235.7899932861328
2022-12-01,231.9600067138672
2022-12-02,239.00999450683594
2022-12-05,231.47000122070312
2022-12-06,237.0500030517578
2022-12-07,232.52999877929688
2022-12-08,242.6199951171875
2022-12-09,240.41000366210938
2022-12-12,244.44000244140625
2022-12-13,248.16000366210938
2022-12-14,249.22000122070312
2022-12-15,240.60000610351562
2022-12-16,240.94000244140625
2022-12-19,236.24000549316406
2022-12-20,237.63999938964844
2022-12-21,243.8699951171875
2022-12-22,242.22000122070312
2022-12-23,241.02000427246094
2022-12-27,248.2899932861328
2022-12-28,246.19000244140625
2022-12-29,249.92999267578125
2022-12-30,248.11000061035156
2023-01-03,253.91000366210938
2023-01-04,261.9100036621094
2023-01-05,261.1700134277344
2023-01-06,263.80999755859375
2023-01-09,261.6300048828125
2023-01-10,262.45001220703125
2023-01-11,263.6099853515625
2023-01-12,262.25
2023-01-13,267.2200012207031
2023-01-17,267.0400085449219
2023-01-18,263.25
2023-01-19,259.510009765625
2023-01-20,267.55999755859375
2023-01-23,274.489990234375
2023-01-24,277.1600036621094
2023-01-25,273.94000244140625
2023-01-26,273.2200012207031
2023-01-27,270.7900085449219
2023-01-30,271.2099914550781
2023-01-31,277.0799865722656
2023-02-01,280.79998779296875
2023-02-02,268.4100036621094
2023-02-03,269.5400085449219
2023-02-06,261.1700134277344
2023-02-07,261.010009765625
2023-02-08,259.19000244140625
2023-02-09,252.50999450683594
2023-02-10,250.24000549316406
2023-02-13,255.2899932861328
2023-02-14,255.52000427246094
2023-02-15,254.64999389648438
2023-02-16,249.52999877929688
2023-02-17,252.8800048828125
2023-02-21,249.99000549316406
2023-02-22,249.25
2023-02-23,249.66000366210938
2023-02-24,242.72000122070312
2023-02-27,242.13999938964844
2023-02-28,243.0500030517578
2023-03-01,245.8300018310547
2023-03-02,248.83999633789062
2023-03-03,253.22999572753906
2023-03-06,251.69000244140625
2023-03-07,245.4600067138672
2023-03-08,248.47999572753906
2023-03-09,243.47999572753906
2023-03-10,236.1999969482422
2023-03-13,234.9600067138672
2023-03-14,240.4199981689453
2023-03-15,236.8000030517578
2023-03-16,237.22999572753906
2023-03-17,234.55999755859375
2023-03-20,236.82000732421875
2023-03-21,238.5
2023-03-22,237.3000030517578
2023-03-23,238.72000122070312
2023-03-24,241.69000244140625
2023-03-27,241.8699951171875
2023-03-28,240.42999267578125
2023-03-29,244.6300048828125
2023-03-30,246.72000122070312
2023-03-31,246.4600067138672
2023-04-03,246.7899932861328
2023-04-04,244.55999755859375
2023-04-05,239.42999267578125
2023-04-06,241.25999450683594
2023-04-10,240.55999755859375
2023-04-11,241.75
2023-04-12,247.0500030517578
2023-04-13,251.5
2023-04-14,254.00999450683594
2023-04-17,253.25
2023-04-18,257.0799865722656
2023-04-19,256.6300048828125
2023-04-20,258.4800109863281
2023-04-21,256.2300109863281
2023-04-24,253.60000610351562
2023-04-25,247.0500030517578
2023-04-26,240.83999633789062
2023-04-27,245.6699981689453
2023-04-28,246.72000122070312
2023-05-01,246.8699951171875
2023-05-02,245.22000122070312
2023-05-03,202.6999969482422
2023-05-04,201.0
2023-05-05,203.5399932861328
2023-05-08,206.00999450683594
2023-05-09,201.25999450683594
2023-05-10,201.19000244140625
2023-05-11,201.7899932861328
2023-05-12,199.14999389648438
2023-05-15,201.19000244140625
2023-05-16,194.9499969482422
2023-05-17,197.07000732421875
2023-05-18,199.85000610351562
2023-05-19,199.8800048828125
2023-05-22,197.97000122070312
2023-05-23,191.75
2023-05-24,189.88999938964844
2023-05-25,191.10000610351562
2023-05-26,194.44000244140625
2023-05-30,191.91000366210938
2023-05-31,184.02999877929688
2023-06-01,182.88999938964844
2023-06-02,188.2899932861328
2023-06-05,181.08999633789062
2023-06-06,184.1300048828125
2023-06-07,181.25999450683594
2023-06-08,181.1300048828125
2023-06-09,176.52999877929688
2023-06-12,179.6300048828125
2023-06-13,184.6699981689453
2023-06-14,192.16000366210938
2023-06-15,199.41000366210938
2023-06-16,203.9499969482422
2023-06-20,197.5500030517578
2023-06-21,194.75
2023-06-22,195.5399932861328
2023-06-23,191.94000244140625
2023-06-26,194.0800018310547
2023-06-27,196.47000122070312
2023-06-28,193.8699951171875
2023-06-29,192.52999877929688
2023-06-30,196.3800048828125
2023-07-03,198.0
2023-07-05,195.63999938964844
2023-07-06,194.02000427246094
2023-07-07,192.4600067138672
2023-07-10,193.1999969482422
2023-07-11,192.89999389648438
2023-07-12,191.02999877929688
2023-07-13,193.25999450683594
2023-07-14,193.6300048828125
2023-07-17,192.64999389648438
2023-07-18,188.17999267578125
2023-07-19,190.97000122070312
2023-07-20,182.25999450683594
2023-07-21,179.66000366210938
2023-07-24,177.0399932861328
2023-07-25,178.3800048828125
2023-07-26,178.07000732421875
2023-07-27,173.4499969482422
2023-07-28,180.44000244140625
2023-07-31,180.0
2023-08-01,175.02999877929688
2023-08-02,172.5
2023-08-03,171.83999633789062
2023-08-04,170.66000366210938
2023-08-07,170.14999389648438
2023-08-08,168.13999938964844
2023-08-09,166.19000244140625
2023-08-10,169.94000244140625
2023-08-11,167.6300048828125
2023-08-14,167.1699981689453
2023-08-15,163.52000427246094
2023-08-16,162.1300048828125
2023-08-17,162.05999755859375
2023-08-18,156.69000244140625
2023-08-21,150.89999389648438
2023-08-22,149.58999633789062
2023-08-23,152.8699951171875
2023-08-24,150.72999572753906
2023-08-25,153.1999969482422
2023-08-28,156.38999938964844
2023-08-29,159.27000427246094
2023-08-30,163.57000732421875
2023-08-31,160.52999877929688
2023-09-01,161.6999969482422
2023-09-05,161.07000732421875
2023-09-06,156.5800018310547
2023-09-07,155.39999389648438
2023-09-08,154.0
2023-09-11,153.3000030517578
2023-09-12,151.3000030517578
2023-09-13,152.38999938964844
2023-09-14,154.24000549316406
2023-09-15,155.6999969482422
2023-09-18,154.1999969482422
2023-09-19,152.00999450683594
2023-09-20,150.83999633789062
2023-09-21,146.10000610351562
2023-09-22,147.6199951171875
2023-09-25,145.49000549316406
2023-09-26,139.6199951171875
2023-09-27,140.0399932861328
2023-09-28,141.9499969482422
2023-09-29,144.5500030517578
2023-10-02,143.39999389648438
2023-10-03,141.05999755859375
2023-10-04,142.3800048828125
2023-10-05,141.38999938964844
2023-10-06,145.25999450683594
2023-10-09,141.91000366210938
2023-10-10,140.6699981689453
2023-10-11,140.42999267578125
2023-10-12,139.6199951171875
2023-10-13,137.67999267578125
2023-10-16,140.2100067138672
2023-10-17,142.6699981689453
2023-10-18,138.6300048828125
2023-10-19,138.80999755859375
2023-10-20,137.3000030517578
2023-10-23,136.97000122070312
2023-10-24,138.02000427246094
2023-10-25,134.5500030517578
2023-10-26,134.22999572753906
2023-10-27,124.52999877929688
2023-10-30,127.97000122070312
2023-10-31,128.8699951171875
2023-11-01,104.51000213623047
2023-11-02,114.37999725341797
2023-11-03,110.95999908447266
2023-11-06,112.66999816894531
2023-11-07,115.52999877929688
2023-11-08,116.5999984741211
2023-11-09,115.31999969482422
2023-11-10,114.75
2023-11-13,113.7300033569336
2023-11-14,122.81999969482422
2023-11-15,126.06999969482422
2023-11-16,122.62000274658203
2023-11-17,123.80999755859375
2023-11-20,122.44999694824219
2023-11-21,120.1500015258789
2023-11-22,122.62999725341797
2023-11-24,123.91000366210938
2023-11-27,122.7300033569336
2023-11-28,126.02999877929688
2023-11-29,125.5999984741211
2023-11-30,127.69000244140625
2023-12-01,131.94000244140625
2023-12-04,138.9499969482422
2023-12-05,132.1699981689453
2023-12-06,133.36000061035156
2023-12-07,135.83999633789062
2023-12-08,133.72999572753906
2023-12-11,134.8000030517578
2023-12-12,136.58999633789062
2023-12-13,143.02999877929688
2023-12-14,146.05999755859375
2023-12-15,143.63999938964844
2023-12-18,142.8800048828125
2023-12-19,149.02000427246094
2023-12-20,143.61000061035156
2023-12-21,145.4600067138672
2023-12-22,144.42999267578125
2023-12-26,145.00999450683594
2023-12-27,145.72000122070312
2023-12-28,147.5500030517578
2023-12-29,146.25
2024-01-02,145.4499969482422
2024-01-03,138.66000366210938
2024-01-04,138.72000122070312
2024-01-05,137.3000030517578
2024-01-08,139.02999877929688
2024-01-09,139.27000427246094
2024-01-10,135.6699981689453
2024-01-11,138.49000549316406
2024-01-12,134.80999755859375
2024-01-16,129.75999450683594
2024-01-17,126.27999877929688
2024-01-18,127.66000366210938
2024-01-19,125.83000183105469
2024-01-22,125.19999694824219
2024-01-23,128.14999389648438
2024-01-24,126.16000366210938
2024-01-25,128.66000366210938
2024-01-26,130.8000030517578
2024-01-29,135.50999450683594
2024-01-30,134.17999267578125
2024-01-31,131.99000549316406
2024-02-01,134.6999969482422
2024-02-02,134.1199951171875
2024-02-05,150.27999877929688
2024-02-06,146.2100067138672
2024-02-07,141.92999267578125
2024-02-08,140.77000427246094
2024-02-09,143.33999633789062
2024-02-12,145.91000366210938
2024-02-13,142.16000366210938
2024-02-14,142.64999389648438
2024-02-15,145.32000732421875
2024-02-16,146.3699951171875
2024-02-20,145.11000061035156
2024-02-21,147.47999572753906
2024-02-22,148.6699981689453
2024-02-23,149.99000549316406
2024-02-26,145.02000427246094
2024-02-27,148.50999450683594
2024-02-28,147.3800048828125
2024-02-29,148.5800018310547
2024-03-01,148.8300018310547
2024-03-04,147.77999877929688
2024-03-05,147.32000732421875
2024-03-06,145.41000366210938
2024-03-07,148.1699981689453
2024-03-08,149.5
2024-03-11,153.9199981689453
2024-03-12,152.0800018310547
2024-03-13,157.94000244140625
2024-03-14,152.83999633789062
2024-03-15,149.75
2024-03-18,147.82000732421875
2024-03-19,146.19000244140625
2024-03-20,146.75999450683594
2024-03-21,146.25
2024-03-22,143.17999267578125
2024-03-25,139.1699981689453
2024-03-26,139.30999755859375
2024-03-27,145.0399932861328
2024-03-28,154.14999389648438
2024-04-01,152.02999877929688
2024-04-02,152.77000427246094
2024-04-03,146.47999572753906
2024-04-04,144.30999755859375
2024-04-05,144.42999267578125
2024-04-08,145.42999267578125
2024-04-09,148.5500030517578
2024-04-10,144.8699951171875
2024-04-11,145.42999267578125
2024-04-12,138.8000030517578
2024-04-15,137.24000549316406
2024-04-16,136.92999267578125
2024-04-17,138.0399932861328
2024-04-18,144.80999755859375
2024-04-19,144.41000366210938
2024-04-22,147.4199981689453
2024-04-23,148.97999572753906
2024-04-24,147.36000061035156
2024-04-25,144.99000549316406
2024-04-26,147.4499969482422
2024-04-29,146.7899932861328
2024-04-30,146.7100067138672
2024-05-01,127.37000274658203
2024-05-02,134.94000244140625
2024-05-03,132.94000244140625
2024-05-06,130.0800018310547
2024-05-07,129.49000549316406
2024-05-08,129.52999877929688
2024-05-09,131.66000366210938
2024-05-10,132.0
2024-05-13,134.7100067138672
2024-05-14,134.05999755859375
2024-05-15,136.0
2024-05-16,138.24000549316406
2024-05-17,134.75
2024-05-20,131.13999938964844
2024-05-21,132.72000122070312
2024-05-22,130.77000427246094
2024-05-23,126.12999725341797
2024-05-24,126.05999755859375
2024-05-28,126.05999755859375
2024-05-29,121.55000305175781
2024-05-30,121.38999938964844
2024-05-31,123.36000061035156
2024-06-03,124.22000122070312
2024-06-04,123.54000091552734
2024-06-05,122.95999908447266
2024-06-06,123.51000213623047
2024-06-07,120.47000122070312
2024-06-10,118.80999755859375
2024-06-11,117.5999984741211
2024-06-12,114.0199966430664
2024-06-13,114.08999633789062
2024-06-14,113.9000015258789
2024-06-17,114.87999725341797
2024-06-18,110.79000091552734
2024-06-20,112.69999694824219
2024-06-21,113.8499984741211
2024-06-24,115.12999725341797
2024-06-25,113.87999725341797
2024-06-26,113.22000122070312
2024-06-27,110.86000061035156
2024-06-28,106.4000015258789
2024-07-01,105.37999725341797
2024-07-02,105.87000274658203
2024-07-03,106.44000244140625
2024-07-05,106.3499984741211
2024-07-08,106.5
2024-07-09,104.20999908447266
2024-07-10,102.20999908447266
2024-07-11,101.61000061035156
2024-07-12,103.36000061035156
2024-07-15,101.04000091552734
2024-07-16,100.98999786376953
2024-07-17,100.68000030517578
2024-07-18,96.9000015258789
2024-07-19,99.18000030517578
2024-07-22,101.04000091552734
2024-07-23,99.95999908447266
2024-07-24,99.80000305175781
2024-07-25,99.9000015258789
2024-07-26,100.72000122070312
2024-07-29,100.7300033569336
2024-07-30,99.44000244140625
2024-07-31,99.61000061035156
2024-08-01,97.12000274658203
2024-08-02,95.5
2024-08-05,92.19999694824219
2024-08-06,93.37000274658203
2024-08-07,91.56999969482422
2024-08-08,91.69999694824219
2024-08-09,89.1500015258789
2024-08-12,86.19999694824219
2024-08-13,91.91999816894531
2024-08-14,91.62999725341797
2024-08-15,95.13999938964844
2024-08-16,94.97000122070312
2024-08-19,92.8499984741211
2024-08-20,90.97000122070312
2024-08-21,91.51000213623047
2024-08-22,91.44000244140625
2024-08-23,93.69999694824219
2024-08-26,94.5
2024-08-27,92.87000274658203
2024-08-28,92.38999938964844
2024-08-29,90.56999969482422
2024-08-30,91.66000366210938
2024-09-03,92.52999877929688
2024-09-04,92.41000366210938
2024-09-05,90.06999969482422
2024-09-06,87.5
2024-09-09,86.91000366210938
2024-09-10,85.12999725341797
2024-09-11,84.5199966430664
2024-09-12,84.19999694824219
2024-09-13,84.55999755859375
2024-09-16,85.12999725341797
2024-09-17,88.0999984741211
2024-09-18,88.0
2024-09-19,87.44000244140625
2024-09-20,85.01000213623047
2024-09-23,86.69999694824219
2024-09-24,91.9800033569336
2024-09-25,91.61000061035156
2024-09-26,100.77999877929688
2024-09-27,99.87000274658203
2024-09-30,99.69000244140625
2024-10-01,97.23999786376953
2024-10-02,97.12000274658203
2024-10-03,95.41000366210938
2024-10-04,95.86000061035156
2024-10-07,96.04000091552734
2024-10-08,93.91000366210938
2024-10-09,93.69999694824219
2024-10-10,94.94000244140625
2024-10-11,96.0999984741211
2024-10-14,94.44000244140625
2024-10-15,91.43000030517578
2024-10-16,90.8499984741211
2024-10-17,90.94000244140625
2024-10-18,90.04000091552734
2024-10-21,89.26000213623047
2024-10-22,87.58999633789062
2024-10-23,87.79000091552734
2024-10-24,88.62999725341797
2024-10-25,87.25
2024-10-28,88.72000122070312
2024-10-29,88.75
2024-10-30,87.1500015258789
2024-10-31,68.94000244140625
2024-11-01,66.58000183105469
2024-11-04,66.44999694824219
2024-11-05,65.86000061035156
2024-11-06,63.279998779296875
2024-11-07,66.30999755859375
2024-11-08,63.900001525878906
2024-11-11,64.58999633789062
2024-11-12,62.7400016784668
2024-11-13,62.86000061035156
2024-11-14,64.83000183105469
2024-11-15,63.75
2024-11-18,64.56999969482422
2024-11-19,64.79000091552734
2024-11-20,65.33000183105469
2024-11-21,66.83999633789062
