Date,MSCI
2022-07-19,426.1000061035156
2022-07-20,434.32000732421875
2022-07-21,447.4700012207031
2022-07-22,439.8999938964844
2022-07-25,438.4700012207031
2022-07-26,442.8900146484375
2022-07-27,452.9700012207031
2022-07-28,474.2900085449219
2022-07-29,481.3399963378906
2022-08-01,476.8599853515625
2022-08-02,477.69000244140625
2022-08-03,496.3299865722656
2022-08-04,496.760009765625
2022-08-05,496.17999267578125
2022-08-08,500.82000732421875
2022-08-09,494.92999267578125
2022-08-10,512.1199951171875
2022-08-11,501.1199951171875
2022-08-12,506.7099914550781
2022-08-15,508.6300048828125
2022-08-16,503.6199951171875
2022-08-17,502.489990234375
2022-08-18,499.9800109863281
2022-08-19,478.489990234375
2022-08-22,472.8800048828125
2022-08-23,467.5
2022-08-24,467.8900146484375
2022-08-25,475.7799987792969
2022-08-26,456.4200134277344
2022-08-29,456.0
2022-08-30,453.0400085449219
2022-08-31,449.239990234375
2022-09-01,456.9100036621094
2022-09-02,451.95001220703125
2022-09-06,457.67999267578125
2022-09-07,474.29998779296875
2022-09-08,482.8999938964844
2022-09-09,491.260009765625
2022-09-12,496.57000732421875
2022-09-13,471.7699890136719
2022-09-14,469.1099853515625
2022-09-15,456.19000244140625
2022-09-16,456.67999267578125
2022-09-19,451.3800048828125
2022-09-20,447.7699890136719
2022-09-21,439.57000732421875
2022-09-22,427.0899963378906
2022-09-23,422.3299865722656
2022-09-26,420.760009765625
2022-09-27,416.8999938964844
2022-09-28,429.1400146484375
2022-09-29,423.2200012207031
2022-09-30,421.7900085449219
2022-10-03,431.5799865722656
2022-10-04,450.8599853515625
2022-10-05,447.4800109863281
2022-10-06,436.6499938964844
2022-10-07,419.8399963378906
2022-10-10,406.9200134277344
2022-10-11,399.3500061035156
2022-10-12,401.6499938964844
2022-10-13,406.0799865722656
2022-10-14,388.7200012207031
2022-10-17,402.9599914550781
2022-10-18,408.55999755859375
2022-10-19,398.7900085449219
2022-10-20,393.6600036621094
2022-10-21,401.4800109863281
2022-10-24,412.1499938964844
2022-10-25,448.4200134277344
2022-10-26,451.6000061035156
2022-10-27,455.2200012207031
2022-10-28,474.2699890136719
2022-10-31,468.8599853515625
2022-11-01,470.0799865722656
2022-11-02,453.739990234375
2022-11-03,451.1499938964844
2022-11-04,460.9100036621094
2022-11-07,462.19000244140625
2022-11-08,467.8999938964844
2022-11-09,465.1300048828125
2022-11-10,509.70001220703125
2022-11-11,512.3699951171875
2022-11-14,492.239990234375
2022-11-15,503.0199890136719
2022-11-16,507.2099914550781
2022-11-17,491.0899963378906
2022-11-18,490.30999755859375
2022-11-21,493.3699951171875
2022-11-22,502.6700134277344
2022-11-23,508.75
2022-11-25,512.260009765625
2022-11-28,495.9599914550781
2022-11-29,486.32000732421875
2022-11-30,507.8299865722656
2022-12-01,521.3900146484375
2022-12-02,518.8300170898438
2022-12-05,504.489990234375
2022-12-06,499.8999938964844
2022-12-07,500.3999938964844
2022-12-08,499.9800109863281
2022-12-09,492.54998779296875
2022-12-12,497.2699890136719
2022-12-13,512.02001953125
2022-12-14,498.4800109863281
2022-12-15,476.67999267578125
2022-12-16,471.5899963378906
2022-12-19,461.94000244140625
2022-12-20,458.0
2022-12-21,472.3599853515625
2022-12-22,462.32000732421875
2022-12-23,463.82000732421875
2022-12-27,460.42999267578125
2022-12-28,454.44000244140625
2022-12-29,471.9200134277344
2022-12-30,465.1700134277344
2023-01-03,461.1600036621094
2023-01-04,474.1199951171875
2023-01-05,459.1199951171875
2023-01-06,469.010009765625
2023-01-09,480.5400085449219
2023-01-10,488.0799865722656
2023-01-11,504.1199951171875
2023-01-12,504.04998779296875
2023-01-13,505.239990234375
2023-01-17,510.2799987792969
2023-01-18,506.3399963378906
2023-01-19,495.7900085449219
2023-01-20,511.760009765625
2023-01-23,514.97998046875
2023-01-24,519.8400268554688
2023-01-25,508.6400146484375
2023-01-26,515.2100219726562
2023-01-27,519.9199829101562
2023-01-30,506.55999755859375
2023-01-31,531.5599975585938
2023-02-01,554.52001953125
2023-02-02,568.4400024414062
2023-02-03,567.4299926757812
2023-02-06,553.4000244140625
2023-02-07,560.4000244140625
2023-02-08,556.9000244140625
2023-02-09,555.5900268554688
2023-02-10,549.3300170898438
2023-02-13,562.0999755859375
2023-02-14,561.8200073242188
2023-02-15,567.0599975585938
2023-02-16,552.989990234375
2023-02-17,544.8300170898438
2023-02-21,524.8200073242188
2023-02-22,524.0499877929688
2023-02-23,527.780029296875
2023-02-24,518.1599731445312
2023-02-27,525.7899780273438
2023-02-28,522.1500244140625
2023-03-01,515.4500122070312
2023-03-02,517.2899780273438
2023-03-03,536.6699829101562
2023-03-06,542.9099731445312
2023-03-07,533.97998046875
2023-03-08,535.8499755859375
2023-03-09,535.0399780273438
2023-03-10,522.27001953125
2023-03-13,528.280029296875
2023-03-14,548.25
2023-03-15,536.77001953125
2023-03-16,546.5700073242188
2023-03-17,537.0900268554688
2023-03-20,544.3300170898438
2023-03-21,554.3300170898438
2023-03-22,547.1799926757812
2023-03-23,546.9600219726562
2023-03-24,543.0999755859375
2023-03-27,540.3499755859375
2023-03-28,542.9000244140625
2023-03-29,550.9299926757812
2023-03-30,548.719970703125
2023-03-31,559.6900024414062
2023-04-03,557.3699951171875
2023-04-04,550.3800048828125
2023-04-05,538.3699951171875
2023-04-06,533.6500244140625
2023-04-10,528.4400024414062
2023-04-11,529.6699829101562
2023-04-12,530.8300170898438
2023-04-13,542.6099853515625
2023-04-14,540.030029296875
2023-04-17,537.5700073242188
2023-04-18,544.4600219726562
2023-04-19,545.47998046875
2023-04-20,546.5800170898438
2023-04-21,544.5999755859375
2023-04-24,544.6099853515625
2023-04-25,471.1499938964844
2023-04-26,458.2200012207031
2023-04-27,464.2900085449219
2023-04-28,482.45001220703125
2023-05-01,483.0299987792969
2023-05-02,468.489990234375
2023-05-03,465.7699890136719
2023-05-04,461.54998779296875
2023-05-05,473.6499938964844
2023-05-08,472.8800048828125
2023-05-09,472.8699951171875
2023-05-10,476.07000732421875
2023-05-11,470.3999938964844
2023-05-12,469.6300048828125
2023-05-15,463.55999755859375
2023-05-16,456.9800109863281
2023-05-17,461.2699890136719
2023-05-18,472.25
2023-05-19,469.8399963378906
2023-05-22,472.4200134277344
2023-05-23,460.1000061035156
2023-05-24,457.19000244140625
2023-05-25,466.510009765625
2023-05-26,475.8299865722656
2023-05-30,471.4100036621094
2023-05-31,470.5299987792969
2023-06-01,466.9700012207031
2023-06-02,478.760009765625
2023-06-05,480.80999755859375
2023-06-06,477.239990234375
2023-06-07,472.489990234375
2023-06-08,480.8699951171875
2023-06-09,473.8500061035156
2023-06-12,474.17999267578125
2023-06-13,479.989990234375
2023-06-14,486.20001220703125
2023-06-15,487.54998779296875
2023-06-16,477.7300109863281
2023-06-20,473.7799987792969
2023-06-21,474.6499938964844
2023-06-22,467.20001220703125
2023-06-23,465.1499938964844
2023-06-26,463.25
2023-06-27,465.0799865722656
2023-06-28,463.32000732421875
2023-06-29,462.07000732421875
2023-06-30,469.2900085449219
2023-07-03,472.82000732421875
2023-07-05,473.32000732421875
2023-07-06,469.4599914550781
2023-07-07,471.75
2023-07-10,480.6300048828125
2023-07-11,486.6499938964844
2023-07-12,497.75
2023-07-13,497.7799987792969
2023-07-14,497.17999267578125
2023-07-17,499.25
2023-07-18,502.8299865722656
2023-07-19,507.94000244140625
2023-07-20,509.6600036621094
2023-07-21,511.4200134277344
2023-07-24,502.75
2023-07-25,548.2000122070312
2023-07-26,557.25
2023-07-27,553.5999755859375
2023-07-28,550.280029296875
2023-07-31,548.0800170898438
2023-08-01,545.9400024414062
2023-08-02,545.25
2023-08-03,543.780029296875
2023-08-04,542.260009765625
2023-08-07,551.5
2023-08-08,548.0700073242188
2023-08-09,546.2000122070312
2023-08-10,546.8599853515625
2023-08-11,548.989990234375
2023-08-14,547.280029296875
2023-08-15,533.8200073242188
2023-08-16,529.6300048828125
2023-08-17,520.75
2023-08-18,520.1699829101562
2023-08-21,524.739990234375
2023-08-22,527.9099731445312
2023-08-23,535.8499755859375
2023-08-24,532.4600219726562
2023-08-25,531.1500244140625
2023-08-28,532.1500244140625
2023-08-29,538.6099853515625
2023-08-30,544.1300048828125
2023-08-31,543.6199951171875
2023-09-01,541.3900146484375
2023-09-05,541.1599731445312
2023-09-06,541.8400268554688
2023-09-07,546.489990234375
2023-09-08,533.7899780273438
2023-09-11,536.1599731445312
2023-09-12,525.969970703125
2023-09-13,535.25
2023-09-14,538.6900024414062
2023-09-15,530.0800170898438
2023-09-18,533.0900268554688
2023-09-19,538.0499877929688
2023-09-20,535.0399780273438
2023-09-21,515.4199829101562
2023-09-22,513.1599731445312
2023-09-25,516.9000244140625
2023-09-26,516.260009765625
2023-09-27,511.94000244140625
2023-09-28,521.5
2023-09-29,513.0800170898438
2023-10-02,506.989990234375
2023-10-03,495.4599914550781
2023-10-04,501.5899963378906
2023-10-05,498.1300048828125
2023-10-06,513.3400268554688
2023-10-09,515.3699951171875
2023-10-10,520.780029296875
2023-10-11,523.1699829101562
2023-10-12,520.0900268554688
2023-10-13,510.55999755859375
2023-10-16,515.4600219726562
2023-10-17,515.7999877929688
2023-10-18,505.989990234375
2023-10-19,497.2699890136719
2023-10-20,489.739990234375
2023-10-23,487.5899963378906
2023-10-24,488.04998779296875
2023-10-25,479.6300048828125
2023-10-26,481.54998779296875
2023-10-27,476.19000244140625
2023-10-30,481.989990234375
2023-10-31,471.54998779296875
2023-11-01,471.8500061035156
2023-11-02,487.0199890136719
2023-11-03,497.760009765625
2023-11-06,496.55999755859375
2023-11-07,497.29998779296875
2023-11-08,504.9800109863281
2023-11-09,506.2200012207031
2023-11-10,514.260009765625
2023-11-13,503.7900085449219
2023-11-14,518.0499877929688
2023-11-15,521.75
2023-11-16,524.27001953125
2023-11-17,521.4199829101562
2023-11-20,522.2100219726562
2023-11-21,524.8900146484375
2023-11-22,523.969970703125
2023-11-24,528.3499755859375
2023-11-27,525.3499755859375
2023-11-28,523.8400268554688
2023-11-29,526.5700073242188
2023-11-30,520.8499755859375
2023-12-01,527.7000122070312
2023-12-04,525.489990234375
2023-12-05,523.4299926757812
2023-12-06,515.1099853515625
2023-12-07,508.44000244140625
2023-12-08,506.67999267578125
2023-12-11,516.6099853515625
2023-12-12,526.02001953125
2023-12-13,546.3699951171875
2023-12-14,542.1099853515625
2023-12-15,531.5800170898438
2023-12-18,532.8599853515625
2023-12-19,542.530029296875
2023-12-20,540.1799926757812
2023-12-21,553.02001953125
2023-12-22,562.280029296875
2023-12-26,561.27001953125
2023-12-27,565.6199951171875
2023-12-28,570.5999755859375
2023-12-29,565.6500244140625
2024-01-02,555.7999877929688
2024-01-03,549.8699951171875
2024-01-04,559.719970703125
2024-01-05,538.0499877929688
2024-01-08,543.1500244140625
2024-01-09,539.75
2024-01-10,546.6599731445312
2024-01-11,550.280029296875
2024-01-12,545.4600219726562
2024-01-16,542.469970703125
2024-01-17,538.1599731445312
2024-01-18,546.4600219726562
2024-01-19,553.9299926757812
2024-01-22,566.219970703125
2024-01-23,563.7999877929688
2024-01-24,558.4600219726562
2024-01-25,554.77001953125
2024-01-26,549.2899780273438
2024-01-29,550.9500122070312
2024-01-30,602.239990234375
2024-01-31,598.6199951171875
2024-02-01,604.2999877929688
2024-02-02,593.0599975585938
2024-02-05,583.3900146484375
2024-02-06,582.0
2024-02-07,590.6300048828125
2024-02-08,585.5
2024-02-09,592.4199829101562
2024-02-12,590.1900024414062
2024-02-13,575.6099853515625
2024-02-14,572.7999877929688
2024-02-15,575.719970703125
2024-02-16,568.75
2024-02-20,556.5599975585938
2024-02-21,555.6500244140625
2024-02-22,565.469970703125
2024-02-23,568.969970703125
2024-02-26,567.9299926757812
2024-02-27,557.8400268554688
2024-02-28,567.9099731445312
2024-02-29,560.969970703125
2024-03-01,565.47998046875
2024-03-04,558.3699951171875
2024-03-05,550.3499755859375
2024-03-06,549.530029296875
2024-03-07,550.1699829101562
2024-03-08,551.5
2024-03-11,564.2999877929688
2024-03-12,565.7999877929688
2024-03-13,557.52001953125
2024-03-14,553.0700073242188
2024-03-15,544.739990234375
2024-03-18,550.3900146484375
2024-03-19,564.3300170898438
2024-03-20,559.1400146484375
2024-03-21,563.780029296875
2024-03-22,553.1099853515625
2024-03-25,551.3400268554688
2024-03-26,551.6799926757812
2024-03-27,557.0
2024-03-28,560.4500122070312
2024-04-01,554.8300170898438
2024-04-02,542.2899780273438
2024-04-03,540.0
2024-04-04,533.5800170898438
2024-04-05,542.3900146484375
2024-04-08,549.0599975585938
2024-04-09,554.719970703125
2024-04-10,533.0499877929688
2024-04-11,534.489990234375
2024-04-12,526.6199951171875
2024-04-15,513.0599975585938
2024-04-16,513.4299926757812
2024-04-17,511.8299865722656
2024-04-18,505.760009765625
2024-04-19,510.07000732421875
2024-04-22,515.1699829101562
2024-04-23,446.0
2024-04-24,464.6499938964844
2024-04-25,464.489990234375
2024-04-26,477.7799987792969
2024-04-29,476.9800109863281
2024-04-30,465.7900085449219
2024-05-01,470.0299987792969
2024-05-02,467.70001220703125
2024-05-03,467.0400085449219
2024-05-06,475.489990234375
2024-05-07,471.3999938964844
2024-05-08,470.75
2024-05-09,482.5
2024-05-10,485.1600036621094
2024-05-13,485.57000732421875
2024-05-14,488.1099853515625
2024-05-15,490.05999755859375
2024-05-16,497.510009765625
2024-05-17,505.3299865722656
2024-05-20,512.260009765625
2024-05-21,505.5299987792969
2024-05-22,503.8299865722656
2024-05-23,490.3999938964844
2024-05-24,493.0
2024-05-28,495.70001220703125
2024-05-29,489.739990234375
2024-05-30,489.5199890136719
2024-05-31,495.17999267578125
2024-06-03,490.5
2024-06-04,493.19000244140625
2024-06-05,498.30999755859375
2024-06-06,493.0899963378906
2024-06-07,491.69000244140625
2024-06-10,484.010009765625
2024-06-11,484.4800109863281
2024-06-12,487.94000244140625
2024-06-13,484.2799987792969
2024-06-14,480.5299987792969
2024-06-17,484.7799987792969
2024-06-18,476.5199890136719
2024-06-20,482.7900085449219
2024-06-21,486.32000732421875
2024-06-24,489.1600036621094
2024-06-25,488.7900085449219
2024-06-26,486.9100036621094
2024-06-27,486.80999755859375
2024-06-28,481.75
2024-07-01,479.30999755859375
2024-07-02,491.4200134277344
2024-07-03,491.010009765625
2024-07-05,495.239990234375
2024-07-08,492.260009765625
2024-07-09,489.07000732421875
2024-07-10,489.0
2024-07-11,493.6499938964844
2024-07-12,502.0
2024-07-15,501.5
2024-07-16,508.0
2024-07-17,504.0
2024-07-18,498.54998779296875
2024-07-19,495.8900146484375
2024-07-22,506.0199890136719
2024-07-23,546.010009765625
2024-07-24,534.2000122070312
2024-07-25,538.2100219726562
2024-07-26,540.5499877929688
2024-07-29,542.6300048828125
2024-07-30,546.260009765625
2024-07-31,540.760009765625
2024-08-01,547.9000244140625
2024-08-02,539.8499755859375
2024-08-05,517.4299926757812
2024-08-06,526.1099853515625
2024-08-07,524.3900146484375
2024-08-08,530.739990234375
2024-08-09,533.8300170898438
2024-08-12,532.4099731445312
2024-08-13,546.4500122070312
2024-08-14,554.3300170898438
2024-08-15,563.1400146484375
2024-08-16,561.6599731445312
2024-08-19,560.530029296875
2024-08-20,563.0
2024-08-21,561.6400146484375
2024-08-22,564.72998046875
2024-08-23,571.1900024414062
2024-08-26,575.6300048828125
2024-08-27,584.9099731445312
2024-08-28,580.1500244140625
2024-08-29,582.0900268554688
2024-08-30,580.5900268554688
2024-09-03,573.469970703125
2024-09-04,572.9400024414062
2024-09-05,570.6599731445312
2024-09-06,559.8499755859375
2024-09-09,558.3400268554688
2024-09-10,562.3499755859375
2024-09-11,562.0
2024-09-12,559.75
2024-09-13,561.9299926757812
2024-09-16,566.6599731445312
2024-09-17,556.3800048828125
2024-09-18,551.5700073242188
2024-09-19,555.3099975585938
2024-09-20,551.4099731445312
2024-09-23,560.1599731445312
2024-09-24,560.75
2024-09-25,562.3699951171875
2024-09-26,567.27001953125
2024-09-27,576.1500244140625
2024-09-30,582.9299926757812
2024-10-01,575.75
2024-10-02,590.3699951171875
2024-10-03,588.3099975585938
2024-10-04,589.719970703125
2024-10-07,584.489990234375
2024-10-08,596.8300170898438
2024-10-09,604.4299926757812
2024-10-10,599.4299926757812
2024-10-11,605.5900268554688
2024-10-14,607.3599853515625
2024-10-15,613.2999877929688
2024-10-16,607.510009765625
2024-10-17,605.8099975585938
2024-10-18,608.02001953125
2024-10-21,603.8099975585938
2024-10-22,604.0800170898438
2024-10-23,596.3800048828125
2024-10-24,590.25
2024-10-25,588.719970703125
2024-10-28,595.27001953125
2024-10-29,578.9299926757812
2024-10-30,569.0900268554688
2024-10-31,571.2000122070312
2024-11-01,577.9500122070312
2024-11-04,589.3400268554688
2024-11-05,588.3200073242188
2024-11-06,574.8200073242188
2024-11-07,575.6599731445312
2024-11-08,594.0
2024-11-11,597.25
2024-11-12,602.6400146484375
2024-11-13,610.530029296875
2024-11-14,606.1400146484375
2024-11-15,593.8599853515625
2024-11-18,593.1199951171875
2024-11-19,597.1300048828125
2024-11-20,582.0
2024-11-21,581.3400268554688
