Date,DD
2022-02-28,77.37000274658203
2022-03-01,75.62000274658203
2022-03-02,77.0999984741211
2022-03-03,76.88999938964844
2022-03-04,74.38999938964844
2022-03-07,69.06999969482422
2022-03-08,68.80999755859375
2022-03-09,72.48999786376953
2022-03-10,72.08000183105469
2022-03-11,72.48999786376953
2022-03-14,71.73999786376953
2022-03-15,71.87000274658203
2022-03-16,74.23999786376953
2022-03-17,75.80999755859375
2022-03-18,76.70999908447266
2022-03-21,76.75
2022-03-22,77.02999877929688
2022-03-23,75.94000244140625
2022-03-24,76.30000305175781
2022-03-25,77.08999633789062
2022-03-28,76.33999633789062
2022-03-29,78.0
2022-03-30,76.54000091552734
2022-03-31,73.58000183105469
2022-04-01,74.75
2022-04-04,74.87999725341797
2022-04-05,73.0
2022-04-06,70.18000030517578
2022-04-07,69.70999908447266
2022-04-08,68.83999633789062
2022-04-11,68.4800033569336
2022-04-12,68.45999908447266
2022-04-13,68.97000122070312
2022-04-14,68.69999694824219
2022-04-18,68.5999984741211
2022-04-19,69.2699966430664
2022-04-20,70.55999755859375
2022-04-21,69.66999816894531
2022-04-22,67.29000091552734
2022-04-25,67.80000305175781
2022-04-26,66.16999816894531
2022-04-27,66.19000244140625
2022-04-28,67.58000183105469
2022-04-29,65.93000030517578
2022-05-02,65.9000015258789
2022-05-03,66.37999725341797
2022-05-04,68.77999877929688
2022-05-05,66.13999938964844
2022-05-06,65.41999816894531
2022-05-09,64.33000183105469
2022-05-10,63.31999969482422
2022-05-11,63.380001068115234
2022-05-12,63.25
2022-05-13,64.13999938964844
2022-05-16,64.12999725341797
2022-05-17,66.41000366210938
2022-05-18,64.27999877929688
2022-05-19,64.31999969482422
2022-05-20,63.849998474121094
2022-05-23,65.47000122070312
2022-05-24,64.63999938964844
2022-05-25,65.41000366210938
2022-05-26,67.37000274658203
2022-05-27,68.36000061035156
2022-05-31,67.8499984741211
2022-06-01,67.41999816894531
2022-06-02,68.81999969482422
2022-06-03,66.91999816894531
2022-06-06,67.66999816894531
2022-06-07,67.97000122070312
2022-06-08,67.63999938964844
2022-06-09,66.12000274658203
2022-06-10,63.529998779296875
2022-06-13,60.869998931884766
2022-06-14,60.369998931884766
2022-06-15,60.349998474121094
2022-06-16,56.779998779296875
2022-06-17,56.290000915527344
2022-06-21,56.86000061035156
2022-06-22,55.90999984741211
2022-06-23,55.349998474121094
2022-06-24,58.54999923706055
2022-06-27,57.56999969482422
2022-06-28,57.33000183105469
2022-06-29,56.33000183105469
2022-06-30,55.58000183105469
2022-07-01,54.75
2022-07-05,54.18000030517578
2022-07-06,54.97999954223633
2022-07-07,56.36000061035156
2022-07-08,55.439998626708984
2022-07-11,54.88999938964844
2022-07-12,55.540000915527344
2022-07-13,54.86000061035156
2022-07-14,53.4900016784668
2022-07-15,54.599998474121094
2022-07-18,54.36000061035156
2022-07-19,56.560001373291016
2022-07-20,57.11000061035156
2022-07-21,57.7400016784668
2022-07-22,57.2599983215332
2022-07-25,58.029998779296875
2022-07-26,57.68000030517578
2022-07-27,59.43000030517578
2022-07-28,60.130001068115234
2022-07-29,61.22999954223633
2022-08-01,60.20000076293945
2022-08-02,58.56999969482422
2022-08-03,58.150001525878906
2022-08-04,58.56999969482422
2022-08-05,58.880001068115234
2022-08-08,59.33000183105469
2022-08-09,58.63999938964844
2022-08-10,60.7400016784668
2022-08-11,62.18000030517578
2022-08-12,62.70000076293945
2022-08-15,62.70000076293945
2022-08-16,62.68000030517578
2022-08-17,61.95000076293945
2022-08-18,61.95000076293945
2022-08-19,60.47999954223633
2022-08-22,58.2599983215332
2022-08-23,59.369998931884766
2022-08-24,59.34000015258789
2022-08-25,60.59000015258789
2022-08-26,57.81999969482422
2022-08-29,57.939998626708984
2022-08-30,57.099998474121094
2022-08-31,55.63999938964844
2022-09-01,55.22999954223633
2022-09-02,54.7599983215332
2022-09-06,54.25
2022-09-07,56.2599983215332
2022-09-08,57.43000030517578
2022-09-09,58.38999938964844
2022-09-12,59.54999923706055
2022-09-13,56.650001525878906
2022-09-14,55.810001373291016
2022-09-15,55.130001068115234
2022-09-16,53.97999954223633
2022-09-19,55.33000183105469
2022-09-20,54.25
2022-09-21,53.150001525878906
2022-09-22,52.4900016784668
2022-09-23,50.7400016784668
2022-09-26,50.04999923706055
2022-09-27,50.09000015258789
2022-09-28,51.25
2022-09-29,50.650001525878906
2022-09-30,50.400001525878906
2022-10-03,52.43000030517578
2022-10-04,54.720001220703125
2022-10-05,54.459999084472656
2022-10-06,53.18000030517578
2022-10-07,52.36000061035156
2022-10-10,51.72999954223633
2022-10-11,51.79999923706055
2022-10-12,51.58000183105469
2022-10-13,53.310001373291016
2022-10-14,52.099998474121094
2022-10-17,53.220001220703125
2022-10-18,55.16999816894531
2022-10-19,54.099998474121094
2022-10-20,53.7599983215332
2022-10-21,55.58000183105469
2022-10-24,56.0099983215332
2022-10-25,56.959999084472656
2022-10-26,57.09000015258789
2022-10-27,56.77000045776367
2022-10-28,57.560001373291016
2022-10-31,57.20000076293945
2022-11-01,58.70000076293945
2022-11-02,60.540000915527344
2022-11-03,59.61000061035156
2022-11-04,61.93000030517578
2022-11-07,61.7400016784668
2022-11-08,66.27999877929688
2022-11-09,67.02999877929688
2022-11-10,69.6500015258789
2022-11-11,70.80999755859375
