Date,APD
2022-07-13,227.99000549316406
2022-07-14,221.97999572753906
2022-07-15,225.1999969482422
2022-07-18,223.55999755859375
2022-07-19,230.0
2022-07-20,231.6300048828125
2022-07-21,234.58999633789062
2022-07-22,234.55999755859375
2022-07-25,235.2100067138672
2022-07-26,234.6300048828125
2022-07-27,237.88999938964844
2022-07-28,244.22999572753906
2022-07-29,248.22999572753906
2022-08-01,247.25
2022-08-02,244.1199951171875
2022-08-03,245.7100067138672
2022-08-04,257.7300109863281
2022-08-05,262.6400146484375
2022-08-08,261.7699890136719
2022-08-09,258.760009765625
2022-08-10,265.6300048828125
2022-08-11,264.80999755859375
2022-08-12,270.8800048828125
2022-08-15,274.1099853515625
2022-08-16,273.5400085449219
2022-08-17,268.0
2022-08-18,267.6000061035156
2022-08-19,263.70001220703125
2022-08-22,260.9100036621094
2022-08-23,261.32000732421875
2022-08-24,262.7200012207031
2022-08-25,266.5899963378906
2022-08-26,262.2300109863281
2022-08-29,260.70001220703125
2022-08-30,255.85000610351562
2022-08-31,252.4499969482422
2022-09-01,250.0
2022-09-02,246.52999877929688
2022-09-06,246.1699981689453
2022-09-07,253.77999877929688
2022-09-08,253.8300018310547
2022-09-09,256.9700012207031
2022-09-12,263.5
2022-09-13,256.0799865722656
2022-09-14,255.17999267578125
2022-09-15,248.47000122070312
2022-09-16,247.36000061035156
2022-09-19,249.3800048828125
2022-09-20,244.88999938964844
2022-09-21,241.4600067138672
2022-09-22,238.52000427246094
2022-09-23,237.07000732421875
2022-09-26,231.5
2022-09-27,230.75999450683594
2022-09-28,234.97000122070312
2022-09-29,231.75999450683594
2022-09-30,232.72999572753906
2022-10-03,238.3300018310547
2022-10-04,247.9600067138672
2022-10-05,242.8000030517578
2022-10-06,238.58999633789062
2022-10-07,231.75
2022-10-10,232.44000244140625
2022-10-11,231.2100067138672
2022-10-12,229.32000732421875
2022-10-13,237.99000549316406
2022-10-14,232.52999877929688
2022-10-17,237.36000061035156
2022-10-18,242.3699951171875
2022-10-19,241.4499969482422
2022-10-20,238.32000732421875
2022-10-21,241.2899932861328
2022-10-24,243.9199981689453
2022-10-25,251.55999755859375
2022-10-26,252.02000427246094
2022-10-27,249.05999755859375
2022-10-28,254.44000244140625
2022-10-31,250.39999389648438
2022-11-01,252.1199951171875
2022-11-02,245.1699981689453
2022-11-03,264.0199890136719
2022-11-04,276.05999755859375
2022-11-07,277.6300048828125
2022-11-08,283.0
2022-11-09,280.1300048828125
2022-11-10,289.5899963378906
2022-11-11,288.4599914550781
2022-11-14,294.8900146484375
2022-11-15,294.5400085449219
2022-11-16,295.1199951171875
2022-11-17,293.29998779296875
2022-11-18,296.4800109863281
2022-11-21,296.4100036621094
2022-11-22,309.1600036621094
2022-11-23,308.1499938964844
2022-11-25,309.9100036621094
2022-11-28,304.4599914550781
2022-11-29,302.17999267578125
2022-11-30,310.1600036621094
2022-12-01,312.0400085449219
2022-12-02,318.44000244140625
2022-12-05,314.9700012207031
2022-12-06,312.1000061035156
2022-12-07,315.5799865722656
2022-12-08,319.8599853515625
2022-12-09,314.4100036621094
2022-12-12,319.510009765625
2022-12-13,325.25
2022-12-14,325.1199951171875
2022-12-15,316.239990234375
2022-12-16,316.4200134277344
2022-12-19,313.7200012207031
2022-12-20,312.5400085449219
2022-12-21,314.489990234375
2022-12-22,312.6000061035156
2022-12-23,312.0400085449219
2022-12-27,312.20001220703125
2022-12-28,309.6400146484375
2022-12-29,311.4100036621094
2022-12-30,308.260009765625
2023-01-03,306.57000732421875
2023-01-04,306.5899963378906
2023-01-05,301.82000732421875
2023-01-06,310.17999267578125
2023-01-09,311.6700134277344
2023-01-10,312.6700134277344
2023-01-11,312.7699890136719
2023-01-12,310.2099914550781
2023-01-13,311.3999938964844
2023-01-17,306.3800048828125
2023-01-18,302.8900146484375
2023-01-19,299.8900146484375
2023-01-20,304.3999938964844
2023-01-23,308.7200012207031
2023-01-24,313.3399963378906
2023-01-25,312.04998779296875
2023-01-26,316.6099853515625
2023-01-27,314.1499938964844
2023-01-30,313.8999938964844
2023-01-31,320.510009765625
2023-02-01,318.1300048828125
2023-02-02,295.5
2023-02-03,285.0199890136719
2023-02-06,283.0299987792969
2023-02-07,285.07000732421875
2023-02-08,287.239990234375
2023-02-09,286.8900146484375
2023-02-10,287.82000732421875
2023-02-13,286.70001220703125
2023-02-14,281.489990234375
2023-02-15,284.4599914550781
2023-02-16,280.7300109863281
2023-02-17,279.7099914550781
2023-02-21,277.510009765625
2023-02-22,278.2900085449219
2023-02-23,279.7200012207031
2023-02-24,280.9800109863281
2023-02-27,285.4200134277344
2023-02-28,285.9800109863281
2023-03-01,288.2799987792969
2023-03-02,292.0299987792969
2023-03-03,294.7799987792969
2023-03-06,293.1199951171875
2023-03-07,291.3900146484375
2023-03-08,290.0400085449219
2023-03-09,284.0799865722656
2023-03-10,281.2699890136719
2023-03-13,280.989990234375
2023-03-14,285.8999938964844
2023-03-15,277.0400085449219
2023-03-16,279.6499938964844
2023-03-17,274.739990234375
2023-03-20,279.2099914550781
2023-03-21,278.80999755859375
2023-03-22,275.3599853515625
2023-03-23,266.94000244140625
2023-03-24,267.6700134277344
2023-03-27,270.19000244140625
2023-03-28,273.5400085449219
2023-03-29,276.3299865722656
2023-03-30,279.7200012207031
2023-03-31,287.2099914550781
2023-04-03,289.0400085449219
2023-04-04,285.25
2023-04-05,283.8800048828125
2023-04-06,282.0
2023-04-10,283.42999267578125
2023-04-11,285.3299865722656
2023-04-12,287.1700134277344
2023-04-13,288.1400146484375
2023-04-14,286.2099914550781
2023-04-17,286.20001220703125
2023-04-18,287.7799987792969
2023-04-19,290.5
2023-04-20,292.4599914550781
2023-04-21,290.57000732421875
2023-04-24,293.29998779296875
2023-04-25,289.94000244140625
2023-04-26,285.67999267578125
2023-04-27,291.3800048828125
2023-04-28,294.3599853515625
2023-05-01,296.17999267578125
2023-05-02,292.6300048828125
2023-05-03,293.8900146484375
2023-05-04,291.07000732421875
2023-05-05,296.70001220703125
2023-05-08,295.5799865722656
2023-05-09,279.94000244140625
2023-05-10,280.95001220703125
2023-05-11,276.54998779296875
2023-05-12,278.0
2023-05-15,279.2900085449219
2023-05-16,275.5899963378906
2023-05-17,276.20001220703125
2023-05-18,275.45001220703125
2023-05-19,278.9100036621094
2023-05-22,275.0
2023-05-23,271.5
2023-05-24,270.8399963378906
2023-05-25,272.1199951171875
2023-05-26,273.8299865722656
2023-05-30,274.07000732421875
2023-05-31,269.1400146484375
2023-06-01,273.1700134277344
2023-06-02,281.0400085449219
2023-06-05,279.7799987792969
2023-06-06,278.5
2023-06-07,282.4200134277344
2023-06-08,283.3800048828125
2023-06-09,278.5899963378906
2023-06-12,278.92999267578125
2023-06-13,284.8500061035156
2023-06-14,288.8399963378906
2023-06-15,290.760009765625
2023-06-16,293.1700134277344
2023-06-20,289.29998779296875
2023-06-21,289.1400146484375
2023-06-22,288.010009765625
2023-06-23,286.260009765625
2023-06-26,286.3900146484375
2023-06-27,291.4100036621094
2023-06-28,291.32000732421875
2023-06-29,294.75
2023-06-30,299.5299987792969
2023-07-03,297.07000732421875
2023-07-05,287.9700012207031
2023-07-06,287.8399963378906
2023-07-07,286.8399963378906
2023-07-10,290.0199890136719
2023-07-11,288.6499938964844
2023-07-12,294.25
2023-07-13,298.95001220703125
2023-07-14,298.6300048828125
2023-07-17,299.2799987792969
2023-07-18,298.260009765625
2023-07-19,298.5899963378906
2023-07-20,301.3399963378906
2023-07-21,302.739990234375
2023-07-24,302.1000061035156
2023-07-25,305.8500061035156
2023-07-26,303.010009765625
2023-07-27,302.8900146484375
2023-07-28,303.42999267578125
2023-07-31,305.3299865722656
2023-08-01,302.4100036621094
2023-08-02,299.32000732421875
2023-08-03,281.82000732421875
2023-08-04,284.42999267578125
2023-08-07,287.29998779296875
2023-08-08,283.5400085449219
2023-08-09,285.3999938964844
2023-08-10,286.30999755859375
2023-08-11,288.7900085449219
2023-08-14,290.7300109863281
2023-08-15,285.1400146484375
2023-08-16,285.9200134277344
2023-08-17,284.5
2023-08-18,284.82000732421875
2023-08-21,285.2099914550781
2023-08-22,285.07000732421875
2023-08-23,285.75
2023-08-24,286.6300048828125
2023-08-25,288.29998779296875
2023-08-28,289.8599853515625
2023-08-29,293.6600036621094
2023-08-30,295.5199890136719
2023-08-31,295.489990234375
2023-09-01,298.0199890136719
2023-09-05,292.70001220703125
2023-09-06,293.3500061035156
2023-09-07,292.1099853515625
2023-09-08,298.510009765625
2023-09-11,302.79998779296875
2023-09-12,302.1400146484375
2023-09-13,303.1300048828125
2023-09-14,306.1000061035156
2023-09-15,302.1099853515625
2023-09-18,299.5299987792969
2023-09-19,299.2300109863281
2023-09-20,294.82000732421875
2023-09-21,287.07000732421875
2023-09-22,286.6400146484375
2023-09-25,289.6099853515625
2023-09-26,286.70001220703125
2023-09-27,285.260009765625
2023-09-28,286.8699951171875
2023-09-29,283.3999938964844
2023-10-02,279.0799865722656
2023-10-03,281.7900085449219
2023-10-04,284.8800048828125
2023-10-05,279.8599853515625
2023-10-06,281.05999755859375
2023-10-09,284.2699890136719
2023-10-10,287.9100036621094
2023-10-11,290.8900146484375
2023-10-12,285.7900085449219
2023-10-13,285.4599914550781
2023-10-16,287.1199951171875
2023-10-17,290.8999938964844
2023-10-18,283.3800048828125
2023-10-19,280.6099853515625
2023-10-20,278.57000732421875
2023-10-23,274.6700134277344
2023-10-24,277.239990234375
2023-10-25,274.4800109863281
2023-10-26,277.6600036621094
2023-10-27,276.1499938964844
2023-10-30,280.70001220703125
2023-10-31,282.44000244140625
2023-11-01,283.4100036621094
2023-11-02,289.6199951171875
2023-11-03,293.20001220703125
2023-11-06,291.29998779296875
2023-11-07,254.4600067138672
2023-11-08,259.92999267578125
2023-11-09,263.989990234375
2023-11-10,265.4599914550781
2023-11-13,265.0299987792969
2023-11-14,268.4100036621094
2023-11-15,273.6199951171875
2023-11-16,273.6000061035156
2023-11-17,269.989990234375
2023-11-20,272.1499938964844
2023-11-21,276.3399963378906
2023-11-22,274.2699890136719
2023-11-24,274.5
2023-11-27,271.6700134277344
2023-11-28,268.3999938964844
2023-11-29,266.4800109863281
2023-11-30,270.54998779296875
2023-12-01,272.6400146484375
2023-12-04,270.1499938964844
2023-12-05,262.0199890136719
2023-12-06,261.2799987792969
2023-12-07,262.010009765625
2023-12-08,263.2699890136719
2023-12-11,264.55999755859375
2023-12-12,267.3399963378906
2023-12-13,269.32000732421875
2023-12-14,270.80999755859375
2023-12-15,270.8599853515625
2023-12-18,271.20001220703125
2023-12-19,272.5199890136719
2023-12-20,268.1499938964844
2023-12-21,271.739990234375
2023-12-22,272.8399963378906
2023-12-26,274.8699951171875
2023-12-27,275.69000244140625
2023-12-28,274.2300109863281
2023-12-29,273.79998779296875
2024-01-02,273.4700012207031
2024-01-03,270.8599853515625
2024-01-04,270.25
2024-01-05,270.1499938964844
2024-01-08,272.8399963378906
2024-01-09,268.0899963378906
2024-01-10,266.9599914550781
2024-01-11,264.5899963378906
2024-01-12,264.1300048828125
2024-01-16,260.45001220703125
2024-01-17,260.1400146484375
2024-01-18,260.0299987792969
2024-01-19,260.6400146484375
2024-01-22,260.92999267578125
2024-01-23,263.239990234375
2024-01-24,257.1600036621094
2024-01-25,263.6499938964844
2024-01-26,261.8999938964844
2024-01-29,261.1300048828125
2024-01-30,259.2799987792969
2024-01-31,255.7100067138672
2024-02-01,259.55999755859375
2024-02-02,258.1700134277344
2024-02-05,218.02000427246094
2024-02-06,218.0500030517578
2024-02-07,215.3800048828125
2024-02-08,219.91000366210938
2024-02-09,219.83999633789062
2024-02-12,222.58999633789062
2024-02-13,217.61000061035156
2024-02-14,217.00999450683594
2024-02-15,226.9499969482422
2024-02-16,226.85000610351562
2024-02-20,228.08999633789062
2024-02-21,228.10000610351562
2024-02-22,231.5
2024-02-23,232.7899932861328
2024-02-26,229.36000061035156
2024-02-27,231.72999572753906
2024-02-28,232.41000366210938
2024-02-29,234.0399932861328
2024-03-01,236.0
2024-03-04,238.41000366210938
2024-03-05,239.5800018310547
2024-03-06,243.10000610351562
2024-03-07,245.1699981689453
2024-03-08,241.61000061035156
2024-03-11,247.94000244140625
2024-03-12,244.8699951171875
2024-03-13,247.2899932861328
2024-03-14,245.13999938964844
2024-03-15,244.6300048828125
2024-03-18,245.61000061035156
2024-03-19,241.82000732421875
2024-03-20,238.9499969482422
2024-03-21,235.49000549316406
2024-03-22,236.7100067138672
2024-03-25,237.55999755859375
2024-03-26,237.8300018310547
2024-03-27,243.10000610351562
2024-03-28,242.27000427246094
2024-04-01,243.4199981689453
2024-04-02,239.83999633789062
2024-04-03,239.60000610351562
2024-04-04,237.11000061035156
2024-04-05,238.67999267578125
2024-04-08,237.6300048828125
2024-04-09,239.66000366210938
2024-04-10,235.91000366210938
2024-04-11,236.25
2024-04-12,231.52999877929688
2024-04-15,231.16000366210938
2024-04-16,227.75999450683594
2024-04-17,229.00999450683594
2024-04-18,233.02000427246094
2024-04-19,231.63999938964844
2024-04-22,234.36000061035156
2024-04-23,233.7100067138672
2024-04-24,234.67999267578125
2024-04-25,235.0800018310547
2024-04-26,236.0800018310547
2024-04-29,238.1199951171875
2024-04-30,236.33999633789062
2024-05-01,237.49000549316406
2024-05-02,243.69000244140625
2024-05-03,245.8699951171875
2024-05-06,247.60000610351562
2024-05-07,248.64999389648438
2024-05-08,246.27000427246094
2024-05-09,250.61000061035156
2024-05-10,250.5500030517578
2024-05-13,250.25999450683594
2024-05-14,248.55999755859375
2024-05-15,251.60000610351562
2024-05-16,257.0400085449219
2024-05-17,262.70001220703125
2024-05-20,266.2099914550781
2024-05-21,264.6600036621094
2024-05-22,264.6499938964844
2024-05-23,263.0
2024-05-24,264.6099853515625
2024-05-28,264.6300048828125
2024-05-29,260.2699890136719
2024-05-30,260.5
2024-05-31,266.70001220703125
2024-06-03,270.9100036621094
2024-06-04,270.29998779296875
2024-06-05,270.3299865722656
2024-06-06,269.7200012207031
2024-06-07,279.5299987792969
2024-06-10,282.30999755859375
2024-06-11,280.80999755859375
2024-06-12,283.04998779296875
2024-06-13,285.30999755859375
2024-06-14,275.1400146484375
2024-06-17,273.1099853515625
2024-06-18,274.70001220703125
2024-06-20,272.07000732421875
2024-06-21,272.9100036621094
2024-06-24,270.8999938964844
2024-06-25,267.0899963378906
2024-06-26,263.70001220703125
2024-06-27,263.07000732421875
2024-06-28,258.04998779296875
2024-07-01,247.33999633789062
2024-07-02,251.0
2024-07-03,253.0
2024-07-05,252.6699981689453
2024-07-08,254.89999389648438
2024-07-09,254.6999969482422
2024-07-10,255.66000366210938
2024-07-11,258.0
2024-07-12,261.30999755859375
2024-07-15,259.8399963378906
2024-07-16,267.5299987792969
2024-07-17,270.4700012207031
2024-07-18,266.5899963378906
2024-07-19,262.9100036621094
2024-07-22,248.5500030517578
2024-07-23,256.0
2024-07-24,260.20001220703125
2024-07-25,258.6400146484375
2024-07-26,260.9800109863281
2024-07-29,265.739990234375
2024-07-30,264.2300109863281
2024-07-31,263.8500061035156
2024-08-01,287.4700012207031
2024-08-02,281.739990234375
2024-08-05,278.4700012207031
2024-08-06,278.55999755859375
2024-08-07,277.44000244140625
2024-08-08,279.2099914550781
2024-08-09,278.2300109863281
2024-08-12,273.92999267578125
2024-08-13,276.54998779296875
2024-08-14,276.489990234375
2024-08-15,273.8800048828125
2024-08-16,276.0400085449219
2024-08-19,274.1700134277344
2024-08-20,273.4200134277344
2024-08-21,275.5199890136719
2024-08-22,274.42999267578125
2024-08-23,275.8599853515625
2024-08-26,278.760009765625
2024-08-27,277.9100036621094
2024-08-28,276.7900085449219
2024-08-29,277.1000061035156
2024-08-30,278.8500061035156
2024-09-03,275.19000244140625
2024-09-04,274.6700134277344
2024-09-05,273.54998779296875
2024-09-06,268.7099914550781
2024-09-09,273.82000732421875
2024-09-10,275.2300109863281
2024-09-11,277.7099914550781
2024-09-12,280.0199890136719
2024-09-13,284.1300048828125
2024-09-16,288.8699951171875
2024-09-17,291.1300048828125
2024-09-18,287.29998779296875
2024-09-19,287.7200012207031
2024-09-20,287.9800109863281
2024-09-23,292.04998779296875
2024-09-24,295.5899963378906
2024-09-25,295.7200012207031
2024-09-26,299.4599914550781
2024-09-27,300.3599853515625
2024-09-30,297.739990234375
2024-10-01,291.42999267578125
2024-10-02,290.0
2024-10-03,285.5799865722656
2024-10-04,285.5
2024-10-07,312.69000244140625
2024-10-08,310.3599853515625
2024-10-09,313.9700012207031
2024-10-10,314.6099853515625
2024-10-11,316.6600036621094
2024-10-14,320.3399963378906
2024-10-15,323.2300109863281
2024-10-16,326.70001220703125
2024-10-17,328.7699890136719
2024-10-18,332.1000061035156
2024-10-21,331.55999755859375
2024-10-22,330.3699951171875
2024-10-23,326.6199951171875
2024-10-24,322.1000061035156
2024-10-25,318.0199890136719
2024-10-28,318.260009765625
2024-10-29,315.29998779296875
2024-10-30,312.7699890136719
2024-10-31,310.5299987792969
2024-11-01,309.2099914550781
2024-11-04,306.0899963378906
2024-11-05,306.3699951171875
2024-11-06,306.7300109863281
2024-11-07,312.82000732421875
2024-11-08,312.989990234375
2024-11-11,313.9100036621094
2024-11-12,311.1199951171875
2024-11-13,312.8900146484375
2024-11-14,315.8800048828125
2024-11-15,317.1000061035156
2024-11-18,327.8900146484375
2024-11-19,328.0
2024-11-20,327.8500061035156
2024-11-21,328.8800048828125
