Date,URI
2022-02-28,321.6199951171875
2022-03-01,313.0400085449219
2022-03-02,326.30999755859375
2022-03-03,328.6400146484375
2022-03-04,316.510009765625
2022-03-07,298.239990234375
2022-03-08,310.67999267578125
2022-03-09,315.7900085449219
2022-03-10,321.25
2022-03-11,322.75
2022-03-14,320.260009765625
2022-03-15,328.3500061035156
2022-03-16,337.55999755859375
2022-03-17,346.7699890136719
2022-03-18,346.239990234375
2022-03-21,347.79998779296875
2022-03-22,356.3599853515625
2022-03-23,354.42999267578125
2022-03-24,358.9800109863281
2022-03-25,363.6700134277344
2022-03-28,363.3999938964844
2022-03-29,365.20001220703125
2022-03-30,359.19000244140625
2022-03-31,355.2099914550781
2022-04-01,354.0
2022-04-04,349.8999938964844
2022-04-05,342.2200012207031
2022-04-06,325.4700012207031
2022-04-07,320.9200134277344
2022-04-08,317.04998779296875
2022-04-11,316.0299987792969
2022-04-12,318.79998779296875
2022-04-13,324.75
2022-04-14,331.07000732421875
2022-04-18,339.54998779296875
2022-04-19,351.4800109863281
2022-04-20,353.0899963378906
2022-04-21,337.7200012207031
2022-04-22,314.6700134277344
2022-04-25,313.2799987792969
2022-04-26,302.260009765625
2022-04-27,309.6199951171875
2022-04-28,318.5
2022-04-29,316.5199890136719
2022-05-02,307.0299987792969
2022-05-03,312.45001220703125
2022-05-04,320.510009765625
2022-05-05,303.20001220703125
2022-05-06,295.4599914550781
2022-05-09,286.82000732421875
2022-05-10,293.69000244140625
2022-05-11,280.82000732421875
2022-05-12,283.0199890136719
2022-05-13,288.44000244140625
2022-05-16,282.92999267578125
2022-05-17,290.4599914550781
2022-05-18,273.3999938964844
2022-05-19,272.6099853515625
2022-05-20,269.9200134277344
2022-05-23,274.1499938964844
2022-05-24,267.739990234375
2022-05-25,275.82000732421875
2022-05-26,284.8399963378906
2022-05-27,297.4599914550781
2022-05-31,298.17999267578125
2022-06-01,293.5
2022-06-02,299.70001220703125
2022-06-03,301.25
2022-06-06,307.2699890136719
2022-06-07,312.67999267578125
2022-06-08,305.19000244140625
2022-06-09,298.3999938964844
2022-06-10,280.2200012207031
2022-06-13,265.05999755859375
2022-06-14,260.1199951171875
2022-06-15,265.9599914550781
2022-06-16,245.5399932861328
2022-06-17,239.69000244140625
2022-06-21,242.0800018310547
2022-06-22,241.35000610351562
2022-06-23,235.83999633789062
2022-06-24,248.2899932861328
2022-06-27,251.99000549316406
2022-06-28,247.99000549316406
2022-06-29,241.07000732421875
2022-06-30,242.91000366210938
2022-07-01,244.36000061035156
2022-07-05,244.99000549316406
2022-07-06,241.5800018310547
2022-07-07,251.08999633789062
2022-07-08,248.86000061035156
2022-07-11,249.3300018310547
2022-07-12,250.97999572753906
2022-07-13,251.0500030517578
2022-07-14,248.52999877929688
2022-07-15,251.83999633789062
2022-07-18,257.04998779296875
2022-07-19,270.510009765625
2022-07-20,275.6400146484375
2022-07-21,279.7900085449219
2022-07-22,274.2900085449219
2022-07-25,277.8299865722656
2022-07-26,276.2099914550781
2022-07-27,287.2300109863281
2022-07-28,304.8299865722656
2022-07-29,322.6700134277344
2022-08-01,319.67999267578125
2022-08-02,314.1000061035156
2022-08-03,317.6000061035156
2022-08-04,319.2099914550781
2022-08-05,323.42999267578125
2022-08-08,322.1400146484375
2022-08-09,319.8900146484375
2022-08-10,327.95001220703125
2022-08-11,332.2200012207031
2022-08-12,336.54998779296875
2022-08-15,337.5199890136719
2022-08-16,339.30999755859375
2022-08-17,331.3800048828125
2022-08-18,323.2300109863281
2022-08-19,316.69000244140625
2022-08-22,307.54998779296875
2022-08-23,307.010009765625
2022-08-24,308.0
2022-08-25,319.57000732421875
2022-08-26,306.4200134277344
2022-08-29,301.2300109863281
2022-08-30,292.9200134277344
2022-08-31,292.0400085449219
2022-09-01,288.69000244140625
2022-09-02,289.7099914550781
2022-09-06,292.0799865722656
2022-09-07,297.1099853515625
2022-09-08,304.92999267578125
2022-09-09,311.1400146484375
2022-09-12,313.3999938964844
2022-09-13,294.6700134277344
2022-09-14,290.0
2022-09-15,288.7099914550781
2022-09-16,286.0400085449219
2022-09-19,295.4200134277344
2022-09-20,289.760009765625
2022-09-21,282.8699951171875
2022-09-22,273.2699890136719
2022-09-23,263.3699951171875
2022-09-26,260.010009765625
2022-09-27,264.45001220703125
2022-09-28,277.0199890136719
2022-09-29,270.1499938964844
2022-09-30,270.1199951171875
2022-10-03,281.6099853515625
2022-10-04,294.260009765625
2022-10-05,293.8800048828125
2022-10-06,293.5799865722656
2022-10-07,284.5199890136719
2022-10-10,282.0199890136719
2022-10-11,277.760009765625
2022-10-12,276.5799865722656
2022-10-13,283.3500061035156
2022-10-14,277.0
2022-10-17,287.8399963378906
2022-10-18,295.3699951171875
2022-10-19,286.8500061035156
2022-10-20,275.3800048828125
2022-10-21,284.67999267578125
2022-10-24,290.7300109863281
2022-10-25,294.94000244140625
2022-10-26,296.2300109863281
2022-10-27,298.57000732421875
2022-10-28,309.5899963378906
2022-10-31,315.7099914550781
2022-11-01,321.20001220703125
2022-11-02,309.45001220703125
2022-11-03,316.3299865722656
2022-11-04,323.8699951171875
2022-11-07,322.989990234375
2022-11-08,327.8299865722656
2022-11-09,317.67999267578125
2022-11-10,344.9100036621094
2022-11-11,349.30999755859375
2022-11-14,358.1099853515625
2022-11-15,354.8900146484375
2022-11-16,347.20001220703125
2022-11-17,347.4200134277344
2022-11-18,345.70001220703125
2022-11-21,349.0899963378906
2022-11-22,356.239990234375
2022-11-23,358.44000244140625
2022-11-25,359.0299987792969
2022-11-28,347.5899963378906
2022-11-29,342.7300109863281
2022-11-30,353.0299987792969
2022-12-01,356.4200134277344
2022-12-02,356.57000732421875
2022-12-05,345.6700134277344
2022-12-06,347.2900085449219
2022-12-07,351.5199890136719
2022-12-08,361.6400146484375
2022-12-09,352.6300048828125
2022-12-12,360.45001220703125
2022-12-13,367.0199890136719
2022-12-14,368.1400146484375
2022-12-15,357.42999267578125
2022-12-16,353.510009765625
2022-12-19,351.25
2022-12-20,350.6099853515625
2022-12-21,359.8299865722656
2022-12-22,350.8800048828125
2022-12-23,355.2200012207031
2022-12-27,358.67999267578125
2022-12-28,351.8800048828125
2022-12-29,356.2099914550781
2022-12-30,355.4200134277344
2023-01-03,356.7099914550781
2023-01-04,366.010009765625
2023-01-05,364.0899963378906
2023-01-06,377.3399963378906
2023-01-09,376.0
2023-01-10,381.4700012207031
2023-01-11,383.9700012207031
2023-01-12,391.7699890136719
2023-01-13,392.239990234375
2023-01-17,388.8699951171875
2023-01-18,386.010009765625
2023-01-19,373.3299865722656
2023-01-20,383.6700134277344
2023-01-23,392.0299987792969
2023-01-24,393.79998779296875
2023-01-25,392.4800109863281
2023-01-26,431.4800109863281
2023-01-27,434.0899963378906
2023-01-30,429.0400085449219
2023-01-31,440.95001220703125
2023-02-01,454.8999938964844
2023-02-02,456.20001220703125
2023-02-03,455.07000732421875
2023-02-06,453.9599914550781
2023-02-07,455.8999938964844
2023-02-08,458.0400085449219
2023-02-09,450.0199890136719
2023-02-10,448.6499938964844
2023-02-13,459.5
2023-02-14,456.6300048828125
2023-02-15,470.6499938964844
2023-02-16,462.0199890136719
2023-02-17,461.25
2023-02-21,445.6199951171875
2023-02-22,442.0799865722656
2023-02-23,446.6199951171875
2023-02-24,450.42999267578125
2023-02-27,463.260009765625
2023-02-28,468.5299987792969
2023-03-01,467.79998779296875
2023-03-02,470.6000061035156
2023-03-03,479.57000732421875
2023-03-06,475.0199890136719
2023-03-07,475.760009765625
2023-03-08,477.3599853515625
2023-03-09,453.69000244140625
2023-03-10,429.2799987792969
