Date,ZBH
2023-01-05,126.08000183105469
2023-01-06,125.69999694824219
2023-01-09,126.05000305175781
2023-01-10,125.5
2023-01-11,124.31999969482422
2023-01-12,123.19999694824219
2023-01-13,123.37999725341797
2023-01-17,123.01000213623047
2023-01-18,122.08000183105469
2023-01-19,121.94999694824219
2023-01-20,124.08999633789062
2023-01-23,125.94000244140625
2023-01-24,125.4800033569336
2023-01-25,124.9000015258789
2023-01-26,125.5
2023-01-27,125.87999725341797
2023-01-30,125.83000183105469
2023-01-31,127.33999633789062
2023-02-01,127.80000305175781
2023-02-02,127.41000366210938
2023-02-03,129.4499969482422
2023-02-06,128.52000427246094
2023-02-07,130.94000244140625
2023-02-08,130.75999450683594
2023-02-09,128.2899932861328
2023-02-10,127.91000366210938
2023-02-13,128.0500030517578
2023-02-14,126.70999908447266
2023-02-15,126.51000213623047
2023-02-16,125.11000061035156
2023-02-17,125.97000122070312
2023-02-21,124.0
2023-02-22,123.62000274658203
2023-02-23,123.16999816894531
2023-02-24,122.69999694824219
2023-02-27,123.30000305175781
2023-02-28,123.87000274658203
2023-03-01,122.08000183105469
2023-03-02,122.98999786376953
2023-03-03,126.22000122070312
2023-03-06,124.62000274658203
2023-03-07,123.1500015258789
2023-03-08,121.91000366210938
2023-03-09,122.3499984741211
2023-03-10,123.52999877929688
2023-03-13,124.25
2023-03-14,126.62999725341797
2023-03-15,125.26000213623047
2023-03-16,125.43000030517578
2023-03-17,124.30999755859375
2023-03-20,126.33000183105469
2023-03-21,127.79000091552734
2023-03-22,125.38999938964844
2023-03-23,124.95999908447266
2023-03-24,126.04000091552734
2023-03-27,126.0
2023-03-28,126.13999938964844
2023-03-29,126.73999786376953
2023-03-30,126.76000213623047
2023-03-31,129.1999969482422
2023-04-03,128.0399932861328
2023-04-04,127.91999816894531
2023-04-05,128.58999633789062
2023-04-06,129.1699981689453
2023-04-10,128.14999389648438
2023-04-11,131.3800048828125
2023-04-12,131.58999633789062
2023-04-13,132.52000427246094
2023-04-14,132.3699951171875
2023-04-17,133.4600067138672
2023-04-18,134.32000732421875
2023-04-19,138.1199951171875
2023-04-20,138.35000610351562
2023-04-21,137.9199981689453
2023-04-24,138.13999938964844
2023-04-25,139.05999755859375
2023-04-26,139.0800018310547
2023-04-27,138.35000610351562
2023-04-28,138.44000244140625
2023-05-01,138.8300018310547
2023-05-02,143.00999450683594
2023-05-03,139.6199951171875
2023-05-04,136.6300048828125
2023-05-05,137.91000366210938
2023-05-08,137.44000244140625
2023-05-09,136.0500030517578
2023-05-10,137.4199981689453
2023-05-11,136.69000244140625
2023-05-12,136.75
2023-05-15,136.82000732421875
2023-05-16,134.83999633789062
2023-05-17,134.3300018310547
2023-05-18,135.02000427246094
2023-05-19,135.0
2023-05-22,135.27000427246094
2023-05-23,130.32000732421875
2023-05-24,128.6199951171875
2023-05-25,127.80000305175781
2023-05-26,127.6500015258789
2023-05-30,126.43000030517578
2023-05-31,127.33999633789062
2023-06-01,127.36000061035156
2023-06-02,129.80999755859375
2023-06-05,130.47000122070312
2023-06-06,130.27000427246094
2023-06-07,133.07000732421875
2023-06-08,135.2899932861328
2023-06-09,136.00999450683594
2023-06-12,135.5500030517578
2023-06-13,136.8300018310547
2023-06-14,142.00999450683594
2023-06-15,142.5800018310547
2023-06-16,144.10000610351562
2023-06-20,143.66000366210938
2023-06-21,142.88999938964844
2023-06-22,144.5800018310547
2023-06-23,143.99000549316406
2023-06-26,142.80999755859375
2023-06-27,144.80999755859375
2023-06-28,144.0
2023-06-29,145.14999389648438
2023-06-30,145.60000610351562
2023-07-03,142.50999450683594
2023-07-05,142.36000061035156
2023-07-06,141.1999969482422
2023-07-07,140.86000061035156
2023-07-10,142.50999450683594
2023-07-11,143.17999267578125
2023-07-12,142.64999389648438
2023-07-13,143.11000061035156
2023-07-14,142.3699951171875
2023-07-17,140.66000366210938
2023-07-18,140.86000061035156
2023-07-19,140.7899932861328
2023-07-20,142.72999572753906
2023-07-21,142.22999572753906
2023-07-24,140.8699951171875
2023-07-25,140.3000030517578
2023-07-26,141.82000732421875
2023-07-27,139.86000061035156
2023-07-28,139.33999633789062
2023-07-31,138.14999389648438
2023-08-01,132.27000427246094
2023-08-02,128.3800048828125
2023-08-03,125.79000091552734
2023-08-04,126.31999969482422
2023-08-07,125.62999725341797
2023-08-08,124.86000061035156
2023-08-09,125.20999908447266
2023-08-10,124.8499984741211
2023-08-11,123.93000030517578
2023-08-14,123.70999908447266
2023-08-15,122.5199966430664
2023-08-16,120.9800033569336
2023-08-17,119.44000244140625
2023-08-18,119.18000030517578
2023-08-21,120.3499984741211
2023-08-22,115.75
2023-08-23,114.8499984741211
2023-08-24,114.31999969482422
2023-08-25,115.23999786376953
2023-08-28,117.52999877929688
2023-08-29,119.2300033569336
2023-08-30,120.23999786376953
2023-08-31,119.12000274658203
2023-09-01,119.44999694824219
2023-09-05,117.80999755859375
2023-09-06,122.66999816894531
2023-09-07,120.51000213623047
2023-09-08,120.6500015258789
2023-09-11,122.44000244140625
2023-09-12,121.43000030517578
2023-09-13,120.62999725341797
2023-09-14,121.62000274658203
2023-09-15,121.30999755859375
2023-09-18,122.02999877929688
2023-09-19,121.61000061035156
2023-09-20,120.30999755859375
2023-09-21,117.80000305175781
2023-09-22,116.8499984741211
2023-09-25,117.3499984741211
2023-09-26,112.45999908447266
2023-09-27,110.76000213623047
2023-09-28,112.45999908447266
2023-09-29,112.22000122070312
2023-10-02,111.41999816894531
2023-10-03,110.31999969482422
2023-10-04,109.69000244140625
2023-10-05,109.30000305175781
2023-10-06,110.91000366210938
2023-10-09,110.69000244140625
2023-10-10,112.19000244140625
2023-10-11,105.3499984741211
2023-10-12,102.72000122070312
2023-10-13,104.30000305175781
2023-10-16,105.05000305175781
2023-10-17,106.58999633789062
2023-10-18,106.19000244140625
2023-10-19,104.80999755859375
2023-10-20,104.55999755859375
2023-10-23,105.16000366210938
2023-10-24,104.83999633789062
2023-10-25,103.63999938964844
2023-10-26,103.12000274658203
2023-10-27,103.19000244140625
2023-10-30,103.41000366210938
2023-10-31,104.41000366210938
2023-11-01,105.06999969482422
2023-11-02,110.19999694824219
2023-11-03,108.75
2023-11-06,109.30000305175781
2023-11-07,105.93000030517578
2023-11-08,104.86000061035156
2023-11-09,104.12000274658203
2023-11-10,105.41999816894531
2023-11-13,105.81999969482422
2023-11-14,108.06999969482422
2023-11-15,110.5
2023-11-16,111.55000305175781
2023-11-17,111.66999816894531
2023-11-20,112.5
2023-11-21,112.9000015258789
2023-11-22,113.83000183105469
2023-11-24,113.43000030517578
2023-11-27,113.83999633789062
2023-11-28,113.08999633789062
2023-11-29,113.91999816894531
2023-11-30,116.30999755859375
2023-12-01,117.97000122070312
2023-12-04,116.88999938964844
2023-12-05,115.81999969482422
2023-12-06,116.12999725341797
2023-12-07,117.29000091552734
2023-12-08,117.30000305175781
2023-12-11,117.9800033569336
2023-12-12,117.44999694824219
2023-12-13,117.9000015258789
2023-12-14,118.52999877929688
2023-12-15,118.69000244140625
2023-12-18,118.80000305175781
2023-12-19,119.97000122070312
2023-12-20,120.0
2023-12-21,119.6500015258789
2023-12-22,120.55999755859375
2023-12-26,121.41999816894531
2023-12-27,121.12999725341797
2023-12-28,121.62999725341797
2023-12-29,121.69999694824219
2024-01-02,121.38999938964844
2024-01-03,120.47000122070312
2024-01-04,120.19999694824219
2024-01-05,119.9800033569336
2024-01-08,121.97000122070312
2024-01-09,121.87000274658203
2024-01-10,123.2300033569336
2024-01-11,122.37999725341797
2024-01-12,123.06999969482422
2024-01-16,122.63999938964844
2024-01-17,122.2300033569336
2024-01-18,123.83000183105469
2024-01-19,123.36000061035156
2024-01-22,122.58999633789062
2024-01-23,121.08000183105469
2024-01-24,120.5199966430664
2024-01-25,121.95999908447266
2024-01-26,121.69000244140625
2024-01-29,122.91999816894531
2024-01-30,122.37000274658203
2024-01-31,125.5999984741211
2024-02-01,127.25
2024-02-02,126.31999969482422
2024-02-05,125.36000061035156
2024-02-06,127.5999984741211
2024-02-07,127.55000305175781
2024-02-08,123.04000091552734
2024-02-09,122.80000305175781
2024-02-12,125.8499984741211
2024-02-13,123.16000366210938
2024-02-14,121.83999633789062
2024-02-15,124.4000015258789
2024-02-16,124.70999908447266
2024-02-20,124.9800033569336
2024-02-21,128.35000610351562
2024-02-22,128.5399932861328
2024-02-23,129.17999267578125
2024-02-26,126.87999725341797
2024-02-27,126.37000274658203
2024-02-28,124.12999725341797
2024-02-29,124.36000061035156
2024-03-01,124.01000213623047
2024-03-04,125.51000213623047
2024-03-05,124.77999877929688
2024-03-06,125.83000183105469
2024-03-07,127.36000061035156
2024-03-08,126.73999786376953
2024-03-11,128.0399932861328
2024-03-12,128.2100067138672
2024-03-13,126.58999633789062
2024-03-14,125.7300033569336
2024-03-15,125.16999816894531
2024-03-18,125.95999908447266
2024-03-19,126.66000366210938
2024-03-20,126.52999877929688
2024-03-21,127.06999969482422
2024-03-22,127.19999694824219
2024-03-25,127.91000366210938
2024-03-26,127.87000274658203
2024-03-27,132.61000061035156
2024-03-28,131.97999572753906
2024-04-01,129.75
2024-04-02,128.47000122070312
2024-04-03,130.00999450683594
2024-04-04,127.55999755859375
2024-04-05,127.33000183105469
2024-04-08,126.69000244140625
2024-04-09,129.39999389648438
2024-04-10,127.72000122070312
2024-04-11,127.5199966430664
2024-04-12,124.4800033569336
2024-04-15,124.0
2024-04-16,122.06999969482422
2024-04-17,121.30000305175781
2024-04-18,119.33000183105469
2024-04-19,119.43000030517578
2024-04-22,120.77999877929688
2024-04-23,121.5199966430664
2024-04-24,121.16999816894531
2024-04-25,119.75
2024-04-26,119.3499984741211
2024-04-29,121.70999908447266
2024-04-30,120.27999877929688
2024-05-01,119.55999755859375
2024-05-02,118.45999908447266
2024-05-03,121.66000366210938
2024-05-06,120.55999755859375
2024-05-07,121.43000030517578
2024-05-08,120.8499984741211
2024-05-09,121.44000244140625
2024-05-10,121.30999755859375
2024-05-13,119.58999633789062
2024-05-14,119.97000122070312
2024-05-15,120.9800033569336
2024-05-16,121.2300033569336
2024-05-17,120.18000030517578
2024-05-20,119.05000305175781
2024-05-21,119.0
2024-05-22,119.33000183105469
2024-05-23,115.8499984741211
2024-05-24,116.41000366210938
2024-05-28,116.33000183105469
2024-05-29,115.13999938964844
2024-05-30,114.44000244140625
2024-05-31,115.1500015258789
2024-06-03,113.12000274658203
2024-06-04,113.44000244140625
2024-06-05,112.63999938964844
2024-06-06,113.37000274658203
2024-06-07,113.33999633789062
2024-06-10,112.87999725341797
2024-06-11,109.2300033569336
2024-06-12,107.44999694824219
2024-06-13,106.97000122070312
2024-06-14,107.19000244140625
2024-06-17,107.02999877929688
2024-06-18,106.69000244140625
2024-06-20,106.25
2024-06-21,107.86000061035156
2024-06-24,108.45999908447266
2024-06-25,108.22000122070312
2024-06-26,108.11000061035156
2024-06-27,108.37999725341797
2024-06-28,108.52999877929688
2024-07-01,105.95999908447266
2024-07-02,106.2699966430664
2024-07-03,106.58000183105469
2024-07-05,108.01000213623047
2024-07-08,106.38999938964844
2024-07-09,105.76000213623047
2024-07-10,106.9000015258789
2024-07-11,108.19000244140625
2024-07-12,108.69000244140625
2024-07-15,106.52999877929688
2024-07-16,107.45999908447266
2024-07-17,111.05000305175781
2024-07-18,111.38999938964844
2024-07-19,110.5
2024-07-22,110.33000183105469
2024-07-23,110.0
2024-07-24,110.55000305175781
2024-07-25,110.63999938964844
2024-07-26,111.29000091552734
2024-07-29,110.79000091552734
2024-07-30,111.37000274658203
2024-07-31,111.3499984741211
2024-08-01,111.12000274658203
2024-08-02,110.36000061035156
2024-08-05,107.04000091552734
2024-08-06,109.56999969482422
2024-08-07,105.80999755859375
2024-08-08,108.69999694824219
2024-08-09,108.08000183105469
2024-08-12,107.0
2024-08-13,109.30999755859375
2024-08-14,108.62999725341797
2024-08-15,109.9000015258789
2024-08-16,110.6500015258789
2024-08-19,111.7699966430664
2024-08-20,111.63999938964844
2024-08-21,112.12999725341797
2024-08-22,113.41999816894531
2024-08-23,115.05000305175781
2024-08-26,114.62999725341797
2024-08-27,114.66999816894531
2024-08-28,114.19000244140625
2024-08-29,114.66999816894531
2024-08-30,115.45999908447266
2024-09-03,116.16999816894531
2024-09-04,114.4800033569336
2024-09-05,104.47000122070312
2024-09-06,104.80999755859375
2024-09-09,104.83000183105469
2024-09-10,105.16000366210938
2024-09-11,105.1500015258789
2024-09-12,105.13999938964844
2024-09-13,106.26000213623047
2024-09-16,107.43000030517578
2024-09-17,106.23999786376953
2024-09-18,106.27999877929688
2024-09-19,106.33999633789062
2024-09-20,106.41999816894531
2024-09-23,107.56999969482422
2024-09-24,107.80999755859375
2024-09-25,106.5
2024-09-26,107.70999908447266
2024-09-27,108.22000122070312
2024-09-30,107.94999694824219
2024-10-01,107.33999633789062
2024-10-02,105.69000244140625
2024-10-03,104.19000244140625
2024-10-04,104.68000030517578
2024-10-07,102.27999877929688
2024-10-08,101.7699966430664
2024-10-09,103.45999908447266
2024-10-10,102.81999969482422
2024-10-11,103.5
2024-10-14,104.83000183105469
2024-10-15,104.5999984741211
2024-10-16,105.45999908447266
2024-10-17,104.94999694824219
2024-10-18,106.30999755859375
2024-10-21,105.19999694824219
2024-10-22,104.26000213623047
2024-10-23,104.69999694824219
2024-10-24,104.0
2024-10-25,102.3499984741211
2024-10-28,103.5999984741211
2024-10-29,103.87999725341797
2024-10-30,109.80999755859375
2024-10-31,106.91999816894531
2024-11-01,107.2699966430664
2024-11-04,108.41000366210938
2024-11-05,108.91999816894531
2024-11-06,110.16999816894531
2024-11-07,108.69000244140625
2024-11-08,108.18000030517578
2024-11-11,109.45999908447266
2024-11-12,109.94000244140625
2024-11-13,109.97000122070312
2024-11-14,108.8499984741211
2024-11-15,112.54000091552734
2024-11-18,113.0199966430664
2024-11-19,110.94999694824219
2024-11-20,109.2699966430664
2024-11-21,108.4000015258789
