Date,EVRG
2022-02-28,62.40999984741211
2022-03-01,60.880001068115234
2022-03-02,61.810001373291016
2022-03-03,62.40999984741211
2022-03-04,63.70000076293945
2022-03-07,64.25
2022-03-08,63.72999954223633
2022-03-09,63.369998931884766
2022-03-10,64.11000061035156
2022-03-11,64.3499984741211
2022-03-14,64.5199966430664
2022-03-15,64.87000274658203
2022-03-16,64.68000030517578
2022-03-17,65.0
2022-03-18,64.7699966430664
2022-03-21,64.9800033569336
2022-03-22,65.0999984741211
2022-03-23,65.1500015258789
2022-03-24,65.5199966430664
2022-03-25,66.8499984741211
2022-03-28,66.97000122070312
2022-03-29,67.69000244140625
2022-03-30,68.26000213623047
2022-03-31,68.33999633789062
2022-04-01,69.05999755859375
2022-04-04,68.41999816894531
2022-04-05,69.08000183105469
2022-04-06,70.61000061035156
2022-04-07,70.58000183105469
2022-04-08,71.11000061035156
2022-04-11,70.58000183105469
2022-04-12,71.3499984741211
2022-04-13,70.5999984741211
2022-04-14,70.80999755859375
2022-04-18,70.86000061035156
2022-04-19,71.11000061035156
2022-04-20,72.62000274658203
2022-04-21,72.12000274658203
2022-04-22,71.33000183105469
2022-04-25,70.0999984741211
2022-04-26,69.2300033569336
2022-04-27,69.19999694824219
2022-04-28,69.7300033569336
2022-04-29,67.8499984741211
2022-05-02,67.08000183105469
2022-05-03,67.37999725341797
2022-05-04,68.7300033569336
2022-05-05,68.27999877929688
2022-05-06,68.0999984741211
2022-05-09,67.9000015258789
2022-05-10,66.44999694824219
2022-05-11,66.95999908447266
2022-05-12,66.80000305175781
2022-05-13,67.61000061035156
2022-05-16,67.5199966430664
2022-05-17,67.95999908447266
2022-05-18,67.05999755859375
2022-05-19,66.69999694824219
2022-05-20,67.43000030517578
2022-05-23,68.0999984741211
2022-05-24,69.31999969482422
2022-05-25,69.5199966430664
2022-05-26,69.55999755859375
2022-05-27,70.56999969482422
2022-05-31,69.94000244140625
2022-06-01,70.01000213623047
2022-06-02,70.01000213623047
2022-06-03,70.01000213623047
2022-06-06,70.4000015258789
2022-06-07,70.55000305175781
2022-06-08,68.9800033569336
2022-06-09,67.37000274658203
2022-06-10,66.75
2022-06-13,63.29999923706055
2022-06-14,61.31999969482422
2022-06-15,61.310001373291016
2022-06-16,60.7400016784668
2022-06-17,60.13999938964844
2022-06-21,60.939998626708984
2022-06-22,61.220001220703125
2022-06-23,62.439998626708984
2022-06-24,64.11000061035156
2022-06-27,64.97000122070312
2022-06-28,64.73999786376953
2022-06-29,65.16000366210938
2022-06-30,65.25
2022-07-01,66.80999755859375
2022-07-05,64.01000213623047
2022-07-06,64.95999908447266
2022-07-07,64.44000244140625
2022-07-08,64.4000015258789
2022-07-11,64.95999908447266
2022-07-12,64.97000122070312
2022-07-13,64.48999786376953
2022-07-14,64.81999969482422
2022-07-15,65.04000091552734
2022-07-18,64.43000030517578
2022-07-19,64.36000061035156
2022-07-20,63.150001525878906
2022-07-21,63.369998931884766
2022-07-22,64.30999755859375
2022-07-25,64.94999694824219
2022-07-26,65.69999694824219
2022-07-27,66.4000015258789
2022-07-28,67.61000061035156
2022-07-29,68.26000213623047
2022-08-01,68.47000122070312
2022-08-02,68.0
2022-08-03,68.37000274658203
2022-08-04,68.23999786376953
2022-08-05,67.83000183105469
2022-08-08,68.63999938964844
2022-08-09,69.54000091552734
2022-08-10,69.56999969482422
2022-08-11,69.33999633789062
2022-08-12,70.88999938964844
2022-08-15,71.43000030517578
2022-08-16,71.20999908447266
2022-08-17,71.12999725341797
2022-08-18,70.94000244140625
2022-08-19,71.33000183105469
2022-08-22,70.26000213623047
2022-08-23,70.0199966430664
2022-08-24,70.12000274658203
2022-08-25,70.41999816894531
2022-08-26,69.4800033569336
2022-08-29,70.16999816894531
2022-08-30,69.38999938964844
2022-08-31,68.52999877929688
2022-09-01,69.73999786376953
2022-09-02,68.37000274658203
2022-09-06,68.0199966430664
2022-09-07,70.12000274658203
2022-09-08,70.12000274658203
2022-09-09,70.1500015258789
2022-09-12,70.81999969482422
2022-09-13,68.80999755859375
2022-09-14,69.62999725341797
2022-09-15,67.55999755859375
2022-09-16,67.06999969482422
2022-09-19,67.66000366210938
2022-09-20,66.70999908447266
2022-09-21,65.94999694824219
2022-09-22,65.87999725341797
2022-09-23,64.94999694824219
2022-09-26,63.5
2022-09-27,62.93000030517578
2022-09-28,63.220001220703125
2022-09-29,60.4900016784668
2022-09-30,59.400001525878906
2022-10-03,60.779998779296875
2022-10-04,62.029998779296875
2022-10-05,60.15999984741211
2022-10-06,58.029998779296875
2022-10-07,57.040000915527344
2022-10-10,57.41999816894531
2022-10-11,57.349998474121094
2022-10-12,55.11000061035156
2022-10-13,56.869998931884766
2022-10-14,56.27000045776367
2022-10-17,57.27000045776367
2022-10-18,58.849998474121094
2022-10-19,58.31999969482422
2022-10-20,57.040000915527344
2022-10-21,58.15999984741211
2022-10-24,58.43000030517578
2022-10-25,59.459999084472656
2022-10-26,59.31999969482422
2022-10-27,60.20000076293945
2022-10-28,61.959999084472656
2022-10-31,61.130001068115234
2022-11-01,61.15999984741211
2022-11-02,60.77000045776367
2022-11-03,61.540000915527344
2022-11-04,62.599998474121094
2022-11-07,61.2400016784668
2022-11-08,61.47999954223633
2022-11-09,60.130001068115234
2022-11-10,61.70000076293945
2022-11-11,59.38999938964844
2022-11-14,57.43000030517578
2022-11-15,59.709999084472656
2022-11-16,59.45000076293945
2022-11-17,58.189998626708984
2022-11-18,58.650001525878906
2022-11-21,58.400001525878906
2022-11-22,59.20000076293945
2022-11-23,58.33000183105469
2022-11-25,59.0099983215332
2022-11-28,58.689998626708984
2022-11-29,58.06999969482422
2022-11-30,59.209999084472656
2022-12-01,58.880001068115234
2022-12-02,58.5
2022-12-05,58.15999984741211
2022-12-06,58.470001220703125
2022-12-07,59.66999816894531
2022-12-08,62.0
2022-12-09,62.38999938964844
2022-12-12,63.13999938964844
2022-12-13,63.25
2022-12-14,63.04999923706055
2022-12-15,62.79999923706055
2022-12-16,61.90999984741211
2022-12-19,61.689998626708984
2022-12-20,62.0099983215332
2022-12-21,63.02000045776367
2022-12-22,62.61000061035156
2022-12-23,63.34000015258789
2022-12-27,63.47999954223633
2022-12-28,63.22999954223633
2022-12-29,63.52000045776367
2022-12-30,62.93000030517578
2023-01-03,62.93000030517578
2023-01-04,63.88999938964844
2023-01-05,62.9900016784668
2023-01-06,64.77999877929688
2023-01-09,64.27999877929688
2023-01-10,64.18000030517578
2023-01-11,64.41000366210938
2023-01-12,63.91999816894531
2023-01-13,62.88999938964844
2023-01-17,62.56999969482422
2023-01-18,60.52000045776367
2023-01-19,59.25
2023-01-20,59.63999938964844
2023-01-23,60.13999938964844
2023-01-24,61.349998474121094
2023-01-25,61.93000030517578
2023-01-26,61.400001525878906
2023-01-27,61.7400016784668
2023-01-30,61.689998626708984
2023-01-31,62.650001525878906
2023-02-01,62.88999938964844
2023-02-02,63.2400016784668
2023-02-03,61.63999938964844
2023-02-06,62.119998931884766
2023-02-07,61.97999954223633
